global_running_event_id	physical_page	surface	component_recipe	close_target_action	target_source	other_page_count	other_pages	portability_status
G407-E1039	f68r1	qokeeedy	OK+EEE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1042	f68r1	yteody	Y+T+E+O+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1077	f71v	sheealody	SH+EE+AL+O+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1122	f71v	shldy	SH+L+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1141	f72r	olcheor	OL+CH+E+O+DY	CH	EXPLICIT_LAST_ACTION	9	f11r|f13r|f17r|f77r|f81r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1145	f72r	oteedy	OT+EE+DY	CHD	INHERITED_ACTION	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1151	f72r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1191	f72r	teeody	T+EE+O+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f75r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1276	f72r	dalchdy	AL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1280	f72r	qoteeody	OT+EE+O+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1311	f72r	oteedy	OT+EE+DY	T	INHERITED_ACTION	11	f17r|f1r|f67r2|f68r1|f75r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1330	f72r	oteedy	OT+EE+DY	S	INHERITED_ACTION	9	f56r|f67r2|f75r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1348	f72r	otochedy	OT+O+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1352	f72r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1391	f72r	eeer	EEE+DY	P	INHERITED_ACTION	6	f17r|f76r|f81r|f81v|f83r|f88v	CROSS_PAGE_ACTION_CLOSE
G407-E1412	f72r	eedy	EE+DY	S	INHERITED_ACTION	9	f56r|f67r2|f75r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1431	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1436	f75r	qoldy	OL+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1438	f75r	chekeedy	CH+K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1458	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1466	f75r	olsheedy	OL+SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1475	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1477	f75r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1478	f75r	qokshdy	OK+SH+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1488	f75r	qokardy	OK+AR+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1492	f75r	lshedy	L+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1493	f75r	okeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1494	f75r	qokchdy	OK+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1497	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1501	f75r	olchedy	OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1511	f75r	tedy	T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1512	f75r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1513	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1516	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1520	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1532	f75r	olshedy	OL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1534	f75r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1535	f75r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1536	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1537	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1538	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1539	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1541	f75r	olshedy	OL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1547	f75r	olshedy	OL+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1560	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1561	f75r	okchdy	OK+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1563	f75r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1565	f75r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1569	f75r	okshedy	OK+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1579	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1582	f75r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1584	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1590	f75r	qokshedy	OK+SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1640	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1643	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1644	f75r	lchedy	L+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1658	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1659	f75r	okaldy	OK+AL+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1662	f75r	otody	OT+O+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1666	f75r	pchedy	P+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1673	f75r	sheedy	SH+EE+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1674	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1675	f75r	lolchedy	L+OL+CHD+DY	CHD	EXPLICIT_LAST_ACTION	9	f72r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1682	f75r	okeedyqol	OK+EE+DY+OL	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1685	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1699	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1702	f75r	dshedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1706	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1709	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1710	f75r	daldy	AL+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1713	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1716	f75r	chsdy	CH+S+DY	S	EXPLICIT_LAST_ACTION	9	f56r|f67r2|f72r|f76r|f77r|f81r|f82r|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1717	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1719	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1720	f75r	ldy	L+DY	SH	INHERITED_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1723	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1728	f75r	chcthedy	CH+CH+T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1729	f75r	ltedy	L+T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1732	f75r	olkedy	OL+K+E+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1740	f75r	oltedy	OL+T+E+DY	T	EXPLICIT_LAST_ACTION	11	f17r|f1r|f67r2|f68r1|f72r|f76r|f77r|f81r|f81v|f88v|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1746	f75r	shedy	SH+E+DY	SH	EXPLICIT_LAST_ACTION	15	f17r|f18r|f1r|f24v|f71v|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1748	f75r	oldy	OL+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1750	f75r	keedy	K+EE+DY	K	EXPLICIT_LAST_ACTION	13	f17r|f18r|f55v|f56r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1751	f75r	qokeedy	OK+EE+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1755	f75r	dardardy	D_ADDR+AR+D_ADDR+AR+DY	OK	INHERITED_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
G407-E1756	f75r	qokedy	OK+E+DY	OK	EXPLICIT_LAST_ACTION	14	f13r|f55v|f68r1|f72r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_ACTION_CLOSE
