global_running_event_id	physical_page	surface	component_recipe	pair_ordinal_in_recipe	ordered_pair	r_topology	other_page_count	other_pages	portability_status
G407-E0073	f1r	cphesaiin	CH+P+E+S+AIIN	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0075	f1r	cphey	CH+P+E+Y	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0078	f1r	cphodal	CH+P+O+D_ADDR+AL	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0080	f1r	oksho	OK+SH+O	1	OK>SH	NONE	5	f18r|f75r|f81v|f83r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0081	f1r	kshoy	K+SH+O+Y	1	K>SH	NONE	6	f11r|f17r|f24v|f75r|f81r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0086	f1r	sckhey	S+CH+K+E+Y	1	S>CH	NONE	3	f56r|f83r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0086	f1r	sckhey	S+CH+K+E+Y	2	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0089	f1r	ckhey	CH+K+E+Y	1	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0091	f1r	cphy	CH+P+Y	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0092	f1r	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0093	f1r	cthey	CH+T+E+Y	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0105	f1r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0108	f1r	shckhey	SH+CH+K+E+Y	1	SH>CH	NONE	8	f75r|f76r|f77r|f81v|f82r|f83r|f88v|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0108	f1r	shckhey	SH+CH+K+E+Y	2	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0121	f1r	kshy	K+SH+Y	1	K>SH	NONE	6	f11r|f17r|f24v|f75r|f81r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0129	f1r	tchey	T+CH+E+Y	1	T>CH	NONE	13	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0130	f1r	chekain	CH+K+AIN	1	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0132	f1r	pshol	P+SH+OL	1	P>SH	NONE	7	f24v|f75r|f76r|f77r|f83r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0134	f1r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0140	f1r	cphealy	CH+P+E+AL+Y	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0144	f1r	ckhyds	CH+K+Y+D_ADDR+S	1	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0146	f1r	shcthaiin	SH+CH+T+AIIN	1	SH>CH	NONE	8	f75r|f76r|f77r|f81v|f82r|f83r|f88v|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0146	f1r	shcthaiin	SH+CH+T+AIIN	2	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0151	f1r	cthols	CH+T+OL+S	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0153	f1r	shok	SH+OK	1	SH>OK	NONE	4	f56r|f68r1|f72r|f75r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0157	f1r	ckhey	CH+K+E+Y	1	CH>K	NONE	22	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0160	f1r	cpho	CH+P+O	1	CH>P	NONE	15	f11r|f17r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0162	f1r	shokcheey	SH+OK+CH+EE+Y	1	SH>OK	NONE	4	f56r|f68r1|f72r|f75r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0162	f1r	shokcheey	SH+OK+CH+EE+Y	2	OK>CH	NONE	10	f13r|f17r|f18r|f24v|f56r|f68r1|f71v|f72r|f77r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0164	f1r	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	1	T>SH	NONE	3	f11r|f17r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0173	f1r	cthal	CH+T+AL	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0179	f1r	cthar	CH+T+AR	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0187	f1r	cthol	CH+T+OL	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0189	f1r	ctholdar	CH+T+OL+D_ADDR+AR	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0195	f1r	kokaiin	K+OK+AIIN	1	K>OK	NONE	0	NONE	LOCAL_ADJACENT_PAIR
G407-E0202	f1r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0208	f1r	chtor	CH+T+OR	1	CH>T	NONE	21	f10r|f11r|f17r|f18r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0215	f10r	pchocthy	P+CH+O+CH+T+Y	1	P>CH	NONE	11	f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0215	f10r	pchocthy	P+CH+O+CH+T+Y	4	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0217	f10r	octhody	O+CH+T+O+D_ADDR+Y	2	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0219	f10r	pchodol	P+CH+O+D_ADDR+OL	1	P>CH	NONE	11	f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0220	f10r	chopchal	CH+O+P+CH+AL	3	P>CH	NONE	11	f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0221	f10r	ypch	Y+P+CH	2	P>CH	NONE	11	f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0224	f10r	cthoor	CH+T+O+OR	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0226	f10r	chty	CH+T+Y	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0229	f10r	otytchol	OT+Y+T+CH+OL	3	T>CH	NONE	13	f11r|f13r|f17r|f18r|f1r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0237	f10r	chocthy	CH+O+CH+T+Y	3	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0246	f10r	chcthy	CH+CH+T+Y	1	CH>CH	NONE	15	f18r|f24v|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0246	f10r	chcthy	CH+CH+T+Y	2	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0247	f10r	ctho	CH+T+O	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0248	f10r	ckhy	CH+K+Y	1	CH>K	NONE	22	f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0251	f10r	chtchor	CH+T+CH+OR	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0251	f10r	chtchor	CH+T+CH+OR	2	T>CH	NONE	13	f11r|f13r|f17r|f18r|f1r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0257	f10r	cthy	CH+T+Y	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0259	f10r	cthy	CH+T+Y	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0261	f10r	cthaiin	CH+T+AIIN	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0262	f10r	qoctholy	CARRIER_Q+O+CH+T+OL+Y	3	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0270	f10r	kchaiin	K+CH+AIIN	1	K>CH	NONE	10	f11r|f18r|f24v|f55v|f56r|f67r2|f68r1|f83r|f88r|f88v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0273	f10r	cth	CH+T	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0285	f10r	oykchor	O+Y+K+CH+OR	3	K>CH	NONE	10	f11r|f18r|f24v|f55v|f56r|f67r2|f68r1|f83r|f88r|f88v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0295	f10r	cthor	CH+T+OR	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0301	f10r	cthyd	CH+T+Y+D_ADDR	1	CH>T	NONE	21	f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0307	f11r	tshol	T+SH+OL	1	T>SH	NONE	3	f17r|f1r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0311	f11r	cphy	CH+P+Y	1	CH>P	NONE	15	f17r|f1r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0313	f11r	tchody	T+CH+O+DY	1	T>CH	NONE	13	f10r|f13r|f17r|f18r|f1r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0315	f11r	socthody	S+O+CH+T+O+D_ADDR+Y	3	CH>T	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0318	f11r	kshy	K+SH+Y	1	K>SH	NONE	6	f17r|f1r|f24v|f75r|f81r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0321	f11r	ytchoky	Y+T+OK+Y	2	T>OK	NONE	1	f56r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0326	f11r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0345	f11r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0356	f11r	ykchor	Y+K+CH+OR	2	K>CH	NONE	10	f10r|f18r|f24v|f55v|f56r|f67r2|f68r1|f83r|f88r|f88v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0359	f11r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0364	f11r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f17r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0372	f13r	opchor	O+P+CH+OR	2	P>CH	NONE	11	f10r|f17r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0378	f13r	shkchy	SH+K+Y	1	SH>K	NONE	3	f76r|f81v|f83r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0408	f13r	tchor	T+CH+OR	1	T>CH	NONE	13	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0413	f13r	okchor	OK+CH+OR	1	OK>CH	NONE	10	f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f77r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0415	f13r	chckhy	CH+K+Y	1	CH>K	NONE	22	f10r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0424	f13r	okchor	OK+CH+OR	1	OK>CH	NONE	10	f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f77r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0438	f13r	okchal	OK+CH+AL	1	OK>CH	NONE	10	f17r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f77r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0452	f17r	oldckhy	OL+D_ADDR+CH+K+Y	3	CH>K	NONE	22	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0457	f17r	ckhody	CH+K+O+DY	1	CH>K	NONE	22	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0460	f17r	qodcthy	O+D_ADDR+CH+T+Y	3	CH>T	NONE	21	f10r|f11r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0468	f17r	okchom	OK+CH+O+AM_ADDR	1	OK>CH	NONE	10	f13r|f18r|f1r|f24v|f56r|f68r1|f71v|f72r|f77r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0469	f17r	tcho	T+CH+O	1	T>CH	NONE	13	f10r|f11r|f13r|f18r|f1r|f24v|f56r|f72r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0476	f17r	ypchy	Y+P+CH+Y	2	P>CH	NONE	11	f10r|f13r|f55v|f67r2|f68r1|f71v|f72r|f81r|f83r|f88r|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0478	f17r	ychekchy	Y+CH+K+Y	2	CH>K	NONE	22	f10r|f13r|f18r|f1r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0479	f17r	cthy	CH+T+Y	1	CH>T	NONE	21	f10r|f11r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0482	f17r	cphor	CH+P+OR	1	CH>P	NONE	15	f11r|f1r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0483	f17r	cphaldy	CH+P+AL+DY	1	CH>P	NONE	15	f11r|f1r|f24v|f56r|f68r1|f71v|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_ADJACENT_PAIR
G407-E0485	f17r	cthey	CH+T+E+Y	1	CH>T	NONE	21	f10r|f11r|f18r|f1r|f24v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_ADJACENT_PAIR
