global_attachment_id	global_running_event_id	physical_page	surface	focus_core	action_core	focus_edge	selector_rule	attachment_geometry	r_topology	other_page_count	other_pages	portability_status
G407-A00011	G407-E0010	f1r	sholdy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00012	G407-E0011	f1r	sory	OR	S	S<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	13	f10r|f17r|f24v|f67r2|f72r|f75r|f76r|f81r|f82r|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00013	G407-E0011	f1r	sory	Y	S	S<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00014	G407-E0012	f1r	ckhar	AR	K	K<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	14	f13r|f18r|f55v|f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f88r|f88v|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00015	G407-E0013	f1r	or	OR	K	K<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	12	f10r|f13r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88r|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00016	G407-E0014	f1r	y	Y	K	K<-Y	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00017	G407-E0015	f1r	kair	AIR	K	K<-AIR	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	9	f17r|f55v|f67r2|f72r|f76r|f81v|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00018	G407-E0016	f1r	chtaiin	AIIN	T	T<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	11	f10r|f18r|f55v|f67r2|f71v|f77r|f81r|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00019	G407-E0017	f1r	shar	AR	SH	SH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f24v|f71v|f72r|f75r|f76r|f77r|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00020	G407-E0018	f1r	ase	E	S	S<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	14	f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00021	G407-E0019	f1r	cthar	AR	T	T<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f10r|f17r|f18r|f55v|f72r|f76r|f81r|f81v|f83r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00022	G407-E0020	f1r	cthar	AR	T	T<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f10r|f17r|f18r|f55v|f72r|f76r|f81r|f81v|f83r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00023	G407-E0021	f1r	dan	AIN	T	T<-AIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	9	f10r|f55v|f67r2|f75r|f76r|f77r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00024	G407-E0022	f1r	syaiir	Y	S	S<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	15	f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00025	G407-E0023	f1r	sheky	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00026	G407-E0023	f1r	sheky	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00027	G407-E0024	f1r	or	OR	K	K<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	12	f10r|f13r|f24v|f56r|f67r2|f68r1|f71v|f75r|f76r|f81v|f88r|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00028	G407-E0025	f1r	ykaiin	Y	K	K<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00029	G407-E0025	f1r	ykaiin	AIIN	K	K<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f11r|f13r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00030	G407-E0027	f1r	cthoary	AR	T	T<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f10r|f17r|f18r|f55v|f72r|f76r|f81r|f81v|f83r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00031	G407-E0027	f1r	cthoary	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00032	G407-E0028	f1r	cthes	E	T	T<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f24v|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00033	G407-E0029	f1r	daraiin	AR	S	S<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	15	f17r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00034	G407-E0029	f1r	daraiin	AIIN	S	S<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f11r|f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00035	G407-E0030	f1r	sy	Y	S	S<-Y	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	15	f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00036	G407-E0032	f1r	oteey	EE	S	S<-EE	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	6	f67r2|f72r|f77r|f81r|f82r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00037	G407-E0032	f1r	oteey	Y	S	S<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	15	f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00038	G407-E0033	f1r	oteos	E	S	S<-E	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	14	f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00039	G407-E0034	f1r	roloty	Y	R	R<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	R_POSITIONAL_HEAD	13	f17r|f18r|f55v|f56r|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00040	G407-E0035	f1r	cthiar	AR	T	T<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f10r|f17r|f18r|f55v|f72r|f76r|f81r|f81v|f83r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00041	G407-E0036	f1r	daiin	AIIN	T	T<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	11	f10r|f18r|f55v|f67r2|f71v|f77r|f81r|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00042	G407-E0037	f1r	okaiin	AIIN	OK	OK<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00043	G407-E0038	f1r	or	OR	OK	OK<-OR	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	14	f13r|f17r|f18r|f24v|f55v|f56r|f72r|f76r|f81r|f81v|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00044	G407-E0040	f1r	sair	AIR	S	S<-AIR	L_AIR_RIGHT_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	4	f67r2|f83r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00045	G407-E0041	f1r	y	Y	S	S<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	15	f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f82r|f83r|f88r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00046	G407-E0042	f1r	chear	E	CH	CH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00047	G407-E0042	f1r	chear	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f18r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00048	G407-E0043	f1r	cthaiin	AIIN	T	T<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	11	f10r|f18r|f55v|f67r2|f71v|f77r|f81r|f82r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00049	G407-E0044	f1r	cphar	AR	P	P<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00050	G407-E0045	f1r	cfhaiin	AIIN	CH	CH<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f11r|f13r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00051	G407-E0046	f1r	ydaraishy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00052	G407-E0046	f1r	ydaraishy	AR	CH	CH<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	17	f10r|f17r|f18r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00053	G407-E0046	f1r	ydaraishy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00054	G407-E0047	f1r	odar	AR	OWNER	OWNER<-AR	AL_AR_ORDERED_FALLBACK	OWNER_ONLY	NONE	10	f18r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f83r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00055	G407-E0049	f1r	cphoy	Y	P	P<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00056	G407-E0050	f1r	oydar	Y	P	P<-Y	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	17	f10r|f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00057	G407-E0050	f1r	oydar	AR	P	P<-AR	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	NONE	10	f67r2|f71v|f72r|f76r|f77r|f81r|f81v|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00058	G407-E0053	f1r	cfhoaiin	AIIN	CH	CH<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f10r|f11r|f13r|f18r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00059	G407-E0054	f1r	shodary	AR	SH	SH<-AR	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	10	f24v|f71v|f72r|f75r|f76r|f77r|f82r|f88r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00060	G407-E0054	f1r	shodary	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00061	G407-E0055	f1r	yshey	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00062	G407-E0055	f1r	yshey	E	SH	SH<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	19	f11r|f13r|f17r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00063	G407-E0055	f1r	yshey	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00064	G407-E0057	f1r	okchoy	Y	CH	CH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00065	G407-E0059	f1r	chocthy	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00066	G407-E0061	f1r	chy	Y	T	T<-Y	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00067	G407-E0062	f1r	dain	AIN	T	T<-AIN	INHERITED_ACTION_STACK	INHERITED_ACTION	NONE	9	f10r|f55v|f67r2|f75r|f76r|f77r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00068	G407-E0063	f1r	chor	OR	CH	CH<-OR	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f10r|f11r|f13r|f17r|f18r|f24v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f82r|f83r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00069	G407-E0065	f1r	daiin	AIIN	S	S<-AIIN	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	NONE	18	f11r|f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00070	G407-E0069	f1r	dain	AIN	OWNER	OWNER<-AIN	OWNER_CONTEXT	OWNER_ONLY	NONE	3	f75r|f76r|f81r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00071	G407-E0071	f1r	teody	E	T	T<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f17r|f24v|f67r2|f68r1|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00072	G407-E0072	f1r	ydain	Y	CH	CH<-Y	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00073	G407-E0072	f1r	ydain	AIN	CH	CH<-AIN	ONE_CARD_FORWARD	BOUNDED_NEXT_CARD_ACTION	NONE	8	f11r|f18r|f24v|f75r|f76r|f77r|f83r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00074	G407-E0073	f1r	cphesaiin	E	P	P<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00075	G407-E0073	f1r	cphesaiin	AIIN	S	S<-AIIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	18	f11r|f18r|f24v|f55v|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00076	G407-E0075	f1r	cphey	E	P	P<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f76r|f77r|f81r|f81v|f82r|f83r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00077	G407-E0075	f1r	cphey	Y	P	P<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	17	f10r|f11r|f13r|f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00078	G407-E0076	f1r	ytain	Y	T	T<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	23	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00079	G407-E0076	f1r	ytain	AIN	T	T<-AIN	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	9	f10r|f55v|f67r2|f75r|f76r|f77r|f83r|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00080	G407-E0077	f1r	shoshy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00081	G407-E0078	f1r	cphodal	AL	P	P<-AL	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	NONE	6	f17r|f67r2|f75r|f76r|f82r|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00082	G407-E0079	f1r	es	E	S	S<-E	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	NONE	14	f17r|f24v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88r|f88v|f89r	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00083	G407-E0081	f1r	kshoy	Y	SH	SH<-Y	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	NONE	21	f10r|f11r|f13r|f17r|f18r|f24v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	CROSS_PAGE_EXACT_FOCUS_EDGE
G407-A00084	G407-E0082	f1r	otairin	AIR	SH	SH<-AIR	L_AIR_RIGHT_FALLBACK	PREVIOUS_CARD_ACTION	NONE	1	f81v	CROSS_PAGE_EXACT_FOCUS_EDGE
