event_id	record_unit_id	statement_id	visible_surface	master_card_id	family_parse	productive_family_memberships	teaching_layer	operating_mode	imperative_clause_de	minimal_dictionary_recipe	revised_operating_mode	dictionary_reading_de
E190	B2	B2-S008	sotaiin	MC060	OT+AIIN	AIIN|OT	PRODUCTIVE_COMPOSITION	MEASURE	Arbeite danach nach dem nächsten Maß	F_AIIN+F_OT	MEASURE	Arbeite danach nach dem nächsten Maß
E191	B2	B2-S008	qokar	MC044	OK+AR	AR|OK	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Setze den Quellposten ein	F_AR+F_OK	LOCAL_CONTROL	Setze den Quellposten ein
E192	B2	B2-S008	shedy	MC128	E_GRADE+DY+SHED	DY|E_GRADE|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass ihn kurz absetzen	F_DY+F_E_GRADE+F_SHED	SETTLE	Lass ihn kurz absetzen
E193	B2	B2-S009	solshedy	MC149	OL+DY+SHED	DY|OL|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass danach den nächsten Posten absetzen	F_DY+F_OL+F_SHED	SETTLE	Lass danach den nächsten Posten absetzen
E194	B2	B2-S010	qokeey	MC002	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn länger einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn länger einwirken
E195	B2	B2-S010	qoky	MC026	OK+Y	OK|Y	PRODUCTIVE_COMPOSITION	CHARGE	Setze den Posten ein	F_OK+F_Y	CHARGE	Setze den Posten ein
E196	B2	B2-S010	ls	MC065	L	L	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe zum Auslass	F_L	DISCHARGE	Führe zum Auslass
E197	B2	B2-S010	cheey	MC119	WHOLE_SIGN[cheey]	NONE	LEARNED_WHOLE_OR_MICROSIGN	PASS_FILTER	Nimm den klaren Ablauf	W_MC119	PASS_FILTER	Nimm den klaren Ablauf
E198	B2	B2-S011	okain	MC017	OK+AIN	AIN|OK	PRODUCTIVE_COMPOSITION	CHARGE	Gib einen Anteil zu	F_AIN+F_OK	CHARGE	Gib einen Anteil zu
E199	B2	B2-S011	char	MC055	AR	AR	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Nimm davon	F_AR	LOCAL_CONTROL	Nimm davon
E200	B2	B2-S011	okain	MC017	OK+AIN	AIN|OK	PRODUCTIVE_COMPOSITION	CHARGE	Gib einen Anteil zu	F_AIN+F_OK	CHARGE	Gib einen Anteil zu
E201	B2	B2-S011	qokeedy	MC082	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn lange einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn lange einwirken
E202	B2	B2-S012	lchy	MC008	L+Y	L|Y	PRODUCTIVE_COMPOSITION	DISCHARGE	Nimm das abzuführende Gut	F_L+F_Y	DISCHARGE	Nimm das abzuführende Gut
E203	B2	B2-S012	cheey	MC119	WHOLE_SIGN[cheey]	NONE	LEARNED_WHOLE_OR_MICROSIGN	PASS_FILTER	Nimm den klaren Ablauf	W_MC119	PASS_FILTER	Nimm den klaren Ablauf
E204	B2	B2-S012	qcthey	MC073	E_GRADE+Y+CTH	CTH|E_GRADE|Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Bereite ihn kurz vor	F_CTH+F_E_GRADE+F_Y	LOCAL_CONTROL	Bereite ihn kurz vor
E205	B2	B2-S012	qokeey	MC002	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn länger einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn länger einwirken
E206	B2	B2-S012	lcheey	MC066	L	L	PRODUCTIVE_COMPOSITION	DISCHARGE	Ziehe den klaren Anteil ab	F_L	DISCHARGE	Ziehe den klaren Anteil ab
E207	B2	B2-S012	daiin	MC039	AIIN	AIIN	PRODUCTIVE_COMPOSITION	MEASURE	Arbeite nach dem vorgeschriebenen Maß	F_AIIN	MEASURE	Arbeite nach dem vorgeschriebenen Maß
E208	B2	B2-S012	chey	MC123	Y	Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte diesen Posten aktiv	F_Y	LOCAL_CONTROL	Halte diesen Posten aktiv
E209	B2	B2-S012	qokeeedy	MC140	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Setze ihn vollständig ein	F_DY+F_E_GRADE+F_OK	LOCAL_CONTROL	Setze ihn vollständig ein
E210	B2	B2-S013	lchedy	MC155	L+CHED_TRANSFER	CHED_TRANSFER|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe ihn ab	F_CHED_TRANSFER+F_L	DISCHARGE	Führe ihn ab
E211	B2	B2-S014	lar	MC029	AR+L	AR|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Ziehe ihn aus der Quelle ab	F_AR+F_L	DISCHARGE	Ziehe ihn aus der Quelle ab
E212	B2	B2-S015	tshey	MC141	T_FRAME+WHOLE_SHEY	NONE	LEARNED_WHOLE_OR_MICROSIGN	PASS_FILTER	Nimm danach den klaren Ablauf	W_MC141	PASS_FILTER	Nimm danach den klaren Ablauf
E213	B2	B2-S015	qokeedy	MC082	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn lange einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn lange einwirken
E214	B2	B2-S016	cheal	MC154	AL	AL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn dorthin	F_AL	LOCAL_CONTROL	Führe ihn dorthin
E215	B2	B2-S016	lchedar	MC011	AR+L+CHED_TRANSFER	AR|CHED_TRANSFER|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe ihn von der Quelle ab	F_AR+F_CHED_TRANSFER+F_L	DISCHARGE	Führe ihn von der Quelle ab
E216	B2	B2-S016	ches	MC152	WHOLE_SIGN[ches]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Teile den Posten	W_MC152	MEASURE	Teile den Posten
E217	B2	B2-S016	aiin	MC039	AIIN	AIIN	PRODUCTIVE_COMPOSITION	MEASURE	Arbeite nach dem vorgeschriebenen Maß	F_AIIN	MEASURE	Arbeite nach dem vorgeschriebenen Maß
E218	B2	B2-S016	oteey	MC063	OT+E_GRADE+Y	E_GRADE|OT|Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn länger im Folgegang weiter	F_E_GRADE+F_OT+F_Y	LOCAL_CONTROL	Führe ihn länger im Folgegang weiter
E219	B2	B2-S016	qokaiin	MC120	OK+AIIN	AIIN|OK	PRODUCTIVE_COMPOSITION	MEASURE	Messe den Posten ab	F_AIIN+F_OK	MEASURE	Messe den Posten ab
E220	B2	B2-S016	okey	MC007	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn kurz einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn kurz einwirken
E221	B2	B2-S016	pchedy	MC070	P+CHED_TRANSFER	CHED_TRANSFER|P	PRODUCTIVE_COMPOSITION	CHARGE	Führe ihn zu	F_CHED_TRANSFER+F_P	CHARGE	Führe ihn zu
E222	B2	B2-S017	rsheal	MC102	AL+E_GRADE	AL|E_GRADE	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte den zugeführten Posten kurz am Ziel	F_AL+F_E_GRADE	LOCAL_CONTROL	Halte den zugeführten Posten kurz am Ziel
E223	B2	B2-S017	daldy	MC079	AL+DY	AL|DY	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Schließe den Schritt am Ziel ab	F_AL+F_DY	LOCAL_CONTROL	Schließe den Schritt am Ziel ab
E224	B2	B2-S018	qokeedy	MC082	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn lange einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn lange einwirken
