master_card_id	master_form	registered_surfaces	minimal_dictionary_recipe	card_layer	source_short_value_de	imperative_clause_de	bio_event_count	revised_mode_counts
MC023	kair	kair	F_AIR+F_K_BINDER	PRODUCTIVE_COMPOSITION	Beckenlauf	Führe durch den Beckenlauf	1	LOCAL_CONTROL:1
MC024	qokol	qokol	F_OK+F_OL	PRODUCTIVE_COMPOSITION	Weiter einsetzen	Setze den verbleibenden Posten erneut ein	1	CHARGE:1
MC025	dchedy	dchedy|schedy|tchedy	F_CHED_TRANSFER	PRODUCTIVE_COMPOSITION	überführen	Führe den Posten über	4	CHARGE:4
MC026	choky	choky|oky|qoky	F_OK+F_Y	PRODUCTIVE_COMPOSITION	einsetzen	Setze den Posten ein	7	CHARGE:7
MC028	olchedy	olchedy|qolchedy	F_CHED_TRANSFER+F_DY+F_OL	PRODUCTIVE_COMPOSITION	weiterführen	Führe ihn weiter	3	LOCAL_CONTROL:3
MC029	lar	lar	F_AR+F_L	PRODUCTIVE_COMPOSITION	Quellabzug	Ziehe ihn aus der Quelle ab	1	DISCHARGE:1
MC030	lo	lo	F_L+F_O_WITHDRAW	PRODUCTIVE_COMPOSITION	Abzug	Ziehe ihn ab	1	DISCHARGE:1
MC031	dalchdy	dalchdy	F_AL+F_CHED_TRANSFER+F_DY	PRODUCTIVE_COMPOSITION	Zieltransfer	Führe ihn zum Ziel über	1	CHARGE:1
MC032	cheeky	cheeky	F_CHK+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	länger bearbeiten	Bearbeite ihn länger	1	TREAT:1
MC033	oiiin	oiiin|soiiin	F_IIN	PRODUCTIVE_COMPOSITION	Arbeitsstufe	Stelle die Arbeitsstufe ein	2	MEASURE:2
MC035	chckhy	chckhy|shckhy	F_CKH+F_Y	PRODUCTIVE_COMPOSITION	durchleiten	Leite den Posten hindurch	4	PASS_FILTER:4
MC036	solkaiin	solkaiin	F_AIIN+F_SOLK	PRODUCTIVE_COMPOSITION	Sollsammlung	Sammle ihn bis zur Sollmenge	1	LOCAL_CONTROL:1
MC038	lshedy	lshedy	F_DY+F_LSH	PRODUCTIVE_COMPOSITION	Waschgang	Führe einen Waschgang aus	2	PASS_FILTER:2
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	F_AIIN	PRODUCTIVE_COMPOSITION	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	11	MEASURE:11
MC040	okal	okal|qokal	F_AL+F_OK	PRODUCTIVE_COMPOSITION	dorthin einsetzen	Setze ihn dort ein	5	CHARGE:5
MC042	cheedar	cheedar	F_AR+F_CHED_TRANSFER	PRODUCTIVE_COMPOSITION	Quelltransfer	Führe ihn von der Quelle über	1	CHARGE:1
MC043	shecthedchy	shecthedchy	F_CHED_TRANSFER+F_CTH+F_Y	PRODUCTIVE_COMPOSITION	Vorbereitungstransfer	Führe die vorbereitete Portion über	1	CHARGE:1
MC044	qokar	qokar	F_AR+F_OK	PRODUCTIVE_COMPOSITION	Quelleinsatz	Setze den Quellposten ein	1	LOCAL_CONTROL:1
MC045	olkeedy	olkeedy|solkeedy	F_E_GRADE+F_SOLK	PRODUCTIVE_COMPOSITION	lange sammeln	Sammle ihn lange	3	SETTLE:3
MC046	raly	raly	F_AL+F_Y	PRODUCTIVE_COMPOSITION	Endposten	Nimm den Endposten	1	LOCAL_CONTROL:1
MC050	solkey	solkey	F_E_GRADE+F_SOLK+F_Y	PRODUCTIVE_COMPOSITION	Kurzsammlung	Sammle ihn kurz	1	LOCAL_CONTROL:1
MC051	lchedal	lchedal	F_AL+F_CHED_TRANSFER+F_L	PRODUCTIVE_COMPOSITION	Zielabführung	Führe ihn am Ziel ab	1	DISCHARGE:1
MC052	qekey	qekey	W_MC052	LEARNED_WHOLE_OR_MICROSIGN	kurz bearbeiten	Bearbeite ihn kurz	1	TREAT:1
MC054	qokaly	qokaly	F_AL+F_OK+F_Y	PRODUCTIVE_COMPOSITION	Zieleinsatz	Setze ihn am Ziel ein	1	LOCAL_CONTROL:1
MC055	char	char|dar|sar	F_AR	PRODUCTIVE_COMPOSITION	davon	Nimm davon	3	LOCAL_CONTROL:3
MC056	ral	ral	F_AL	PRODUCTIVE_COMPOSITION	Zielmarke	Halte die Zielmarke ein	1	LOCAL_CONTROL:1
MC057	otchedy	otchedy|qotchedy	F_CHED_TRANSFER+F_DY+F_OT	PRODUCTIVE_COMPOSITION	Folgetransfer	Führe danach den nächsten Posten über	2	CHARGE:2
MC058	sheckhal	sheckhal	F_AL+F_CKH+F_E_GRADE	PRODUCTIVE_COMPOSITION	Kurze Zielpassage	Führe ihn kurz durch die Zielpassage	1	PASS_FILTER:1
MC059	dain	dain	W_MC059	LEARNED_WHOLE_OR_MICROSIGN	Einlage	Lege die Einlage ein	2	CHARGE:2
MC060	otaiin	otaiin|sotaiin	F_AIIN+F_OT	PRODUCTIVE_COMPOSITION	Folgemaß	Arbeite danach nach dem nächsten Maß	3	MEASURE:3
MC061	sshkchdy	sshkchdy	W_MC061	LEARNED_WHOLE_OR_MICROSIGN	übertragen	Übertrage ihn	1	CHARGE:1
MC063	oteey	oteey	F_E_GRADE+F_OT+F_Y	PRODUCTIVE_COMPOSITION	Langfolge	Führe ihn länger im Folgegang weiter	2	LOCAL_CONTROL:2
MC064	chedchy	chedchy	F_CHED_TRANSFER+F_Y	PRODUCTIVE_COMPOSITION	Postentransfer	Führe den aktuellen Posten über	1	CHARGE:1
MC065	ls	ls	F_L	PRODUCTIVE_COMPOSITION	Auslass	Führe zum Auslass	1	DISCHARGE:1
MC066	lcheey	lcheey	F_L	PRODUCTIVE_COMPOSITION	Klarabzug	Ziehe den klaren Anteil ab	1	DISCHARGE:1
MC067	otchdy	otchdy	F_CHED_TRANSFER+F_DY+F_OT	PRODUCTIVE_COMPOSITION	Nachtransfer	Führe ihn danach über	1	CHARGE:1
MC070	pchedy	pchedy	F_CHED_TRANSFER+F_P	PRODUCTIVE_COMPOSITION	Zuführung	Führe ihn zu	1	CHARGE:1
MC073	qcthey	qcthey|shcthey	F_CTH+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	kurz vorbereiten	Bereite ihn kurz vor	2	LOCAL_CONTROL:2
MC074	chdy	chdy|chedy	F_CHED_TRANSFER+F_Y	PRODUCTIVE_COMPOSITION	überführen	Führe den Posten über	10	CHARGE:10
MC076	dsheol	dsheol	F_E_GRADE+F_OL	PRODUCTIVE_COMPOSITION	Kurzhalt	Halte ihn kurz	1	LOCAL_CONTROL:1
MC078	olsaly	olsaly	F_AL+F_Y	PRODUCTIVE_COMPOSITION	Zwischenziel	Führe zum Zwischenziel	1	LOCAL_CONTROL:1
MC079	daldy	daldy	F_AL+F_DY	PRODUCTIVE_COMPOSITION	Zielschluss	Schließe den Schritt am Ziel ab	1	LOCAL_CONTROL:1
MC080	chor	chor|or|shor|sor	F_OR	PRODUCTIVE_COMPOSITION	Ansatz	Verwende den Ansatz	2	CHARGE:2
MC081	okair	okair	F_AIR+F_OK	PRODUCTIVE_COMPOSITION	Laufeinsatz	Setze ihn in den Lauf ein	1	LOCAL_CONTROL:1
MC082	qokeedy	qokeedy	F_DY+F_E_GRADE+F_OK	PRODUCTIVE_COMPOSITION	lange einwirken	Lass ihn lange einwirken	10	TREAT:10
MC083	qokedy	qokedy	F_DY+F_E_GRADE+F_OK	PRODUCTIVE_COMPOSITION	kurz einwirken	Lass ihn kurz einwirken	8	TREAT:8
MC084	rshedy	rshedy	W_MC084	LEARNED_WHOLE_OR_MICROSIGN	Vollwaschung	Wasche ihn vollständig	1	PASS_FILTER:1
MC086	chety	chety|chty	F_TY	PRODUCTIVE_COMPOSITION	Teil	Nimm den bezeichneten Teil	1	LOCAL_CONTROL:1
MC088	qokchdy	qokchdy	F_CHED_TRANSFER+F_DY+F_OK	PRODUCTIVE_COMPOSITION	neuen Posten einsetzen	Setze einen neuen Posten ein	3	CHARGE:3
MC089	skar	skar	F_AR	PRODUCTIVE_COMPOSITION	Quellausguss	Gieße ihn von der Quellseite zu	1	LOCAL_CONTROL:1
MC091	dairydy	dairydy	F_AIR+F_DY+F_Y	PRODUCTIVE_COMPOSITION	Laufschluss	Schließe den Lauf ab	1	LOCAL_CONTROL:1
MC092	lol	lol	F_L+F_OL	PRODUCTIVE_COMPOSITION	Weiterabzug	Ziehe ihn weiter ab	1	DISCHARGE:1
MC093	otal	otal|qotal	F_AL+F_OT	PRODUCTIVE_COMPOSITION	danach dorthin	Führe ihn danach dorthin	3	LOCAL_CONTROL:3
MC094	cheeety	cheeety	F_E_GRADE+F_TY	PRODUCTIVE_COMPOSITION	Vollteil	Nimm den ganzen bezeichneten Teil	1	LOCAL_CONTROL:1
MC095	sheey	sheey	F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	Langhalt	Halte ihn lange	1	LOCAL_CONTROL:1
MC096	qokeedal	qokeedal	F_AL+F_E_GRADE+F_OK	PRODUCTIVE_COMPOSITION	Langer Zieleinsatz	Setze ihn lange am Ziel ein	1	LOCAL_CONTROL:1
MC097	olkain	olkain|qolkain	F_AIN+F_OL	PRODUCTIVE_COMPOSITION	weiterer Anteil	Nimm einen weiteren Anteil	2	CHARGE:2
MC101	ldalor	ldalor	F_AL+F_L	PRODUCTIVE_COMPOSITION	Endziel	Führe bis zum Endziel	1	LOCAL_CONTROL:1
MC102	rsheal	rsheal	F_AL+F_E_GRADE	PRODUCTIVE_COMPOSITION	Kurzhalt am Ziel	Halte den zugeführten Posten kurz am Ziel	1	LOCAL_CONTROL:1
MC105	chkain	chkain|kain	F_AIN	PRODUCTIVE_COMPOSITION	Portion	Nimm eine Portion	3	CHARGE:3
MC106	teol	teol	F_E_GRADE+F_OL	PRODUCTIVE_COMPOSITION	kurz weiterführen	Führe ihn kurz weiter	1	LOCAL_CONTROL:1
MC109	ytey	ytey	W_MC109	LEARNED_WHOLE_OR_MICROSIGN	Kurzteil	Nimm einen kleinen Teil	1	CHARGE:1
MC110	chkeedy	chkeedy	F_CHK+F_DY+F_E_GRADE	PRODUCTIVE_COMPOSITION	Langwärmen	Wärme ihn lange	1	TREAT:1
MC112	octheol	octheol	F_CTH+F_OL	PRODUCTIVE_COMPOSITION	Fortsetzung vorbereiten	Setze den nächsten Durchgang an	1	LOCAL_CONTROL:1
MC113	shedal	shedal	F_AL+F_SHED	PRODUCTIVE_COMPOSITION	am Ziel absetzen	Lass ihn am Ziel absetzen	2	SETTLE:2
MC116	schedair	schedair	F_AIR	PRODUCTIVE_COMPOSITION	Weiterlauf	Führe ihn im Lauf weiter	1	LOCAL_CONTROL:1
MC118	ly	ly	W_MC118	LEARNED_WHOLE_OR_MICROSIGN	Auffanggefäß	Stelle das Auffanggefäß bereit	1	LOCAL_CONTROL:1
MC119	cheey	cheey|shey	W_MC119	LEARNED_WHOLE_OR_MICROSIGN	Klarlauf	Nimm den klaren Ablauf	3	PASS_FILTER:3
MC120	okaiin	okaiin|qokaiin	F_AIIN+F_OK	PRODUCTIVE_COMPOSITION	bemessen	Messe den Posten ab	8	MEASURE:8
MC121	otar	otar	F_AR+F_OT	PRODUCTIVE_COMPOSITION	Folgequelle	Wechsle zur folgenden Quelle	1	LOCAL_CONTROL:1
MC123	chey	chey|chy|dy|shy|sy|y	F_Y	PRODUCTIVE_COMPOSITION	dies	Halte diesen Posten aktiv	9	LOCAL_CONTROL:9
MC124	lkedy	lkedy	W_MC124	LEARNED_WHOLE_OR_MICROSIGN	weiter abziehen	Ziehe ihn weiter ab	1	DISCHARGE:1
MC126	pchedal	pchedal	F_AL+F_CHED_TRANSFER+F_P	PRODUCTIVE_COMPOSITION	Zielzuführung	Führe ihn dem Ziel zu	1	CHARGE:1
MC127	lched	lched	F_CHED_TRANSFER+F_L	PRODUCTIVE_COMPOSITION	Abführung	Führe ihn ab	1	DISCHARGE:1
MC128	cheedy	cheedy|shedy|tedy	F_DY+F_E_GRADE+F_SHED	PRODUCTIVE_COMPOSITION	kurz absetzen	Lass ihn kurz absetzen	12	SETTLE:12
MC130	lsho	lsho	F_LSH	PRODUCTIVE_COMPOSITION	Waschgang	Führe einen Waschgang aus	1	PASS_FILTER:1
MC132	sheckhy	sheckhy	F_CKH+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	Kurzpassage	Führe ihn kurz hindurch	1	PASS_FILTER:1
MC133	lcheckhedy	lcheckhedy	F_CKHE+F_L	PRODUCTIVE_COMPOSITION	Trennabzug	Ziehe die getrennte Fraktion ab	1	DISCHARGE:1
MC134	qolky	qolky	F_OL	PRODUCTIVE_COMPOSITION	Weiterweg	Führe auf dem Weg weiter	1	LOCAL_CONTROL:1
MC135	otedy	otedy	F_DY+F_E_GRADE+F_OT	PRODUCTIVE_COMPOSITION	Kurzfolge	Führe ihn kurz zum Folgeschritt weiter	2	LOCAL_CONTROL:2
MC137	shecthy	shecthy	F_CTH+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	Kurzvorbereitung	Bereite ihn kurz vor	1	LOCAL_CONTROL:1
MC138	dshedy	dshedy	W_MC138	LEARNED_WHOLE_OR_MICROSIGN	Frischwasser zugeben	Lass frische Spülflüssigkeit ein	1	CHARGE:1
MC139	dchdy	dchdy	F_CHED_TRANSFER+F_DY	PRODUCTIVE_COMPOSITION	Transfer	Führe ihn über	1	CHARGE:1
MC140	qokeeedy	qokeeedy	F_DY+F_E_GRADE+F_OK	PRODUCTIVE_COMPOSITION	Volleinsatz	Setze ihn vollständig ein	1	LOCAL_CONTROL:1
MC141	tshey	tshey	W_MC141	LEARNED_WHOLE_OR_MICROSIGN	Folgeklarlauf	Nimm danach den klaren Ablauf	1	PASS_FILTER:1
MC143	shckhedy	shckhedy	F_CKHE	PRODUCTIVE_COMPOSITION	durchlassen	Lass ihn hindurch	3	PASS_FILTER:3
MC144	chldaiin	chldaiin	F_AIIN	PRODUCTIVE_COMPOSITION	Sollabsetzung	Lass ihn bis zum Sollstand absetzen	1	SETTLE:1
MC145	chedain	chedain	F_AIN+F_CHED_TRANSFER	PRODUCTIVE_COMPOSITION	Anteilstransfer	Führe einen Anteil über	1	CHARGE:1
MC146	chealror	chealror	F_AL+F_OR	PRODUCTIVE_COMPOSITION	Zielbereitung	Stelle ihn am Zielgefäß bereit	1	LOCAL_CONTROL:1
MC147	cheky	cheky	F_CHK+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	kurz wärmen	Wärme ihn kurz	3	TREAT:3
MC149	solshedy	solshedy	F_DY+F_OL+F_SHED	PRODUCTIVE_COMPOSITION	Folgeabsetzen	Lass danach den nächsten Posten absetzen	1	SETTLE:1
MC150	okeeol	okeeol	F_E_GRADE+F_OK+F_OL	PRODUCTIVE_COMPOSITION	Langfortsetzung	Setze den Gang lange fort	1	LOCAL_CONTROL:1
MC151	qokshedy	qokshedy	F_DY+F_OK+F_SHED	PRODUCTIVE_COMPOSITION	Einsatzabsetzen	Lass ihn nach dem Einsatz absetzen	1	SETTLE:1
MC152	ches	ches	W_MC152	LEARNED_WHOLE_OR_MICROSIGN	teilen	Teile den Posten	1	MEASURE:1
MC153	cheol	cheol|chol|ol|qol|sol|tol	F_OL	PRODUCTIVE_COMPOSITION	weiter	Arbeite weiter	16	LOCAL_CONTROL:16
MC154	al	al|chal|cheal|dal|sal|tal	F_AL	PRODUCTIVE_COMPOSITION	dorthin	Führe ihn dorthin	9	LOCAL_CONTROL:9
MC155	lchedy	lchedy	F_CHED_TRANSFER+F_L	PRODUCTIVE_COMPOSITION	abführen	Führe ihn ab	8	DISCHARGE:8
MC157	cholor	cholor|olor	F_OL+F_OR	PRODUCTIVE_COMPOSITION	derselbe Ansatz	Verwende denselben Ansatz weiter	1	CHARGE:1
MC161	checthy	checthy|cthy|shcthy	F_CTH+F_Y	PRODUCTIVE_COMPOSITION	bereit	Halte ihn bereit	4	LOCAL_CONTROL:4
MC162	qolchey	qolchey	F_OL+F_Y	PRODUCTIVE_COMPOSITION	Weiterposten	Nimm den nächsten Einsatzposten	1	LOCAL_CONTROL:1
MC164	qokylddy	qokylddy	W_MC164	LEARNED_WHOLE_OR_MICROSIGN	befestigen	Befestige ihn	1	TREAT:1
MC165	qockhey	qockhey	F_CKH+F_E_GRADE+F_OK+F_Y	PRODUCTIVE_COMPOSITION	Kurzdurchgang	Führe ihn kurz hindurch	1	LOCAL_CONTROL:1
MC166	chkeey	chkeey	F_CHK+F_E_GRADE+F_Y	PRODUCTIVE_COMPOSITION	Langwärmen	Wärme ihn lange	1	TREAT:1
MC167	lochedy	lochedy	F_CHED_TRANSFER+F_DY+F_L+F_O_WITHDRAW	PRODUCTIVE_COMPOSITION	Abführung	Führe ihn ab	1	DISCHARGE:1
MC168	lcheckhy	lcheckhy	F_CKH+F_L+F_Y	PRODUCTIVE_COMPOSITION	Abführpassage	Führe ihn durch die Abführpassage	1	DISCHARGE:1
MC171	otchey	otchey	F_OT+F_Y	PRODUCTIVE_COMPOSITION	das nächste	Nimm das nächste	1	LOCAL_CONTROL:1
MC172	daiiin	daiiin	F_IIN	PRODUCTIVE_COMPOSITION	Endstufe	Stelle die Endstufe ein	1	MEASURE:1
MC173	qoteedy	qoteedy	F_DY+F_E_GRADE+F_OT	PRODUCTIVE_COMPOSITION	lange Folgestufe	Führe die lange Folgestufe aus	2	MEASURE:2
