event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	revised_short_reading_de	reading_layer
34	H2-S003	H2	f10r	chor	MC080	OR	Arbeitsansatz	REVISED_SHARED_17
35	H2-S003	H2	f10r	chy	MC123	Y	dieser Posten	REVISED_SHARED_17
36	H2-S003	H2	f10r	kaiiin	MC048	IIN	Stufe	UNCHANGED_SECTION_OR_SPECIALIST_CARD
37	H2-S003	H2	f10r	dy	MC123	Y	dieser Posten	REVISED_SHARED_17
38	H2-S003	H2	f10r	chodaiin	MC087	HO+AIIN	Zutat+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
39	H3-S001	H3	f11r	tshol	MC098	HO+L	Zutat+abführen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
40	H3-S001	H3	f11r	schoal	MC049	HO+AL	Zutat+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
41	H3-S001	H3	f11r	cfhy	MC129	CFH+Y	auswringen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
42	H3-S001	H3	f11r	shfydaiin	MC111	SH+AIIN	halten+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
43	H3-S001	H3	f11r	cphy	MC156	CPH+Y	nachseihen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
44	H3-S001	H3	f11r	shey	MC119	CHEEY	Klarlauf	REVISED_SHARED_17
45	H3-S001	H3	f11r	tchody	MC037	HO+CLOSE	Zutat+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
46	H3-S002	H3	f11r	shoyty	MC062	HO+Y+TY	Zutat+Posten+Teil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
47	H3-S003	H3	f11r	dchol	MC142	DCHOL	vorher	UNCHANGED_SECTION_OR_SPECIALIST_CARD
48	H3-S003	H3	f11r	chy	MC123	Y	dieser Posten	REVISED_SHARED_17
49	H3-S003	H3	f11r	kchy	MC117	KCH+Y	bearbeiten+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
50	H3-S003	H3	f11r	dy	MC123	Y	dieser Posten	REVISED_SHARED_17
51	H3-S003	H3	f11r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
52	H3-S004	H3	f11r	qotchy	MC107	OT+Y	danach+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
53	H3-S004	H3	f11r	okchol	MC041	OK+OL	ansetzen+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
54	H3-S004	H3	f11r	cthy	MC161	CTH+Y	diesen Posten bereitstellen	REVISED_SHARED_17
55	H3-S004	H3	f11r	dy	MC123	Y	dieser Posten	REVISED_SHARED_17
56	H4-S001	H4	f55v	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
57	H4-S001	H4	f55v	chaiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
58	H4-S001	H4	f55v	ykain	MC047	Y+AIN	Posten+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
59	H4-S001	H4	f55v	ykan	MC148	Y+AIN	Posten+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
60	H4-S001	H4	f55v	ody	MC100	ODY	kühlen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
61	H4-S002	H4	f55v	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
62	H4-S002	H4	f55v	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
63	H4-S002	H4	f55v	talam	MC160	AL+AM	Ziel+verwahren	UNCHANGED_SECTION_OR_SPECIALIST_CARD
64	H4-S003	H4	f55v	ykaiin	MC170	Y+AIIN	Posten+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
65	H4-S003	H4	f55v	cheoar	MC085	CHEO+AR	Auszug+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
66	H4-S003	H4	f55v	cheeky	MC032	CHK+EE+Y	länger bearbeiten	REVISED_SHARED_17
67	H4-S003	H4	f55v	oldy	MC019	OL+CLOSE	fortsetzen; abschließen	REVISED_SHARED_17
68	H4-S004	H4	f55v	aiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
69	H4-S004	H4	f55v	okal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
70	H4-S004	H4	f55v	oltchy	MC021	OL+CTH+Y	weiter+bereit+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
71	H4-S004	H4	f55v	or	MC080	OR	Arbeitsansatz	REVISED_SHARED_17
72	H4-S004	H4	f55v	y	MC123	Y	dieser Posten	REVISED_SHARED_17
73	H4-S004	H4	f55v	orain	MC072	OR+AIN	Ansatz+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
74	H5-S001	H5	f56r	chochor	MC125	HO+OR	Zutat+Ansatz	UNCHANGED_SECTION_OR_SPECIALIST_CARD
75	H5-S001	H5	f56r	cho	MC034	HO	Zutat	UNCHANGED_SECTION_OR_SPECIALIST_CARD
76	H5-S001	H5	f56r	chodaly	MC010	HO+AL+Y	Zutat+Ziel+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
77	H5-S001	H5	f56r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
78	H5-S001	H5	f56r	sho	MC034	HO	Zutat	UNCHANGED_SECTION_OR_SPECIALIST_CARD
79	H5-S001	H5	f56r	kchol	MC090	KCH+OL	bearbeiten+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
80	H5-S001	H5	f56r	otchor	MC013	OT+OR	danach+Ansatz	UNCHANGED_SECTION_OR_SPECIALIST_CARD
81	H5-S001	H5	f56r	choky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
82	H5-S001	H5	f56r	dal	MC154	AL	dorthin	REVISED_SHARED_17
83	H5-S002	H5	f56r	schol	MC142	DCHOL	vorher	UNCHANGED_SECTION_OR_SPECIALIST_CARD
84	H5-S002	H5	f56r	choy	MC131	HO+Y	Zutat+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
85	H5-S002	H5	f56r	choky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
86	H5-S002	H5	f56r	cheeckhody	MC099	EE+CKH+HO+CLOSE	länger+Durchlass+Zutat+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
87	H5-S003	H5	f56r	sh	MC114	SH	halten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
88	H5-S003	H5	f56r	cho	MC034	HO	Zutat	UNCHANGED_SECTION_OR_SPECIALIST_CARD
89	H5-S003	H5	f56r	kchey	MC122	KCH+E+Y	bearbeiten+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
90	H5-S003	H5	f56r	qokokchy	MC015	OK+OK+Y	ansetzen+ansetzen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
91	H5-S004	H5	f56r	okchy	MC103	OK+Y	ansetzen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
92	H5-S004	H5	f56r	chokcheo	MC006	OK+CHEO	ansetzen+Auszug	UNCHANGED_SECTION_OR_SPECIALIST_CARD
93	H5-S004	H5	f56r	kchal	MC077	KCH+AL	bearbeiten+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
94	H5-S005	H5	f56r	sho	MC034	HO	Zutat	UNCHANGED_SECTION_OR_SPECIALIST_CARD
95	H5-S005	H5	f56r	chokchy	MC103	OK+Y	ansetzen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
96	H5-S005	H5	f56r	kchoar	MC136	CHEO+AR	Auszug+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
97	H5-S005	H5	f56r	sotodan	MC068	OT+DAN	danach+anwenden	UNCHANGED_SECTION_OR_SPECIALIST_CARD
98	H5-S006	H5	f56r	otchey	MC171	OT+Y	der nächste Posten	REVISED_SHARED_17
99	H5-S006	H5	f56r	keol	MC104	E+OL	kurz+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
100	H5-S006	H5	f56r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
101	B1-S001	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
102	B1-S002	B1	f81v	okaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
103	B1-S002	B1	f81v	kair	MC023	AIR	Lauf	UNCHANGED_SECTION_OR_SPECIALIST_CARD
104	B1-S002	B1	f81v	okal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
105	B1-S002	B1	f81v	sar	MC055	AR	davon	REVISED_SHARED_17
106	B1-S002	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
107	B1-S002	B1	f81v	kain	MC105	AIN	Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
108	B1-S002	B1	f81v	olkain	MC097	OL+AIN	weiter+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
109	B1-S002	B1	f81v	al	MC154	AL	dorthin	REVISED_SHARED_17
110	B1-S002	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
111	B1-S002	B1	f81v	rol	MC016	OL	weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
112	B1-S002	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	UNCHANGED_SECTION_OR_SPECIALIST_CARD
113	B1-S002	B1	f81v	olor	MC157	OL+OR	damit weiter	REVISED_SHARED_17
114	B1-S002	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
115	B1-S002	B1	f81v	sheckhal	MC058	CKH+E+AL	Durchlass+kurz+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
116	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
117	B1-S002	B1	f81v	qokeedal	MC096	OK+EE+AL	ansetzen+länger+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
118	B1-S002	B1	f81v	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
119	B1-S002	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
120	B1-S002	B1	f81v	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
121	B1-S003	B1	f81v	qol	MC153	OL	weiter	REVISED_SHARED_17
122	B1-S003	B1	f81v	sshkchdy	MC061	SH+KCH+CHD+CLOSE	halten+bearbeiten+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
123	B1-S004	B1	f81v	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
124	B1-S004	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
125	B1-S004	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
126	B1-S005	B1	f81v	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
127	B1-S006	B1	f81v	qokain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
128	B1-S006	B1	f81v	shckhy	MC035	CKH+Y	Durchlass+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
129	B1-S006	B1	f81v	dl	MC012	LOCAL_WHOLE	Zusatz	UNCHANGED_SECTION_OR_SPECIALIST_CARD
130	B1-S006	B1	f81v	ral	MC056	AL	Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
131	B1-S007	B1	f81v	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
132	B1-S008	B1	f81v	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
133	B1-S008	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
134	B1-S008	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
135	B1-S008	B1	f81v	ol	MC153	OL	weiter	REVISED_SHARED_17
136	B1-S008	B1	f81v	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
137	B1-S009	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
138	B1-S010	B1	f81v	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
139	B1-S011	B1	f81v	chckhy	MC035	CKH+Y	Durchlass+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
140	B1-S011	B1	f81v	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
141	B1-S012	B1	f81v	lsho	MC130	WASH	waschen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
142	B1-S012	B1	f81v	qokey	MC007	OK+E+Y	ansetzen+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
143	B1-S012	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
144	B1-S013	B1	f81v	lshedy	MC038	WASH+CLOSE	waschen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
145	B1-S014	B1	f81v	chedy	MC074	CHD+Y	diesen Posten übertragen	REVISED_SHARED_17
146	B1-S014	B1	f81v	qolky	MC134	OL	weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
147	B1-S014	B1	f81v	lchedal	MC051	L+CHD+AL	abführen+umsetzen+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
148	B1-S014	B1	f81v	qol	MC153	OL	weiter	REVISED_SHARED_17
149	B1-S014	B1	f81v	otar	MC121	OT+AR	danach+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
150	B1-S015	B1	f81v	ytey	MC109	Y+E+TY	Posten+kurz+Teil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
151	B1-S015	B1	f81v	okchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
152	B1-S016	B1	f81v	qokal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
153	B1-S016	B1	f81v	okeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
154	B1-S016	B1	f81v	qol	MC153	OL	weiter	REVISED_SHARED_17
155	B1-S016	B1	f81v	cheedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
156	B1-S017	B1	f81v	sal	MC154	AL	dorthin	REVISED_SHARED_17
157	B1-S017	B1	f81v	teol	MC106	E+OL	kurz+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
158	B1-S017	B1	f81v	dchdy	MC139	CHD+CLOSE	umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
159	B1-S018	B1	f81v	ly	MC118	L+Y	abführen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
160	B1-S018	B1	f81v	dsheol	MC076	SH+E+OL	halten+kurz+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
161	B1-S018	B1	f81v	oiiin	MC033	IIN	Stufe	UNCHANGED_SECTION_OR_SPECIALIST_CARD
162	B1-S018	B1	f81v	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
163	B1-S019	B1	f81v	tedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
164	B1-S020	B1	f81v	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
165	B1-S020	B1	f81v	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
166	B1-S021	B1	f81v	chal	MC154	AL	dorthin	REVISED_SHARED_17
167	B2-S001	B2	f82r	dchedy	MC025	CHD+CLOSE	umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
168	B2-S002	B2	f82r	qolchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
169	B2-S003	B2	f82r	qokain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
170	B2-S003	B2	f82r	dy	MC123	Y	dieser Posten	REVISED_SHARED_17
171	B2-S003	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
172	B2-S004	B2	f82r	qokal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
173	B2-S004	B2	f82r	lcheckhy	MC168	L+CKH+Y	abführen+Durchlass+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
174	B2-S004	B2	f82r	lched	MC127	L+CHD	abführen+umsetzen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
175	B2-S004	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
176	B2-S004	B2	f82r	lcheckhedy	MC133	L+CKHE+CLOSE	abführen+trennen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
177	B2-S005	B2	f82r	qokaly	MC054	OK+AL+Y	ansetzen+Ziel+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
178	B2-S005	B2	f82r	solkaiin	MC036	SOLK+AIIN	sammeln+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
179	B2-S005	B2	f82r	chckhy	MC035	CKH+Y	Durchlass+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
180	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
181	B2-S005	B2	f82r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
182	B2-S005	B2	f82r	octheol	MC112	CTH+OL	bereit+weiter	UNCHANGED_SECTION_OR_SPECIALIST_CARD
183	B2-S005	B2	f82r	chkeey	MC166	CHK+EE+Y	wärmen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
184	B2-S005	B2	f82r	ldy	MC004	L+CLOSE	abführen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
185	B2-S006	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
186	B2-S006	B2	f82r	qokal	MC040	OK+AL	dorthin einsetzen	REVISED_SHARED_17
187	B2-S006	B2	f82r	sheckhy	MC132	CKH+E+Y	Durchlass+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
188	B2-S006	B2	f82r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
189	B2-S007	B2	f82r	dshedy	MC138	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
190	B2-S008	B2	f82r	sotaiin	MC060	OT+AIIN	danach+Sollmaß	UNCHANGED_SECTION_OR_SPECIALIST_CARD
191	B2-S008	B2	f82r	qokar	MC044	OK+AR	ansetzen+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
192	B2-S008	B2	f82r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
193	B2-S009	B2	f82r	solshedy	MC149	OL+SHED+CLOSE	weiter+absetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
194	B2-S010	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
195	B2-S010	B2	f82r	qoky	MC026	OK+Y	diesen Posten einsetzen	REVISED_SHARED_17
196	B2-S010	B2	f82r	ls	MC065	L	abführen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
197	B2-S010	B2	f82r	cheey	MC119	CHEEY	Klarlauf	REVISED_SHARED_17
198	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
199	B2-S011	B2	f82r	char	MC055	AR	davon	REVISED_SHARED_17
200	B2-S011	B2	f82r	okain	MC017	OK+AIN	ansetzen+Anteil	UNCHANGED_SECTION_OR_SPECIALIST_CARD
201	B2-S011	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
202	B2-S012	B2	f82r	lchy	MC008	L+Y	abführen+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
203	B2-S012	B2	f82r	cheey	MC119	CHEEY	Klarlauf	REVISED_SHARED_17
204	B2-S012	B2	f82r	qcthey	MC073	CTH+E+Y	bereit+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
205	B2-S012	B2	f82r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
206	B2-S012	B2	f82r	lcheey	MC066	L+CHEEY	abführen+Ergebnis	UNCHANGED_SECTION_OR_SPECIALIST_CARD
207	B2-S012	B2	f82r	daiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
208	B2-S012	B2	f82r	chey	MC123	Y	dieser Posten	REVISED_SHARED_17
209	B2-S012	B2	f82r	qokeeedy	MC140	OK+EEE+CLOSE	ansetzen+vollständig+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
210	B2-S013	B2	f82r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
211	B2-S014	B2	f82r	lar	MC029	L+AR	abführen+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
212	B2-S015	B2	f82r	tshey	MC141	CHEEY	Ergebnis	UNCHANGED_SECTION_OR_SPECIALIST_CARD
213	B2-S015	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
214	B2-S016	B2	f82r	cheal	MC154	AL	dorthin	REVISED_SHARED_17
215	B2-S016	B2	f82r	lchedar	MC011	L+CHD+AR	abführen+umsetzen+Quelle	UNCHANGED_SECTION_OR_SPECIALIST_CARD
216	B2-S016	B2	f82r	ches	MC152	PARTITION	teilen	UNCHANGED_SECTION_OR_SPECIALIST_CARD
217	B2-S016	B2	f82r	aiin	MC039	AIIN	Sollmaß	REVISED_SHARED_17
218	B2-S016	B2	f82r	oteey	MC063	OT+EE+Y	danach+länger+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
219	B2-S016	B2	f82r	qokaiin	MC120	OK+AIIN	auf Sollmaß stellen	REVISED_SHARED_17
220	B2-S016	B2	f82r	okey	MC007	OK+E+Y	ansetzen+kurz+Posten	UNCHANGED_SECTION_OR_SPECIALIST_CARD
221	B2-S016	B2	f82r	pchedy	MC070	P+CHD+CLOSE	zuführen+umsetzen+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
222	B2-S017	B2	f82r	rsheal	MC102	SH+E+AL	halten+kurz+Ziel	UNCHANGED_SECTION_OR_SPECIALIST_CARD
223	B2-S017	B2	f82r	daldy	MC079	AL+CLOSE	Ziel+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
224	B2-S018	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	UNCHANGED_SECTION_OR_SPECIALIST_CARD
