current_cell_id	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	previous_default_phrase_de	current_default_phrase_de	editorial_status	compression_rule	action_slot_count_retained	repeated_action_root_count	repeated_action_roots	source_first_action_clause_de	source_second_action_clause_de	source_phrase_tail_de	compressed_count_marker_de	roundtrip_expanded_phrase_de	exact_source_phrase_roundtrip	evidence_status_retained	composition_priority_tier	composition_global_priority_rank	composition_support_class	state_requirement	observed_event_count	observed_pages	all_component_value_cells_old	working_root_meaning_changed	evidence_status_changed	recipe_changed	surface_prediction_made	occurrence_prediction_made	guard
G500-M020	G498-M020	@ACTION	K	K	PHARMA	GEBEN	ZUTAT ZUGEBEN	Gib das zuvor Genannte zu.	Gib das zuvor Genannte zu.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Gib das zuvor Genannte zu.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	113	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M026	G498-M026	@ACTION	CHD	CHD	SOURCE_SECTION_T	BEARBEITEN	EINTRAG BEARBEITEN	Bearbeite das zuvor Genannte.	Bearbeite das zuvor Genannte.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite das zuvor Genannte.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	60	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M027	G498-M027	@ACTION	CHD	CHD	HERBAL	BEARBEITEN	MATERIAL BEARBEITEN	Bearbeite das zuvor Genannte.	Bearbeite das zuvor Genannte.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite das zuvor Genannte.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	4	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M029	G498-M029	@ACTION	CHD	CHD	CELESTIAL	BEARBEITEN	EINTRAG BEARBEITEN	Bearbeite das zuvor Genannte.	Bearbeite das zuvor Genannte.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite das zuvor Genannte.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	128	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M030	G498-M030	@ACTION	CHD	CHD	PHARMA	BEARBEITEN	ANSATZ BEARBEITEN	Bearbeite das zuvor Genannte.	Bearbeite das zuvor Genannte.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite das zuvor Genannte.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	114	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M031	G498-M031	@ACTION	T	T	SOURCE_SECTION_T	EINSTELLEN	FESTLEGEN	Lege das zuvor Genannte fest.	Lege das zuvor Genannte fest.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Lege das zuvor Genannte fest.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	61	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M033	G498-M033	@ACTION	T	T	BIOLOGICAL	EINSTELLEN	STATIONSWERT EINSTELLEN	Stelle das zuvor Genannte ein.	Stelle das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Stelle das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	15	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M034	G498-M034	@ACTION	T	T	CELESTIAL	EINSTELLEN	WERT EINSTELLEN	Stelle das zuvor Genannte ein.	Stelle das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Stelle das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	129	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M035	G498-M035	@ACTION	T	T	PHARMA	EINSTELLEN	ANSATZWERT EINSTELLEN	Stelle das zuvor Genannte ein.	Stelle das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Stelle das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	115	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M041	G498-M041	@ACTION	P	P	SOURCE_SECTION_T	EINSETZEN	IN EINTRAG EINSETZEN	Setze das zuvor Genannte ein.	Setze das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	62	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M042	G498-M042	@ACTION	P	P	HERBAL	EINSETZEN	MATERIAL EINSETZEN	Setze das zuvor Genannte ein.	Setze das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	5	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M043	G498-M043	@ACTION	P	P	BIOLOGICAL	EINSETZEN	POSTEN EINSETZEN	Setze das zuvor Genannte ein.	Setze das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	16	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M044	G498-M044	@ACTION	P	P	CELESTIAL	EINSETZEN	EINTRAG EINSETZEN	Setze das zuvor Genannte ein.	Setze das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	130	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M045	G498-M045	@ACTION	P	P	PHARMA	EINSETZEN	ZUTAT EINSETZEN	Setze das zuvor Genannte ein.	Setze das zuvor Genannte ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze das zuvor Genannte ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	116	COMPOSED_MULTIHEAD_SAME_REGISTER	ACTIVE_ARGUMENT_REQUIRED	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M051	G498-M051	@ACTION+AIIN	CH	CH+AIIN	SOURCE_SECTION_T	NEHMEN · WERT	ENTNEHMEN · KENNWERT	Entnimm den Kennwert.	Entnimm den Kennwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Entnimm den Kennwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	96	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M053	G498-M053	@ACTION+AIIN	CH	CH+AIIN	BIOLOGICAL	NEHMEN · WERT	POSTEN ENTNEHMEN · STATIONSWERT	Entnimm den Stationswert.	Entnimm den Stationswert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Entnimm den Stationswert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	11	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M054	G498-M054	@ACTION+AIIN	CH	CH+AIIN	CELESTIAL	NEHMEN · WERT	POSITION AUFNEHMEN · POSITIONSWERT	Nimm den Positionswert auf.	Nimm den Positionswert auf.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Nimm den Positionswert auf.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	35	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M058	G498-M058	@ACTION+AIIN	SH	SH+AIIN	BIOLOGICAL	HALTEN · WERT	POSTEN HALTEN · STATIONSWERT	Halte den Stationswert.	Halte den Stationswert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den Stationswert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	12	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M059	G498-M059	@ACTION+AIIN	SH	SH+AIIN	CELESTIAL	HALTEN · WERT	POSITION HALTEN · POSITIONSWERT	Halte den Positionswert.	Halte den Positionswert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den Positionswert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	36	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M060	G498-M060	@ACTION+AIIN	SH	SH+AIIN	PHARMA	HALTEN · WERT	ANSATZ HALTEN · MENGENWERT	Halte den Mengenwert.	Halte den Mengenwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den Mengenwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	51	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M062	G498-M062	@ACTION+AIIN	K	K+AIIN	HERBAL	GEBEN · WERT	MATERIAL ZUGEBEN · ARBEITSWERT	Gib den Arbeitswert zu.	Gib den Arbeitswert zu.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Gib den Arbeitswert zu.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	18	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M065	G498-M065	@ACTION+AIIN	K	K+AIIN	PHARMA	GEBEN · WERT	ZUTAT ZUGEBEN · MENGENWERT	Gib den Mengenwert zu.	Gib den Mengenwert zu.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Gib den Mengenwert zu.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	49	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M066	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	WÄHLEN · WERT	AUSWÄHLEN · KENNWERT	Wähle den Kennwert.	Wähle den Kennwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Wähle den Kennwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	92	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M067	G498-M067	@ACTION+AIIN	S	S+AIIN	HERBAL	WÄHLEN · WERT	PFLANZENTEIL WÄHLEN · ARBEITSWERT	Wähle den Arbeitswert.	Wähle den Arbeitswert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Wähle den Arbeitswert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	17	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M071	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	BEARBEITEN · WERT	EINTRAG BEARBEITEN · KENNWERT	Bearbeite den Kennwert.	Bearbeite den Kennwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite den Kennwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	93	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M075	G498-M075	@ACTION+AIIN	CHD	CHD+AIIN	PHARMA	BEARBEITEN · WERT	ANSATZ BEARBEITEN · MENGENWERT	Bearbeite den Mengenwert.	Bearbeite den Mengenwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Bearbeite den Mengenwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	48	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M076	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	EINSTELLEN · WERT	FESTLEGEN · KENNWERT	Lege den Kennwert fest.	Lege den Kennwert fest.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Lege den Kennwert fest.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	94	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M079	G498-M079	@ACTION+AIIN	T	T+AIIN	CELESTIAL	EINSTELLEN · WERT	WERT EINSTELLEN · POSITIONSWERT	Stelle den Positionswert ein.	Stelle den Positionswert ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Stelle den Positionswert ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	33	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M081	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	MARKIEREN · WERT	KENNZEICHNEN · KENNWERT	Kennzeichne den Kennwert.	Kennzeichne den Kennwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Kennzeichne den Kennwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	95	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M084	G498-M084	@ACTION+AIIN	R	R+AIIN	CELESTIAL	MARKIEREN · WERT	POSITION MARKIEREN · POSITIONSWERT	Markiere den Positionswert.	Markiere den Positionswert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Markiere den Positionswert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	34	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M085	G498-M085	@ACTION+AIIN	R	R+AIIN	PHARMA	MARKIEREN · WERT	POSTEN MARKIEREN · MENGENWERT	Markiere den Mengenwert.	Markiere den Mengenwert.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Markiere den Mengenwert.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	50	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M086	G498-M086	@ACTION+AIIN	P	P+AIIN	SOURCE_SECTION_T	EINSETZEN · WERT	IN EINTRAG EINSETZEN · KENNWERT	Setze den Kennwert ein.	Setze den Kennwert ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze den Kennwert ein.	YES	COMPOSED_WORKING	A_LOCAL_MULTIHEAD	102	COMPOSED_MULTIHEAD_SAME_REGISTER	SELF_CONTAINED_ARGUMENT	0	NONE	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
