statement_id	record_unit_id	page	statement_ordinal_in_record	process_node_id	constituent_loci	constituent_fields	physical_line_count	event_count	event_serials	v61_entry_boundary_class	v61_exit_boundary_class	v61_internal_cross_line_boundaries	selected_short_card_skeleton	v62_pre_state	v62_owner_operation	v62_active_operation	v62_target_operation	v62_previous_operation	v62_post_state	v62_ambiguity_codes	v63_primary_template	v63_licensed_primitive_sequence	v63_parse_status	v63_recognized_event_count	v63_exemplar_only_event_count	v65_tagged_historical_source_clause	unsupported_assumption_ids	strongest_segmentation_or_source_alternative	status
B1-S011	B1	f81v	11	B1-P04	f81v.18	F033	1	2	139|140	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	NONE	F033[ANWENDEN?]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	1	1	[EXEMPLAR:A010+A011+A020:durch die verbundenen Läufe ; Die aktive Portion verwenden]	A010|A011|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S012	B1	f81v	12	B1-P04	f81v.21	F034	1	3	141|142|143	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F034[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	3	[EXEMPLAR:A001+A005+A008+A009+A011+A015+A020:beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang]	A001|A005|A008|A009|A011|A015|A020	SEGMENTATION=NEXT_PARALLEL_CELL: Anwendung und Spülung können gleichrangige Workcells sein.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 14/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S013	B1	f81v	13	B1-P04	f81v.21	F035	1	1	144	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F035[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CARRY	CARRY	CARRY	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	A001|A005|A009|A011|A015|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 15/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S014	B1	f81v	14	B1-P04	f81v.21	F036	1	5	145|146|147|148|149	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	NONE	F036[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CARRY	CARRY	INTRODUCE	RESUME	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	1	4	[EXEMPLAR:A001+A002+A003+A004+A007+A009+A010+A011+A012+A013+A020:rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf]	A001|A002|A003|A004|A007|A009|A010|A011|A012|A013|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 16/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S015	B1	f81v	15	B1-P05	f81v.24	F037	1	2	150|151	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F037[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A002+A008+A009+A011+A020:fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt]	A002|A008|A009|A011|A020	SEGMENTATION=CONTINUE_SAME_CLAUSE: dieselbe Apparatur kann über den Zeilenreset weiterlaufen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 17/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S016	B1	f81v	16	B1-P05	f81v.24	F038	1	4	152|153|154|155	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F038[TEMPERIEREN?]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	CARRY	RESUME	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | TWO_INPUTS_ORDER_AMBIGUOUS	COMPOSITE_SEQUENCE	TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE	AMBIGUOUS	3	1	[EXEMPLAR:A001+A007+A008+A009+A010+A011+A012+A013+A020:mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	A001|A007|A008|A009|A010|A011|A012|A013|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S017	B1	f81v	17	B1-P05	f81v.24	F039	1	3	156|157|158	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F039[ZIEL?]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	1	2	[EXEMPLAR:A003+A004+A006+A009+A011+A012+A013+A014+A020:An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt]	A003|A004|A006|A009|A011|A012|A013|A014|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 19/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S018	B1	f81v	18	B1-P06	f81v.24|f81v.27	F040|F041	2	4	159|160|161|162	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	B1-LB06	F040[∅] > F041[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	4	[EXEMPLAR:A001+A002+A004+A009+A011+A012+A014+A020:fülle danach das Gefäß; wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt]	A001|A002|A004|A009|A011|A012|A014|A020	SEGMENTATION=NEXT_PARALLEL_CELL: F041 kann eine neue Zielzelle nach dem Füllen sein.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 20/24] || weitergeben [Ganzfeldexemplar B1, Feld 21/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S019	B1	f81v	19	B1-P06	f81v.27	F042	1	1	163	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F042[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	CARRY	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	A011|A012|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 22/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S020	B1	f81v	20	B1-P06	f81v.27	F043	1	2	164|165	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F043[∅]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	2	[EXEMPLAR:A006+A009+A011+A020:bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt]	A006|A009|A011|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 23/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B1-S021	B1	f81v	21	B1-P06	f81v.27	F044	1	1	166	WITHIN_LOCUS_FIELD_BOUNDARY	RECORD_END	NONE	F044[ZIEL?]	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T018;PREVIOUS_ITEM=B1:I004	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET | OPEN_RECORD_END	TARGET_ASSIGN	TARGET_ASSIGN	UNIQUE	1	0	[EXEMPLAR:A004+A011+A013+A014+A020:An die bezeichnete Zielstelle führen]	A004|A011|A013|A014|A020	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 24/24]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S001	B2	f82r	1	B2-P01	f82r.2	F045	1	1	167	RECORD_START	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F045[∅]	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	INTRODUCE	RESET	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	NONE	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A021:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	A001|A002|A003|A005|A009|A011|A015|A021	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 1/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
B2-S002	B2	f82r	2	B2-P01	f82r.2	F046	1	1	168	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	NONE	F046[∅]	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	EXEMPLAR_ONLY	NONE	UNPARSED	0	1	[EXEMPLAR:A002+A004+A011+A013+A021:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	A002|A004|A011|A013|A021	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Einzelbecken füllen [Ganzfeldexemplar B2, Feld 2/26]	COMPLETE_STATEMENT;CONCRETE_CLAUSE_EXEMPLAR_TAGGED
