statement_id	record_id	page	statement_ordinal	field_ids	event_count	parse_status	register_transition	complete_statement_default_de	prior_v61_source_expansion	interpretive_limit
B1-S011	B1	f81v	11	F033	2	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> ASSERT_SELECTED_V62_POST_STATE	durch die verbundenen Läufe ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	durch die verbundenen Läufe ; Die aktive Portion verwenden	NO_NEW_CARD_MEANING
B1-S012	B1	f81v	12	F034	3	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/RESET/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	beginne die Spülung ; warmes Wasser ; wasche einmal und beende diesen Durchgang	NO_NEW_CARD_MEANING
B1-S013	B1	f81v	13	F035	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	wasche einmal und beende diesen Durchgang	wasche einmal und beende diesen Durchgang	NO_NEW_CARD_MEANING
B1-S014	B1	f81v	14	F036	5	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; den Posten mit dem aktiven Arbeitsstand verbinden ; benutze danach den unteren Ablauf	rühre, bis alles gleichmäßig vermischt ist ; die betroffene Stelle ; das untere Becken ; Mit der vorigen Zubereitung weiter ; benutze danach den unteren Ablauf	NO_NEW_CARD_MEANING
B1-S015	B1	f81v	15	F037	2	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/RESET/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	fülle danach das Gefäß ; lasse es abkühlen und beende den Schritt	NO_NEW_CARD_MEANING
B1-S016	B1	f81v	16	F038	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/CARRY/RESUME] -> TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE) -> TEMPER(ACTIVE_ITEM/PREPARATION) -> ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen ; den aktiven Arbeitsstand lauwarm temperieren ; den Posten mit dem aktiven Arbeitsstand verbinden ; lasse es bis zur Bereitschaft stehen und beende den Schritt	mische beide Anteile zusammen ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B1-S017	B1	f81v	17	F039	3	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen ; die erste Öffnung ; seihe es klar und beende den Schritt	An die bezeichnete Zielstelle führen ; die erste Öffnung ; seihe es klar und beende den Schritt	NO_NEW_CARD_MEANING
B1-S018	B1	f81v	18	F040|F041	4	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	fülle danach das Gefäß | wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	fülle danach das Gefäß || wende es an der markierten Stelle an ; bis es klar ist ; lasse die Flüssigkeit sich setzen und beende den Schritt	NO_NEW_CARD_MEANING
B1-S019	B1	f81v	19	F042	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	lasse es bis zur Bereitschaft stehen und beende den Schritt	lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B1-S020	B1	f81v	20	F043	2	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	bei sanfter Wärme ; seihe es einmal durch ein Tuch und beende den Schritt	NO_NEW_CARD_MEANING
B1-S021	B1	f81v	21	F044	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TARGET/STATION:=EXACT_TARGET_ARGUMENT -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen	An die bezeichnete Zielstelle führen	NO_NEW_CARD_MEANING
B2-S001	B2	f82r	1	F045	1	UNPARSED	V62_STRUCTURAL[INTRODUCE/INTRODUCE/INTRODUCE/RESET] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	NO_NEW_CARD_MEANING
B2-S002	B2	f82r	2	F046	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	NO_NEW_CARD_MEANING
B2-S003	B2	f82r	3	F047	3	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß ; Diese aktive Portion ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B2-S004	B2	f82r	4	F048|F049	5	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/INTRODUCE] -> TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TEMPER(ACTIVE_ITEM/PREPARATION) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	den nächsten Ziel- oder Stationsslot setzen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter | den aktiven Arbeitsstand lauwarm temperieren ; seihe es klar und beende den Schritt	mische beide Anteile zusammen ; die zweite Öffnung ; und gehe zum nächsten Becken weiter || temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; seihe es klar und beende den Schritt	NO_NEW_CARD_MEANING
B2-S005	B2	f82r	5	F050|F051	8	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; den vorgeschriebenen Wert oder Anteil setzen | den vorgeschriebenen Wert oder Anteil setzen ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	fahre am zweiten Lauf fort ; durch ein Tuch ; durch die verbundenen Läufe ; beginne den nächsten abgemessenen Posten || beginne den nächsten abgemessenen Posten ; unter derselben Einstellung ; das breite Gefäß ; ziehe es ab und beende den Schritt	NO_NEW_CARD_MEANING
B2-S006	B2	f82r	6	F052	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> ASSERT_SELECTED_V62_POST_STATE	das bereitete Öl ; den nächsten Ziel- oder Stationsslot setzen ; über der örtlich bezeichneten Stelle ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	das bereitete Öl ; mische beide Anteile zusammen ; über der örtlich bezeichneten Stelle ; Die aktive Portion verwenden	NO_NEW_CARD_MEANING
B2-S007	B2	f82r	7	F053	1	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/RESET/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	gib sauberes Wasser hinzu und beende den Schritt	gib sauberes Wasser hinzu und beende den Schritt	NO_NEW_CARD_MEANING
B2-S008	B2	f82r	8	F054	3	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/RESUME] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	NO_NEW_CARD_MEANING
B2-S009	B2	f82r	9	F055	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	halte es warm und beende den Schritt	halte es warm und beende den Schritt	NO_NEW_CARD_MEANING
B2-S010	B2	f82r	10	F056	4	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> TEMPER(ACTIVE_ITEM/PREPARATION) -> APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> ASSERT_SELECTED_V62_POST_STATE	den aktiven Arbeitsstand lauwarm temperieren ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; die erste Öffnung ; bis zum geforderten Arbeitszustand fortfahren	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; die erste Öffnung ; Bis die Flüssigkeit klar abläuft	NO_NEW_CARD_MEANING
B2-S011	B2	f82r	11	F057	4	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/CARRY/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
B2-S012	B2	f82r	12	F058|F059	8	AMBIGUOUS	V62_STRUCTURAL[CARRY/CARRY/CARRY/RESUME] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> TEMPER(ACTIVE_ITEM/PREPARATION) -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	ziehe die klare Flüssigkeit ab | bis zum geforderten Arbeitszustand fortfahren ; unter derselben Einstellung ; den aktiven Arbeitsstand lauwarm temperieren ; der eingetauchte Teil ; den vorgeschriebenen Wert oder Anteil setzen ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	ziehe die klare Flüssigkeit ab || Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	NO_NEW_CARD_MEANING
B2-S013	B2	f82r	13	F060	1	UNIQUE	V62_STRUCTURAL[CARRY/CARRY/RESUME/CARRY] -> DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT -> ASSERT_SELECTED_V62_POST_STATE	den Schritt mit einem Ablauf-/Abführvorgang abschließen	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	NO_NEW_CARD_MEANING
B2-S014	B2	f82r	14	F061	1	UNPARSED	V62_STRUCTURAL[CARRY/CARRY/INTRODUCE/CARRY] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	schließe den unteren Ablauf	schließe den unteren Ablauf	NO_NEW_CARD_MEANING
B2-S015	B2	f82r	15	F062	2	UNPARSED	V62_STRUCTURAL[CARRY/INTRODUCE/RESET/INTRODUCE] -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS -> ASSERT_SELECTED_V62_POST_STATE	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	NO_NEW_CARD_MEANING
