field_id	record_id	page	locus	statement_id	event_count	parse_status	licensed_sequence	complete_field_default_de	field_close	interpretive_limit
F052	B2	f82r	f82r.4	B2-S006	4	AMBIGUOUS	TARGET_ASSIGN > ACTION_APPLY	das bereitete Öl ; den nächsten Ziel- oder Stationsslot setzen ; über der örtlich bezeichneten Stelle ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F053	B2	f82r	f82r.7	B2-S007	1	UNPARSED	NONE	gib sauberes Wasser hinzu und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F054	B2	f82r	f82r.7	B2-S008	3	UNPARSED	NONE	für dieselbe Dauer wie zuvor ; über der örtlich bezeichneten Stelle ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F055	B2	f82r	f82r.7	B2-S009	1	UNPARSED	NONE	halte es warm und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F056	B2	f82r	f82r.7	B2-S010	4	AMBIGUOUS	ACTION_TEMPER > ACTION_APPLY > STATE_GATE	den aktiven Arbeitsstand lauwarm temperieren ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; die erste Öffnung ; bis zum geforderten Arbeitszustand fortfahren	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F057	B2	f82r	f82r.19	B2-S011	4	UNPARSED	NONE	gib einen abgemessenen Anteil in das Gefäß ; Daraus, aus demselben Ansatz ; gib einen abgemessenen Anteil in das Gefäß ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F058	B2	f82r	f82r.19	B2-S012	1	UNPARSED	NONE	ziehe die klare Flüssigkeit ab	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F059	B2	f82r	f82r.23	B2-S012	7	AMBIGUOUS	STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN	bis zum geforderten Arbeitszustand fortfahren ; unter derselben Einstellung ; den aktiven Arbeitsstand lauwarm temperieren ; der eingetauchte Teil ; den vorgeschriebenen Wert oder Anteil setzen ; Diese aktive Portion ; tauche vollständig ein und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F060	B2	f82r	f82r.23	B2-S013	1	UNIQUE	TERMINAL_DRAIN	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F061	B2	f82r	f82r.23	B2-S014	1	UNPARSED	NONE	schließe den unteren Ablauf	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F062	B2	f82r	f82r.26	B2-S015	2	UNPARSED	NONE	beginne die Spülung ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F063	B2	f82r	f82r.26	B2-S016	7	AMBIGUOUS	TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN	den nächsten Ziel- oder Stationsslot setzen ; kühles Wasser ; zu gleichen Anteilen ; den vorgeschriebenen Wert oder Anteil setzen ; das bereitete Öl ; den vorgeschriebenen Wert oder Anteil setzen ; warmes Wasser	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F064	B2	f82r	f82r.27	B2-S016	1	UNPARSED	NONE	ziehe es ab und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F065	B2	f82r	f82r.27	B2-S017	2	UNPARSED	NONE	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F066	B2	f82r	f82r.27	B2-S018	1	UNPARSED	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F067	B2	f82r	f82r.27	B2-S019	1	UNPARSED	NONE	trinke den angegebenen Anteil und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F068	B2	f82r	f82r.27	B2-S020	1	UNPARSED	NONE	binde es auf die Stelle und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F069	B2	f82r	f82r.27	B2-S021	1	UNPARSED	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F070	B2	f82r	f82r.27	B2-S022	1	UNPARSED	NONE	mische zu gleichen Teilen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F071	B3	f83r	f83r.3	B3-S001	1	UNPARSED	NONE	lasse die Flüssigkeit sich setzen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F072	B3	f83r	f83r.3	B3-S002	2	UNPARSED	NONE	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F073	B3	f83r	f83r.3	B3-S003	4	AMBIGUOUS	PARAMETER_ASSIGN > TERMINAL_DRAIN	Diese aktive Portion ; den vorgeschriebenen Wert oder Anteil setzen ; Diese aktive Portion ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F074	B3	f83r	f83r.3	B3-S004	3	AMBIGUOUS	PARAMETER_ASSIGN	den vorgeschriebenen Wert oder Anteil setzen ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F075	B3	f83r	f83r.6	B3-S005	1	UNPARSED	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F076	B3	f83r	f83r.6	B3-S006	3	AMBIGUOUS	TARGET_ASSIGN	gieße das erwärmte Wasser ein ; den nächsten Ziel- oder Stationsslot setzen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F077	B3	f83r	f83r.6	B3-S007	3	AMBIGUOUS	PARAMETER_ASSIGN	den vorgeschriebenen Wert oder Anteil setzen ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F078	B3	f83r	f83r.6	B3-S008	1	UNIQUE	TERMINAL_DRAIN	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F079	B3	f83r	f83r.6	B3-S009	1	UNIQUE	ACTION_APPLY	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F080	B3	f83r	f83r.8	B3-S010	2	UNPARSED	NONE	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F081	B3	f83r	f83r.8	B3-S011	4	AMBIGUOUS	ACTION_APPLY	wende es an der markierten Stelle an ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F082	B3	f83r	f83r.11	B3-S012	2	AMBIGUOUS	LINK_ACTIVE	den Posten mit dem aktiven Arbeitsstand verbinden ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F083	B3	f83r	f83r.11	B3-S013	4	AMBIGUOUS	PARAMETER_ASSIGN > TERMINAL_FLUSH	den vorgeschriebenen Wert oder Anteil setzen ; ein abgemessener Anteil ; unter derselben Einstellung ; den Schritt mit einem Spülvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F084	B3	f83r	f83r.11	B3-S014	2	UNPARSED	NONE	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F085	B3	f83r	f83r.11	B3-S015	1	UNIQUE	TERMINAL_DRAIN	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F086	B3	f83r	f83r.11	B3-S016	1	UNPARSED	NONE	schließe den unteren Ablauf	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F087	B3	f83r	f83r.14	B3-S016	1	UNPARSED	NONE	lasse es abkühlen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F088	B3	f83r	f83r.14	B3-S017	1	UNPARSED	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F089	B3	f83r	f83r.14	B3-S018	1	UNPARSED	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F090	B3	f83r	f83r.14	B3-S019	1	UNPARSED	NONE	koche sanft und beende diesen Arbeitsschritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F091	B3	f83r	f83r.14	B3-S020	2	UNIQUE	TARGET_ASSIGN > TERMINAL_DRAIN	den nächsten Ziel- oder Stationsslot setzen ; den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F092	B3	f83r	f83r.14	B3-S021	4	AMBIGUOUS	PARAMETER_ASSIGN > STATE_GATE > TARGET_ASSIGN	den vorgeschriebenen Wert oder Anteil setzen ; bis zum geforderten Arbeitszustand fortfahren ; den nächsten Ziel- oder Stationsslot setzen ; Diese aktive Portion	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F093	B3	f83r	f83r.15	B3-S021	7	AMBIGUOUS	PARAMETER_ASSIGN > TARGET_ASSIGN > STATE_GATE	den vorgeschriebenen Wert oder Anteil setzen ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; den nächsten Ziel- oder Stationsslot setzen ; bis zum geforderten Arbeitszustand fortfahren ; behalte den Rückstand und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F094	B3	f83r	f83r.15	B3-S022	1	UNPARSED	NONE	mische zu gleichen Teilen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F095	B3	f83r	f83r.15	B3-S023	1	UNIQUE	TERMINAL_DRAIN	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F096	B3	f83r	f83r.16	B3-S024	1	UNPARSED	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F097	B3	f83r	f83r.16	B3-S025	1	UNPARSED	NONE	erwärme es einmal und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F098	B3	f83r	f83r.16	B3-S026	6	AMBIGUOUS	STATE_GATE	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; bis zum geforderten Arbeitszustand fortfahren ; bis der Strom klar wird	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F099	B3	f83r	f83r.20	B3-S026	1	UNPARSED	NONE	lasse die Flüssigkeit sich setzen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F100	B3	f83r	f83r.20	B3-S027	1	UNPARSED	NONE	binde es auf die Stelle und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F101	B3	f83r	f83r.20	B3-S028	2	UNIQUE	ACTION_TEMPER > TERMINAL_FLUSH	den aktiven Arbeitsstand lauwarm temperieren ; den Schritt mit einem Spülvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F102	B3	f83r	f83r.20	B3-S029	3	AMBIGUOUS	LINK_ACTIVE > TERMINAL_FLUSH	den Posten mit dem aktiven Arbeitsstand verbinden ; nach der ersten Spülung ; den Schritt mit einem Spülvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F103	B3	f83r	f83r.20	B3-S030	2	UNIQUE	ACTION_APPLY > PARAMETER_ASSIGN	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; den vorgeschriebenen Wert oder Anteil setzen	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F104	B3	f83r	f83r.22	B3-S030	2	UNPARSED	NONE	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F105	B3	f83r	f83r.22	B3-S031	1	UNPARSED	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F106	B3	f83r	f83r.22	B3-S032	5	UNPARSED	NONE	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F107	B3	f83r	f83r.22	B3-S033	1	UNPARSED	NONE	ziehe es ab und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F108	B3	f83r	f83r.24	B3-S034	6	AMBIGUOUS	STATE_GATE	bis es klar ist ; bis zum geforderten Arbeitszustand fortfahren ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F109	B4	f83r	f83r.25	B4-S001	1	UNPARSED	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F110	B4	f83r	f83r.25	B4-S002	3	AMBIGUOUS	ACTION_TEMPER > TERMINAL_FLUSH	fülle danach das Gefäß ; den aktiven Arbeitsstand lauwarm temperieren ; den Schritt mit einem Spülvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F111	B4	f83r	f83r.25	B4-S003	2	UNPARSED	NONE	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F112	B4	f83r	f83r.26	B4-S003	5	AMBIGUOUS	SELECT_PART > ACTION_TEMPER > ACTION_APPLY > LINK_ACTIVE	den bezeichneten Anteil auswählen ; den aktiven Arbeitsstand lauwarm temperieren ; den aktiven Arbeitsstand am vorgesehenen Platz einsetzen ; den Posten mit dem aktiven Arbeitsstand verbinden ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F113	B4	f83r	f83r.26	B4-S004	1	UNPARSED	NONE	binde es auf die Stelle und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F114	B4	f83r	f83r.27	B4-S005	3	UNPARSED	NONE	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F115	B4	f83r	f83r.27	B4-S006	1	UNPARSED	NONE	seihe es einmal durch ein Tuch und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F116	B4	f83r	f83r.27	B4-S007	1	UNPARSED	NONE	seihe es einmal durch ein Tuch und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F117	B4	f83r	f83r.28	B4-S008	4	AMBIGUOUS	PARAMETER_ASSIGN > TERMINAL_FLUSH	den vorgeschriebenen Wert oder Anteil setzen ; solange es noch warm ist ; die erste Öffnung ; den Schritt mit einem Spülvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F118	B4	f83r	f83r.28	B4-S009	1	UNPARSED	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F119	B4	f83r	f83r.28	B4-S010	1	UNPARSED	NONE	koche sanft und beende diesen Arbeitsschritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F120	B4	f83r	f83r.35	B4-S011	5	AMBIGUOUS	PARAMETER_ASSIGN	den vorgeschriebenen Wert oder Anteil setzen ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F121	B4	f83r	f83r.37	B4-S011	2	AMBIGUOUS	LINK_ACTIVE	den Posten mit dem aktiven Arbeitsstand verbinden ; wasche zweimal und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F122	B4	f83r	f83r.37	B4-S012	1	UNIQUE	TERMINAL_DRAIN	den Schritt mit einem Ablauf-/Abführvorgang abschließen	CLOSED	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F123	B4	f83r	f83r.37	B4-S013	2	UNPARSED	NONE	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F124	B4	f83r	f83r.38	B4-S014	4	AMBIGUOUS	LINK_ACTIVE	den Posten mit dem aktiven Arbeitsstand verbinden ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
F125	B4	f83r	f83r.39	B4-S015	4	AMBIGUOUS	STATE_GATE	gib einen abgemessenen Anteil in das Gefäß ; bis zum geforderten Arbeitszustand fortfahren ; ein abgemessener Anteil ; für die angegebene Dauer	OPEN	LOCAL_EXPANSION_PRESERVES_EXACT_EVENT_ORDER
