event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_record	surface_display_only	joint_tuple_id	formal_value	terminal_status	strict_control_prompt	v60_exact_mnemonic	v63_event_template	v63_event_parse_status	trigger_origin	required_registers	symbolic_register_effect	process_phase	medical_exemplar_expansion	apparative_exemplar_expansion	semantic_accounting	unknown_exemplar_status	layer_contract	source_lineage
111	f81v	f81v.2	B1	F022	B1-S002	11	rol	1496a731803a9f48d2e1	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: bevor es abkühlt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: bevor es abkühlt	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
112	f81v	f81v.2	B1	F022	B1-S002	12	dl	0f18de177ed7c878bf95	LINK_ACTIVE_STATE	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: das bereitete Öl	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: das bereitete Arbeitsmedium	EXEMPLAR_ONLY_COMPLETE	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
113	f81v	f81v.7	B1	F023	B1-S002	13	olor	dec401773c1f0347793d	OPAQUE_EXACT_CARD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	UNIQUE_EXACT	EXACT_JOINT_TUPLE_MNEMONIC	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Aus dem vorigen Ansatz entnehmen	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Aus dem vorigen Ansatz entnehmen	LICENSED_ANCHOR_PLUS_EXEMPLAR_FILL	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
114	f81v	f81v.7	B1	F023	B1-S002	14	ol	dcda95c81a5460feb191	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	STRICT_FORMAL_PROMPT_ONLY	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Mit der vorigen Zubereitung weiter	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Mit der vorigen Charge weiter	LICENSED_ANCHOR_PLUS_EXEMPLAR_FILL	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
115	f81v	f81v.7	B1	F023	B1-S002	15	sheckhal	4eab1841ed655c20a348	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: eine mäßige Menge	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: eine mäßige Menge	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
116	f81v	f81v.7	B1	F023	B1-S002	16	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	EXACT_PLUS_FORMAL_CONVERGENT	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Ein vorgeschriebenes Maß	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Ein vorgeschriebenes Maß	LICENSED_ANCHOR_PLUS_EXEMPLAR_FILL	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
117	f81v	f81v.7	B1	F023	B1-S002	17	qokeedal	93f69c38fdedee1598e9	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: der eingetauchte Teil	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: die gefüllte Kammer	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
118	f81v	f81v.7	B1	F023	B1-S002	18	daiin	2f1c5e56e8f0ff459065	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	EXACT_PLUS_FORMAL_CONVERGENT	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Ein vorgeschriebenes Maß	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Ein vorgeschriebenes Maß	LICENSED_ANCHOR_PLUS_EXEMPLAR_FILL	MEANING_UNCONFIRMED;MNEMONIC_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
119	f81v	f81v.7	B1	F023	B1-S002	19	chckhy	2cc8bb3c2af19607888f	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: durch die verbundenen Läufe	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: durch die verbundenen Läufe	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
120	f81v	f81v.7	B1	F023	B1-S002	20	schedy	259b2b3b0bf859882e2c	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
121	f81v	f81v.7	B1	F024	B1-S003	21	qol	dcda95c81a5460feb191	LINK_ACTIVE_STATE+FRAME_O	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	STRICT_FORMAL_PROMPT_ONLY	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Mit der vorigen Zubereitung weiter	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Mit der vorigen Charge weiter	LICENSED_ANCHOR_PLUS_EXEMPLAR_FILL	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
122	f81v	f81v.17	B1	F025	B1-S003	22	sshkchdy	54e32e9c1414b20640e9	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	NO_LICENSED_TRIGGER	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	P2_GRUNDANSATZ	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: halte es warm und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: halte es warm und beende den Schritt	EXEMPLAR_ONLY_COMPLETE	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR	EXACT_TUPLE_ATOMIC;SURFACE_COMPONENTS_PAGE_HOST_NONSEMANTIC;EXEMPLARS_NO_DICTIONARY_FEEDBACK	V60_SELECTED_EVENT+V63_SELECTED_EVENT_TEMPLATE+V65_R1_MARKED_EXEMPLAR
