event_serial	page	locus	record_id	field_id	statement_id	joint_tuple_id	surface_display_only	event_template	selected_exact_mnemonic	interpretive_layer	complete_default_reading_de	semantic_ceiling
113	f81v	f81v.7	B1	F023	B1-S002	dec401773c1f0347793d	olor	SELECT_PREVIOUS	VORIGES?	EXACT_CARD_DEFAULT	den vorigen recordlokalen Posten wiederaufnehmen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
114	f81v	f81v.7	B1	F023	B1-S002	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
115	f81v	f81v.7	B1	F023	B1-S002	4eab1841ed655c20a348	sheckhal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	eine mäßige Menge	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
116	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
117	f81v	f81v.7	B1	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	der eingetauchte Teil	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
118	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	EXACT_CARD_DEFAULT	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
119	f81v	f81v.7	B1	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch die verbundenen Läufe	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
120	f81v	f81v.7	B1	F023	B1-S002	259b2b3b0bf859882e2c	schedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
121	f81v	f81v.7	B1	F024	B1-S003	dcda95c81a5460feb191	qol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
122	f81v	f81v.17	B1	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	halte es warm und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
123	f81v	f81v.17	B1	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
124	f81v	f81v.17	B1	F026	B1-S004	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
125	f81v	f81v.17	B1	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
126	f81v	f81v.17	B1	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
127	f81v	f81v.17	B1	F028	B1-S006	1645e612504fcef59ced	qokain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
128	f81v	f81v.17	B1	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch die verbundenen Läufe	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
129	f81v	f81v.17	B1	F028	B1-S006	0f18de177ed7c878bf95	dl	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das bereitete Öl	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
130	f81v	f81v.17	B1	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	und lasse es abkühlen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
131	f81v	f81v.18	B1	F029	B1-S007	87411f84689b4f93a303	qokchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	erwärme es einmal und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
132	f81v	f81v.18	B1	F030	B1-S008	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
133	f81v	f81v.18	B1	F030	B1-S008	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
134	f81v	f81v.18	B1	F030	B1-S008	d904bf7b044dd3922781	cheky	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bei sanfter Wärme	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
135	f81v	f81v.18	B1	F030	B1-S008	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
136	f81v	f81v.18	B1	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
137	f81v	f81v.18	B1	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
138	f81v	f81v.18	B1	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	TERMINAL_FLUSH	SPÜLEN?	EXACT_CARD_DEFAULT	den Schritt mit einem Spülvorgang abschließen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
139	f81v	f81v.18	B1	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch die verbundenen Läufe	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
140	f81v	f81v.18	B1	F033	B1-S011	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
141	f81v	f81v.21	B1	F034	B1-S012	be0974b366c981dc1eef	lsho	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	beginne die Spülung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
142	f81v	f81v.21	B1	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	warmes Wasser	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
143	f81v	f81v.21	B1	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wasche einmal und beende diesen Durchgang	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
144	f81v	f81v.21	B1	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wasche einmal und beende diesen Durchgang	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
145	f81v	f81v.21	B1	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
146	f81v	f81v.21	B1	F036	B1-S014	c205570c49d4d93c23d3	qolky	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die betroffene Stelle	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
147	f81v	f81v.21	B1	F036	B1-S014	433713294b25b0a12f66	lchedal	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das untere Becken	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
148	f81v	f81v.21	B1	F036	B1-S014	dcda95c81a5460feb191	qol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
149	f81v	f81v.21	B1	F036	B1-S014	b6b654722e55729cc947	otar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	benutze danach den unteren Ablauf	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
150	f81v	f81v.24	B1	F037	B1-S015	a7af89ab31ce5e247395	ytey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	fülle danach das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
151	f81v	f81v.24	B1	F037	B1-S015	07913ef9b1fb773cd325	okchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es abkühlen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
152	f81v	f81v.24	B1	F038	B1-S016	308e8ea2d5d190c498e8	qokal	TARGET_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
153	f81v	f81v.24	B1	F038	B1-S016	0275fbf14e07935b0a45	okeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
154	f81v	f81v.24	B1	F038	B1-S016	dcda95c81a5460feb191	qol	LINK_ACTIVE	UNKNOWN	FORMAL_SLOT_EXPANSION	den Posten mit dem aktiven Arbeitsstand verbinden	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
155	f81v	f81v.24	B1	F038	B1-S016	bc4f1f5c006c74a4d26d	cheedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
156	f81v	f81v.24	B1	F039	B1-S017	dd0ecaf5e27d81befffc	sal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
157	f81v	f81v.24	B1	F039	B1-S017	a06244ef1f2b37ca44c1	teol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die erste Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
158	f81v	f81v.24	B1	F039	B1-S017	d225b7a7b95da7aee437	dchdy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	seihe es klar und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
159	f81v	f81v.24	B1	F040	B1-S018	b38d70daefd663d74625	ly	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	fülle danach das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
160	f81v	f81v.27	B1	F041	B1-S018	74c76d589d44120f647b	dsheol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	wende es an der markierten Stelle an	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
161	f81v	f81v.27	B1	F041	B1-S018	2c82523794dcb7d2b343	oiiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bis es klar ist	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
162	f81v	f81v.27	B1	F041	B1-S018	3b70942557b3a40e8030	olkeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse die Flüssigkeit sich setzen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
163	f81v	f81v.27	B1	F042	B1-S019	bc4f1f5c006c74a4d26d	tedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
164	f81v	f81v.27	B1	F043	B1-S020	d904bf7b044dd3922781	cheky	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bei sanfter Wärme	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
165	f81v	f81v.27	B1	F043	B1-S020	d68bc8de3bcee09db23c	shckhedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	seihe es einmal durch ein Tuch und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
166	f81v	f81v.27	B1	F044	B1-S021	dd0ecaf5e27d81befffc	chal	TARGET_ASSIGN	ZIEL?	EXACT_CARD_DEFAULT	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
167	f82r	f82r.2	B2	F045	B2-S001	259b2b3b0bf859882e2c	dchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
168	f82r	f82r.2	B2	F046	B2-S002	28ffbc88b97772a75f1e	qolchedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
169	f82r	f82r.2	B2	F047	B2-S003	1645e612504fcef59ced	qokain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
170	f82r	f82r.2	B2	F047	B2-S003	b921a237be883a820352	dy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Diese aktive Portion	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
171	f82r	f82r.2	B2	F047	B2-S003	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
172	f82r	f82r.2	B2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	TARGET_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
173	f82r	f82r.2	B2	F048	B2-S004	f329f2051370174e9a38	lcheckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die zweite Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
174	f82r	f82r.2	B2	F048	B2-S004	ba8142680851f24c9ff2	lched	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	und gehe zum nächsten Becken weiter	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
175	f82r	f82r.3	B2	F049	B2-S004	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
176	f82r	f82r.3	B2	F049	B2-S004	c1db6b0a28d5cbb5d3d2	lcheckhedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	seihe es klar und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
177	f82r	f82r.3	B2	F050	B2-S005	4a7a6326ac95a8809302	qokaly	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	fahre am zweiten Lauf fort	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
178	f82r	f82r.3	B2	F050	B2-S005	2d2e37ccb2dacc53ee5a	solkaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch ein Tuch	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
179	f82r	f82r.3	B2	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	durch die verbundenen Läufe	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
180	f82r	f82r.3	B2	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
181	f82r	f82r.4	B2	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	PARAMETER_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den vorgeschriebenen Wert oder Anteil setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
182	f82r	f82r.4	B2	F051	B2-S005	a8f891de626fc00028e9	octheol	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	unter derselben Einstellung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
183	f82r	f82r.4	B2	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das breite Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
184	f82r	f82r.4	B2	F051	B2-S005	04a3877f0fc81b7597c9	ldy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe es ab und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
185	f82r	f82r.4	B2	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	das bereitete Öl	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
186	f82r	f82r.4	B2	F052	B2-S006	308e8ea2d5d190c498e8	qokal	TARGET_ASSIGN	UNKNOWN	FORMAL_SLOT_EXPANSION	den nächsten Ziel- oder Stationsslot setzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
187	f82r	f82r.4	B2	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	über der örtlich bezeichneten Stelle	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
188	f82r	f82r.4	B2	F052	B2-S006	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
189	f82r	f82r.7	B2	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib sauberes Wasser hinzu und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
190	f82r	f82r.7	B2	F054	B2-S008	54d0e228ca346110af05	sotaiin	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	für dieselbe Dauer wie zuvor	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
191	f82r	f82r.7	B2	F054	B2-S008	3ae9a121ba0045b913e8	qokar	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	über der örtlich bezeichneten Stelle	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
192	f82r	f82r.7	B2	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	lasse es bis zur Bereitschaft stehen und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
193	f82r	f82r.7	B2	F055	B2-S009	daa1347f456415fe8737	solshedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	halte es warm und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
194	f82r	f82r.7	B2	F056	B2-S010	0275fbf14e07935b0a45	qokeey	ACTION_TEMPER	TEMPERIEREN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand lauwarm temperieren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
195	f82r	f82r.7	B2	F056	B2-S010	276a7c2d74d1143446f4	qoky	ACTION_APPLY	ANWENDEN?	EXACT_CARD_DEFAULT	den aktiven Arbeitsstand am vorgesehenen Platz einsetzen	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
196	f82r	f82r.7	B2	F056	B2-S010	5eff216ba51fbfb21f22	ls	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	die erste Öffnung	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
197	f82r	f82r.7	B2	F056	B2-S010	b5df9126607030b95175	cheey	STATE_GATE	KLAR?	EXACT_CARD_DEFAULT	bis zum geforderten Arbeitszustand fortfahren	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
198	f82r	f82r.19	B2	F057	B2-S011	1645e612504fcef59ced	okain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
199	f82r	f82r.19	B2	F057	B2-S011	4d4559019a961b834aa1	char	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	Daraus, aus demselben Ansatz	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
200	f82r	f82r.19	B2	F057	B2-S011	1645e612504fcef59ced	okain	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	gib einen abgemessenen Anteil in das Gefäß	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
201	f82r	f82r.19	B2	F057	B2-S011	7d25241b0e56c836372a	qokeedy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
202	f82r	f82r.19	B2	F058	B2-S012	0ab57b7166de99db3a55	lchy	EXEMPLAR_ONLY	UNKNOWN	LOCAL_EXEMPLAR	ziehe die klare Flüssigkeit ab	CREATIVE_LOCAL_DEFAULT_NOT_CARD_TRANSLATION
