target_surface	comparison_surface	comparison_kind	surface_length	running_count	running_page_count	outside_running_count	outside_running_page_count	held_running_count	outside_line_initial_count	outside_line_internal_count	outside_line_final_count	outside_line_internal_rate	held_line_initial_count	held_line_internal_count	held_line_final_count	local_count	local_page_count	local_topology_count	singleton_local_count	singleton_local_page_count	singleton_local_topology_count	outside_local_count	outside_local_page_count	outside_local_topology_count	outside_singleton_local_count	outside_singleton_local_page_count	outside_singleton_local_topology_count	held_local_count	held_singleton_local_count	outside_language_distribution	outside_hand_distribution	outside_register_distribution	outside_state_status_distribution	outside_parser_statement_first_count	outside_parser_statement_final_count	outside_parser_singleton_count	outside_embedded_statement_first_count	outside_embedded_statement_first_rate	outside_adjacent_state_any_count	outside_adjacent_state_both_count	outside_adjacent_state_both_rate	all_parser_statement_final_count	all_parser_statement_final_rate	all_physical_line_final_count	all_physical_line_final_rate	component_export_credit	control_reason
otedy	okeedy	FAMILY_CONTROL	6	15	8	13	7	2	0	10	3	0.769231	0	2	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	B:12|UNMARKED:1	2:12|4:1	BIOLOGICAL:9|CELESTIAL:1|HERBAL:3	STATE_CARD:13	3	13	3	3	0.230769	6	0	0.000000	15	1.000000	3	0.200000	ZERO	nearby E/EE plus DY whole
otedy	oteody	FAMILY_CONTROL	6	5	3	5	3	0	0	5	0	1.000000	0	0	0	4	2	1	0	0	0	4	2	1	0	0	0	0	0	A:2|B:1|UNMARKED:2	1:2|4:2|5:1	CELESTIAL:2|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:5	0	0	0	0	0.000000	2	0	0.000000	0	0.000000	0	0.000000	ZERO	OT-family whole without the same parser closure geometry
okal	okal	TARGET	4	16	11	14	10	2	0	13	1	0.928571	0	2	0	4	3	2	4	3	2	3	2	1	3	2	1	1	1	A:2|B:10|UNMARKED:2	1:2|2:8|3:1|4:2|5:1	BIOLOGICAL:6|CELESTIAL:2|HERBAL:5|SOURCE_SECTION_T:1	NONSTATE_CARD:14	4	0	0	4	0.285714	7	0	0.000000	0	0.000000	1	0.062500	ZERO	complete whole selected by GDT791 exact local/prose reuse
okal	otar	MATCHED_CONTROL	4	18	9	18	9	0	0	16	2	0.888889	0	0	0	9	5	2	2	2	1	9	5	2	2	2	1	0	0	A:1|B:13|UNMARKED:4	1:1|2:11|3:2|4:4	BIOLOGICAL:9|CELESTIAL:4|HERBAL:5	STATE_CARD:18	2	0	0	2	0.111111	10	1	0.055556	0	0.000000	2	0.111111	ZERO	near-matched frequency with broad local-card use
okal	okar	MATCHED_CONTROL	4	20	10	20	10	0	1	18	1	0.900000	0	0	0	4	2	1	0	0	0	4	2	1	0	0	0	0	0	A:2|B:17|UNMARKED:1	1:2|2:14|3:2|4:1|5:1	BIOLOGICAL:11|CELESTIAL:1|HERBAL:6|PHARMA:1|SOURCE_SECTION_T:1	NONSTATE_CARD:20	2	0	0	2	0.100000	12	3	0.150000	0	0.000000	1	0.050000	ZERO	near-matched frequency and nearby complete-form geometry
okal	oteey	MATCHED_CONTROL	5	17	7	15	6	2	3	12	0	0.800000	0	2	0	6	3	1	0	0	0	6	3	1	0	0	0	0	0	A:1|B:5|UNMARKED:9	1:1|2:4|4:9|5:1	BIOLOGICAL:4|CELESTIAL:9|SOURCE_SECTION_T:2	STATE_CARD:15	3	0	0	0	0.000000	5	2	0.133333	0	0.000000	0	0.000000	ZERO	near-matched frequency with local-card use
okal	okeey	MATCHED_CONTROL	5	17	10	17	10	0	2	15	0	0.882353	0	0	0	5	2	1	0	0	0	5	2	1	0	0	0	0	0	A:5|B:8|UNMARKED:4	1:5|2:7|4:4|5:1	BIOLOGICAL:7|CELESTIAL:4|PHARMA:4|SOURCE_SECTION_T:2	NONSTATE_CARD:17	3	0	0	1	0.058824	4	1	0.058824	0	0.000000	0	0.000000	ZERO	near-matched frequency with local-card use
otchdy	otchdy	TARGET	6	3	3	2	2	1	0	1	1	0.500000	1	0	0	2	2	2	2	2	2	1	1	1	1	1	1	1	1	B:2	3:1|5:1	HERBAL:1|SOURCE_SECTION_T:1	STATE_CARD:2	0	2	0	0	0.000000	2	0	0.000000	3	1.000000	1	0.333333	ZERO	low-capacity complete-whole transfer target
otchdy	okor	MATCHED_CONTROL	4	3	3	3	3	0	0	3	0	1.000000	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	A:2|UNMARKED:1	1:2|4:1	CELESTIAL:1|HERBAL:1|PHARMA:1	NONSTATE_CARD:3	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	0	0.000000	ZERO	low-frequency cross-scope whole
otchdy	dary	MATCHED_CONTROL	4	6	5	4	4	2	0	1	2	0.250000	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	0	0	A:1|B:2|UNMARKED:1	1:1|2:1|4:1|5:1	CELESTIAL:1|HERBAL:2|SOURCE_SECTION_T:1	NONSTATE_CARD:4	0	0	0	0	0.000000	0	0	0.000000	0	0.000000	3	0.500000	ZERO	low-frequency repeated singleton-label whole
otchdy	otol	MATCHED_CONTROL	4	8	8	8	8	0	1	7	0	0.875000	0	0	0	2	2	2	2	2	2	1	1	1	1	1	1	1	1	A:7|B:1	1:7|2:1	BIOLOGICAL:1|HERBAL:4|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:8	1	0	0	1	0.125000	6	0	0.000000	0	0.000000	0	0.000000	ZERO	cross-topology singleton-label whole
otchdy	dchdy	MATCHED_CONTROL	5	2	2	2	2	0	0	2	0	1.000000	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	B:2	2:1|3:1	BIOLOGICAL:1|HERBAL:1	STATE_CARD:2	0	2	0	0	0.000000	2	0	0.000000	2	1.000000	0	0.000000	ZERO	chdy-ending cross-scope whole
olaiin	olaiin	TARGET	6	11	8	10	7	1	0	10	0	1.000000	1	0	0	3	3	2	1	1	1	2	2	1	0	0	0	1	1	A:2|B:5|UNMARKED:3	1:2|2:4|3:1|4:3	BIOLOGICAL:4|CELESTIAL:3|HERBAL:2|PHARMA:1	STATE_CARD:10	1	0	0	1	0.100000	4	1	0.100000	0	0.000000	0	0.000000	ZERO	lower-capacity complete-whole transfer target
olaiin	dair	MATCHED_CONTROL	4	11	7	11	7	0	0	9	2	0.818182	0	0	0	4	2	1	0	0	0	4	2	1	0	0	0	0	0	A:9|B:2	1:9|5:2	HERBAL:4|PHARMA:5|SOURCE_SECTION_T:2	NONSTATE_CARD:11	2	0	0	2	0.181818	4	0	0.000000	0	0.000000	2	0.181818	ZERO	frequency-matched cross-scope whole
olaiin	oty	MATCHED_CONTROL	3	11	7	11	7	0	0	9	2	0.818182	0	0	0	3	2	1	1	1	1	3	2	1	1	1	1	0	0	A:2|B:8|UNMARKED:1	1:2|2:6|3:2|4:1	BIOLOGICAL:6|CELESTIAL:1|HERBAL:4	STATE_CARD:11	1	0	0	1	0.090909	6	2	0.181818	0	0.000000	2	0.181818	ZERO	frequency-matched cross-scope whole
olaiin	sal	MATCHED_CONTROL	3	10	7	7	5	3	0	5	2	0.714286	0	2	1	3	2	2	0	0	0	3	2	2	0	0	0	0	0	B:5|UNMARKED:2	2:5|4:2	BIOLOGICAL:5|CELESTIAL:2	NONSTATE_CARD:7	3	0	0	3	0.428571	6	1	0.142857	0	0.000000	3	0.300000	ZERO	frequency-matched cross-topology whole
olaiin	otol	MATCHED_CONTROL	4	8	8	8	8	0	1	7	0	0.875000	0	0	0	2	2	2	2	2	2	1	1	1	1	1	1	1	1	A:7|B:1	1:7|2:1	BIOLOGICAL:1|HERBAL:4|PHARMA:2|SOURCE_SECTION_T:1	STATE_CARD:8	1	0	0	1	0.125000	6	0	0.000000	0	0.000000	0	0.000000	ZERO	cross-topology singleton-label whole
