patch_id	occurrence_id	physical_page	locus	token_ordinal_in_line	surface	occurrence_kind	predecessor_presence	superseded_dictionary_card	superseded_cache_display	structural_display	structural_tag	preregistered_gate_result	selected_semantic_gloss	renderer_action	prior_default_action	semantic_confidence	scope	evidence	counterevidence	lexeme_confirmed	component_export_credit
GDT792-P011	G407-E1733	f75r	f75r.34	3	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P012	G407-E1953	f76r	f76r.13	4	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P013	G407-E2364	f76r	f76r.53	10	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P014	G407-E2873	f81r	f81r.25	6	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P015	G407-E2938	f81v	f81v.2	4	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P016	G407-E3048	f81v	f81v.13	9	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P017	G407-E3220	f82r	f82r.6	6	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P018	G407-E3263	f82r	f82r.12	7	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P019	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1394	f82r	f82r.36	1	okal	LOCAL_ADDRESS_OR_LABEL	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P020	G407-E4425	f95v	f95v2.3	7	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
