target_surface	deck	control_rank	control_surface	matching_distance	target_outside_count	control_outside_count	target_outside_pages	control_outside_pages	parser_class	control_outside_internal_rate	control_embedded_statement_first_rate	control_adjacent_state_both_rate	control_component_export_credit
okal	LANGUAGE_FREQUENCY	2	okar	0.867506	14	20	10	10	LOW_STATEMENT_FINAL	0.900000	0.100000	0.150000	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	3	oty	0.885832	14	11	10	7	LOW_STATEMENT_FINAL	0.818182	0.090909	0.181818	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	4	oldy	1.048613	14	12	10	8	LOW_STATEMENT_FINAL	0.416667	0.083333	0.000000	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	5	sain	1.062413	14	19	10	8	LOW_STATEMENT_FINAL	0.473684	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	6	chdy	1.082057	14	16	10	7	LOW_STATEMENT_FINAL	0.812500	0.125000	0.125000	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	7	cheky	1.110617	14	12	10	7	LOW_STATEMENT_FINAL	0.916667	0.083333	0.166667	ZERO__WHOLE_ONLY_COMPARISON
okal	LANGUAGE_FREQUENCY	8	ain	1.114668	14	19	10	8	LOW_STATEMENT_FINAL	0.894737	0.052632	0.052632	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	1	otar	0.725293	14	18	10	9	LOW_STATEMENT_FINAL	0.888889	0.111111	0.055556	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	2	okar	0.867506	14	20	10	10	LOW_STATEMENT_FINAL	0.900000	0.100000	0.150000	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	3	oty	0.885832	14	11	10	7	LOW_STATEMENT_FINAL	0.818182	0.090909	0.181818	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	4	sain	1.062413	14	19	10	8	LOW_STATEMENT_FINAL	0.473684	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	5	chdy	1.082057	14	16	10	7	LOW_STATEMENT_FINAL	0.812500	0.125000	0.125000	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	6	cheky	1.110617	14	12	10	7	LOW_STATEMENT_FINAL	0.916667	0.083333	0.166667	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	7	ain	1.114668	14	19	10	8	LOW_STATEMENT_FINAL	0.894737	0.052632	0.052632	ZERO__WHOLE_ONLY_COMPARISON
okal	PARSER_SHAPE	8	oky	1.148371	14	13	10	9	LOW_STATEMENT_FINAL	0.769231	0.000000	0.076923	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	1	qokshy	0.000000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	2	chekey	0.500000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	3	qokees	0.500000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	4	daiir	0.650000	2	2	2	2	HIGH_STATEMENT_FINAL	0.500000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	5	cphedy	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	0.500000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	6	ldaiin	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	7	olkeol	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	LANGUAGE_FREQUENCY	8	sshedy	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	0.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	1	cphedy	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	0.500000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	2	sshedy	1.000000	2	2	2	2	HIGH_STATEMENT_FINAL	0.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	3	dchdy	1.150000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	4	okchedy	1.150000	2	2	2	2	HIGH_STATEMENT_FINAL	0.500000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	5	otody	1.150000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	6	chcthedy	1.300000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	7	ykeeody	1.496574	2	2	2	1	HIGH_STATEMENT_FINAL	0.500000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
otchdy	PARSER_SHAPE	8	ykedy	1.650000	2	2	2	2	HIGH_STATEMENT_FINAL	1.000000	0.500000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	1	chal	0.942358	10	8	7	7	LOW_STATEMENT_FINAL	0.500000	0.125000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	2	cheedy	1.196078	10	7	7	7	LOW_STATEMENT_FINAL	1.000000	0.142857	0.428571	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	3	ykeey	1.338097	10	5	7	5	LOW_STATEMENT_FINAL	0.600000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	4	okeey	1.343956	10	17	7	10	LOW_STATEMENT_FINAL	0.882353	0.058824	0.058824	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	5	cheey	1.379065	10	12	7	9	LOW_STATEMENT_FINAL	1.000000	0.166667	0.083333	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	6	otam	1.384689	10	6	7	5	LOW_STATEMENT_FINAL	0.666667	0.000000	0.333333	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	7	okaiin	1.456098	10	22	7	14	LOW_STATEMENT_FINAL	0.818182	0.090909	0.045455	ZERO__WHOLE_ONLY_COMPARISON
olaiin	LANGUAGE_FREQUENCY	8	oldy	1.470174	10	12	7	8	LOW_STATEMENT_FINAL	0.416667	0.083333	0.000000	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	1	cheedy	1.196078	10	7	7	7	LOW_STATEMENT_FINAL	1.000000	0.142857	0.428571	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	2	ykeey	1.338097	10	5	7	5	LOW_STATEMENT_FINAL	0.600000	0.000000	0.000000	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	3	okeey	1.343956	10	17	7	10	LOW_STATEMENT_FINAL	0.882353	0.058824	0.058824	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	4	cheey	1.379065	10	12	7	9	LOW_STATEMENT_FINAL	1.000000	0.166667	0.083333	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	5	otam	1.384689	10	6	7	5	LOW_STATEMENT_FINAL	0.666667	0.000000	0.333333	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	6	okaiin	1.456098	10	22	7	14	LOW_STATEMENT_FINAL	0.818182	0.090909	0.045455	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	7	cheky	1.503408	10	12	7	7	LOW_STATEMENT_FINAL	0.916667	0.083333	0.166667	ZERO__WHOLE_ONLY_COMPARISON
olaiin	PARSER_SHAPE	8	oty	1.512392	10	11	7	7	LOW_STATEMENT_FINAL	0.818182	0.090909	0.181818	ZERO__WHOLE_ONLY_COMPARISON
