surface	occurrence_count	physical_pages	gdt516_context_recipe	parsed	candidate_count_capped	candidate_cap_reached	gdt516_recipe_rank	recovery_class	top1_recipe	top1_literal_de	top1_chunk_count	top1_score	top1_path	candidate_1_recipe	candidate_2_recipe	candidate_3_recipe	candidate_4_recipe	candidate_5_recipe
chedaiir	1	f66r	CHD+IIN+R	YES	809	NO	1	TOP1_EXACT	CHD+IIN+R	BEARBEITEN · STUFE · MARKIEREN	2	6.403257	ched=CHD@0.9780/178 | aiir=IIN+R@0.7273/8	CHD+IIN+R	CHD+AIIN+R	CH+E+D_ADDR+IIN+R	CHD+A_ADDR+IIN+R	CH+E+D_ADDR+AIIN+R
cheeo	1	f66r	CH+EE+O	YES	16	NO	1	TOP1_EXACT	CH+EE+O	NEHMEN · GRAD II · AUSFÜHRUNG	1	-0.076856	cheeo=CH+EE+O@0.5000/4	CH+EE+O	Y	CH+EE+O+D_ADDR	CH+E+E+O	LOCAL_C+EE+O
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	YES	66	NO	1	TOP1_EXACT	CH+E+LOCAL_CHAR_F+CH+Y	NEHMEN · GRAD I · HIER · NEHMEN · POSTEN	2	3.999793	chef=CH+E+LOCAL_CHAR_F@1.0000/2 | chy=CH+Y@0.5397/102	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+Y	CH+E+LOCAL_CHAR_F+LOCAL_C+Y	LOCAL_C+E+LOCAL_CHAR_F+CH+Y	LOCAL_C+E+LOCAL_CHAR_F+Y
chekchy	1	f66r	CH+K+CH+Y	YES	108	NO	5	FINITE_TOP5_ALTERNATIVE	CH+K+Y	NEHMEN · GEBEN · POSTEN	1	-0.012318	chekchy=CH+K+Y@0.6667/2	CH+K+Y	Y+CH+K	LOCAL_C+K+Y	CH+E+K+Y	CH+K+CH+Y
chekeey	1	f66r	CH+K+EE+Y	YES	57	NO	2	FINITE_TOP5_ALTERNATIVE	CH+E+K+EE+Y	NEHMEN · GRAD I · GEBEN · GRAD II · POSTEN	2	8.081899	che=CH+E@0.6727/296 | keey=K+EE+Y@0.8909/49	CH+E+K+EE+Y	CH+K+EE+Y	CH+K+E+E+Y	CH+K+E+EE+Y	CHD+K+EE+Y
chekeody	1	f66r	CH+K+E+O+DY	YES	161	NO	2	FINITE_TOP5_ALTERNATIVE	CH+E+K+E+O+DY	NEHMEN · GRAD I · GEBEN · GRAD I · AUSFÜHRUNG · SCHLUSS	2	5.399514	che=CH+E@0.6727/296 | keody=K+E+O+DY@1.0000/2	CH+E+K+E+O+DY	CH+K+E+O+DY	CH+K+E+O+D_ADDR+Y	CH+K+E+O+Y	CHD+K+E+O+DY
cheod	1	f31r	CH+E+O+D_ADDR	YES	24	NO	2	FINITE_TOP5_ALTERNATIVE	CH+E+O	NEHMEN · GRAD I · AUSFÜHRUNG	1	2.709635	cheod=CH+E+O@0.8667/26	CH+E+O	CH+E+O+D_ADDR	LOCAL_C+SH+E+O+D_ADDR	LOCAL_C+E+O	CHD+O+D_ADDR
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	YES	36	NO	2	FINITE_TOP5_ALTERNATIVE	CH+E+P+A_ADDR+OK+E	NEHMEN · GRAD I · EINSETZEN · HIER · SETZEN · GRAD I	3	8.845034	chep=CH+E+P@1.0000/7 | a=A_ADDR@0.9237/121 | keo=OK+E@0.6889/31	CH+E+P+A_ADDR+OK+E	CH+E+P+A_ADDR+K+E+O	CH+E+P+K+A_ADDR+E+O	LOCAL_C+E+P+A_ADDR+OK+E	LOCAL_C+E+P+A_ADDR+K+E+O
chepos	1	f31r	CH+E+P+O+S	YES	72	NO	1	TOP1_EXACT	CH+E+P+O+S	NEHMEN · GRAD I · EINSETZEN · AUSFÜHRUNG · WÄHLEN	2	6.010340	che=CH+E@0.6727/296 | pos=P+O+S@1.0000/4	CH+E+P+O+S	CHD+P+O+S	CH+E+P+O	CH+E+P+O+SH	CH+P+O+S
cheta	1	f66r	CH+E+T+A_ADDR	YES	24	NO	1	TOP1_EXACT	CH+E+T+A_ADDR	NEHMEN · GRAD I · EINSTELLEN · HIER	2	7.010206	chet=CH+E+T@0.8696/20 | a=A_ADDR@0.9237/121	CH+E+T+A_ADDR	CH+E+T	CHD+T+A_ADDR	CH+E+AL	CH+E+A_ADDR+T
choekeey	1	f66r	CH+O+E+K+EE+Y	YES	99	NO	1	TOP1_EXACT	CH+O+E+K+EE+Y	NEHMEN · AUSFÜHRUNG · GRAD I · GEBEN · GRAD II · POSTEN	2	4.537644	cho=CH+O@0.7273/160 | ekeey=E+K+EE+Y@1.0000/1	CH+O+E+K+EE+Y	HO+E+K+EE+Y	CH+O+D_ADDR+E+K+EE+Y	CH+O+E+Y+K+EE	LOCAL_C+O+E+K+EE+Y
choiin	1	f20v	CH+O+IIN	YES	213	NO	1	TOP1_EXACT	CH+O+IIN	NEHMEN · AUSFÜHRUNG · STUFE	2	9.959641	ch=CH@0.9536/1255 | oiin=O+IIN@1.0000/24	CH+O+IIN	CH+O+AIIN	HO+IIN	CH+O+D_ADDR+IIN	HO+AIIN
cholpchd	1	f66r	OL+P+CHD	YES	174	NO	1	TOP1_EXACT	OL+P+CHD	FORTSETZEN · EINSETZEN · BEARBEITEN	2	6.506933	chol=OL@0.8129/113 | pchd=P+CHD@1.0000/11	OL+P+CHD	CH+OL+P+CHD	CH+OL+P+CH+D_ADDR	OL+P+CH+D_ADDR	LOCAL_C+OL+P+CHD
choraiin	1	f4r	CH+OR+AIIN	YES	1426	NO	1	TOP1_EXACT	CH+OR+AIIN	NEHMEN · EINHEIT · WERT	2	10.194924	chor=CH+OR@0.9444/85 | aiin=AIIN@0.9958/474	CH+OR+AIIN	LOCAL_C+OR+AIIN	CH+O+R+AIIN	HO+R+AIIN	CH+O+D_ADDR+R+AIIN
choraly	1	f20v	CH+OR+AL+Y	YES	82	NO	1	TOP1_EXACT	CH+OR+AL+Y	NEHMEN · EINHEIT · ZIELORT · POSTEN	2	7.628910	chor=CH+OR@0.9444/85 | aly=AL+Y@1.0000/39	CH+OR+AL+Y	CH+O+R+AL+Y	HO+R+AL+Y	CH+O+D_ADDR+R+AL+Y	LOCAL_C+OR+AL+Y
chory	1	f20v	CH+OR+Y	YES	16	NO	1	TOP1_EXACT	CH+OR+Y	NEHMEN · EINHEIT · POSTEN	2	11.962709	chor=CH+OR@0.9444/85 | y=Y@0.9841/2848	CH+OR+Y	CH+O+R+Y	HO+R+Y	CH+O+D_ADDR+R+Y	LOCAL_C+OR+Y
chpady	1	f4r	CH+P+A_ADDR+DY	YES	20	NO	3	FINITE_TOP5_ALTERNATIVE	CH+P+A_ADDR+Y	NEHMEN · EINSETZEN · HIER · POSTEN	2	3.696615	chp=CH+P@0.9545/21 | ady=A_ADDR+Y@1.0000/2	CH+P+A_ADDR+Y	LOCAL_C+P+A_ADDR+Y	CH+P+A_ADDR+DY	CH+P+A_ADDR+D_ADDR+Y	CH+P+DA+D_ADDR+Y
chxar	1	f66r	CH+LOCAL_X+AR	YES	9	NO	1	TOP1_EXACT	CH+LOCAL_X+AR	NEHMEN · [LOCAL_X:LOKAL] · AUSGANG	3	22.286118	ch=CH@0.9536/1255 | x=LOCAL_X@1.0000/10000 | ar=AR@0.9768/590	CH+LOCAL_X+AR	LOCAL_C+SH+LOCAL_X+AR	CH+LOCAL_X+A_ADDR+R	CH+SH+LOCAL_X+AR	CH+LOCAL_X+A_ADDR+AR
ckhochy	1	f4r	CH+K+O+CH+Y	YES	50	NO	1	TOP1_EXACT	CH+K+O+CH+Y	NEHMEN · GEBEN · AUSFÜHRUNG · NEHMEN · POSTEN	2	6.034036	ckh=CH+K@0.8644/306 | ochy=O+CH+Y@1.0000/2	CH+K+O+CH+Y	CH+K+O+Y	CARRIER_Q+O+CH+K+CH+Y	CARRIER_Q+O+CH+K+Y	K+O+CH+Y
cphaiin	1	f4r	CH+P+AIIN	YES	212	NO	1	TOP1_EXACT	CH+P+AIIN	NEHMEN · EINSETZEN · WERT	2	10.138135	cph=CH+P@0.9518/79 | aiin=AIIN@0.9958/474	CH+P+AIIN	LOCAL_C+P+AIIN	CH+P+SH+AIIN	CH+P+A_ADDR+IIN	CH+P+A_ADDR+AIIN
cpholdy	1	f4r	CH+P+OL+DY	YES	78	NO	1	TOP1_EXACT	CH+P+OL+DY	NEHMEN · EINSETZEN · FORTSETZEN · SCHLUSS	2	6.201330	cph=CH+P@0.9518/79 | oldy=OL+DY@0.6250/25	CH+P+OL+DY	CH+P+OL+D_ADDR+Y	CH+P+OL+Y	CH+P+SH+OL+DY	CH+P+O+L+DY
cthdy	1	f66r	CH+T+D_ADDR+Y	YES	17	NO	1	TOP1_EXACT	CH+T+D_ADDR+Y	NEHMEN · EINSTELLEN · HIER · POSTEN	1	2.164949	cthdy=CH+T+D_ADDR+Y@1.0000/12	CH+T+D_ADDR+Y	LOCAL_C+T+D_ADDR+Y	CH+T+DY	CH+T+Y	CH+T+SH+D_ADDR+Y
cthom	1	f4r	CH+T+O+M_LOCAL	YES	14	NO	2	FINITE_TOP5_ALTERNATIVE	CH+T+O+AM_ADDR	NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER	2	8.194571	cth=CH+T@0.9228/287 | om=O+AM_ADDR@0.8049/33	CH+T+O+AM_ADDR	CH+T+O+M_LOCAL	CH+T+O+D_ADDR+AM_ADDR	O+CH+T+AM_ADDR	CARRIER_Q+O+CH+T+AM_ADDR
da	1	f31r	DA	YES	4	NO	1	TOP1_EXACT	DA	ZWEITE STUFE	1	3.501003	da=DA@0.8088/55	DA	D_ADDR	D_ADDR+A_ADDR	CHD+A_ADDR	NONE
dairal	1	f66r	D_ADDR+AIR+AL	YES	171	NO	1	TOP1_EXACT	D_ADDR+AIR+AL	HIER · BAHN · ZIELORT	2	8.375942	dair=D_ADDR+AIR@0.7778/21 | al=AL@0.9202/519	D_ADDR+AIR+AL	D_ADDR+AIR+A_ADDR+L	AIR+AL	DA+R+AL	D_ADDR+AIR+A_ADDR+AL
dairody	1	f66r	D_ADDR+AIR+O+DY	YES	215	NO	2	FINITE_TOP5_ALTERNATIVE	D_ADDR+AIR+O+D_ADDR+Y	HIER · BAHN · AUSFÜHRUNG · HIER · POSTEN	2	8.521290	dairod=D_ADDR+AIR+O+D_ADDR@1.0000/2 | y=Y@0.9841/2848	D_ADDR+AIR+O+D_ADDR+Y	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+D_ADDR+DY	D_ADDR+AIR+O+D_ADDR+D_ADDR+Y	D_ADDR+AIR+O+Y
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	1088	NO	5	FINITE_TOP5_ALTERNATIVE	D_ADDR+AIR+Y+K+O+DA+S	HIER · BAHN · POSTEN · GEBEN · AUSFÜHRUNG · ZWEITE STUFE · WÄHLEN	3	7.296637	dair=D_ADDR+AIR@0.7778/21 | yk=Y+K@0.8961/138 | odas=O+DA+S@1.0000/1	D_ADDR+AIR+Y+K+O+DA+S	AIR+Y+K+O+DA+S	D_ADDR+AIR+A_ADDR+Y+K+O+DA+S	D_ADDR+AIR+CH+E+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S
dalalshedy	1	f66r	AL+AL+SH+E+DY	YES	955	NO	1	TOP1_EXACT	AL+AL+SH+E+DY	ZIELORT · ZIELORT · HALTEN · GRAD I · SCHLUSS	2	5.230937	dalal=AL+AL@1.0000/1 | shedy=SH+E+DY@0.9815/159	AL+AL+SH+E+DY	D_ADDR+AL+AL+SH+E+DY	AL+A_ADDR+L+SH+E+DY	AL+AL+SH+E+Y	D_ADDR+AL+L+SH+E+DY
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	YES	1164	NO	56	DEEP_FINITE_ALTERNATIVE	AL+CH+E+K+EE+Y	ZIELORT · NEHMEN · GRAD I · GEBEN · GRAD II · POSTEN	3	9.297111	dal=AL@0.7984/99 | che=CH+E@0.6727/296 | eeky=K+EE+Y@0.5385/7	AL+CH+E+K+EE+Y	AL+EEE+K+Y	AL+CH+E+EE+K+Y	AL+CH+EE+E+K+Y	D_ADDR+AL+CH+E+K+EE+Y
dalky	1	f66r	AL+K+Y	YES	10	NO	1	TOP1_EXACT	AL+K+Y	ZIELORT · GEBEN · POSTEN	2	7.812703	dal=AL@0.7984/99 | ky=K+Y@0.9500/57	AL+K+Y	DA+L+K+Y	D_ADDR+AL+K+Y	D_ADDR+L+K+Y	D_ADDR+A_ADDR+L+K+Y
dalol	1	f66r	AL+OL	YES	44	NO	1	TOP1_EXACT	AL+OL	ZIELORT · FORTSETZEN	2	10.748756	dal=AL@0.7984/99 | ol=OL@0.9657/956	AL+OL	D_ADDR+AL+OL	D_ADDR+AL+O+L	DA+L+OL	D_ADDR+OL
dard	1	f66r	D_ADDR+AR+D_ADDR	YES	18	NO	1	TOP1_EXACT	D_ADDR+AR+D_ADDR	HIER · AUSGANG · HIER	1	0.393147	dard=D_ADDR+AR+D_ADDR@1.0000/1	D_ADDR+AR+D_ADDR	DA+R+D_ADDR	D_ADDR+AR+CHD	CHD+AR+D_ADDR	DA+R+CHD
dcheey	1	f31r	D_ADDR+CH+EE+Y	YES	36	NO	2	FINITE_TOP5_ALTERNATIVE	D_ADDR+SH+EE+Y	HIER · HALTEN · GRAD II · POSTEN	2	8.741709	d=D_ADDR@0.9054/1129 | cheey=SH+EE+Y@0.6000/27	D_ADDR+SH+EE+Y	D_ADDR+CH+EE+Y	CH+E+E+Y	D_ADDR+EE+Y	D_ADDR+CH+EE+D_ADDR+Y
dcheol	1	f66r	D_ADDR+CH+E+O+L	YES	45	NO	1	TOP1_EXACT	D_ADDR+CH+E+O+L	HIER · NEHMEN · GRAD I · AUSFÜHRUNG · VERBINDUNG	2	9.860618	d=D_ADDR@0.9054/1129 | cheol=CH+E+O+L@0.8519/46	D_ADDR+CH+E+O+L	CH+E+OL	D_ADDR+CH+E+OL	D_ADDR+CHD+OL	D_ADDR+E+OL
dkar	1	f66r	D_ADDR+K+AR	YES	19	NO	1	TOP1_EXACT	D_ADDR+K+AR	HIER · GEBEN · AUSGANG	2	9.932354	d=D_ADDR@0.9054/1129 | kar=K+AR@1.0000/29	D_ADDR+K+AR	K+AR	CHD+K+AR	D_ADDR+K+R	D_ADDR+K+A_ADDR+R
doiiin	1	f20v	D_ADDR+O+IIN	YES	300	NO	1	TOP1_EXACT	D_ADDR+O+IIN	HIER · AUSFÜHRUNG · STUFE	2	7.455415	d=D_ADDR@0.9054/1129 | oiiin=O+IIN@0.6000/6	D_ADDR+O+IIN	D_ADDR+O+LOCAL_CHAR_I+IIN	D_ADDR+O+IIN+IIN	D_ADDR+O+AIIN	D_ADDR+O+IIN+AIN
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	YES	199	NO	2	FINITE_TOP5_ALTERNATIVE	D_ADDR+OL+AR+Y	HIER · FORTSETZEN · AUSGANG · POSTEN	3	11.821393	dol=D_ADDR+OL@0.9216/47 | ar=AR@0.9768/590 | shy=Y@0.5254/31	D_ADDR+OL+AR+Y	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+S+Y	D_ADDR+O+L+AR+Y	OL+AR+Y
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	YES	2000	YES	1	TOP1_EXACT	D_ADDR+SH+OL+D_ADDR+IIN+R	HIER · HALTEN · FORTSETZEN · HIER · STUFE · MARKIEREN	3	9.737383	d=D_ADDR@0.9054/1129 | shold=SH+OL+D_ADDR@1.0000/6 | aiir=IIN+R@0.7273/8	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R	SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+DA+IIN+R	D_ADDR+OL+D_ADDR+IIN+R
dyky	1	f66r	D_ADDR+Y+K+Y	YES	8	NO	2	FINITE_TOP5_ALTERNATIVE	DY+K+Y	SCHLUSS · GEBEN · POSTEN	2	8.765822	dy=DY@0.5797/491 | ky=K+Y@0.9500/57	DY+K+Y	D_ADDR+Y+K+Y	Y+K+Y	D_ADDR+K+Y+CH+Y	D_ADDR+Y+K+Y+CH
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	YES	122	NO	2	FINITE_TOP5_ALTERNATIVE	D_ADDR+Y+T+SH+EE+Y	HIER · POSTEN · EINSTELLEN · HALTEN · GRAD II · POSTEN	2	4.422517	dyt=D_ADDR+Y+T@0.9412/16 | cheey=SH+EE+Y@0.6000/27	D_ADDR+Y+T+SH+EE+Y	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+EE+Y	CHD+Y+T+SH+EE+Y	CHD+Y+T+CH+EE+Y
f	4	f66r	LOCAL_CHAR_F	YES	1	NO	1	TOP1_EXACT	LOCAL_CHAR_F	HIER	1	4.302725	f=LOCAL_CHAR_F@0.9474/90	LOCAL_CHAR_F	NONE	NONE	NONE	NONE
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	YES	26	NO	2	FINITE_TOP5_ALTERNATIVE	LOCAL_CHAR_F+A_ADDR+IIN+S	HIER · HIER · STUFE · WÄHLEN	2	4.224973	fa=LOCAL_CHAR_F+A_ADDR@1.0000/33 | iis=IIN+S@1.0000/2	LOCAL_CHAR_F+A_ADDR+IIN+S	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+S+A_ADDR+IIN+S	LOCAL_CHAR_F+AIIN+S	LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+SH
fary	1	f66r	LOCAL_CHAR_F+AR+Y	YES	4	NO	1	TOP1_EXACT	LOCAL_CHAR_F+AR+Y	HIER · AUSGANG · POSTEN	2	10.261735	far=LOCAL_CHAR_F+AR@1.0000/13 | y=Y@0.9841/2848	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+A_ADDR+R+Y	LOCAL_CHAR_F+D_ADDR+AR+Y	LOCAL_CHAR_F+A_ADDR+AR+Y	NONE
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	YES	43	NO	1	TOP1_EXACT	LOCAL_CHAR_F+CHD+AR	HIER · BEARBEITEN · AUSGANG	2	7.644351	fchd=LOCAL_CHAR_F+CHD@1.0000/4 | ar=AR@0.9768/590	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CH+D_ADDR+AR	LOCAL_CHAR_F+CHD+D_ADDR+AR	LOCAL_CHAR_F+CH+DA+R	LOCAL_CHAR_F+CHD+DA+R
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	YES	72	NO	1	TOP1_EXACT	LOCAL_CHAR_F+CHD+Y+R	HIER · BEARBEITEN · POSTEN · MARKIEREN	2	5.293239	fchedy=LOCAL_CHAR_F+CHD+Y@1.0000/1 | r=R@0.8615/199	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+AR	LOCAL_CHAR_F+CH+E+DY+R	LOCAL_CHAR_F+CHD+DY+R	LOCAL_CHAR_F+CH+E+D_ADDR+Y+R
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	YES	53	NO	1	TOP1_EXACT	LOCAL_CHAR_F+OL+OL	HIER · FORTSETZEN · FORTSETZEN	2	5.120639	fol=LOCAL_CHAR_F+OL@1.0000/2 | chol=OL@0.8129/113	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+CH+OL	LOCAL_CHAR_F+OL+LOCAL_C+OL	LOCAL_CHAR_F+OL+CH+O+L	LOCAL_CHAR_F+O+L+OL
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	YES	126	NO	2	FINITE_TOP5_ALTERNATIVE	LOCAL_CHAR_F+SH+O+D_ADDR+Y	HIER · HALTEN · AUSFÜHRUNG · HIER · POSTEN	3	10.114231	f=LOCAL_CHAR_F@0.9474/90 | sho=SH+O@0.8770/107 | dchy=D_ADDR+Y@1.0000/5	LOCAL_CHAR_F+SH+O+D_ADDR+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+O+D_ADDR+Y	LOCAL_CHAR_F+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+D_ADDR+O+D_ADDR+Y
kardy	1	f66r	K+AR+DY	YES	32	NO	1	TOP1_EXACT	K+AR+DY	GEBEN · AUSGANG · SCHLUSS	2	8.661466	k=K@0.9610/937 | ardy=AR+DY@1.0000/8	K+AR+DY	K+AR+D_ADDR+Y	K+AR+Y	K+A_ADDR+AR+DY	A_ADDR+K+AR+DY
kcheeky	1	f66r	K+CH+EE+K+Y	YES	68	NO	2	FINITE_TOP5_ALTERNATIVE	K+CH+K+EE+Y	GEBEN · NEHMEN · GEBEN · GRAD II · POSTEN	2	8.056001	k=K@0.9610/937 | cheeky=CH+K+EE+Y@1.0000/5	K+CH+K+EE+Y	K+CH+EE+K+Y	K+K+EE+Y	K+EE+K+Y	K+CHD+E+K+Y
kcheody	1	f66r	K+CH+E+O+Y	YES	52	NO	1	TOP1_EXACT	K+CH+E+O+Y	GEBEN · NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	2	8.018261	k=K@0.9610/937 | cheody=CH+E+O+Y@0.6667/12	K+CH+E+O+Y	K+CH+E+O+D_ADDR+Y	K+CH+E+O+DY	K+E+O+D_ADDR+Y	K+E+O+Y
kchody	1	f66r	K+CH+O+D_ADDR+Y	YES	44	NO	1	TOP1_EXACT	K+CH+O+D_ADDR+Y	GEBEN · NEHMEN · AUSFÜHRUNG · HIER · POSTEN	2	8.115825	kchod=K+CH+O+D_ADDR@1.0000/1 | y=Y@0.9841/2848	K+CH+O+D_ADDR+Y	K+CH+O+DY	OK+CH+DY	OK+DY	K+O+DY
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	YES	46	NO	1	TOP1_EXACT	K+E+CH+O+D_ADDR+Y	GEBEN · GRAD I · NEHMEN · AUSFÜHRUNG · HIER · POSTEN	2	4.998405	ke=K+E@0.9444/102 | chody=CH+O+D_ADDR+Y@0.5714/8	K+E+CH+O+D_ADDR+Y	K+E+CH+O+DY	K+E+CH+SH+O+DY	K+E+CH+O+Y	K+E+LOCAL_C+O+D_ADDR+Y
keedey	1	f31r	K+EE+D_ADDR+E+Y	YES	14	NO	1	TOP1_EXACT	K+EE+D_ADDR+E+Y	GEBEN · GRAD II · HIER · GRAD I · POSTEN	2	8.033793	keed=K+EE+D_ADDR@1.0000/14 | ey=E+Y@0.9703/359	K+EE+D_ADDR+E+Y	K+E+E+D_ADDR+E+Y	K+CH+EE+D_ADDR+E+Y	K+E+CHD+E+Y	K+E+E+E+Y
keeol	1	f31r	K+EE+O+L	YES	14	NO	4	FINITE_TOP5_ALTERNATIVE	K+EE+OL	GEBEN · GRAD II · FORTSETZEN	1	-0.012318	keeol=K+EE+OL@0.6667/2	K+EE+OL	OL+K+EE	K+E+E+OL	K+EE+O+L	OK+EE+L
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	YES	11	NO	2	FINITE_TOP5_ALTERNATIVE	K+E+O+DY	GEBEN · GRAD I · AUSFÜHRUNG · SCHLUSS	1	0.698612	keody=K+E+O+DY@1.0000/2	K+E+O+DY	K+E+O+D_ADDR+Y	OK+E+DY	K+E+O+Y	O+D_ADDR+Y
