global_group_id	source_event_id	physical_page	register	locus	source_order	owner_de	surface	group_kind	execution_domain	record_role	exact_event_recipe	portable_function_recipe	working_reading_de	semantic_source	package_status	surface_only_lookup_policy
G407-G0019	G404-E0019	f1r	SOURCE_SECTION_T	f1r.2	19	F1R_TEXT_BLOCK_A	cthar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+AR	CH+T+AR	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0020	G404-E0020	f1r	SOURCE_SECTION_T	f1r.2	20	F1R_TEXT_BLOCK_A	cthar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+AR	CH+T+AR	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0021	G404-E0021	f1r	SOURCE_SECTION_T	f1r.2	21	F1R_TEXT_BLOCK_A	dan	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	AIN	AIN	ABLAUF BEI F1R_TEXT_BLOCK_A: ANTEIL	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0022	G404-E0022	f1r	SOURCE_SECTION_T	f1r.3	22	F1R_TEXT_BLOCK_A	syaiir	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	S+Y+IIN+R	S+Y+IIN+R	ABLAUF BEI F1R_TEXT_BLOCK_A: WÄHLEN · POSTEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0023	G404-E0023	f1r	SOURCE_SECTION_T	f1r.3	23	F1R_TEXT_BLOCK_A	sheky	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH+E+K+Y	SH+E+K+Y	ABLAUF BEI F1R_TEXT_BLOCK_A: HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0024	G404-E0024	f1r	SOURCE_SECTION_T	f1r.3	24	F1R_TEXT_BLOCK_A	or	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OR	OR	ABLAUF BEI F1R_TEXT_BLOCK_A: EINHEIT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0025	G404-E0025	f1r	SOURCE_SECTION_T	f1r.3	25	F1R_TEXT_BLOCK_A	ykaiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	Y+K+AIIN	Y+K+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: POSTEN · GEBEN · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0026	G404-E0026	f1r	SOURCE_SECTION_T	f1r.3	26	F1R_TEXT_BLOCK_A	shod	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH+O+D_ADDR	SH+O+D_ADDR	ABLAUF BEI F1R_TEXT_BLOCK_A: HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0027	G404-E0027	f1r	SOURCE_SECTION_T	f1r.3	27	F1R_TEXT_BLOCK_A	cthoary	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+O+AR+Y	CH+T+O+AR+Y	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0028	G404-E0028	f1r	SOURCE_SECTION_T	f1r.3	28	F1R_TEXT_BLOCK_A	cthes	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+E+S	CH+T+E+S	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · WÄHLEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0029	G404-E0029	f1r	SOURCE_SECTION_T	f1r.3	29	F1R_TEXT_BLOCK_A	daraiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	D_ADDR+AR+AIIN	D_ADDR+AR+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: [D_ADDR:STEUERUNG=HIER] · AUSGANG · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0030	G404-E0030	f1r	SOURCE_SECTION_T	f1r.3	30	F1R_TEXT_BLOCK_A	sy	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	Y	Y	ABLAUF BEI F1R_TEXT_BLOCK_A: POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0031	G404-E0031	f1r	SOURCE_SECTION_T	f1r.4	31	F1R_TEXT_BLOCK_A	soiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	S+O+IIN	S+O+IIN	ABLAUF BEI F1R_TEXT_BLOCK_A: WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0032	G404-E0032	f1r	SOURCE_SECTION_T	f1r.4	32	F1R_TEXT_BLOCK_A	oteey	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OT+EE+Y	OT+EE+Y	ABLAUF BEI F1R_TEXT_BLOCK_A: DANACH · [EE:STEUERUNG=GRAD II] · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0033	G404-E0033	f1r	SOURCE_SECTION_T	f1r.4	33	F1R_TEXT_BLOCK_A	oteos	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OT+E+O+S_ADDR	OT+E+O+S_ADDR	ABLAUF BEI F1R_TEXT_BLOCK_A: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [S_ADDR:STEUERUNG=HIER]	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0034	G404-E0034	f1r	SOURCE_SECTION_T	f1r.4	34	F1R_TEXT_BLOCK_A	roloty	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	R+OL+OT+Y	R+OL+OT+Y	ABLAUF BEI F1R_TEXT_BLOCK_A: MARKIEREN · FORTSETZEN · DANACH · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0035	G404-E0035	f1r	SOURCE_SECTION_T	f1r.4	35	F1R_TEXT_BLOCK_A	cthiar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+LOCAL_CHAR_I+AR	CH+T+LOCAL_CHAR_I+AR	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0036	G404-E0036	f1r	SOURCE_SECTION_T	f1r.4	36	F1R_TEXT_BLOCK_A	daiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	AIIN	AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0037	G404-E0037	f1r	SOURCE_SECTION_T	f1r.4	37	F1R_TEXT_BLOCK_A	okaiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OK+AIIN	OK+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: SETZEN · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0038	G404-E0038	f1r	SOURCE_SECTION_T	f1r.4	38	F1R_TEXT_BLOCK_A	or	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OR	OR	ABLAUF BEI F1R_TEXT_BLOCK_A: EINHEIT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0039	G404-E0039	f1r	SOURCE_SECTION_T	f1r.4	39	F1R_TEXT_BLOCK_A	okan	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OK+AN	OK+AN	ABLAUF BEI F1R_TEXT_BLOCK_A: SETZEN · [AN:STEUERUNG=KLASSE]	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0040	G404-E0040	f1r	SOURCE_SECTION_T	f1r.5	40	F1R_TEXT_BLOCK_A	sair	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	S+AIR	S+AIR	ABLAUF BEI F1R_TEXT_BLOCK_A: WÄHLEN · BAHN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0041	G404-E0041	f1r	SOURCE_SECTION_T	f1r.5	41	F1R_TEXT_BLOCK_A	y	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	Y	Y	ABLAUF BEI F1R_TEXT_BLOCK_A: POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0042	G404-E0042	f1r	SOURCE_SECTION_T	f1r.5	42	F1R_TEXT_BLOCK_A	chear	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+E+AR	CH+E+AR	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · [E:STEUERUNG=GRAD I] · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0043	G404-E0043	f1r	SOURCE_SECTION_T	f1r.5	43	F1R_TEXT_BLOCK_A	cthaiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+T+AIIN	CH+T+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSTELLEN · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0044	G404-E0044	f1r	SOURCE_SECTION_T	f1r.5	44	F1R_TEXT_BLOCK_A	cphar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+P+AR	CH+P+AR	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · EINSETZEN · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0045	G404-E0045	f1r	SOURCE_SECTION_T	f1r.5	45	F1R_TEXT_BLOCK_A	cfhaiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+AIIN	CH+LOCAL_CHAR_F+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_A: NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0046	G404-E0046	f1r	SOURCE_SECTION_T	f1r.6	46	F1R_TEXT_BLOCK_A	ydaraishy	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	ABLAUF BEI F1R_TEXT_BLOCK_A: POSTEN · [D_ADDR:STEUERUNG=HIER] · AUSGANG · [A_ADDR:STEUERUNG=HIER] · [LOCAL_CHAR_I:STEUERUNG=VARIANTE] · HALTEN · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0047	G404-E0047	f1r	SOURCE_SECTION_T	f1r.7	47	F1R_TEXT_BLOCK_B	odar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	O+D_ADDR+AR	O+D_ADDR+AR	ABLAUF BEI F1R_TEXT_BLOCK_B: [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0048	G404-E0048	f1r	SOURCE_SECTION_T	f1r.7	48	F1R_TEXT_BLOCK_B	shol	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH+OL	SH+OL	ABLAUF BEI F1R_TEXT_BLOCK_B: HALTEN · FORTSETZEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0049	G404-E0049	f1r	SOURCE_SECTION_T	f1r.7	49	F1R_TEXT_BLOCK_B	cphoy	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+P+O+Y	CH+P+O+Y	ABLAUF BEI F1R_TEXT_BLOCK_B: NEHMEN · EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0050	G404-E0050	f1r	SOURCE_SECTION_T	f1r.7	50	F1R_TEXT_BLOCK_B	oydar	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	O+Y+D_ADDR+AR	O+Y+D_ADDR+AR	ABLAUF BEI F1R_TEXT_BLOCK_B: [O:STEUERUNG=AUSFÜHRUNG] · POSTEN · [D_ADDR:STEUERUNG=HIER] · AUSGANG	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0051	G404-E0051	f1r	SOURCE_SECTION_T	f1r.7	51	F1R_TEXT_BLOCK_B	sh	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH	SH	ABLAUF BEI F1R_TEXT_BLOCK_B: HALTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0052	G404-E0052	f1r	SOURCE_SECTION_T	f1r.7	52	F1R_TEXT_BLOCK_B	s	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	S	S	ABLAUF BEI F1R_TEXT_BLOCK_B: WÄHLEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0053	G404-E0053	f1r	SOURCE_SECTION_T	f1r.7	53	F1R_TEXT_BLOCK_B	cfhoaiin	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	CH+LOCAL_CHAR_F+O+AIIN	CH+LOCAL_CHAR_F+O+AIIN	ABLAUF BEI F1R_TEXT_BLOCK_B: NEHMEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · WERT	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0054	G404-E0054	f1r	SOURCE_SECTION_T	f1r.7	54	F1R_TEXT_BLOCK_B	shodary	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH+O+D_ADDR+AR+Y	SH+O+D_ADDR+AR+Y	ABLAUF BEI F1R_TEXT_BLOCK_B: HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · AUSGANG · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0055	G404-E0055	f1r	SOURCE_SECTION_T	f1r.8	55	F1R_TEXT_BLOCK_B	yshey	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	Y+SH+E+Y	Y+SH+E+Y	ABLAUF BEI F1R_TEXT_BLOCK_B: POSTEN · HALTEN · [E:STEUERUNG=GRAD I] · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0056	G404-E0056	f1r	SOURCE_SECTION_T	f1r.8	56	F1R_TEXT_BLOCK_B	shody	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	SH+O+DY	SH+O+DY	ABLAUF BEI F1R_TEXT_BLOCK_B: HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
G407-G0057	G404-E0057	f1r	SOURCE_SECTION_T	f1r.8	57	F1R_TEXT_BLOCK_B	okchoy	RUNNING_EVENT	PROSE_STREAM	RUNNING_RECIPE_CARD	OK+CH+O+Y	OK+CH+O+Y	ABLAUF BEI F1R_TEXT_BLOCK_B: SETZEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	GDT407_RUNNING_RECIPE_EDITION	VISIBLE_COMPONENT_RECIPE	INVARIANT_PROSE_SURFACE_RECIPE
