replay_ordinal	source_event_id	physical_page	statement_id	card_ordinal_in_statement	surface	content_role	recipe	incoming_action	incoming_argument	raw_gdt451_decision	raw_gdt451_route	blocked_factor_rules	gdt517_final_decision	gdt517_final_route	finite_override	outgoing_action	outgoing_argument	state_policy
25	G515-E0025	f4r	G515-S002	23	shain	ORDERED_INSTRUCTION_CARD	SH+AIN	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	AIN	ACCEPTED_CARD_ADVANCES_STATE
26	G515-E0026	f4r	G515-S002	24	qotchol	ORDERED_INSTRUCTION_CARD	OT+CH+OL	SH	AIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIN	ACCEPTED_CARD_ADVANCES_STATE
27	G515-E0027	f4r	G515-S002	25	chy	COORDINATE_OR_CATALOGUE_CARD	Y	CH	AIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
28	G515-E0028	f4r	G515-S002	26	yty	ORDERED_INSTRUCTION_CARD	Y+T+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
29	G515-E0029	f4r	G515-S002	27	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
30	G515-E0030	f4r	G515-S002	28	okaiin	ORDERED_INSTRUCTION_CARD	OK+AIIN	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	AIIN	ACCEPTED_CARD_ADVANCES_STATE
31	G515-E0031	f4r	G515-S002	29	cthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	OK	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
32	G515-E0032	f4r	G515-S003	1	pydaiin	ORDERED_INSTRUCTION_CARD	P+Y+D_ADDR+AIIN	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	AIIN	ACCEPTED_CARD_ADVANCES_STATE
33	G515-E0033	f4r	G515-S003	2	qotchy	ITINERARY_OR_ADDRESS_CARD	OT+Y	P	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
34	G515-E0034	f4r	G515-S003	3	dy	COORDINATE_OR_CATALOGUE_CARD	Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
35	G515-E0035	f4r	G515-S003	4	tydy	ORDERED_INSTRUCTION_CARD	T+Y+DY	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
36	G515-E0036	f4r	G515-S004	1	chor	ORDERED_INSTRUCTION_CARD	CH+OR	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	OR	ACCEPTED_CARD_ADVANCES_STATE
37	G515-E0037	f4r	G515-S004	2	shytchy	ORDERED_INSTRUCTION_CARD	SH+Y+T+CH+Y	CH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
38	G515-E0038	f4r	G515-S004	3	dytcheey	ORDERED_INSTRUCTION_CARD	D_ADDR+Y+T+CH+EE+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
39	G515-E0039	f4r	G515-S004	4	qotaiin	ITINERARY_OR_ADDRESS_CARD	OT+AIIN	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
40	G515-E0040	f4r	G515-S004	5	cthol	ORDERED_INSTRUCTION_CARD	CH+T+OL	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
41	G515-E0041	f4r	G515-S004	6	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
42	G515-E0042	f4r	G515-S004	7	cthom	ORDERED_INSTRUCTION_CARD	CH+T+O+M_LOCAL	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	AIIN	ACCEPTED_CARD_ADVANCES_STATE
43	G515-E0043	f4r	G515-S004	8	shor	ORDERED_INSTRUCTION_CARD	SH+OR	T	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
44	G515-E0044	f4r	G515-S004	9	shol	ORDERED_INSTRUCTION_CARD	SH+OL	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
45	G515-E0045	f4r	G515-S004	10	shol	ORDERED_INSTRUCTION_CARD	SH+OL	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
46	G515-E0046	f4r	G515-S004	11	cthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
47	G515-E0047	f4r	G515-S004	12	cpholdy	ORDERED_INSTRUCTION_CARD	CH+P+OL+DY	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
48	G515-E0048	f4r	G515-S005	1	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	NONE	AIIN	ACCEPTED_CARD_ADVANCES_STATE
49	G515-E0049	f4r	G515-S005	2	ckhochy	ORDERED_INSTRUCTION_CARD	CH+K+O+CH+Y	NONE	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
50	G515-E0050	f4r	G515-S005	3	tchy	ORDERED_INSTRUCTION_CARD	T+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
51	G515-E0051	f4r	G515-S005	4	kor	ORDERED_INSTRUCTION_CARD	K+OR	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	OR	ACCEPTED_CARD_ADVANCES_STATE
52	G515-E0052	f4r	G515-S005	5	aiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	K	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
53	G515-E0053	f4r	G515-S005	6	odal	COORDINATE_OR_CATALOGUE_CARD	O+DA+L	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	AIIN	ACCEPTED_CARD_ADVANCES_STATE
54	G515-E0054	f4r	G515-S005	7	shor	ORDERED_INSTRUCTION_CARD	SH+OR	K	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
55	G515-E0055	f4r	G515-S005	8	shyshol	ORDERED_INSTRUCTION_CARD	SH+Y+SH+OL	SH	OR	READ	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	NONE	READ	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
56	G515-E0056	f4r	G515-S005	9	cphaiin	ORDERED_INSTRUCTION_CARD	CH+P+AIIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	AIIN	ACCEPTED_CARD_ADVANCES_STATE
57	G515-E0057	f4r	G515-S005	10	qotchoiin	ORDERED_INSTRUCTION_CARD	OT+CH+O+IIN	P	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
58	G515-E0058	f4r	G515-S005	11	sheor	ORDERED_INSTRUCTION_CARD	SH+E+OR	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	OR	ACCEPTED_CARD_ADVANCES_STATE
59	G515-E0059	f4r	G515-S005	12	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	SH	OR	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
60	G515-E0060	f4r	G515-S005	13	soiin	ORDERED_INSTRUCTION_CARD	S+O+IIN	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
61	G515-E0061	f4r	G515-S005	14	chaiin	ORDERED_INSTRUCTION_CARD	CH+AIIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
62	G515-E0062	f4r	G515-S005	15	chaiin	ORDERED_INSTRUCTION_CARD	CH+AIIN	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
63	G515-E0063	f4r	G515-S005	16	daiin	COORDINATE_OR_CATALOGUE_CARD	AIIN	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
64	G515-E0064	f4r	G515-S005	17	cthey	ORDERED_INSTRUCTION_CARD	CH+T+E+Y	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
65	G515-E0065	f20v	G515-S006	1	faiis	ORDERED_INSTRUCTION_CARD	LOCAL_CHAR_F+IIN+S	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
66	G515-E0066	f20v	G515-S006	2	ar	COORDINATE_OR_CATALOGUE_CARD	AR	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	NONE	ACCEPTED_CARD_ADVANCES_STATE
67	G515-E0067	f20v	G515-S006	3	okoy	ORDERED_INSTRUCTION_CARD	OK+O+Y	S	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
68	G515-E0068	f20v	G515-S006	4	shy	COORDINATE_OR_CATALOGUE_CARD	Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
69	G515-E0069	f20v	G515-S006	5	pofochey	ORDERED_INSTRUCTION_CARD	P+O+LOCAL_CHAR_F+O+CH+E+Y	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
70	G515-E0070	f20v	G515-S006	6	opchy	ORDERED_INSTRUCTION_CARD	O+P+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
71	G515-E0071	f20v	G515-S006	7	qopy	ORDERED_INSTRUCTION_CARD	CARRIER_Q+O+P+Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
72	G515-E0072	f20v	G515-S006	8	choldy	ITINERARY_OR_ADDRESS_CARD	OL+Y	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
73	G515-E0073	f20v	G515-S006	9	opydy	ORDERED_INSTRUCTION_CARD	O+P+Y+DY	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
74	G515-E0074	f20v	G515-S007	1	cphy	ORDERED_INSTRUCTION_CARD	CH+P+Y	NONE	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	P	Y	ACCEPTED_CARD_ADVANCES_STATE
75	G515-E0075	f20v	G515-S007	2	sos	ORDERED_INSTRUCTION_CARD	S+O+S	P	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	S	Y	ACCEPTED_CARD_ADVANCES_STATE
76	G515-E0076	f20v	G515-S007	3	ykoiin	ORDERED_INSTRUCTION_CARD	Y+K+O+IIN	S	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
77	G515-E0077	f20v	G515-S007	4	cheol	ORDERED_INSTRUCTION_CARD	CH+E+O+L	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
78	G515-E0078	f20v	G515-S007	5	chol	ITINERARY_OR_ADDRESS_CARD	OL	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
79	G515-E0079	f20v	G515-S007	6	choiin	ORDERED_INSTRUCTION_CARD	CH+O+IIN	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
80	G515-E0080	f20v	G515-S007	7	checthy	ORDERED_INSTRUCTION_CARD	CH+T+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
81	G515-E0081	f20v	G515-S007	8	otol	ITINERARY_OR_ADDRESS_CARD	OT+OL	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
82	G515-E0082	f20v	G515-S007	9	chol	ITINERARY_OR_ADDRESS_CARD	OL	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
83	G515-E0083	f20v	G515-S007	10	chodaiin	ORDERED_INSTRUCTION_CARD	CH+O+D_ADDR+AIIN	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	AIIN	ACCEPTED_CARD_ADVANCES_STATE
84	G515-E0084	f20v	G515-S007	11	oty	ITINERARY_OR_ADDRESS_CARD	OT+Y	CH	AIIN	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	CH	Y	ACCEPTED_CARD_ADVANCES_STATE
85	G515-E0085	f20v	G515-S007	12	okchy	ORDERED_INSTRUCTION_CARD	OK+Y	CH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	OK	Y	ACCEPTED_CARD_ADVANCES_STATE
86	G515-E0086	f20v	G515-S007	13	sho	ORDERED_INSTRUCTION_CARD	SH+O	OK	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
87	G515-E0087	f20v	G515-S007	14	kchol	ORDERED_INSTRUCTION_CARD	K+OL	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	K	Y	ACCEPTED_CARD_ADVANCES_STATE
88	G515-E0088	f20v	G515-S007	15	shol	ORDERED_INSTRUCTION_CARD	SH+OL	K	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	SH	Y	ACCEPTED_CARD_ADVANCES_STATE
89	G515-E0089	f20v	G515-S007	16	chcthy	ORDERED_INSTRUCTION_CARD	CH+CH+T+Y	SH	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
90	G515-E0090	f20v	G515-S007	17	qoty	ITINERARY_OR_ADDRESS_CARD	OT+Y	T	Y	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	T	Y	ACCEPTED_CARD_ADVANCES_STATE
