page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	target_ordinals	target_surfaces	zl3b_line	v99r3_token_glosses_de	v99r4_token_glosses_de	v99r3_target_glosses_de	v99r4_target_glosses_de	v99r3_render_de	v99r4_render_de	old_slash_occurrences	new_slash_occurrences	old_standalone_oder_occurrences	new_standalone_oder_occurrences	old_casefold_menge_occurrences	new_casefold_menge_occurrences	non_target_cells_unchanged	exact_tokens_and_ordinals_retained
f19v	f19v.11	H	A	1	6	0	1	1	5	cthor	qotol dor okchor daiin cthor otam	kaltes Material | miss eine Portion Droge ab | eine Portion heiß-trockene Droge im Ansatz | Menge/Portion III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | ein Maß kalten Ansatzes	kaltes Material | miss eine Portion Droge ab | eine Portion heiß-trockene Droge im Ansatz | Menge/Portion III | eine Portion Pflanzendroge | ein Maß kalten Ansatzes	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	kaltes Material; miss eine Portion Droge ab; eine Portion heiß-trockene Droge im Ansatz; Menge/Portion III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; ein Maß kalten Ansatzes	kaltes Material; miss eine Portion Droge ab; eine Portion heiß-trockene Droge im Ansatz; Menge/Portion III; eine Portion Pflanzendroge; ein Maß kalten Ansatzes	1	0	0	0	0	0	5	1
f19v	f19v.14	H	A	1	3	0	1	1	3	cthol	otchol cheaiin cthol	kalt-trockener Zubereitungsstoff | trocken im dritten Grad | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	kalt-trockener Zubereitungsstoff | trocken im dritten Grad | Pflanzendrogenstoff	CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	Pflanzendrogenstoff	kalt-trockener Zubereitungsstoff; trocken im dritten Grad; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	kalt-trockener Zubereitungsstoff; trocken im dritten Grad; Pflanzendrogenstoff	0	0	1	0	0	0	2	1
f19v	f19v.6	H	A	1	5	0	1	3	1|3|4	ychoy|cthol|chocthy	ychoy kchor cthol chocthy s	Eintrag/Bezug: Trockenansatz am Gradanfang | Drogenportion, heiß-trocken | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | Samen-/Saatgutposten	Eintrag: Trockenansatz am Gradanfang | Drogenportion, heiß-trocken | Pflanzendrogenstoff | trockene Pflanzenzubereitung | Samen-/Saatgutposten	Eintrag/Bezug: Trockenansatz am Gradanfang | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	Eintrag: Trockenansatz am Gradanfang | Pflanzendrogenstoff | trockene Pflanzenzubereitung	Eintrag/Bezug: Trockenansatz am Gradanfang; Drogenportion, heiß-trocken; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; Samen-/Saatgutposten	Eintrag: Trockenansatz am Gradanfang; Drogenportion, heiß-trocken; Pflanzendrogenstoff; trockene Pflanzenzubereitung; Samen-/Saatgutposten	2	0	1	0	0	0	2	1
f19v	f19v.7	H	A	1	4	0	1	1	4	cthor	ycho r chaiin cthor	Eintrag: Trockenansatz | Wurzel | trocken, Grad III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	Eintrag: Trockenansatz | Wurzel | trocken, Grad III | eine Portion Pflanzendroge	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Eintrag: Trockenansatz; Wurzel; trocken, Grad III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	Eintrag: Trockenansatz; Wurzel; trocken, Grad III; eine Portion Pflanzendroge	1	0	0	0	0	0	3	1
f20v	f20v.10	H	A	1	7	0	1	1	2	chocthy	shokaiin chocthy chol daiin chy chor ety	feucht-heißer Ansatz, Grad III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken am Anfang des Grades | Pflanzen-/Reproduktionsteil | gekühlt	feucht-heißer Ansatz, Grad III | trockene Pflanzenzubereitung | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken am Anfang des Grades | Pflanzen-/Reproduktionsteil | gekühlt	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	feucht-heißer Ansatz, Grad III; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken am Anfang des Grades; Pflanzen-/Reproduktionsteil; gekühlt	feucht-heißer Ansatz, Grad III; trockene Pflanzenzubereitung; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken am Anfang des Grades; Pflanzen-/Reproduktionsteil; gekühlt	1	0	0	0	0	0	6	1
f20v	f20v.3	H	A	1	9	0	1	1	5	chcthy	okchy sho kchol shol chcthy qoty chy tolshy qotchy	heiß-trockener Ansatz am Anfang des Grades | feuchter Ansatz | erhitztes Trockengut | feucht; nominal feuchtes Gut/Material | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | kalt am Anfang des Grades | trocken am Anfang des Grades | kalten Drogenstoff leicht anfeuchten | kalt und trocken am Anfang des Grades	heiß-trockener Ansatz am Anfang des Grades | feuchter Ansatz | erhitztes Trockengut | feucht; nominal feuchtes Gut/Material | trockenes Pflanzenmaterial | kalt am Anfang des Grades | trocken am Anfang des Grades | kalten Drogenstoff leicht anfeuchten | kalt und trocken am Anfang des Grades	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	heiß-trockener Ansatz am Anfang des Grades; feuchter Ansatz; erhitztes Trockengut; feucht; nominal feuchtes Gut/Material; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; kalt am Anfang des Grades; trocken am Anfang des Grades; kalten Drogenstoff leicht anfeuchten; kalt und trocken am Anfang des Grades	heiß-trockener Ansatz am Anfang des Grades; feuchter Ansatz; erhitztes Trockengut; feucht; nominal feuchtes Gut/Material; trockenes Pflanzenmaterial; kalt am Anfang des Grades; trocken am Anfang des Grades; kalten Drogenstoff leicht anfeuchten; kalt und trocken am Anfang des Grades	1	0	0	0	0	0	8	1
f20v	f20v.7	H	A	1	8	0	1	2	1|8	shocthy|soaiin	shocthy sho cthy daiin sheoy tey s soaiin	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | feuchter Ansatz | CTH-Drogenmaterial | Menge/Portion III | feucht angesetzte Zubereitung am Gradanfang | kalt in der Mitte des Grades | Samen-/Saatgutposten | Samen/Saatgutzubereitung, Charge III	feuchte Pflanzenzubereitung | feuchter Ansatz | CTH-Drogenmaterial | Menge/Portion III | feucht angesetzte Zubereitung am Gradanfang | kalt in der Mitte des Grades | Samen-/Saatgutposten | Samenzubereitung, Charge III	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | Samen/Saatgutzubereitung, Charge III	feuchte Pflanzenzubereitung | Samenzubereitung, Charge III	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; feuchter Ansatz; CTH-Drogenmaterial; Menge/Portion III; feucht angesetzte Zubereitung am Gradanfang; kalt in der Mitte des Grades; Samen-/Saatgutposten; Samen/Saatgutzubereitung, Charge III	feuchte Pflanzenzubereitung; feuchter Ansatz; CTH-Drogenmaterial; Menge/Portion III; feucht angesetzte Zubereitung am Gradanfang; kalt in der Mitte des Grades; Samen-/Saatgutposten; Samenzubereitung, Charge III	2	0	0	0	0	0	6	1
f21r	f21r.9	H	A	1	9	0	1	1	6	cthey	okaiin sho tshaiin chkaiin sh cthey cthody cthy s	heiß, Grad III, im Ansatzrahmen | feuchter Ansatz | kalt eingeweichte Droge auf Stufe III | heiß-trocken, Grad III | angefeuchtete Krautdroge, Form I | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | fertiger Krautansatz | CTH-Drogenmaterial | Samen-/Saatgutposten	heiß, Grad III, im Ansatzrahmen | feuchter Ansatz | kalt eingeweichte Droge auf Stufe III | heiß-trocken, Grad III | angefeuchtete Krautdroge, Form I | Pflanzendroge, Form I | fertiger Krautansatz | CTH-Drogenmaterial | Samen-/Saatgutposten	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	heiß, Grad III, im Ansatzrahmen; feuchter Ansatz; kalt eingeweichte Droge auf Stufe III; heiß-trocken, Grad III; angefeuchtete Krautdroge, Form I; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; fertiger Krautansatz; CTH-Drogenmaterial; Samen-/Saatgutposten	heiß, Grad III, im Ansatzrahmen; feuchter Ansatz; kalt eingeweichte Droge auf Stufe III; heiß-trocken, Grad III; angefeuchtete Krautdroge, Form I; Pflanzendroge, Form I; fertiger Krautansatz; CTH-Drogenmaterial; Samen-/Saatgutposten	1	0	0	0	0	0	8	1
f22r	f22r.10	H	A	1	10	0	1	1	4	cthoiin	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	erhitztes Trockengut | Pflanzen-/Reproduktionsteil | Menge/Portion III | Blatt-/Krautzubereitung, Form III | abgemessener Pflanzenteil | trocken in der Mitte des Grades | erhitzen | Qualitäts-/Wertfeld geschlossen | getrockneter Pulverstoff im Ansatz | ein Maß Drogenstoff abmessen	erhitztes Trockengut | Pflanzen-/Reproduktionsteil | Menge/Portion III | Pflanzenzubereitung, Form III | abgemessener Pflanzenteil | trocken in der Mitte des Grades | erhitzen | Qualitäts-/Wertfeld geschlossen | getrockneter Pulverstoff im Ansatz | ein Maß Drogenstoff abmessen	Blatt-/Krautzubereitung, Form III	Pflanzenzubereitung, Form III	erhitztes Trockengut; Pflanzen-/Reproduktionsteil; Menge/Portion III; Blatt-/Krautzubereitung, Form III; abgemessener Pflanzenteil; trocken in der Mitte des Grades; erhitzen; Qualitäts-/Wertfeld geschlossen; getrockneter Pulverstoff im Ansatz; ein Maß Drogenstoff abmessen	erhitztes Trockengut; Pflanzen-/Reproduktionsteil; Menge/Portion III; Pflanzenzubereitung, Form III; abgemessener Pflanzenteil; trocken in der Mitte des Grades; erhitzen; Qualitäts-/Wertfeld geschlossen; getrockneter Pulverstoff im Ansatz; ein Maß Drogenstoff abmessen	1	0	0	0	0	0	9	1
f22r	f22r.2	H	A	1	12	0	1	1	9	cthor	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | feucht; nominal feuchtes Gut/Material | Ansatzwasser | heiße Drogenportion | heiß-trockenes Drogenmaterial | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Menge/Portion II | Arzneikompositum am Gradanfang | miss eine Handvoll Arzneikompositum am Gradanfang für den Ansatz ab	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Zubereitungsform III | feucht; nominal feuchtes Gut/Material | Ansatzwasser | heiße Drogenportion | heiß-trockenes Drogenmaterial | Qualitätsgrad III | heiß, Grad III, im Ansatzrahmen | eine Portion Pflanzendroge | Menge/Portion II | Arzneikompositum am Gradanfang | miss eine Handvoll Arzneikompositum am Gradanfang für den Ansatz ab	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Zubereitungsform III; feucht; nominal feuchtes Gut/Material; Ansatzwasser; heiße Drogenportion; heiß-trockenes Drogenmaterial; Qualitätsgrad III; heiß, Grad III, im Ansatzrahmen; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; Menge/Portion II; Arzneikompositum am Gradanfang; miss eine Handvoll Arzneikompositum am Gradanfang für den Ansatz ab	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Zubereitungsform III; feucht; nominal feuchtes Gut/Material; Ansatzwasser; heiße Drogenportion; heiß-trockenes Drogenmaterial; Qualitätsgrad III; heiß, Grad III, im Ansatzrahmen; eine Portion Pflanzendroge; Menge/Portion II; Arzneikompositum am Gradanfang; miss eine Handvoll Arzneikompositum am Gradanfang für den Ansatz ab	1	0	0	0	0	0	11	1
f22v	f22v.10	H	A	1	5	0	1	1	5	ytal	qokchy daiin s or ytal	heiß und trocken am Anfang des Grades | Grad-/Maßwert III | Samen-/Saatgutposten | Drogenportion | Eintrag/Bezug: kalter Rohstoff I am Gradanfang	heiß und trocken am Anfang des Grades | Grad-/Maßwert III | Samen-/Saatgutposten | Drogenportion | Eintrag: kalter Rohstoff I am Gradanfang	Eintrag/Bezug: kalter Rohstoff I am Gradanfang	Eintrag: kalter Rohstoff I am Gradanfang	heiß und trocken am Anfang des Grades; Grad-/Maßwert III; Samen-/Saatgutposten; Drogenportion; Eintrag/Bezug: kalter Rohstoff I am Gradanfang	heiß und trocken am Anfang des Grades; Grad-/Maßwert III; Samen-/Saatgutposten; Drogenportion; Eintrag: kalter Rohstoff I am Gradanfang	1	0	0	0	0	0	4	1
f22v	f22v.15	H	A	1	5	0	1	1	3	chocthy	sho cthy chocthy qokchy dory	feuchter Ansatz | CTH-Drogenmaterial | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | heiß und trocken am Anfang des Grades | abgemessene Portion	feuchter Ansatz | CTH-Drogenmaterial | trockene Pflanzenzubereitung | heiß und trocken am Anfang des Grades | abgemessene Portion	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	feuchter Ansatz; CTH-Drogenmaterial; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; heiß und trocken am Anfang des Grades; abgemessene Portion	feuchter Ansatz; CTH-Drogenmaterial; trockene Pflanzenzubereitung; heiß und trocken am Anfang des Grades; abgemessene Portion	1	0	0	0	0	0	4	1
f22v	f22v.6	H	A	1	4	0	1	1	1	fshor	fshor shy tchor otaiin	Blütendroge / Blütenstand | feucht am Anfang des Grades | kalt-trockene Drogenportion | kalt im Zubereitungsrahmen, Grad III	Blütendroge | feucht am Anfang des Grades | kalt-trockene Drogenportion | kalt im Zubereitungsrahmen, Grad III	Blütendroge / Blütenstand	Blütendroge	Blütendroge / Blütenstand; feucht am Anfang des Grades; kalt-trockene Drogenportion; kalt im Zubereitungsrahmen, Grad III	Blütendroge; feucht am Anfang des Grades; kalt-trockene Drogenportion; kalt im Zubereitungsrahmen, Grad III	1	0	0	0	0	0	3	1
f22v	f22v.9	H	A	1	6	0	1	1	1	okshor	okshor shody chol tchol otaiin daiin	heißer Blüten- oder Fruchtansatz | vollständig eingeweichter Ansatz | trocken; nominal trockenes Gut/Material | kalt-trockenes Drogenmaterial | kalt im Zubereitungsrahmen, Grad III | Grad-/Maßwert III	heißer Blütenansatz | vollständig eingeweichter Ansatz | trocken; nominal trockenes Gut/Material | kalt-trockenes Drogenmaterial | kalt im Zubereitungsrahmen, Grad III | Grad-/Maßwert III	heißer Blüten- oder Fruchtansatz	heißer Blütenansatz	heißer Blüten- oder Fruchtansatz; vollständig eingeweichter Ansatz; trocken; nominal trockenes Gut/Material; kalt-trockenes Drogenmaterial; kalt im Zubereitungsrahmen, Grad III; Grad-/Maßwert III	heißer Blütenansatz; vollständig eingeweichter Ansatz; trocken; nominal trockenes Gut/Material; kalt-trockenes Drogenmaterial; kalt im Zubereitungsrahmen, Grad III; Grad-/Maßwert III	0	0	1	0	0	0	5	1
f23r	f23r.10	H	A	1	10	0	1	1	6	odal	qok okaiin chkchy s yteain odal chal dy dar ykain	erhitze Folgendes | heiß, Grad III, im Ansatzrahmen | trocknen, erhitzen, erneut trocknen und abschließen | Samen-/Saatgutposten | kühle hiervon zwei Teile bis zur Mittelstufe | abgemessene Rohstoffmenge I im Ansatz | Rohstoffklasse I, trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | abgemessene Fraktion I | erhitze hiervon auf Stufe II	erhitze Folgendes | heiß, Grad III, im Ansatzrahmen | trocknen, erhitzen, erneut trocknen und abschließen | Samen-/Saatgutposten | kühle hiervon zwei Teile bis zur Mittelstufe | abgewogener Rohstoffposten I im Ansatz | Rohstoffklasse I, trocken am Gradanfang | Qualitäts-/Wertfeld geschlossen | abgemessene Fraktion I | erhitze hiervon auf Stufe II	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	erhitze Folgendes; heiß, Grad III, im Ansatzrahmen; trocknen, erhitzen, erneut trocknen und abschließen; Samen-/Saatgutposten; kühle hiervon zwei Teile bis zur Mittelstufe; abgemessene Rohstoffmenge I im Ansatz; Rohstoffklasse I, trocken am Gradanfang; Qualitäts-/Wertfeld geschlossen; abgemessene Fraktion I; erhitze hiervon auf Stufe II	erhitze Folgendes; heiß, Grad III, im Ansatzrahmen; trocknen, erhitzen, erneut trocknen und abschließen; Samen-/Saatgutposten; kühle hiervon zwei Teile bis zur Mittelstufe; abgewogener Rohstoffposten I im Ansatz; Rohstoffklasse I, trocken am Gradanfang; Qualitäts-/Wertfeld geschlossen; abgemessene Fraktion I; erhitze hiervon auf Stufe II	0	0	0	0	1	0	9	1
f23r	f23r.8	H	A	1	10	0	1	1	7	ykchy	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	heiß und feucht am Anfang des Grades | Trockenfraktion I | abgemessene Fraktion III | heiß, Grad III | Holzdrogen-Grundansatz | nimm drei Teile | Eintrag/Bezug: heiß-trocken am Gradanfang | Samen-/Saatgutposten | abgemessene Rohstoffmenge I | heiß-trockener Ansatz am Anfang des Grades	heiß und feucht am Anfang des Grades | Trockenfraktion I | abgemessene Fraktion III | heiß, Grad III | Holzdrogen-Grundansatz | nimm drei Teile | Eintrag: heiß-trocken am Gradanfang | Samen-/Saatgutposten | abgemessene Rohstoffmenge I | heiß-trockener Ansatz am Anfang des Grades	Eintrag/Bezug: heiß-trocken am Gradanfang	Eintrag: heiß-trocken am Gradanfang	heiß und feucht am Anfang des Grades; Trockenfraktion I; abgemessene Fraktion III; heiß, Grad III; Holzdrogen-Grundansatz; nimm drei Teile; Eintrag/Bezug: heiß-trocken am Gradanfang; Samen-/Saatgutposten; abgemessene Rohstoffmenge I; heiß-trockener Ansatz am Anfang des Grades	heiß und feucht am Anfang des Grades; Trockenfraktion I; abgemessene Fraktion III; heiß, Grad III; Holzdrogen-Grundansatz; nimm drei Teile; Eintrag: heiß-trocken am Gradanfang; Samen-/Saatgutposten; abgemessene Rohstoffmenge I; heiß-trockener Ansatz am Anfang des Grades	1	0	0	0	0	0	9	1
f23v	f23v.7	H	A	1	9	0	1	1	7	sol	otor oiin sho shol qokol daiin sol daiin ylg	kalte Drogenportion im Ansatz | Zubereitungsform III | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | erhitzen | Qualitätsgrad III | Samenmaterial/Saatgut | Qualitätsgrad III | in ein Holzgefäß geben	kalte Drogenportion im Ansatz | Zubereitungsform III | feuchter Ansatz | feucht; nominal feuchtes Gut/Material | erhitzen | Qualitätsgrad III | Samenmaterial | Qualitätsgrad III | in ein Holzgefäß geben	Samenmaterial/Saatgut	Samenmaterial	kalte Drogenportion im Ansatz; Zubereitungsform III; feuchter Ansatz; feucht; nominal feuchtes Gut/Material; erhitzen; Qualitätsgrad III; Samenmaterial/Saatgut; Qualitätsgrad III; in ein Holzgefäß geben	kalte Drogenportion im Ansatz; Zubereitungsform III; feuchter Ansatz; feucht; nominal feuchtes Gut/Material; erhitzen; Qualitätsgrad III; Samenmaterial; Qualitätsgrad III; in ein Holzgefäß geben	1	0	0	0	0	0	8	1
f24r	f24r.13	H	A	1	7	0	1	1	5	chcth	oees ol s chey chcth s ar	Ansatzcharge auf Endstufe | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Samen-/Saatgutposten | trocken in der Mitte des Grades | getrocknete Kraut- oder Blattdroge | Samen-/Saatgutposten | Drogenfraktion I	Ansatzcharge auf Endstufe | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Samen-/Saatgutposten | trocken in der Mitte des Grades | getrocknete Pflanzendroge | Samen-/Saatgutposten | Drogenfraktion I	getrocknete Kraut- oder Blattdroge	getrocknete Pflanzendroge	Ansatzcharge auf Endstufe; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Samen-/Saatgutposten; trocken in der Mitte des Grades; getrocknete Kraut- oder Blattdroge; Samen-/Saatgutposten; Drogenfraktion I	Ansatzcharge auf Endstufe; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Samen-/Saatgutposten; trocken in der Mitte des Grades; getrocknete Pflanzendroge; Samen-/Saatgutposten; Drogenfraktion I	0	0	1	0	0	0	6	1
f24r	f24r.14	H	A	1	5	0	1	1	5	cthal	qor cheey qod char cthal	nimm eine Drogenportion | trocken am Ende des Grades | die Zubereitung abschließen | Trockenfraktion I | Kraut- oder Blattdroge aus Rohdroge I	nimm eine Drogenportion | trocken am Ende des Grades | die Zubereitung abschließen | Trockenfraktion I | Pflanzendroge aus Rohdroge I	Kraut- oder Blattdroge aus Rohdroge I	Pflanzendroge aus Rohdroge I	nimm eine Drogenportion; trocken am Ende des Grades; die Zubereitung abschließen; Trockenfraktion I; Kraut- oder Blattdroge aus Rohdroge I	nimm eine Drogenportion; trocken am Ende des Grades; die Zubereitung abschließen; Trockenfraktion I; Pflanzendroge aus Rohdroge I	0	0	1	0	0	0	4	1
f24r	f24r.3	H	A	1	5	0	1	2	1|2	ycthar|cthal	ycthar cthal okol qotar ckhy	nimm hiervon die erste Kraut- oder Blattdrogenfraktion | Kraut- oder Blattdroge aus Rohdroge I | heißer Ansatzstoff | kalte Drogenfraktion I | Arzneikompositum am Gradanfang	hiervon Pflanzenanteil I nehmen | Pflanzendroge aus Rohdroge I | heißer Ansatzstoff | kalte Drogenfraktion I | Arzneikompositum am Gradanfang	nimm hiervon die erste Kraut- oder Blattdrogenfraktion | Kraut- oder Blattdroge aus Rohdroge I	hiervon Pflanzenanteil I nehmen | Pflanzendroge aus Rohdroge I	nimm hiervon die erste Kraut- oder Blattdrogenfraktion; Kraut- oder Blattdroge aus Rohdroge I; heißer Ansatzstoff; kalte Drogenfraktion I; Arzneikompositum am Gradanfang	hiervon Pflanzenanteil I nehmen; Pflanzendroge aus Rohdroge I; heißer Ansatzstoff; kalte Drogenfraktion I; Arzneikompositum am Gradanfang	0	0	2	0	0	0	3	1
f24r	f24r.6	H	A	1	5	0	1	1	2	cthor	oeeeos cthor otal qocthol qoky	Ansatzcharge der letzten Stufe | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Rohstoffklasse I im Ansatz, kalt am Gradanfang | nimm Krautdrogenstoff | heiß am Anfang des Grades	Ansatzcharge der letzten Stufe | eine Portion Pflanzendroge | Rohstoffklasse I im Ansatz, kalt am Gradanfang | nimm Krautdrogenstoff | heiß am Anfang des Grades	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	Ansatzcharge der letzten Stufe; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; Rohstoffklasse I im Ansatz, kalt am Gradanfang; nimm Krautdrogenstoff; heiß am Anfang des Grades	Ansatzcharge der letzten Stufe; eine Portion Pflanzendroge; Rohstoffklasse I im Ansatz, kalt am Gradanfang; nimm Krautdrogenstoff; heiß am Anfang des Grades	1	0	0	0	0	0	4	1
f24v	f24v.8	H	A	1	4	0	1	1	2	chcthy	kochky chcthy shol sain	heißer Trockenansatz, Grundform | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | feucht; nominal feuchtes Gut/Material | Saatgut, Typ/Charge II	heißer Trockenansatz, Grundform | trockenes Pflanzenmaterial | feucht; nominal feuchtes Gut/Material | Saatgut, Typ/Charge II	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	heißer Trockenansatz, Grundform; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; feucht; nominal feuchtes Gut/Material; Saatgut, Typ/Charge II	heißer Trockenansatz, Grundform; trockenes Pflanzenmaterial; feucht; nominal feuchtes Gut/Material; Saatgut, Typ/Charge II	1	0	0	0	0	0	3	1
f25v	f25v.2	H	A	1	9	0	1	1	2	cthor	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	abgemessener Pflanzenteil | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Pflanzen-/Reproduktionsteil | Menge/Portion III | Samen-/Saatgutposten | drei Teile vollständig erhitzter Ansatz | Grad-/Maßwert III | Arzneikompositum in der Gradmitte | Grad-/Maßwert III	abgemessener Pflanzenteil | eine Portion Pflanzendroge | Pflanzen-/Reproduktionsteil | Menge/Portion III | Samen-/Saatgutposten | drei Teile vollständig erhitzter Ansatz | Grad-/Maßwert III | Arzneikompositum in der Gradmitte | Grad-/Maßwert III	Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	eine Portion Pflanzendroge	abgemessener Pflanzenteil; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; Pflanzen-/Reproduktionsteil; Menge/Portion III; Samen-/Saatgutposten; drei Teile vollständig erhitzter Ansatz; Grad-/Maßwert III; Arzneikompositum in der Gradmitte; Grad-/Maßwert III	abgemessener Pflanzenteil; eine Portion Pflanzendroge; Pflanzen-/Reproduktionsteil; Menge/Portion III; Samen-/Saatgutposten; drei Teile vollständig erhitzter Ansatz; Grad-/Maßwert III; Arzneikompositum in der Gradmitte; Grad-/Maßwert III	1	0	0	0	0	0	8	1
f27r	f27r.12	H	A	1	5	0	1	1	4	cthey	dain cheokeey chey cthey otal	Grad-/Maßwert II | trocken angesetzte heiße Zubereitung am Gradende | trocken in der Mitte des Grades | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | Rohstoffklasse I im Ansatz, kalt am Gradanfang	Grad-/Maßwert II | trocken angesetzte heiße Zubereitung am Gradende | trocken in der Mitte des Grades | Pflanzendroge, Form I | Rohstoffklasse I im Ansatz, kalt am Gradanfang	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	Grad-/Maßwert II; trocken angesetzte heiße Zubereitung am Gradende; trocken in der Mitte des Grades; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; Rohstoffklasse I im Ansatz, kalt am Gradanfang	Grad-/Maßwert II; trocken angesetzte heiße Zubereitung am Gradende; trocken in der Mitte des Grades; Pflanzendroge, Form I; Rohstoffklasse I im Ansatz, kalt am Gradanfang	1	0	0	0	0	0	4	1
