page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	target_ordinals	target_surfaces	zl3b_line	v99r3_token_glosses_de	v99r4_token_glosses_de	v99r3_target_glosses_de	v99r4_target_glosses_de	v99r3_render_de	v99r4_render_de	old_slash_occurrences	new_slash_occurrences	old_standalone_oder_occurrences	new_standalone_oder_occurrences	old_casefold_menge_occurrences	new_casefold_menge_occurrences	non_target_cells_unchanged	exact_tokens_and_ordinals_retained
f104r	f104r.35	S	B	3	8	3	0	1	4	qodal	yshoiin qocheol chedaiin qodal chey chol cheol olaly	[yshoiin:?] | [qocheol:?] | abgemessene Trockendroge, Dosis III | abgemessene Rohstoffmenge I im Ansatz | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [olaly:?]	[yshoiin:?] | [qocheol:?] | abgemessene Trockendroge, Dosis III | abgewogener Rohstoffposten I im Ansatz | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [olaly:?]	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	[yshoiin:?]; [qocheol:?]; abgemessene Trockendroge, Dosis III; abgemessene Rohstoffmenge I im Ansatz; trocken in der Mitte des Grades; trocken; nominal trockenes Gut/Material; trockener Drogenstoff; [olaly:?]	[yshoiin:?]; [qocheol:?]; abgemessene Trockendroge, Dosis III; abgewogener Rohstoffposten I im Ansatz; trocken in der Mitte des Grades; trocken; nominal trockenes Gut/Material; trockener Drogenstoff; [olaly:?]	0	0	0	0	1	0	7	1
f104r	f104r.4	S	B	3	8	0	1	1	5	chedal	o l sheedy qokeedy chedal qodaiin qodaiin chry	Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I in der Gradmitte | Qualitätsgrad III | Qualitätsgrad III | leicht getrocknete Wurzeldroge	Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockener abgewogener Rohstoffposten I in der Gradmitte | Qualitätsgrad III | Qualitätsgrad III | leicht getrocknete Wurzeldroge	trockene abgemessene Rohstoffmenge I in der Gradmitte	trockener abgewogener Rohstoffposten I in der Gradmitte	Grundansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; trockene abgemessene Rohstoffmenge I in der Gradmitte; Qualitätsgrad III; Qualitätsgrad III; leicht getrocknete Wurzeldroge	Grundansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; trockener abgewogener Rohstoffposten I in der Gradmitte; Qualitätsgrad III; Qualitätsgrad III; leicht getrocknete Wurzeldroge	0	0	0	0	1	0	7	1
f104r	f104r.40	S	B	3	11	6	0	1	9	chcthy	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin	[olkeeos:?] | heiße Drogenbasis, Stufe III | [oair:?] | [qcthy:?] | [oiinol:?] | Rohstoffklasse I | rohes Drogenholz | [oeear:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [olched:?] | kalt im qo-Rahmen, Grad IV	[olkeeos:?] | heiße Drogenbasis, Stufe III | [oair:?] | [qcthy:?] | [oiinol:?] | Rohstoffklasse I | rohes Drogenholz | [oeear:?] | trockenes Pflanzenmaterial | [olched:?] | kalt im qo-Rahmen, Grad IV	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	[olkeeos:?]; heiße Drogenbasis, Stufe III; [oair:?]; [qcthy:?]; [oiinol:?]; Rohstoffklasse I; rohes Drogenholz; [oeear:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [olched:?]; kalt im qo-Rahmen, Grad IV	[olkeeos:?]; heiße Drogenbasis, Stufe III; [oair:?]; [qcthy:?]; [oiinol:?]; Rohstoffklasse I; rohes Drogenholz; [oeear:?]; trockenes Pflanzenmaterial; [olched:?]; kalt im qo-Rahmen, Grad IV	1	0	0	0	0	0	10	1
f104r	f104r.8	S	B	3	12	3	0	1	6	chedal	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	vollständig eingeweichtes Drogenmaterial, fertig | Holzdroge vollständig einweichen und abschließen | Drogenholz, heiß am Gradende, abgeschlossen | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	vollständig eingeweichtes Drogenmaterial, fertig | Holzdroge vollständig einweichen und abschließen | Drogenholz, heiß am Gradende, abgeschlossen | [lkeody:?] | heiß, Grad III | trockener abgewogener Rohstoffposten I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | Rohstoffklasse I, heiß am Gradanfang | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	trockene abgemessene Rohstoffmenge I in der Gradmitte	trockener abgewogener Rohstoffposten I in der Gradmitte	vollständig eingeweichtes Drogenmaterial, fertig; Holzdroge vollständig einweichen und abschließen; Drogenholz, heiß am Gradende, abgeschlossen; [lkeody:?]; heiß, Grad III; trockene abgemessene Rohstoffmenge I in der Gradmitte; heiße Drogenfraktion I; [odar:?]; Rohstoffklasse I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; [odr:?]	vollständig eingeweichtes Drogenmaterial, fertig; Holzdroge vollständig einweichen und abschließen; Drogenholz, heiß am Gradende, abgeschlossen; [lkeody:?]; heiß, Grad III; trockener abgewogener Rohstoffposten I in der Gradmitte; heiße Drogenfraktion I; [odar:?]; Rohstoffklasse I, heiß am Gradanfang; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; [odr:?]	0	0	0	0	1	0	11	1
f104v	f104v.15	S	B	3	11	5	0	1	2	chocthy	tolkshey chocthy qokeochy qokchy qotcheo qotcheo dlchd chedy tchdy qotchdy ram	[tolkshey:?] | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | [qokeochy:?] | heiß und trocken am Anfang des Grades | [qotcheo:?] | [qotcheo:?] | [dlchd:?] | trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | Wurzel/Wurzeldroge: Maß-/Einheitsform I	[tolkshey:?] | trockene Pflanzenzubereitung | [qokeochy:?] | heiß und trocken am Anfang des Grades | [qotcheo:?] | [qotcheo:?] | [dlchd:?] | trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | Wurzel/Wurzeldroge: Maß-/Einheitsform I	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	trockene Pflanzenzubereitung	[tolkshey:?]; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; [qokeochy:?]; heiß und trocken am Anfang des Grades; [qotcheo:?]; [qotcheo:?]; [dlchd:?]; trocken in der Mitte des Grades, abgeschlossen; kalt und trocken am Anfang des Grades, abgeschlossen; kalt und trocken am Anfang des Grades, abgeschlossen; Wurzel/Wurzeldroge: Maß-/Einheitsform I	[tolkshey:?]; trockene Pflanzenzubereitung; [qokeochy:?]; heiß und trocken am Anfang des Grades; [qotcheo:?]; [qotcheo:?]; [dlchd:?]; trocken in der Mitte des Grades, abgeschlossen; kalt und trocken am Anfang des Grades, abgeschlossen; kalt und trocken am Anfang des Grades, abgeschlossen; Wurzel/Wurzeldroge: Maß-/Einheitsform I	1	0	0	0	0	0	10	1
f104v	f104v.17	S	B	3	12	3	0	1	11	ain	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	[ycheechy:?] | trocken am Ende des Grades | Charge eines mitteltrockenen Ansatzes | Samen-/Saatgutposten | [otkchedy:?] | [cholkchy:?] | kalt und trocken am Anfang des Grades, abgeschlossen | kaltes Material | feucht am Ende des Grades, abgeschlossen | Drogenportion | Menge-/Klassenwert II | trockener Drogenstoff	[ycheechy:?] | trocken am Ende des Grades | Charge eines mitteltrockenen Ansatzes | Samen-/Saatgutposten | [otkchedy:?] | [cholkchy:?] | kalt und trocken am Anfang des Grades, abgeschlossen | kaltes Material | feucht am Ende des Grades, abgeschlossen | Drogenportion | Wertstufe II | trockener Drogenstoff	Menge-/Klassenwert II	Wertstufe II	[ycheechy:?]; trocken am Ende des Grades; Charge eines mitteltrockenen Ansatzes; Samen-/Saatgutposten; [otkchedy:?]; [cholkchy:?]; kalt und trocken am Anfang des Grades, abgeschlossen; kaltes Material; feucht am Ende des Grades, abgeschlossen; Drogenportion; Menge-/Klassenwert II; trockener Drogenstoff	[ycheechy:?]; trocken am Ende des Grades; Charge eines mitteltrockenen Ansatzes; Samen-/Saatgutposten; [otkchedy:?]; [cholkchy:?]; kalt und trocken am Anfang des Grades, abgeschlossen; kaltes Material; feucht am Ende des Grades, abgeschlossen; Drogenportion; Wertstufe II; trockener Drogenstoff	1	0	0	0	1	0	11	1
f104v	f104v.25	S	B	3	12	2	0	1	6	chcthy	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	abgemessene, vollständig angefeuchtete Droge | [qoykeey:?] | getrocknetes Drogenholz | [qokedaiin:?] | Drogenfraktion I | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Menge/Portion III | trocken am Ende des Grades | Samenfraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | trocken in der Mitte des Grades, abgeschlossen	abgemessene, vollständig angefeuchtete Droge | [qoykeey:?] | getrocknetes Drogenholz | [qokedaiin:?] | Drogenfraktion I | trockenes Pflanzenmaterial | Menge/Portion III | trocken am Ende des Grades | Samenfraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Menge III | trocken in der Mitte des Grades, abgeschlossen	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	trockenes Pflanzenmaterial	abgemessene, vollständig angefeuchtete Droge; [qoykeey:?]; getrocknetes Drogenholz; [qokedaiin:?]; Drogenfraktion I; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; Menge/Portion III; trocken am Ende des Grades; Samenfraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Menge III; trocken in der Mitte des Grades, abgeschlossen	abgemessene, vollständig angefeuchtete Droge; [qoykeey:?]; getrocknetes Drogenholz; [qokedaiin:?]; Drogenfraktion I; trockenes Pflanzenmaterial; Menge/Portion III; trocken am Ende des Grades; Samenfraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Menge III; trocken in der Mitte des Grades, abgeschlossen	1	0	0	0	0	0	11	1
f104v	f104v.29	S	B	3	13	4	0	1	8	lcheo	kche shodaiin qokeey cheokcheo lol kaiin qotchdy lcheo l chedy l cheed chaim	[kche:?] | drei Dosen Feuchtansatz | heiß am Ende des Grades | [cheokcheo:?] | Holzstoff | heiß, Grad III | kalt und trocken am Anfang des Grades, abgeschlossen | trockene Drogenholzzubereitung/Trockenansatz | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | Holzdroge in der gebundenen Anschlussform | [cheed:?] | [chaim:?]	[kche:?] | drei Dosen Feuchtansatz | heiß am Ende des Grades | [cheokcheo:?] | Holzstoff | heiß, Grad III | kalt und trocken am Anfang des Grades, abgeschlossen | trockene Holzzubereitung | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | Holzdroge in der gebundenen Anschlussform | [cheed:?] | [chaim:?]	trockene Drogenholzzubereitung/Trockenansatz	trockene Holzzubereitung	[kche:?]; drei Dosen Feuchtansatz; heiß am Ende des Grades; [cheokcheo:?]; Holzstoff; heiß, Grad III; kalt und trocken am Anfang des Grades, abgeschlossen; trockene Drogenholzzubereitung/Trockenansatz; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; Holzdroge in der gebundenen Anschlussform; [cheed:?]; [chaim:?]	[kche:?]; drei Dosen Feuchtansatz; heiß am Ende des Grades; [cheokcheo:?]; Holzstoff; heiß, Grad III; kalt und trocken am Anfang des Grades, abgeschlossen; trockene Holzzubereitung; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; Holzdroge in der gebundenen Anschlussform; [cheed:?]; [chaim:?]	1	0	0	0	0	0	12	1
f104v	f104v.31	S	B	3	9	0	1	1	3	cthey	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	Eintrag: | drei Portionen bis zur Mittelstufe getrockneter Droge | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | trocken; nominal trockenes Gut/Material | angefeuchteter Ansatz, abgeschlossen | erhitze die zweite Fraktion | nimm die Endportion hinzu | trocken am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen	Eintrag: | drei Portionen bis zur Mittelstufe getrockneter Droge | Pflanzendroge, Form I | trocken; nominal trockenes Gut/Material | angefeuchteter Ansatz, abgeschlossen | erhitze die zweite Fraktion | nimm die Endportion hinzu | trocken am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	Eintrag: drei Portionen bis zur Mittelstufe getrockneter Droge; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; trocken; nominal trockenes Gut/Material; angefeuchteter Ansatz, abgeschlossen; erhitze die zweite Fraktion; nimm die Endportion hinzu; trocken am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen	Eintrag: drei Portionen bis zur Mittelstufe getrockneter Droge; Pflanzendroge, Form I; trocken; nominal trockenes Gut/Material; angefeuchteter Ansatz, abgeschlossen; erhitze die zweite Fraktion; nimm die Endportion hinzu; trocken am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen	1	0	0	0	0	0	8	1
f104v	f104v.32	S	B	3	14	6	0	1	5	ain	pchedy kchedy cheocphey or ain cheeos aiiiro lcheedy lcheedy qosaiin cfheo ar als am	getrocknetes Pulver | heiß und trocken in der Mitte des Grades, abgeschlossen | [cheocphey:?] | Drogenportion | Menge-/Klassenwert II | [cheeos:?] | [aiiiro:?] | Holzdroge vollständig trocknen und abschließen | Holzdroge vollständig trocknen und abschließen | [qosaiin:?] | [cfheo:?] | Drogenfraktion I | [als:?] | Maßeinheit I	getrocknetes Pulver | heiß und trocken in der Mitte des Grades, abgeschlossen | [cheocphey:?] | Drogenportion | Wertstufe II | [cheeos:?] | [aiiiro:?] | Holzdroge vollständig trocknen und abschließen | Holzdroge vollständig trocknen und abschließen | [qosaiin:?] | [cfheo:?] | Drogenfraktion I | [als:?] | Maßeinheit I	Menge-/Klassenwert II	Wertstufe II	getrocknetes Pulver; heiß und trocken in der Mitte des Grades, abgeschlossen; [cheocphey:?]; Drogenportion; Menge-/Klassenwert II; [cheeos:?]; [aiiiro:?]; Holzdroge vollständig trocknen und abschließen; Holzdroge vollständig trocknen und abschließen; [qosaiin:?]; [cfheo:?]; Drogenfraktion I; [als:?]; Maßeinheit I	getrocknetes Pulver; heiß und trocken in der Mitte des Grades, abgeschlossen; [cheocphey:?]; Drogenportion; Wertstufe II; [cheeos:?]; [aiiiro:?]; Holzdroge vollständig trocknen und abschließen; Holzdroge vollständig trocknen und abschließen; [qosaiin:?]; [cfheo:?]; Drogenfraktion I; [als:?]; Maßeinheit I	1	0	0	0	1	0	13	1
f104v	f104v.37	S	B	3	13	4	0	2	11|12	sol|ain	posairy ytedar chedy shoefcheey kechy sar odl air shey qopcheey sol ain arodam	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | mäßig erhitzen, trocknen und abschließen | Samenfraktion I | Holzdroge im Ansatz abmessen | zweite Drogenfraktion | feucht in der Mitte des Grades | nimm vollständig getrocknetes Pulverpräparat | Samenmaterial/Saatgut | Menge-/Klassenwert II | [arodam:?]	[posairy:?] | [ytedar:?] | trocken in der Mitte des Grades, abgeschlossen | [shoefcheey:?] | mäßig erhitzen, trocknen und abschließen | Samenfraktion I | Holzdroge im Ansatz abmessen | zweite Drogenfraktion | feucht in der Mitte des Grades | nimm vollständig getrocknetes Pulverpräparat | Samenmaterial | Wertstufe II | [arodam:?]	Samenmaterial/Saatgut | Menge-/Klassenwert II	Samenmaterial | Wertstufe II	[posairy:?]; [ytedar:?]; trocken in der Mitte des Grades, abgeschlossen; [shoefcheey:?]; mäßig erhitzen, trocknen und abschließen; Samenfraktion I; Holzdroge im Ansatz abmessen; zweite Drogenfraktion; feucht in der Mitte des Grades; nimm vollständig getrocknetes Pulverpräparat; Samenmaterial/Saatgut; Menge-/Klassenwert II; [arodam:?]	[posairy:?]; [ytedar:?]; trocken in der Mitte des Grades, abgeschlossen; [shoefcheey:?]; mäßig erhitzen, trocknen und abschließen; Samenfraktion I; Holzdroge im Ansatz abmessen; zweite Drogenfraktion; feucht in der Mitte des Grades; nimm vollständig getrocknetes Pulverpräparat; Samenmaterial; Wertstufe II; [arodam:?]	2	0	0	0	1	0	11	1
f104v	f104v.5	S	B	3	6	4	0	1	6	chedal	dcheol chdeey oeeodain s airol chedal	[dcheol:?] | [chdeey:?] | [oeeodain:?] | Samen-/Saatgutposten | [airol:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte	[dcheol:?] | [chdeey:?] | [oeeodain:?] | Samen-/Saatgutposten | [airol:?] | trockener abgewogener Rohstoffposten I in der Gradmitte	trockene abgemessene Rohstoffmenge I in der Gradmitte	trockener abgewogener Rohstoffposten I in der Gradmitte	[dcheol:?]; [chdeey:?]; [oeeodain:?]; Samen-/Saatgutposten; [airol:?]; trockene abgemessene Rohstoffmenge I in der Gradmitte	[dcheol:?]; [chdeey:?]; [oeeodain:?]; Samen-/Saatgutposten; [airol:?]; trockener abgewogener Rohstoffposten I in der Gradmitte	0	0	0	0	1	0	5	1
f104v	f104v.7	S	B	3	13	3	0	3	2|7|12	scheo|ain|sol	o scheo lchody cheey qoy cheo ain o chedy cheedy chedy sol cheodalol	Ansatzwasser | trockene Samen/Saatgutzubereitung/Trockenansatz | [lchody:?] | trocken am Ende des Grades | [qoy:?] | trocken angesetzte Zubereitung | Menge-/Klassenwert II | Ansatz aus getrockneter Droge, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | trocken am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Samenmaterial/Saatgut | [cheodalol:?]	Ansatzwasser | trockene Samenzubereitung | [lchody:?] | trocken am Ende des Grades | [qoy:?] | trocken angesetzte Zubereitung | Wertstufe II | Ansatz aus getrockneter Droge, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | trocken am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Samenmaterial | [cheodalol:?]	trockene Samen/Saatgutzubereitung/Trockenansatz | Menge-/Klassenwert II | Samenmaterial/Saatgut	trockene Samenzubereitung | Wertstufe II | Samenmaterial	Ansatzwasser; trockene Samen/Saatgutzubereitung/Trockenansatz; [lchody:?]; trocken am Ende des Grades; [qoy:?]; trocken angesetzte Zubereitung; Menge-/Klassenwert II; Ansatz aus getrockneter Droge, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; trocken am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; Samenmaterial/Saatgut; [cheodalol:?]	Ansatzwasser; trockene Samenzubereitung; [lchody:?]; trocken am Ende des Grades; [qoy:?]; trocken angesetzte Zubereitung; Wertstufe II; Ansatz aus getrockneter Droge, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; trocken am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; Samenmaterial; [cheodalol:?]	3	0	0	0	1	0	10	1
f104v	f104v.8	S	B	3	12	7	0	1	6	ykeedy	tchodls cheeody cheeool ls air ykeedy chotedy qotchedy chedy qoeky qoteeo lo	[tchodls:?] | [cheeody:?] | [cheeool:?] | [ls:?] | zweite Drogenfraktion | Eintrag/Bezug: heiß am Gradende, abgeschlossen | [chotedy:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [qoeky:?] | [qoteeo:?] | Holzabsud	[tchodls:?] | [cheeody:?] | [cheeool:?] | [ls:?] | zweite Drogenfraktion | Eintrag: heiß am Gradende, abgeschlossen | [chotedy:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [qoeky:?] | [qoteeo:?] | Holzabsud	Eintrag/Bezug: heiß am Gradende, abgeschlossen	Eintrag: heiß am Gradende, abgeschlossen	[tchodls:?]; [cheeody:?]; [cheeool:?]; [ls:?]; zweite Drogenfraktion; Eintrag/Bezug: heiß am Gradende, abgeschlossen; [chotedy:?]; kalt und trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [qoeky:?]; [qoteeo:?]; Holzabsud	[tchodls:?]; [cheeody:?]; [cheeool:?]; [ls:?]; zweite Drogenfraktion; Eintrag: heiß am Gradende, abgeschlossen; [chotedy:?]; kalt und trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [qoeky:?]; [qoteeo:?]; Holzabsud	1	0	0	0	0	0	11	1
f105r	f105r.16	S	B	3	7	2	0	1	4	odal	yteody oteeeos aiin odal oiir okeedy oral	Eintrag/Bezug: kalte Zubereitung, abgeschlossen | [oteeeos:?] | Menge III | abgemessene Rohstoffmenge I im Ansatz | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffportion, Klasse I	Eintrag/Bezug: kalte Zubereitung, abgeschlossen | [oteeeos:?] | Menge III | abgewogener Rohstoffposten I im Ansatz | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffportion, Klasse I	abgemessene Rohstoffmenge I im Ansatz	abgewogener Rohstoffposten I im Ansatz	Eintrag/Bezug: kalte Zubereitung, abgeschlossen; [oteeeos:?]; Menge III; abgemessene Rohstoffmenge I im Ansatz; [oiir:?]; heißer Ansatz am Ende des Grades, abgeschlossen; Rohstoffportion, Klasse I	Eintrag/Bezug: kalte Zubereitung, abgeschlossen; [oteeeos:?]; Menge III; abgewogener Rohstoffposten I im Ansatz; [oiir:?]; heißer Ansatz am Ende des Grades, abgeschlossen; Rohstoffportion, Klasse I	0	0	0	0	1	0	6	1
f105r	f105r.17	S	B	3	12	5	0	1	6	kol	lteedy okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy q ky	[lteedy:?] | [okeeddl:?] | [sheokedy:?] | heiß in der Mitte des Grades, abgeschlossen | feucht; nominal feuchtes Gut/Material | heiß; nominal heißes Gut/Material | [aiirol:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | heißer Ansatz in der Mitte des Grades, abgeschlossen | [q:?] | heiß am Anfang des Grades	[lteedy:?] | [okeeddl:?] | [sheokedy:?] | heiß in der Mitte des Grades, abgeschlossen | feucht; nominal feuchtes Gut/Material | heißes Material | [aiirol:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | heißer Ansatz in der Mitte des Grades, abgeschlossen | [q:?] | heiß am Anfang des Grades	heiß; nominal heißes Gut/Material	heißes Material	[lteedy:?]; [okeeddl:?]; [sheokedy:?]; heiß in der Mitte des Grades, abgeschlossen; feucht; nominal feuchtes Gut/Material; heiß; nominal heißes Gut/Material; [aiirol:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III; heißer Ansatz in der Mitte des Grades, abgeschlossen; [q:?]; heiß am Anfang des Grades	[lteedy:?]; [okeeddl:?]; [sheokedy:?]; heiß in der Mitte des Grades, abgeschlossen; feucht; nominal feuchtes Gut/Material; heißes Material; [aiirol:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III; heißer Ansatz in der Mitte des Grades, abgeschlossen; [q:?]; heiß am Anfang des Grades	1	0	0	0	0	0	11	1
f105r	f105r.19	S	B	3	11	4	0	2	4|6	saiin|laiin	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al	[dsechey:?] | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | drei Maße, abgeteilt und abgeschlossen | Samen/Saatgut, Typ/Charge III | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, Typ/Charge III | [okeeody:?] | [okeeyteedy:?] | Zubereitungsdosis III | [aiir:?] | Rohstoffklasse I	[dsechey:?] | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | drei Maße, abgeteilt und abgeschlossen | Samencharge III | trocken in der Mitte des Grades, abgeschlossen | Holzdroge, Charge III | [okeeody:?] | [okeeyteedy:?] | Zubereitungsdosis III | [aiir:?] | Rohstoffklasse I	Samen/Saatgut, Typ/Charge III | Drogenholz, Typ/Charge III	Samencharge III | Holzdroge, Charge III	[dsechey:?]; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; drei Maße, abgeteilt und abgeschlossen; Samen/Saatgut, Typ/Charge III; trocken in der Mitte des Grades, abgeschlossen; Drogenholz, Typ/Charge III; [okeeody:?]; [okeeyteedy:?]; Zubereitungsdosis III; [aiir:?]; Rohstoffklasse I	[dsechey:?]; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; drei Maße, abgeteilt und abgeschlossen; Samencharge III; trocken in der Mitte des Grades, abgeschlossen; Holzdroge, Charge III; [okeeody:?]; [okeeyteedy:?]; Zubereitungsdosis III; [aiir:?]; Rohstoffklasse I	2	0	0	0	0	0	9	1
f105r	f105r.20	S	B	3	14	3	0	1	6	paiir	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | Drogenstoff auf mittlerer Kühlstufe | nimm hiervon die zweite erhitzte Drogenfraktion | Pulver: Teil-/Sortierklasse III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | Drogenstoff auf mittlerer Kühlstufe | nimm hiervon die zweite erhitzte Drogenfraktion | Pulveranteil III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Pulver: Teil-/Sortierklasse III	Pulveranteil III	Samen-/Saatgutposten; Menge III; trocken in der Mitte des Grades; Drogenstoff auf mittlerer Kühlstufe; nimm hiervon die zweite erhitzte Drogenfraktion; Pulver: Teil-/Sortierklasse III; heiße Drogenbasis, Stufe III; [olfaiin:?]; [odar:?]; Rohstoffklasse I; [airody:?]; Rohstoffklasse I; abgemessene kalte Fraktion I, Endstufe; Dosis I	Samen-/Saatgutposten; Menge III; trocken in der Mitte des Grades; Drogenstoff auf mittlerer Kühlstufe; nimm hiervon die zweite erhitzte Drogenfraktion; Pulveranteil III; heiße Drogenbasis, Stufe III; [olfaiin:?]; [odar:?]; Rohstoffklasse I; [airody:?]; Rohstoffklasse I; abgemessene kalte Fraktion I, Endstufe; Dosis I	1	0	0	0	0	0	13	1
