stop_blocked_factor_rules	mutation_family	immediate_recovery_status	occurrence_count	distinct_stop_probe_count	distinct_target_recipe_count	distinct_following_recipe_count	physical_page_count
PAIR:CHD>OK	ADJACENT_SWAP	NO_FOLLOWING_CARD	11	10	3	1	5
PAIR:CHD>OK	ADJACENT_SWAP	RECOVERED_GREEN	7	7	4	6	4
PAIR:CHD>OK	ATOM_DELETION	RECOVERED_GREEN	1	1	1	1	1
PAIR:CHD>OK	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	2	2	2	1	2
PAIR:CHD>OK	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	13	13	10	12	9
PAIR:CHD>P	ADJACENT_SWAP	NO_FOLLOWING_CARD	14	10	3	1	6
PAIR:CHD>P	ADJACENT_SWAP	RECOVERED_GREEN	15	15	8	13	7
PAIR:CHD>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	7	7	7	1	5
PAIR:CHD>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	25	25	20	25	13
PAIR:CHD>R	ADJACENT_SWAP	RECOVERED_GREEN	2	2	1	2	2
PAIR:CHD>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:CHD>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	2	2	2	2	2
PAIR:CHD>SH	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	15	15	5	1	8
PAIR:CHD>SH	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	40	40	28	36	14
PAIR:CHD>T	ADJACENT_SWAP	RECOVERED_GREEN	10	10	5	9	4
PAIR:CHD>T	ATOM_DELETION	RECOVERED_GREEN	1	1	1	1	1
PAIR:CHD>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	2	2	2	1	2
PAIR:CHD>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	100	100	50	81	21
PAIR:K>K	ADJACENT_SWAP	RECOVERED_GREEN	4	4	4	2	2
PAIR:K>K	ATOM_DELETION	RECOVERED_GREEN	2	2	2	2	2
PAIR:K>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	21	21	15	1	13
PAIR:K>K	SAME_CLASS_SUBSTITUTION	RECOVERED_AMBER	1	1	1	1	1
PAIR:K>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	192	192	68	121	24
PAIR:K>P	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	2	1	1
PAIR:K>P	ATOM_DELETION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:K>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	13	13	12	1	8
PAIR:K>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	68	68	43	60	22
PAIR:K>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	5	5	5	1	4
PAIR:K>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	40	40	30	34	19
PAIR:K>S	ADJACENT_SWAP	RECOVERED_GREEN	7	7	7	4	4
PAIR:K>S	ATOM_DELETION	RECOVERED_GREEN	3	3	3	3	3
PAIR:K>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	6	6	6	1	5
PAIR:K>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	45	45	33	38	20
PAIR:K>S|PAIR:S>CHD	ADJACENT_SWAP	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:K>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	9	9	9	1	6
PAIR:K>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	163	163	79	120	23
PAIR:OK>K	ADJACENT_SWAP	RECOVERED_GREEN	1	1	1	1	1
PAIR:OK>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	32	31	13	1	13
PAIR:OK>K	SAME_CLASS_SUBSTITUTION	RECOVERED_AMBER	1	1	1	1	1
PAIR:OK>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	193	193	61	124	23
PAIR:OK>K|PAIR:K>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:OK>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	24	23	10	1	7
PAIR:OK>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	69	69	32	62	20
PAIR:OK>P|PAIR:P>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:OK>R	ADJACENT_SWAP	RECOVERED_GREEN	4	4	2	2	2
PAIR:OK>R	ATOM_DELETION	RECOVERED_GREEN	2	2	1	2	2
PAIR:OK>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	16	15	3	1	5
PAIR:OK>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	41	41	19	37	15
PAIR:OK>R|PAIR:R>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:OK>T	ADJACENT_SWAP	RECOVERED_GREEN	2	2	2	1	2
PAIR:OK>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	20	19	7	1	5
PAIR:OK>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	164	164	69	122	24
PAIR:OK>T|PAIR:T>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:P>K	ADJACENT_SWAP	RECOVERED_GREEN	4	4	4	2	2
PAIR:P>K	ATOM_DELETION	RECOVERED_GREEN	2	2	2	2	2
PAIR:P>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	31	27	16	1	14
PAIR:P>K	SAME_CLASS_SUBSTITUTION	RECOVERED_AMBER	1	1	1	1	1
PAIR:P>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	187	187	73	124	23
PAIR:P>OK	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	19	15	8	1	8
PAIR:P>OK	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	61	61	43	49	22
PAIR:P>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	26	22	14	1	10
PAIR:P>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	79	79	52	63	22
PAIR:P>R	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	2	1	1
PAIR:P>R	ADJACENT_SWAP	RECOVERY_STOP	2	2	2	1	1
PAIR:P>R	ATOM_DELETION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:P>R	ATOM_DELETION	RECOVERY_STOP	1	1	1	1	1
PAIR:P>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	18	14	7	1	8
PAIR:P>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	51	51	39	42	19
PAIR:P>S	ADJACENT_SWAP	RECOVERED_GREEN	4	4	4	2	2
PAIR:P>S	ATOM_DELETION	RECOVERED_GREEN	2	2	2	2	2
PAIR:P>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	19	15	7	1	8
PAIR:P>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	56	56	42	46	20
PAIR:P>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	22	18	11	1	10
PAIR:P>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	164	164	81	123	24
PAIR:R>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	15	15	10	1	12
PAIR:R>K	SAME_CLASS_SUBSTITUTION	RECOVERED_AMBER	1	1	1	1	1
PAIR:R>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	148	148	53	99	23
PAIR:R>K|PAIR:K>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:R>OK	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	3	3	2	1	2
PAIR:R>OK	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	23	23	16	21	12
PAIR:R>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	10	10	8	1	7
PAIR:R>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	40	40	27	38	15
PAIR:R>P|PAIR:P>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:R>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	2	2	1	1	2
PAIR:R>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	12	12	10	12	6
PAIR:R>R|PAIR:R>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:R>S	ADJACENT_SWAP	RECOVERED_GREEN	6	6	6	3	3
PAIR:R>S	ATOM_DELETION	RECOVERED_GREEN	3	3	3	3	3
PAIR:R>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	3	3	2	1	2
PAIR:R>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	17	17	13	16	7
PAIR:R>S|PAIR:S>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>CHD	ADJACENT_SWAP	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:S>CHD	ADJACENT_SWAP	RECOVERED_GREEN	8	8	4	4	3
PAIR:S>CHD	ATOM_DELETION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:S>CHD	ATOM_DELETION	RECOVERED_GREEN	4	4	1	4	3
PAIR:S>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	28	23	7	1	8
PAIR:S>CHD	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	48	48	22	38	13
PAIR:S>CHD|PAIR:CHD>CH	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>CHD|PAIR:CHD>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:S>CHD|PAIR:CHD>K	ADJACENT_SWAP	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:S>CHD|PAIR:CHD>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>P	ADJACENT_SWAP	RECOVERED_GREEN	2	2	2	1	1
PAIR:S>P	ATOM_DELETION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	12	12	10	1	8
PAIR:S>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	42	42	29	38	18
PAIR:S>P|PAIR:P>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	4	4	3	1	3
PAIR:S>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	14	14	12	12	10
PAIR:S>R|PAIR:R>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:S>S	ADJACENT_SWAP	RECOVERED_GREEN	8	8	8	4	3
PAIR:S>S	ATOM_DELETION	RECOVERED_GREEN	4	4	4	4	3
PAIR:S>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	5	5	4	1	3
PAIR:S>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	20	20	17	17	12
PAIR:S>S|PAIR:S>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:S>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	8	8	7	1	4
PAIR:S>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	127	127	61	96	22
PAIR:S>T|PAIR:T>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	1	1	1	1	1
PAIR:SH>CHD	ADJACENT_SWAP	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>CHD	ATOM_DELETION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	26	21	6	1	8
PAIR:SH>CHD	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	44	44	15	37	14
PAIR:SH>CHD|PAIR:CHD>CH	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	2	2	2	2	2
PAIR:SH>CHD|PAIR:CHD>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>CHD|PAIR:CHD>K	ADJACENT_SWAP	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>CHD|PAIR:CHD>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	3	3	1	1	2
PAIR:SH>CHD|PAIR:CHD>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	15	15	3	14	7
PAIR:SH>CHD|PAIR:CHD>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	10	10	5	10	6
PAIR:SH>P	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	2	1	2
PAIR:SH>P	ADJACENT_SWAP	RECOVERED_GREEN	15	15	12	11	7
PAIR:SH>P	ATOM_DELETION	RECOVERED_GREEN	3	3	3	3	2
PAIR:SH>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	7	7	7	1	5
PAIR:SH>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	35	35	24	35	18
PAIR:SH>P|PAIR:P>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	3	3	1	1	2
PAIR:SH>P|PAIR:P>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	15	15	3	14	7
PAIR:SH>P|PAIR:P>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	10	10	5	10	6
PAIR:SH>R	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	1	1	2
PAIR:SH>R	ADJACENT_SWAP	RECOVERED_GREEN	4	4	3	4	3
PAIR:SH>R	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>R	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	22	22	14	22	12
PAIR:SH>R|PAIR:R>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	3	3	1	1	2
PAIR:SH>R|PAIR:R>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	15	15	3	14	7
PAIR:SH>S	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	1	1	2
PAIR:SH>S	ADJACENT_SWAP	RECOVERED_GREEN	19	19	14	11	7
PAIR:SH>S	ATOM_DELETION	RECOVERED_GREEN	7	7	3	6	5
PAIR:SH>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	5	5	3	1	4
PAIR:SH>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	32	32	16	28	12
PAIR:SH>SH	ADJACENT_SWAP	RECOVERED_GREEN	4	4	4	2	2
PAIR:SH>SH	ATOM_DELETION	RECOVERED_GREEN	2	2	2	2	2
PAIR:SH>SH	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	17	17	5	1	8
PAIR:SH>SH	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	75	75	40	61	20
PAIR:SH>SH|PAIR:SH>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>S|PAIR:S>CHD	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:SH>S|PAIR:S>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	10	10	5	10	6
PAIR:T>K	ADJACENT_SWAP	NO_FOLLOWING_CARD	2	2	2	1	1
PAIR:T>K	ATOM_DELETION	NO_FOLLOWING_CARD	1	1	1	1	1
PAIR:T>K	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	20	20	11	1	13
PAIR:T>K	SAME_CLASS_SUBSTITUTION	RECOVERED_AMBER	1	1	1	1	1
PAIR:T>K	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	187	187	64	120	24
PAIR:T>P	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	12	12	10	1	7
PAIR:T>P	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	64	64	38	57	21
PAIR:T>S	ADJACENT_SWAP	RECOVERED_GREEN	12	12	10	6	5
PAIR:T>S	ATOM_DELETION	RECOVERED_GREEN	6	6	3	6	5
PAIR:T>S	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	5	5	3	1	3
PAIR:T>S	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	42	42	28	37	17
PAIR:T>T	SAME_CLASS_SUBSTITUTION	NO_FOLLOWING_CARD	8	8	6	1	4
PAIR:T>T	SAME_CLASS_SUBSTITUTION	RECOVERED_GREEN	159	159	73	118	23
