recovery_id	replay_id	neighbor_id	context_id	event_id	statement_id	physical_page	owner_de	source_recipe	stopped_target_recipe	mutation_family	incoming_action	incoming_argument	scope_incoming_action	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	actual_next_available	next_event_id	actual_next_recipe	next_next_recipe	source_next_recipe_alignment	actual_next_baseline_decision	recovery_decision_after_stop	recovery_route	recovery_blocked_factor_rules	recovery_identity_route	recovery_advisory_history	recovery_action_after	recovery_argument_after	immediate_recovery_status	cascade_boundary_event_id	cascade_boundary_recipe	cascade_boundary_decision	cascade_boundary_route	cascade_boundary_blocked_factor_rules	cascade_resolution_status	identity_can_override	advisory_can_override	meaning_revision	surface_prediction	occurrence_prediction
G452-R00015	G448-R000015	G447-N00001	G448-C0015	G407-E0534	P1009-S019	f18r	große abgebildete Blütenpflanze	AIIN	EMPTY_RECIPE	ATOM_DELETION	CH	Y	CH	EMPTY_RECIPE	STOP	YES	YES	G407-E0535	Y	OL	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00016	G448-R000015	G447-N00001	G448-C0015	G407-E0893	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	AIIN	EMPTY_RECIPE	ATOM_DELETION	CH	Y	CH	EMPTY_RECIPE	STOP	YES	YES	G407-E0894	Y	SH+O	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00017	G448-R000016	G447-N00001	G448-C0016	G407-E0832	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	AIIN	EMPTY_RECIPE	ATOM_DELETION	CH	Y	CH	EMPTY_RECIPE	STOP	YES	YES	G407-E0833	Y+K+CH+O	Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	NO_GDT449_TARGET_HISTORY	CH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00018	G448-R000017	G447-N00001	G448-C0017	G407-E1360	P1009-S067	f72r	Tierkreis-Ringgruppe H	AIIN	EMPTY_RECIPE	ATOM_DELETION	CH	Y	CH	EMPTY_RECIPE	STOP	YES	YES	G407-E1361	Y+K+OL+Y	OT+AIIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	NO_GDT449_TARGET_HISTORY	K	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00019	G448-R000018	G447-N00001	G448-C0018	G407-E4551	G404-S083	f95v	F95V_WHOLE_PLANT	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	AIN	CHD	EMPTY_RECIPE	STOP	YES	NO	NONE	NONE	NONE	YES	NO_CARD	NO_CARD	NO_FOLLOWING_SOURCE_CARD_IN_SAME_SCOPE	NONE	NONE	NONE	CHD	AIN	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00020	G448-R000019	G447-N00001	G448-C0019	G407-E2850	G404-S043	f81r	F81R_LOWER_POOL	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	Y	CHD	EMPTY_RECIPE	STOP	YES	YES	G407-E2851	OL	CHD+AR	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CHD	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00021	G448-R000019	G447-N00001	G448-C0019	G407-E3776	P1009-S588	f83r	Variantenatlas lokaler Becken und Anwendungen	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	Y	CHD	EMPTY_RECIPE	STOP	YES	YES	G407-E3777	OL	DA+IIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CHD	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00022	G448-R000020	G447-N00001	G448-C0020	G407-E3762	P1009-S585	f83r	Variantenatlas lokaler Becken und Anwendungen	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	Y	CHD	EMPTY_RECIPE	STOP	YES	YES	G407-E3763	SH+E+OL	CHD+Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	SH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00023	G448-R000021	G447-N00001	G448-C0021	G407-E4170	P1009-S614	f89r	Gefäß-/Pflanzenteilgruppe C	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	Y	CHD	EMPTY_RECIPE	STOP	YES	YES	G407-E4171	Y+Y	R	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CHD	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00024	G448-R000022	G447-N00001	G448-C0022	G407-E2375	P1009-S297	f76r	unbebilderter Textabschnitt D	AIIN	EMPTY_RECIPE	ATOM_DELETION	CHD	Y	NONE	EMPTY_RECIPE	STOP	YES	YES	G407-E2376	Y	S+AIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CHD	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00025	G448-R000023	G447-N00001	G448-C0023	G407-E4310	P1009-S626	f89r	Gefäß-/Pflanzenteilgruppe F	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	AIIN	K	EMPTY_RECIPE	STOP	YES	YES	G407-E4311	AL	D_ADDR+AIR	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	AIIN	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00026	G448-R000024	G447-N00001	G448-C0024	G407-E4395	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	AIIN	K	EMPTY_RECIPE	STOP	YES	YES	G407-E4396	OK+AR	D_ADDR+AIR	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	OK	AIIN	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00027	G448-R000025	G447-N00001	G448-C0025	G407-E0972	P1009-S038	f67r2	zwei getrennte Himmelsräder und Tabelle	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	AIIN	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0973	OS	CARRIER_Q+S+G_LABEL	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	NO_GDT449_TARGET_HISTORY	K	AIIN	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00028	G448-R000026	G447-N00001	G448-C0026	G407-E0730	P1009-S026	f55v	große aromatische Doldenpflanze	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	AIIN	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0731	Y+K+AIR	CH+K+E+Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00029	G448-R000027	G447-N00001	G448-C0027	G407-E0250	P1009-S001	f10r	zweiknolliges blauköpfiges Heilkraut	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	OR	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0251	CH+T+CH+OR	D_ADDR+O+IIN+R	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	NO_GDT449_TARGET_HISTORY	CH	OR	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00030	G448-R000028	G447-N00001	G448-C0028	G407-E2989	P1009-S391	f81v	gemeinsames zweireihiges Badfeld	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	OR	K	EMPTY_RECIPE	STOP	YES	YES	G407-E2990	OK+EE+AL	AIIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	OK	OR	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00031	G448-R000029	G447-N00001	G448-C0029	G407-E2297	P1009-S277	f76r	unbebilderter Textabschnitt C	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	OR	K	EMPTY_RECIPE	STOP	YES	YES	G407-E2298	SH+EE+Y	O+CH+K+E+Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	SH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00032	G448-R000030	G447-N00001	G448-C0030	G407-E0971	P1009-S038	f67r2	zwei getrennte Himmelsräder und Tabelle	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0972	AIIN	OS	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	AIIN	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00033	G448-R000031	G447-N00001	G448-C0031	G407-E2964	P1009-S389	f81v	gemeinsames zweireihiges Badfeld	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E2965	CH+CH+T+Y	OK+AIIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	T	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00034	G448-R000032	G447-N00001	G448-C0032	G407-E4209	P1009-S617	f89r	Gefäß-/Pflanzenteilgruppe D	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E4210	CH+O+D_ADDR+Y	CH+EE+D_ADDR+Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	CH	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00035	G448-R000033	G447-N00001	G448-C0033	G407-E0344	P1009-S004	f11r	blühender dreikroniger Sodenstock	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0345	CH+T+Y	D_ADDR	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	T	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00036	G448-R000034	G447-N00001	G448-C0034	G407-E3000	P1009-S394	f81v	gemeinsames zweireihiges Badfeld	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E3001	D_ADDR+K+AIN	CH+P+E+DY	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	AIN	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00037	G448-R000035	G447-N00001	G448-C0035	G407-E0901	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	NO	NONE	NONE	NONE	YES	NO_CARD	NO_CARD	NO_FOLLOWING_SOURCE_CARD_IN_SAME_SCOPE	NONE	NONE	NONE	K	Y	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00038	G448-R000036	G447-N00001	G448-C0036	G407-E2973	P1009-S390	f81v	gemeinsames zweireihiges Badfeld	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E2974	OK+AR	OK+AIN	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	OK	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00039	G448-R000037	G447-N00001	G448-C0037	G407-E3052	P1009-S408	f81v	gemeinsames zweireihiges Badfeld	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E3053	OK+E+DY	NONE	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	OK	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00040	G448-R000038	G447-N00001	G448-C0038	G407-E4331	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E4332	OK+E+OL	SH+EE+Y	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	OK	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00041	G448-R000039	G447-N00001	G448-C0039	G407-E4257	P1009-S620	f89r	Gefäß-/Pflanzenteilgruppe E	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E4258	OL	CH+E+O+L	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00042	G448-R000040	G447-N00001	G448-C0040	G407-E1237	P1009-S057	f72r	Tierkreis-Ringgruppe D	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E1238	OT+AR	AL	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
G452-R00043	G448-R000041	G447-N00001	G448-C0041	G407-E0323	P1009-S004	f11r	blühender dreikroniger Sodenstock	AIIN	EMPTY_RECIPE	ATOM_DELETION	K	Y	K	EMPTY_RECIPE	STOP	YES	YES	G407-E0324	OT+Y	OL	YES	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	IDENTITY_EXACT_OBSERVED	OBSERVED_CONTEXT_ALL_GREEN	K	Y	RECOVERED_GREEN	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NONE	NOT_APPLICABLE	NO	NO	NO	NO	NO
