recovery_id	event_id	physical_page	stopped_target_recipe	stop_blocked_factor_rules	actual_next_recipe	recovery_blocked_factor_rules	immediate_recovery_status	cascade_boundary_event_id	cascade_boundary_recipe	cascade_boundary_decision	cascade_resolution_status
G452-R00687	G407-E1924	f76r	OT+E+D_ADDR+E+DY	CLOSE:NO_ACTIVE_ACTION	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00688	G407-E1348	f72r	OT+O+DY	CLOSE:NO_ACTIVE_ACTION	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00689	G407-E0521	f18r	P+R+AIR+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00690	G407-E4231	f89r	P+R+A_ADDR+CH+OL	PAIR:P>R	Y+O+DY	CLOSE:NO_ACTIVE_ACTION	RECOVERY_STOP	G407-E4233	OT+E+OL	READ	RECOVERED_AT_NEXT_STATEMENT
G452-R00759	G407-E4543	f95v	S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00771	G407-E2034	f76r	EE+DY	CLOSE:NO_ACTIVE_ACTION	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00774	G407-E3076	f81v	SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00802	G407-E2086	f76r	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00855	G407-E1300	f72r	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00896	G407-E3454	f82r	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00897	G407-E4060	f88v	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00911	G407-E2125	f76r	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00924	G407-E4503	f95v	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00955	G407-E0365	f11r	EMPTY_RECIPE	EMPTY_RECIPE	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00980	G407-E4486	f95v	CH+CH+T+K+Y+E+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00981	G407-E4486	f95v	CH+CH+Y+T+K+E+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00989	G407-E1963	f76r	CH+SH+OR+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00990	G407-E1963	f76r	OR+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00993	G407-E2209	f76r	CH+SH+P+EE+DY	PAIR:CH>SH|PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R00994	G407-E2209	f76r	P+CH+SH+EE+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01023	G407-E2270	f76r	K+P+OL+Y	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01024	G407-E2270	f76r	OL+K+P+Y	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01030	G407-E2203	f76r	O+CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01031	G407-E2717	f81r	O+CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01037	G407-E0610	f24v	O+SH+P+O+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01041	G407-E1880	f76r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01042	G407-E3598	f83r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01043	G407-E3770	f83r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01044	G407-E4532	f95v	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01045	G407-E1494	f75r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01046	G407-E3085	f81v	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01047	G407-E1561	f75r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01048	G407-E3531	f83r	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01049	G407-E3140	f81v	CHD+OK+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01050	G407-E2236	f76r	CHD+OK+DY+L	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01051	G407-E2022	f76r	CHD+OK+S+DY	PAIR:CHD>OK	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01052	G407-E2022	f76r	OK+S+CHD+DY	PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01062	G407-E2718	f81r	OL+CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01063	G407-E2811	f81r	OL+CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01069	G407-E1666	f75r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01070	G407-E2876	f81r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01071	G407-E2327	f76r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01072	G407-E2931	f81v	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01073	G407-E2765	f81r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01074	G407-E1477	f75r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01075	G407-E1534	f75r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01076	G407-E3395	f82r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01077	G407-E2147	f76r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01078	G407-E2613	f77r	CHD+P+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01080	G407-E0521	f18r	D_ADDR+P+R+AIR+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01081	G407-E0521	f18r	P+R+D_ADDR+AIR+DY	PAIR:P>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01082	G407-E4231	f89r	O+P+R+A_ADDR+CH+OL	PAIR:P>R	Y+O+DY	CLOSE:NO_ACTIVE_ACTION	RECOVERY_STOP	G407-E4233	OT+E+OL	READ	RECOVERED_AT_NEXT_STATEMENT
G452-R01083	G407-E4231	f89r	P+R+O+A_ADDR+CH+OL	PAIR:P>R	Y+O+DY	CLOSE:NO_ACTIVE_ACTION	RECOVERY_STOP	G407-E4233	OT+E+OL	READ	RECOVERED_AT_NEXT_STATEMENT
G452-R01087	G407-E2202	f76r	SH+P+E+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01102	G407-E1781	f75r	SH+R+E+DY	PAIR:SH>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01103	G407-E3399	f82r	SH+R+E+DY	PAIR:SH>R	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01116	G407-E4543	f95v	K+S+CHD+DY	PAIR:K>S|PAIR:S>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01117	G407-E4543	f95v	S+CHD+K+DY	PAIR:S>CHD|PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01125	G407-E1814	f75r	SH+S+E+DY	PAIR:SH>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01126	G407-E2457	f77r	SH+S+E+DY	PAIR:SH>S	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01131	G407-E3175	f81v	CH+SH+K+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01132	G407-E3690	f83r	CH+SH+K+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01133	G407-E3689	f83r	CH+SH+K+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01168	G407-E3076	f81v	K+SH+CHD+DY	PAIR:SH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01169	G407-E3076	f81v	SH+CHD+K+DY	PAIR:SH>CHD|PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01436	G407-E1914	f76r	CH+CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01437	G407-E1914	f76r	CH+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01438	G407-E1914	f76r	CH+CHD+P+E+DY	PAIR:CH>CHD|PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01439	G407-E1914	f76r	CH+K+P+E+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01440	G407-E1914	f76r	CH+OK+P+E+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01441	G407-E1914	f76r	CH+P+P+E+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01442	G407-E1914	f76r	CH+R+P+E+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01443	G407-E1914	f76r	CH+S+P+E+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01444	G407-E1914	f76r	CH+SH+P+E+DY	PAIR:CH>SH|PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01445	G407-E1914	f76r	CH+T+P+E+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01446	G407-E1914	f76r	CHD+CH+P+E+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01553	G407-E1728	f75r	CH+CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01554	G407-E1728	f75r	CH+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01555	G407-E1728	f75r	CH+CHD+T+E+DY	PAIR:CH>CHD|PAIR:CHD>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01556	G407-E1728	f75r	CH+K+T+E+DY	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01557	G407-E1728	f75r	CH+OK+T+E+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01558	G407-E1728	f75r	CH+P+T+E+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01559	G407-E1728	f75r	CH+S+T+E+DY	PAIR:S>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01560	G407-E1728	f75r	CH+SH+T+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01561	G407-E1728	f75r	CH+T+T+E+DY	PAIR:T>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01562	G407-E1728	f75r	CHD+CH+T+E+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01588	G407-E4576	f95v	CH+CH+CHD+Y	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01601	G407-E4576	f95v	CH+CH+SH+Y	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01614	G407-E4576	f95v	CH+CHD+T+Y	PAIR:CH>CHD|PAIR:CHD>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01627	G407-E4576	f95v	CH+K+T+Y	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01640	G407-E4576	f95v	CH+OK+T+Y	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01653	G407-E4576	f95v	CH+P+T+Y	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01666	G407-E4576	f95v	CH+S+T+Y	PAIR:S>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01679	G407-E4576	f95v	CH+SH+T+Y	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01692	G407-E4576	f95v	CH+T+T+Y	PAIR:T>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01705	G407-E4576	f95v	CHD+CH+T+Y	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01713	G407-E4486	f95v	CH+CH+CHD+Y+K+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01714	G407-E4486	f95v	CH+CH+SH+Y+K+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01715	G407-E4486	f95v	CH+CHD+T+Y+K+E+DY	PAIR:CH>CHD|PAIR:CHD>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01716	G407-E4486	f95v	CH+K+T+Y+K+E+DY	PAIR:K>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01717	G407-E4486	f95v	CH+OK+T+Y+K+E+DY	PAIR:OK>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01718	G407-E4486	f95v	CH+P+T+Y+K+E+DY	PAIR:P>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01719	G407-E4486	f95v	CH+S+T+Y+K+E+DY	PAIR:S>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01720	G407-E4486	f95v	CH+SH+T+Y+K+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01721	G407-E4486	f95v	CH+T+T+Y+K+E+DY	PAIR:T>T	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01722	G407-E4486	f95v	CHD+CH+T+Y+K+E+DY	PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01795	G407-E3528	f83r	CH+E+CH+CHD+E+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01796	G407-E3528	f83r	CH+E+CH+SH+E+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01797	G407-E3528	f83r	CH+E+CHD+P+E+DY	PAIR:CHD>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01798	G407-E3528	f83r	CH+E+K+P+E+DY	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01799	G407-E3528	f83r	CH+E+OK+P+E+DY	PAIR:OK>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01800	G407-E3528	f83r	CH+E+P+P+E+DY	PAIR:P>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01801	G407-E3528	f83r	CH+E+R+P+E+DY	PAIR:R>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01802	G407-E3528	f83r	CH+E+S+P+E+DY	PAIR:S>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01803	G407-E3528	f83r	CH+E+SH+P+E+DY	PAIR:SH>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01804	G407-E3528	f83r	CH+E+T+P+E+DY	PAIR:T>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01836	G407-E0847	f56r	CH+EE+CH+CHD+O+DY	PAIR:CH>CHD	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01837	G407-E0847	f56r	CH+EE+CH+SH+O+DY	PAIR:CH>SH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01838	G407-E0847	f56r	CH+EE+CHD+K+O+DY	PAIR:CHD>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01839	G407-E0847	f56r	CH+EE+K+K+O+DY	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01840	G407-E0847	f56r	CH+EE+OK+K+O+DY	PAIR:OK>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01841	G407-E0847	f56r	CH+EE+P+K+O+DY	PAIR:P>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01842	G407-E0847	f56r	CH+EE+R+K+O+DY	PAIR:R>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01843	G407-E0847	f56r	CH+EE+T+K+O+DY	PAIR:T>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01980	G407-E1058	f68r1	CH+CHD+CH+Y+K+OL+Y	PAIR:CH>CHD|PAIR:CHD>CH	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01981	G407-E1058	f68r1	CH+K+K+Y+K+OL+Y	PAIR:K>K	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
G452-R01982	G407-E1058	f68r1	CH+K+P+Y+K+OL+Y	PAIR:K>P	NONE	NONE	NO_FOLLOWING_CARD	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE
