group_id	component	event_id	page	surface	component_recipe	full_statement_de
G04	OT	E007	f10r	otytchol	OT+Y+T+CH+OL	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; dazu Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
G04	OT	E012	f10r	qotchol	OT+CH+OL	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten ansetzen, danach entnehmen und weiterfuehren, weiterarbeiten und ihn bereitet halten.
G04	OT	E024	f10r	qotchor	OT+CH+OR	Bei der breiten gezahnten Bluetenpflanze: Danach vom Ansatz entnehmen; denselben Ansatz in mehreren weiteren Arbeitsschritten nach Sollmass aus der Quelle weiterfuehren.
G04	OS	E005	f10r	os	OS	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; dazu Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
G05	S	E216	f82r	ches	CH+E+S	An den Randstationen des unteren Beckens: An der Zielstelle aus der Quelle leiten und umsetzen. Kurz eine Probe entnehmen; nach Sollmass den naechsten Posten laenger fuehren, nach Sollmass und kurz ansetzen, einfuellen, umsetzen und schliessen.
G05	AIN	E058	f55v	ykain	Y+K+AIN	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass ansetzen; dem laufenden Posten eine Portion und danach eine Nachgabe zugeben; den Arbeitsgang schliessen.
G05	AIN	E073	f55v	orain	OR+AIN	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.
G05	AIN	E097	f56r	sotodan	OT+O+AIN	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.
G05	AIIN	E009	f10r	daiin	AIIN	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; dazu Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
G05	AIIN	E018	f10r	cthaiin	CTH+AIIN	Bei der breiten gezahnten Bluetenpflanze: Vom laufenden Ansatz kurz entnehmen; den Posten bereitet halten, den Ansatz nach Sollmass weiterbearbeiten und als aktuellen Posten verfuegbar lassen.
G05	AIIN	E038	f10r	chodaiin	CH+O+AIIN	Bei der breiten gezahnten Bluetenpflanze: Im Arbeitsgang den aktuellen Ansatz zugeben; denselben Ansatz als laufenden Posten beibehalten, bis zur Stufe weiter zugeben und anschliessend im Arbeitsgang nach Sollmass entnehmen.
G05	IIN	E036	f10r	kaiiin	K+IIN	Bei der breiten gezahnten Bluetenpflanze: Im Arbeitsgang den aktuellen Ansatz zugeben; denselben Ansatz als laufenden Posten beibehalten, bis zur Stufe weiter zugeben und anschliessend im Arbeitsgang nach Sollmass entnehmen.
G05	IIN	E161	f81v	oiiin	O+IIN	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger an der Sammelstelle halten; den Schritt schliessen.
G05	IIN	E371	f83r	daiiin	DA+IIN	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.
G06	AR	E003	f10r	char	AR	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; dazu Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
G06	AR	E065	f55v	cheoar	CH+E+O+AR	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Sollmass zugeben; dann kurz im Arbeitsgang aus der Quelle entnehmen; dann ihn laenger erwaermen; dann weiterarbeiten; den Schritt schliessen.
G06	AR	E096	f56r	kchoar	K+HO+AR	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.
G06	CKH	E086	f56r	cheeckhody	CH+EE+CKH+O+DY	Bei der mehrkoepfigen stacheligen Pflanze: Davon, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.
G06	CKH	E115	f81v	sheckhal	SH+E+CKH+AL	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
G06	CKH	E119	f81v	chckhy	CKH+Y	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
G06	AL	E040	f11r	schoal	SH+O+AL	Bei der dicht bluehenden Kronenpflanze: Den Ansatz an der Zielstelle weiter halten; auspressen, bis zum Sollmass halten, in den lokalen Empfaenger einfuellen, laenger halten, entnehmen und den Schritt schliessen.
G06	AL	E069	f55v	okal	OK+AL	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.
G06	AL	E076	f56r	chodaly	HO+AL+Y	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
G06	SOLK	E146	f81v	qolky	SOLK+Y	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und an der Sammelstelle halten; zur Zielstelle leiten und umsetzen, dort weiterarbeiten und danach zur Quelle wechseln.
G06	SOLK	E162	f81v	olkeedy	SOLK+EE+DY	Am gemeinsamen zweireihigen Becken: Den laufenden Posten leiten; dann kurz weiter halten; dann im Arbeitsgang bis zur Stufe; dann laenger an der Sammelstelle halten; den Schritt schliessen.
G06	SOLK	E178	f82r	solkaiin	SOLK+AIIN	An den oberen Paarbecken mit Zylinder: Den Posten an der Zielstelle ansetzen und bis zum Sollmass an der Sammelstelle halten. Ihn durch den Durchlass fuehren, zweimal nach Sollmass ansetzen, im Arbeitsgang kurz bis zur Bereitschaft weiterarbeiten, laenger erwaermen, leiten und schliessen.
