group_id	component	event_id	page	statement_id	surface	component_recipe	literal_de	owner_de
G01	OK	E265	f83r	B3-S017	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	unverbundener Zwischenbereich
G01	OK	E267	f83r	B3-S019	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	unverbundener Zwischenbereich
G01	OK	E270	f83r	B3-S021	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	unverbundener Zwischenbereich
G01	OK	E284	f83r	B3-S025	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	OK	E288	f83r	B3-S026	qokain	OK+AIN	ANSETZEN · PORTION	unverbundener Zwischenbereich
G01	OK	E293	f83r	B3-S028	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	OK	E294	f83r	B3-S028	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	OK	E297	f83r	B3-S029	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	OK	E298	f83r	B3-S030	qoky	OK+Y	ANSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	OK	E302	f83r	B3-S031	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	OK	E315	f83r	B4-S001	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E317	f83r	B4-S002	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E318	f83r	B4-S002	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E322	f83r	B4-S003	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E323	f83r	B4-S003	qoky	OK+Y	ANSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E326	f83r	B4-S004	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E329	f83r	B4-S005	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E335	f83r	B4-S008	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	OK	E340	f83r	B4-S011	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	linke Hauptstation mit offenem Fransenlauf
G01	OK	E341	f83r	B4-S011	okain	OK+AIN	ANSETZEN · PORTION	linke Hauptstation mit offenem Fransenlauf
G01	OK	E346	f83r	B4-S013	qokol	OK+OL	ANSETZEN · WEITER	linke Hauptstation mit offenem Fransenlauf
G01	OK	E352	f83r	B4-S015	qokain	OK+AIN	ANSETZEN · PORTION	linke Hauptstation mit offenem Fransenlauf
G01	OK	E363	f83r	B5-S002	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	linke Fransenstation im B5-Nachtrag
G01	T	E004	f10r	H1-S001	chty	T+Y	ANWENDEN · DIES	abgebildete breit gezähnte radialblütige Pflanze
G01	T	E007	f10r	H1-S001	otytchol	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	abgebildete breit gezähnte radialblütige Pflanze
G01	T	E010	f10r	H1-S001	etyd	E+T+Y	KURZ · ANWENDEN · DIES	abgebildete breit gezähnte radialblütige Pflanze
G01	T	E039	f11r	H3-S001	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	abgebildete dicht blau blühende Kronenpflanze
G01	T	E045	f11r	H3-S001	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · VORGANG · SCHLUSS	abgebildete dicht blau blühende Kronenpflanze
G01	T	E046	f11r	H3-S002	shoyty	SH+O+Y+T+Y	HALTEN · VORGANG · DIES · ANWENDEN · DIES	abgebildete dicht blau blühende Kronenpflanze
G01	T	E070	f55v	H4-S004	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	abgebildete breitblättrige rispige Pflanze
G01	T	E150	f81v	B1-S015	ytey	T+E+Y	ANWENDEN · KURZ · DIES	gemeinsame zweireihige Figuren-/Beckenstation
G01	T	E296	f83r	B3-S029	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	T	E311	f83r	B3-S034	chety	T+Y	ANWENDEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	CHD	E062	f55v	H4-S002	chedy	CHD+Y	UMSETZEN · DIES	abgebildete breitblättrige rispige Pflanze
G01	CHD	E120	f81v	B1-S002	schedy	CHD+DY	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E122	f81v	B1-S003	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E123	f81v	B1-S004	chedy	CHD+Y	UMSETZEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E126	f81v	B1-S005	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E131	f81v	B1-S007	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E145	f81v	B1-S014	chedy	CHD+Y	UMSETZEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E147	f81v	B1-S014	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E151	f81v	B1-S015	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E158	f81v	B1-S017	dchdy	CHD+DY	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G01	CHD	E167	f82r	B2-S001	dchedy	CHD+DY	UMSETZEN · SCHLUSS	oberes Beckenpaar mit Zylinder
G01	CHD	E168	f82r	B2-S002	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	oberes Beckenpaar mit Zylinder
G01	CHD	E174	f82r	B2-S004	lched	L+CHD	LEITEN · UMSETZEN	oberes Beckenpaar mit Zylinder
G01	CHD	E210	f82r	B2-S013	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unteres grünes Mehrfigurenbecken
G01	CHD	E215	f82r	B2-S016	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	kleine Randstationen des unteren Beckens
G01	CHD	E221	f82r	B2-S016	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens
G01	CHD	E228	f82r	B2-S022	lochedy	L+O+CHD+DY	LEITEN · VORGANG · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens
G01	CHD	E235	f83r	B3-S003	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	obere offene Fächerstation am Rand
G01	CHD	E239	f83r	B3-S005	schedy	CHD+DY	UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß
G01	CHD	E240	f83r	B3-S006	chedchy	CHD+Y	UMSETZEN · DIES	mittlere Randfigur im runden Gefäß
G01	CHD	E242	f83r	B3-S006	olchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß
G01	CHD	E244	f83r	B3-S007	chedy	CHD+Y	UMSETZEN · DIES	mittlere Randfigur im runden Gefäß
G01	CHD	E246	f83r	B3-S008	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß
G01	CHD	E248	f83r	B3-S010	pchedal	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	untere Randfigur im korbartigen Gefäß
G01	CHD	E250	f83r	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	untere Randfigur im korbartigen Gefäß
G01	CHD	E252	f83r	B3-S011	chedy	CHD+Y	UMSETZEN · DIES	untere Randfigur im korbartigen Gefäß
G01	CHD	E262	f83r	B3-S015	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	untere Randfigur im korbartigen Gefäß
G01	CHD	E264	f83r	B3-S016	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E269	f83r	B3-S020	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E280	f83r	B3-S021	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E281	f83r	B3-S022	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E282	f83r	B3-S023	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E283	f83r	B3-S024	tchedy	CHD+DY	UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E284	f83r	B3-S025	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G01	CHD	E287	f83r	B3-S026	chedy	CHD+Y	UMSETZEN · DIES	unverbundener Zwischenbereich
G01	CHD	E300	f83r	B3-S030	schedair	CHD+AIR	UMSETZEN · WASSER	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	CHD	E301	f83r	B3-S030	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	CHD	E303	f83r	B3-S032	chedain	CHD+AIN	UMSETZEN · PORTION	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	CHD	E304	f83r	B3-S032	chedy	CHD+Y	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G01	CHD	E319	f83r	B4-S003	chedy	CHD+Y	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	CHD	E328	f83r	B4-S005	chedy	CHD+Y	UMSETZEN · DIES	sichtbares Figurenpaar mit gemeinsamem Bogen in B4
G01	CHD	E342	f83r	B4-S011	chdy	CHD+Y	UMSETZEN · DIES	linke Hauptstation mit offenem Fransenlauf
G01	CHD	E345	f83r	B4-S012	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	linke Hauptstation mit offenem Fransenlauf
G01	CHD	E357	f83r	B4-S015	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	rechte Hauptstation mit S-Lauf und Mehrarmknoten
G01	CHD	E362	f83r	B5-S001	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	linke Fransenstation im B5-Nachtrag
G01	CHD	E363	f83r	B5-S002	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	linke Fransenstation im B5-Nachtrag
G01	CHD	E368	f83r	B5-S003	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	linke Fransenstation im B5-Nachtrag
G01	CHD	E372	f83r	B5-S003	chedy	CHD+Y	UMSETZEN · DIES	linke Fransenstation im B5-Nachtrag
G02	K	E032	f10r	H2-S003	oykchor	O+Y+K+OR	VORGANG · DIES · ZUGEBEN · ANSATZ	abgebildete breit gezähnte radialblütige Pflanze
G02	K	E036	f10r	H2-S003	kaiiin	K+IIN	ZUGEBEN · STUFE	abgebildete breit gezähnte radialblütige Pflanze
G02	K	E049	f11r	H3-S003	kchy	K+Y	ZUGEBEN · DIES	abgebildete dicht blau blühende Kronenpflanze
G02	K	E058	f55v	H4-S001	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	abgebildete breitblättrige rispige Pflanze
G02	K	E059	f55v	H4-S001	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	abgebildete breitblättrige rispige Pflanze
G02	K	E064	f55v	H4-S003	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	abgebildete breitblättrige rispige Pflanze
G02	K	E079	f56r	H5-S001	kchol	K+OL	ZUGEBEN · WEITER	abgebildete mehrköpfige stachelige Pflanze
G02	K	E089	f56r	H5-S003	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	abgebildete mehrköpfige stachelige Pflanze
G02	K	E093	f56r	H5-S004	kchal	K+AL	ZUGEBEN · ZIELSTELLE	abgebildete mehrköpfige stachelige Pflanze
G02	K	E096	f56r	H5-S005	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	abgebildete mehrköpfige stachelige Pflanze
G02	K	E099	f56r	H5-S006	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	abgebildete mehrköpfige stachelige Pflanze
G02	K	E103	f81v	B1-S002	kair	K+AIR	ZUGEBEN · WASSER	gemeinsame zweireihige Figuren-/Beckenstation
G02	K	E107	f81v	B1-S002	kain	K+AIN	ZUGEBEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation
G02	K	E108	f81v	B1-S002	olkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation
G02	K	E122	f81v	B1-S003	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation
G02	K	E257	f83r	B3-S013	chkain	K+AIN	ZUGEBEN · PORTION	untere Randfigur im korbartigen Gefäß
G02	K	E344	f83r	B4-S011	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	linke Hauptstation mit offenem Fransenlauf
G02	K	E354	f83r	B4-S015	kain	K+AIN	ZUGEBEN · PORTION	linke Hauptstation mit offenem Fransenlauf
G02	K	E358	f83r	B4-S016	qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	rechte Hauptstation mit S-Lauf und Mehrarmknoten
G02	K	E360	f83r	B4-S016	skar	K+AR	ZUGEBEN · QUELLE	rechte Hauptstation mit S-Lauf und Mehrarmknoten
G02	K	E374	f83r	B6-S001	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	rechter S-Lauf im B6-Nachtrag
G02	P	E043	f11r	H3-S001	cphy	P+Y	EINFUELLEN · DIES	abgebildete dicht blau blühende Kronenpflanze
G02	P	E221	f82r	B2-S016	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens
G02	P	E248	f83r	B3-S010	pchedal	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	untere Randfigur im korbartigen Gefäß
G02	L	E112	f81v	B1-S002	dl	L	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation
G02	L	E129	f81v	B1-S006	dl	L	LEITEN	gemeinsame zweireihige Figuren-/Beckenstation
G02	L	E147	f81v	B1-S014	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation
G02	L	E159	f81v	B1-S018	ly	L+Y	LEITEN · DIES	gemeinsame zweireihige Figuren-/Beckenstation
G02	L	E173	f82r	B2-S004	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	oberes Beckenpaar mit Zylinder
G02	L	E174	f82r	B2-S004	lched	L+CHD	LEITEN · UMSETZEN	oberes Beckenpaar mit Zylinder
G02	L	E176	f82r	B2-S004	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	oberes Beckenpaar mit Zylinder
G02	L	E184	f82r	B2-S005	ldy	L+DY	LEITEN · SCHLUSS	oberes Beckenpaar mit Zylinder
G02	L	E202	f82r	B2-S012	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	mittlere rechte unklare Station
G02	L	E206	f82r	B2-S012	lcheey	L+EE+Y	LEITEN · LANG · DIES	unteres grünes Mehrfigurenbecken
G02	L	E210	f82r	B2-S013	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unteres grünes Mehrfigurenbecken
G02	L	E211	f82r	B2-S014	lar	L+AR	LEITEN · QUELLE	unteres grünes Mehrfigurenbecken
G02	L	E215	f82r	B2-S016	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	kleine Randstationen des unteren Beckens
G02	L	E228	f82r	B2-S022	lochedy	L+O+CHD+DY	LEITEN · VORGANG · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens
G02	L	E235	f83r	B3-S003	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	obere offene Fächerstation am Rand
G02	L	E246	f83r	B3-S008	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß
G02	L	E262	f83r	B3-S015	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	untere Randfigur im korbartigen Gefäß
G02	L	E263	f83r	B3-S016	lo	L+O	LEITEN · VORGANG	untere Randfigur im korbartigen Gefäß
G02	L	E269	f83r	B3-S020	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G02	L	E282	f83r	B3-S023	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unverbundener Zwischenbereich
G02	L	E286	f83r	B3-S026	chldaiin	L+AIIN	LEITEN · SOLLMASS	unverbundener Zwischenbereich
G02	L	E308	f83r	B3-S033	ldy	L+DY	LEITEN · SCHLUSS	sichtbares Figurenpaar mit gemeinsamem Bogen in B3
G02	L	E344	f83r	B4-S011	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	linke Hauptstation mit offenem Fransenlauf
G02	L	E345	f83r	B4-S012	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	linke Hauptstation mit offenem Fransenlauf
G02	L	E357	f83r	B4-S015	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	rechte Hauptstation mit S-Lauf und Mehrarmknoten
G02	L	E367	f83r	B5-S003	lol	L+OL	LEITEN · WEITER	linke Fransenstation im B5-Nachtrag
G02	L	E381	f83r	B6-S001	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	rechter S-Lauf im B6-Nachtrag
G03	SH	E039	f11r	H3-S001	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	abgebildete dicht blau blühende Kronenpflanze
G03	SH	E040	f11r	H3-S001	schoal	SH+O+AL	HALTEN · VORGANG · ZIELSTELLE	abgebildete dicht blau blühende Kronenpflanze
G03	SH	E042	f11r	H3-S001	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	abgebildete dicht blau blühende Kronenpflanze
G03	SH	E044	f11r	H3-S001	shey	SH+EE+Y	HALTEN · LANG · DIES	abgebildete dicht blau blühende Kronenpflanze
G03	SH	E046	f11r	H3-S002	shoyty	SH+O+Y+T+Y	HALTEN · VORGANG · DIES · ANWENDEN · DIES	abgebildete dicht blau blühende Kronenpflanze
G03	SH	E087	f56r	H5-S003	sh	SH	HALTEN	abgebildete mehrköpfige stachelige Pflanze
G03	SH	E115	f81v	B1-S002	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation
