mode	package	page	record	line	locus	word	normalized	kind	rendering	row_status
N	BATH3	f83r	F83_P1	f83r.5	f83r.5:6	shedy	shedy	NOUN	Flüssigkeit[shedy]	recorded
N	BATH3	f83r	F83_P1	f83r.5	f83r.5:7	qokeey	qokeey	OPEN	⟦qokeey⟧	recorded
N	BATH3	f83r	F83_P1	f83r.5	f83r.5:8	rchedy	rchedy	OPEN	⟦rchedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.5	f83r.5:9	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.5	f83r.5:10	lo	lo	OPEN	⟦lo⟧	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:1	schedy	schedy	OPEN	⟦schedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:2	chedchy	chedchy	OPEN	⟦chedchy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:3	qokal	qokal	OPEN	⟦qokal⟧	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:4	olchedy	olchedy	OPEN	⟦olchedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:5	qokaiin	qokain	NOUN	Gefäß[qokain]	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:6	chedy	chedy	ACTION	erwärme(shedy;Ziel=NA;COMPLETE)	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:7	qokeedy	qokeedy	ACTION	fülle ein(shedy;Ziel=qokain;COMPLETE)	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:8	lchedy	lchedy	NOUN	Zusatzstoff[lchedy]	recorded
N	BATH3	f83r	F83_P1	f83r.6	f83r.6:9	qoky	qoky	OPEN	⟦qoky⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:1	solshed	solshed	OPEN	⟦solshed⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:2	lsheedy	lsheedy	OPEN	⟦lsheedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:3	qeeedy	qeeedy	OPEN	⟦qeeedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:4	qoky	qoky	OPEN	⟦qoky⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:5	o	o	OPEN	⟦o⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:6	qol	qol	OPEN	⟦qol⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:7	rsheedy	rsheedy	OPEN	⟦rsheedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:8	qokedy	qokedy	OPEN	⟦qokedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:9	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.7	f83r.7:10	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:1	pchedal	pchedal	OPEN	⟦pchedal⟧	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:2	otedy	otedy	OPEN	⟦otedy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:3	shecthedchy	shecthedchy	OPEN	⟦shecthedchy⟧	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:4	qoky	qoky	OPEN	⟦qoky⟧	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:5	chedy	chedy	ACTION	erwärme(lchedy;Ziel=NA;COMPLETE)	recorded
N	BATH3	f83r	F83_P1	f83r.8	f83r.8:6	chary	chary	OPEN	⟦chary⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:1	fcho	fcho	OPEN	⟦fcho⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:2	kshy	kshy	OPEN	⟦kshy⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:3	otor	otor	OPEN	⟦otor⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:4	sheol	sheol	OPEN	⟦sheol⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:5	ocphal	ocphal	OPEN	⟦ocphal⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:6	opsheas	opsheas	OPEN	⟦opsheas⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:7	cthodaiin	cthodain	OPEN	⟦cthodaiin⟧	recorded
N	HERB4	f21r	f21r	f21r.8	f21r.8:8	oty	oty	OPEN	⟦oty⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:1	okaiin	okain	NOUN	Ansatz[okain]	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:2	sho	sho	ACTION	verarbeite(okain;Ziel=NA;COMPLETE)	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:3	tshaiin	tshain	OPEN	⟦tshaiin⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:4	chkaiin	chkain	OPEN	⟦chkaiin⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:5	sh	sh	OPEN	⟦sh⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:6	cthey	cthey	OPEN	⟦cthey⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:7	cthody	cthody	OPEN	⟦cthody⟧	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:8	cthy	cthy	NOUN	Kraut[cthy]	recorded
N	HERB4	f21r	f21r	f21r.9	f21r.9:9	s	s	OPEN	⟦s⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:1	totchy	totchy	OPEN	⟦totchy⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:2	keor	keor	OPEN	⟦keor⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:3	chy	chy	OPEN	⟦chy⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:4	ky	ky	OPEN	⟦ky⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:5	qotaiin	qotain	OPEN	⟦qotaiin⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:6	qotchol	qotchol	OPEN	⟦qotchol⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:7	ty	ty	OPEN	⟦ty⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:8	ctheey	ctheey	OPEN	⟦ctheey⟧	recorded
N	HERB4	f21r	f21r	f21r.10	f21r.10:9	otaiin	otain	OPEN	⟦otaiin⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:1	shol	shol	OPEN	⟦shol⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:2	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:3	shol	shol	OPEN	⟦shol⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:4	tchol	tchol	OPEN	⟦tchol⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:5	chcthy	chcthy	OPEN	⟦chcthy⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:6	otyky	otyky	OPEN	⟦otyky⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:7	shey	shey	OPEN	⟦shey⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:8	yteol	yteol	OPEN	⟦yteol⟧	recorded
N	HERB4	f21r	f21r	f21r.11	f21r.11:9	shody	shody	OPEN	⟦shody⟧	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:1	ykeey	ykeey	OPEN	⟦ykeey⟧	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:2	chor	chor	NOUN	Blüten[chor]	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:3	sheey	sheey	OPEN	⟦sheey⟧	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:4	ysheol	ysheol	OPEN	⟦ysheol⟧	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:5	chor	chor	NOUN	Blüten[chor]	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:6	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:7	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(chor;Quelle=f21r.12:5)	recorded
N	HERB4	f21r	f21r	f21r.12	f21r.12:8	chkaiin	chkain	OPEN	⟦chkaiin⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:1	ksho	ksho	OPEN	⟦ksho⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:2	cphos	cphos	OPEN	⟦cphos⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:3	she	she	OPEN	⟦she⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:4	sheaiin	sheain	OPEN	⟦sheaiin⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:5	otshcho	otshcho	OPEN	⟦otshcho⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:6	r	r	OPEN	⟦r⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:7	dain	dain	QUANTITY	MATERIAL_AMOUNT Q(NA;Quelle=NA)	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:8	shckhy	shckhy	OPEN	⟦shckhy⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:9	s	s	OPEN	⟦s⟧	recorded
N	HERB4	f32v	f32v	f32v.7	f32v.7:10	odan	odan	OPEN	⟦odan⟧	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:1	otchol	otchol	OPEN	⟦otchol⟧	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:2	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(NA;Quelle=NA)	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:3	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(NA;Quelle=NA)	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:4	ctho	ctho	NOUN	Pulver[ctho]	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:5	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(ctho;Quelle=f32v.8:4)	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:6	qotaiin	qotain	OPEN	⟦qotaiin⟧	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:7	otchy	otchy	OPEN	⟦otchy⟧	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:8	d	d	OPEN	⟦d⟧	recorded
N	HERB4	f32v	f32v	f32v.8	f32v.8:9	shan	shan	OPEN	⟦shan⟧	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:1	qotchy	qotchy	ACTION	zerkleinere(ctho;Ziel=NA;COMPLETE)	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:2	cfhy	cfhy	OPEN	⟦cfhy⟧	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:3	skey	skey	OPEN	⟦skey⟧	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:4	chocthy	chocthy	OPEN	⟦chocthy⟧	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:5	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(ctho;Quelle=f32v.8:4)	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:6	cthaiin	cthain	NOUN	Pflanzenportion[cthain]	recorded
N	HERB4	f32v	f32v	f32v.9	f32v.9:7	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(cthain;Quelle=f32v.9:6)	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:1	sho	sho	ACTION	verarbeite(cthain;Ziel=NA;COMPLETE)	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:2	keol	keol	OPEN	⟦keol⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:3	chor	chor	NOUN	Blüten[chor]	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:4	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:5	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(chor;Quelle=f32v.10:3)	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:6	cpho	cpho	OPEN	⟦cpho⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:7	l	l	OPEN	⟦l⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:8	cthol	cthol	OPEN	⟦cthol⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:9	da	da	OPEN	⟦da⟧	recorded
N	HERB4	f32v	f32v	f32v.10	f32v.10:10	ar	ar	OPEN	⟦ar⟧	recorded
N	HERB4	f32v	f32v	f32v.11	f32v.11:1	ol	ol	OPEN	⟦ol⟧	recorded
N	HERB4	f32v	f32v	f32v.11	f32v.11:2	sho	sho	ACTION	verarbeite(chor;Ziel=NA;COMPLETE)	recorded
N	HERB4	f32v	f32v	f32v.11	f32v.11:3	chy	chy	OPEN	⟦chy⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:1	kooiin	kooiin	OPEN	⟦kooiin⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:2	shor	shor	OPEN	⟦shor⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:3	chetchy	chetchy	OPEN	⟦chetchy⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:4	ol	ol	OPEN	⟦ol⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:5	ls	ls	OPEN	⟦ls⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:6	shytchy	shytchy	OPEN	⟦shytchy⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:7	cthy	cthy	NOUN	Kraut[cthy]	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:8	shy	shy	OPEN	⟦shy⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:9	cho	cho	OPEN	⟦cho⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:10	shy	shy	OPEN	⟦shy⟧	recorded
N	HERB4	f29v	f29v	f29v.1	f29v.1:11	daiin	dain	QUANTITY	MATERIAL_AMOUNT Q(cthy;Quelle=f29v.1:7)	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:1	qotcheaiin	qotcheain	OPEN	⟦qotcheaiin⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:2	s	s	OPEN	⟦s⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:3	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:4	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:5	cthy	cthy	NOUN	Kraut[cthy]	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:6	chey	chey	OPEN	⟦chey⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:7	cthold	cthold	OPEN	⟦cthold⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:8	ytchor	ytchor	OPEN	⟦ytchor⟧	recorded
N	HERB4	f29v	f29v	f29v.2	f29v.2:9	dary	dary	OPEN	⟦dary⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:1	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:2	chol	chol	OPEN	⟦chol⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:3	kor	kor	OPEN	⟦kor⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:4	shey	shey	OPEN	⟦shey⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:5	odaiin	odain	OPEN	⟦odaiin⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:6	qotchy	qotchy	ACTION	zerkleinere(cthy;Ziel=NA;COMPLETE)	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:7	taiin	tain	OPEN	⟦taiin⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:8	s	s	OPEN	⟦s⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:9	she	she	OPEN	⟦she⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:10	otey	otey	OPEN	⟦otey⟧	recorded
N	HERB4	f29v	f29v	f29v.3	f29v.3:11	sy	sy	OPEN	⟦sy⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:1	ysho	ysho	OPEN	⟦ysho⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:2	otshy	otshy	OPEN	⟦otshy⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:3	okaiin	okain	NOUN	Ansatz[okain]	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:4	cthy	cthy	NOUN	Kraut[cthy]	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:5	oltchy	oltchy	OPEN	⟦oltchy⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:6	s	s	OPEN	⟦s⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:7	shot	shot	OPEN	⟦shot⟧	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:8	sho	sho	ACTION	verarbeite(cthy;Ziel=NA;COMPLETE)	recorded
N	HERB4	f29v	f29v	f29v.4	f29v.4:9	okaiin	okain	NOUN	Ansatz[okain]	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:1	pchor	pchor	OPEN	⟦pchor⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:2	checphedy	checphedy	OPEN	⟦checphedy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:3	qokedy	qokedy	OPEN	⟦qokedy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:4	lsheedy	lsheedy	OPEN	⟦lsheedy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:5	qokchdy	qokchdy	OPEN	⟦qokchdy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:6	r	r	OPEN	⟦r⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:7	shedkedy	shedkedy	OPEN	⟦shedkedy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:8	qopshdy	qopshdy	OPEN	⟦qopshdy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.9	f83r.9:9	qopy	qopy	OPEN	⟦qopy⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:1	olkeey	olkeey	OPEN	⟦olkeey⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:2	rchs	rchs	OPEN	⟦rchs⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:3	cheeb	cheeb	OPEN	⟦cheeb⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:4	ols	ols	OPEN	⟦ols⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:5	aiin	ain	OPEN	⟦aiin⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:6	skal	skal	OPEN	⟦skal⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:7	dain	dain	QUANTITY	MATERIAL_AMOUNT Q(NA;Quelle=NA)	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:8	cthal	cthal	OPEN	⟦cthal⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:9	s	s	OPEN	⟦s⟧	recorded
N	BATH3	f83r	F83_P2	f83r.10	f83r.10:10	aiin	ain	OPEN	⟦aiin⟧	recorded
