source_id	unit_id	page	locus	visible_owner	visible_surface	primary_layer	layered_group_reading	local_owner_expansion_de
A023	A1	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	okar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:okar]	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
A024	A1	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chky	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chky]	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.
A025	A1	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chykchs	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chykchs]	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.
A026	A1	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chy	COMMON_PORTABLE_SURFACE	[KERN:dies/chy]	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.
A027	A1	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	ykees	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ykees]	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.
A028	A1	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	ykchos	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ykchos]	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.
A029	A1	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	opodchol	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:opodchol]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.
A030	A1	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	s	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:s]	A1_RIGHT_RING_BAND_01: Nebenwert.
A031	A1	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	ain	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ain]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.
A032	A1	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	aldy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:aldy]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.
A033	A1	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	soeey	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:soeey]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.
A034	A1	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	doiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:doiin]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.
A035	A1	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	oldy	COMMON_PORTABLE_SURFACE	[KERN:fertig/oldy]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.
A036	A1	f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	dolchsody	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:dolchsody]	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.
A037	A1	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	odaeiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:odaeiin]	Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.
A038	A1	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	okoes	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:okoes]	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.
A039	A1	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	oekain	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:oekain]	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.
A040	A1	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	y	COMMON_PORTABLE_SURFACE	[KERN:dies/y]	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.
A041	A1	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	otchey	COMMON_PORTABLE_SURFACE	[KERN:das nächste/otchey]	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.
A042	A1	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	soraiir	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:soraiir]	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.
A043	A1	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	dy	COMMON_PORTABLE_SURFACE	[KERN:dies/dy]	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.
A044	A1	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	qopchy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:qopchy]	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.
A045	A1	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	daiin	COMMON_PORTABLE_SURFACE	[KERN:Sollwert/daiin]	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.
A046	A1	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	dal	COMMON_PORTABLE_SURFACE	[KERN:dorthin/dal]	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.
A047	A1	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ydchos	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ydchos]	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.
A048	A1	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ain	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ain]	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.
A049	A1	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ar]	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.
A050	A1	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	amy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:amy]	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.
A051	A1	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	chocfhy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chocfhy]	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.
A052	A1	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	saral	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:saral]	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.
A053	A1	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	sain	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:sain]	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.
A054	A1	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	am	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:am]	A1_LEFT_LOCAL_FIELD_21: Aspektwert.
A055	A1	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	ar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ar]	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.
A056	A1	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	okal	COMMON_PORTABLE_SURFACE	[KERN:dorthin einsetzen/okal]	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.
A057	A1	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	oparchy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:oparchy]	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.
A058	A1	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	salsain	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:salsain]	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.
A059	A1	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	sodar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:sodar]	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.
A060	A1	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	ofar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ofar]	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.
A061	A1	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	ar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ar]	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.
A062	A1	f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	ydam	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ydam]	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.
A063	A1	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	yteoor	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:yteoor]	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.
A064	A1	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	yto	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:yto]	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.
A065	A1	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	ykor	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ykor]	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.
A066	A1	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	okeo	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:okeo]	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.
A067	A1	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	r	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:r]	A1_LEFT_LOCAL_FIELD_27: Bezugswert.
A068	A1	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	aiin	COMMON_PORTABLE_SURFACE	[KERN:Sollwert/aiin]	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.
A069	A1	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	am	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:am]	A1_LEFT_LOCAL_FIELD_27: Aspektwert.
A070	A1	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	okain	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	[ASTRO-HOMOGRAPH:okain]	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.
A071	A1	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	am	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:am]	A1_LEFT_LOCAL_FIELD_28: Aspektwert.
A072	A1	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	ytody	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ytody]	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.
A073	A1	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	saiin	COMMON_PORTABLE_SURFACE	[KERN:Sollwert/saiin]	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.
A074	A1	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	ochol	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ochol]	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.
A075	A1	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	olol	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:olol]	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.
A076	A1	f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	opcholdy	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:opcholdy]	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.
A077	A1	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	dosar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:dosar]	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.
A078	A1	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	odas	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:odas]	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.
A079	A1	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	air	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:air]	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.
A080	A1	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	alaiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:alaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.
A081	A1	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	dokan	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:dokan]	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.
A082	A1	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	oear	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:oear]	Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.
A083	A1	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	odal	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:odal]	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.
A084	A1	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	ofar	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ofar]	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.
A085	A1	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	oeoldan	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:oeoldan]	Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.
A086	A1	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	chol	COMMON_PORTABLE_SURFACE	[KERN:weiter/chol]	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.
A087	A1	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	giin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:giin]	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.
A088	A1	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	okol	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:okol]	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.
A089	A1	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	ytor	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ytor]	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.
A090	A1	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	daiin	COMMON_PORTABLE_SURFACE	[KERN:Sollwert/daiin]	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.
A091	A1	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	or	COMMON_PORTABLE_SURFACE	[KERN:Ansatz/or]	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.
A092	A1	f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	ytoaiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ytoaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.
A093	A1	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	otoldos	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:otoldos]	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.
A094	A1	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	octhole	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:octhole]	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.
A095	A1	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	sor	COMMON_PORTABLE_SURFACE	[KERN:Ansatz/sor]	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.
A096	A1	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	chedaiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chedaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.
A097	A1	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	dy	COMMON_PORTABLE_SURFACE	[KERN:dies/dy]	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.
A098	A1	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	yteos	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:yteos]	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.
A099	A1	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	oiin	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:oiin]	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.
A100	A1	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	og	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:og]	A1_LEFT_LOCAL_FIELD_40: Grundgrad.
A101	A1	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	ytoeopchey	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:ytoeopchey]	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.
A102	A1	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	chekody	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chekody]	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.
A103	A1	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	sosho	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:sosho]	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.
A104	A1	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	chos	ASTRO_LOCAL_EXEMPLAR	[EXEMPLAR:chos]	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.
