unit_id	page	locus	visible_owner	surface_text	layered_group_reading	local_owner_expansion_de	group_count	common_count	homograph_count	exemplar_count
A1	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	chky chykchs chy	[EXEMPLAR:chky] [EXEMPLAR:chykchs] [KERN:dies/chy]	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y. || Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s. || Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	3	1	0	2
A1	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	ykees ykchos	[EXEMPLAR:ykees] [EXEMPLAR:ykchos]	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s. || Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	2	0	0	2
A1	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	opodchol s ain aldy	[EXEMPLAR:opodchol] [EXEMPLAR:s] [EXEMPLAR:ain] [EXEMPLAR:aldy]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch. || A1_RIGHT_RING_BAND_01: Nebenwert. || Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt. || Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	4	0	0	4
A1	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	soeey doiin oldy	[EXEMPLAR:soeey] [EXEMPLAR:doiin] [KERN:fertig/oldy]	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y. || Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do. || Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	3	1	0	2
A1	f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	dolchsody	[EXEMPLAR:dolchsody]	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	1	0	0	1
A1	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	odaeiin okoes oekain y	[EXEMPLAR:odaeiin] [EXEMPLAR:okoes] [EXEMPLAR:oekain] [KERN:dies/y]	Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae. || Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes. || Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek. || Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	4	1	0	3
A1	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	otchey soraiir dy	[KERN:das nächste/otchey] [EXEMPLAR:soraiir] [KERN:dies/dy]	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten. || Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir. || Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	3	2	0	1
A1	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	qopchy daiin dal	[EXEMPLAR:qopchy] [KERN:Sollwert/daiin] [KERN:dorthin/dal]	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug. || Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes. || Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	3	2	0	1
A1	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	ydchos ain ar amy	[EXEMPLAR:ydchos] [EXEMPLAR:ain] [EXEMPLAR:ar] [EXEMPLAR:amy]	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s. || Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt. || Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert. || A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	4	0	0	4
A1	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	chocfhy saral	[EXEMPLAR:chocfhy] [EXEMPLAR:saral]	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy. || Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	2	0	0	2
A1	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	sain am ar	[EXEMPLAR:sain] [EXEMPLAR:am] [EXEMPLAR:ar]	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s. || A1_LEFT_LOCAL_FIELD_21: Aspektwert. || Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	3	0	0	3
A1	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	okal	[KERN:dorthin einsetzen/okal]	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	1	1	0	0
A1	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	oparchy salsain	[EXEMPLAR:oparchy] [EXEMPLAR:salsain]	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy. || Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	2	0	0	2
A1	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	sodar ofar ar	[EXEMPLAR:sodar] [EXEMPLAR:ofar] [EXEMPLAR:ar]	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod. || Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of. || Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	3	0	0	3
A1	f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	ydam	[EXEMPLAR:ydam]	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	1	0	0	1
A1	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	yteoor yto ykor	[EXEMPLAR:yteoor] [EXEMPLAR:yto] [EXEMPLAR:ykor]	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo. || A1_LEFT_LOCAL_FIELD_26: aktueller Platz. || Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	3	0	0	3
A1	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	okeo r aiin am	[EXEMPLAR:okeo] [EXEMPLAR:r] [KERN:Sollwert/aiin] [EXEMPLAR:am]	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo. || A1_LEFT_LOCAL_FIELD_27: Bezugswert. || Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes. || A1_LEFT_LOCAL_FIELD_27: Aspektwert.	4	1	0	3
A1	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	okain am	[ASTRO-HOMOGRAPH:okain] [EXEMPLAR:am]	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben. || A1_LEFT_LOCAL_FIELD_28: Aspektwert.	2	0	1	1
A1	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	ytody saiin	[EXEMPLAR:ytody] [KERN:Sollwert/saiin]	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen. || Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	2	1	0	1
A1	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	ochol olol	[EXEMPLAR:ochol] [EXEMPLAR:olol]	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och. || Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	2	0	0	2
A1	f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	opcholdy	[EXEMPLAR:opcholdy]	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	1	0	0	1
A1	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	dosar odas air alaiin	[EXEMPLAR:dosar] [EXEMPLAR:odas] [EXEMPLAR:air] [EXEMPLAR:alaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos. || A1_LEFT_LOCAL_FIELD_32: fester Nebenwert. || Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf. || Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	4	0	0	4
A1	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	dokan oear odal	[EXEMPLAR:dokan] [EXEMPLAR:oear] [EXEMPLAR:odal]	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an. || Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe. || Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	3	0	0	3
A1	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	ofar oeoldan	[EXEMPLAR:ofar] [EXEMPLAR:oeoldan]	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of. || Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	2	0	0	2
A1	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	chol giin okol	[KERN:weiter/chol] [EXEMPLAR:giin] [EXEMPLAR:okol]	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen. || Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g. || Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	3	1	0	2
A1	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	ytor daiin or	[EXEMPLAR:ytor] [KERN:Sollwert/daiin] [KERN:Ansatz/or]	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt. || Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes. || Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	3	2	0	1
A1	f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	ytoaiin	[EXEMPLAR:ytoaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	1	0	0	1
A1	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	otoldos octhole	[EXEMPLAR:otoldos] [EXEMPLAR:octhole]	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos. || Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	2	0	0	2
A1	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	sor chedaiin dy	[KERN:Ansatz/sor] [EXEMPLAR:chedaiin] [KERN:dies/dy]	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz. || Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes. || Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	3	2	0	1
A1	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	yteos oiin og	[EXEMPLAR:yteos] [EXEMPLAR:oiin] [EXEMPLAR:og]	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz. || Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o. || A1_LEFT_LOCAL_FIELD_40: Grundgrad.	3	0	0	3
A1	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	ytoeopchey chekody	[EXEMPLAR:ytoeopchey] [EXEMPLAR:chekody]	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes. || A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	2	0	0	2
A1	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	sosho chos ockhy	[EXEMPLAR:sosho] [EXEMPLAR:chos] [EXEMPLAR:ockhy]	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos. || Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s. || Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	3	0	0	3
A1	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	daiin aiin os qsg	[KERN:Sollwert/daiin] [KERN:Sollwert/aiin] [ASTRO-HOMOGRAPH:os] [EXEMPLAR:qsg]	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes. || Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes. || Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld. || A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	4	2	1	1
A1	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	ofydy sheody aiin	[EXEMPLAR:ofydy] [EXEMPLAR:sheody] [KERN:Sollwert/aiin]	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert. || Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody. || Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	3	1	0	2
A1	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	ycheody es odaiiin	[EXEMPLAR:ycheody] [EXEMPLAR:es] [EXEMPLAR:odaiiin]	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest. || A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert. || Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	3	0	0	3
A1	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	yekees oraly	[EXEMPLAR:yekees] [EXEMPLAR:oraly]	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s. || Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	2	0	0	2
A1	f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	yfain	[EXEMPLAR:yfain]	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	1	0	0	1
A1	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	todaiin dain dy	[EXEMPLAR:todaiin] [ASTRO-HOMOGRAPH:dain] [KERN:dies/dy]	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod. || Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger. || Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	3	1	1	1
A1	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	os choer aiin	[ASTRO-HOMOGRAPH:os] [EXEMPLAR:choer] [KERN:Sollwert/aiin]	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld. || Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er. || Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	3	1	1	1
A1	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	choeea sal	[EXEMPLAR:choeea] [KERN:dorthin/sal]	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a. || Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	2	1	0	1
A1	f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	dadaiin	[EXEMPLAR:dadaiin]	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	1	0	0	1
A1	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	qotoear	[EXEMPLAR:qotoear]	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	1	0	0	1
A1	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	dchdar	[EXEMPLAR:dchdar]	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	1	0	0	1
A1	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	y saldal	[KERN:dies/y] [EXEMPLAR:saldal]	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten. || Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	2	1	0	1
A1	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	ytodal	[EXEMPLAR:ytodal]	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	1	0	0	1
A1	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	tol daiin	[KERN:weiter/tol] [KERN:Sollwert/daiin]	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen. || Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	2	2	0	0
A1	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	otar dy	[ASTRO-HOMOGRAPH:otar] [KERN:dies/dy]	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz. || Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	2	1	1	0
A1	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	cho dal g	[ASTRO-HOMOGRAPH:cho] [KERN:dorthin/dal] [EXEMPLAR:g]	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung. || Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz. || A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	3	1	1	1
A1	f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	ytchodly	[EXEMPLAR:ytchodly]	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	1	0	0	1
A1	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	octhys	[EXEMPLAR:octhys]	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	1	0	0	1
A1	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	ytokar	[EXEMPLAR:ytokar]	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	1	0	0	1
A1	f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	otolor	[EXEMPLAR:otolor]	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	1	0	0	1
A1	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	okodar	[EXEMPLAR:okodar]	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	1	0	0	1
A1	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	s air	[EXEMPLAR:s] [EXEMPLAR:air]	A1_RIGHT_PHASE_STATION_01: Nebenwert. || Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	2	0	0	2
A1	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	soear	[EXEMPLAR:soear]	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	1	0	0	1
A1	f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	cpheey	[EXEMPLAR:cpheey]	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	1	0	0	1
A1	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	okodar	[EXEMPLAR:okodar]	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	1	0	0	1
