unified_serial	page	unit_or_locus	source_group_identity	visible_identity	owner	construction	current_short_reading	content_mode	selected_record_reading_de
111	f81v	B1-S002	E111	rol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: vom vorigen Gang weiterführen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
112	f81v	B1-S002	E112	dl	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Zusatz.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
113	f81v	B1-S002	E113	olor	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: Fortsetzungsansatz.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
114	f81v	B1-S002	E114	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
115	f81v	B1-S002	E115	sheckhal	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz zur Zielstelle durchleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
116	f81v	B1-S002	E116	daiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollmaß.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
117	f81v	B1-S002	E117	qokeedal	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: dort länger halten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
118	f81v	B1-S002	E118	daiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollmaß.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
119	f81v	B1-S002	E119	chckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
120	f81v	B1-S002	E120	schedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
121	f81v	B1-S003	E121	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
122	f81v	B1-S003	E122	sshkchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: im Arbeitsgang schwenken; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
123	f81v	B1-S004	E123	chedy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
124	f81v	B1-S004	E124	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
125	f81v	B1-S004	E125	shedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
126	f81v	B1-S005	E126	qolchedy	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: weiterüberführen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
127	f81v	B1-S006	E127	qokain	B1_SHARED_TWO_ROW_POOL	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
128	f81v	B1-S006	E128	shckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
129	f81v	B1-S006	E129	dl	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Zusatz.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
130	f81v	B1-S006	E130	ral	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: zur Zielstelle.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
131	f81v	B1-S007	E131	qokchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
132	f81v	B1-S008	E132	chey	B1_SHARED_TWO_ROW_POOL	C12	Nimm diesen Posten wieder auf: dieser Posten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
133	f81v	B1-S008	E133	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
134	f81v	B1-S008	E134	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
135	f81v	B1-S008	E135	ol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
136	f81v	B1-S008	E136	shedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
137	f81v	B1-S009	E137	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
138	f81v	B1-S010	E138	qokedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
139	f81v	B1-S011	E139	chckhy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
140	f81v	B1-S011	E140	qoky	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
141	f81v	B1-S012	E141	lsho	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: Waschgang beginnen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
142	f81v	B1-S012	E142	qokey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
143	f81v	B1-S012	E143	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
144	f81v	B1-S013	E144	lshedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
145	f81v	B1-S014	E145	chedy	B1_SHARED_TWO_ROW_POOL	C07	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
146	f81v	B1-S014	E146	qolky	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
147	f81v	B1-S014	E147	lchedal	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
148	f81v	B1-S014	E148	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
149	f81v	B1-S014	E149	otar	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: danach von dort.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
150	f81v	B1-S015	E150	ytey	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
151	f81v	B1-S015	E151	okchedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
152	f81v	B1-S016	E152	qokal	B1_SHARED_TWO_ROW_POOL	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
153	f81v	B1-S016	E153	okeey	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
154	f81v	B1-S016	E154	qol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: fortsetzen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
155	f81v	B1-S016	E155	cheedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
156	f81v	B1-S017	E156	sal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
157	f81v	B1-S017	E157	teol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiterleiten.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
158	f81v	B1-S017	E158	dchdy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
159	f81v	B1-S018	E159	ly	B1_SHARED_TWO_ROW_POOL	C01	Setze die gelernte Fachkarte: aktuellen Posten abführen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
160	f81v	B1-S018	E160	dsheol	B1_SHARED_TWO_ROW_POOL	C02	Danach oder in demselben Gang: kurz weiter ruhen lassen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
161	f81v	B1-S018	E161	oiiin	B1_SHARED_TWO_ROW_POOL	C10	Setze Maß, Portion oder Stufe: Sollstufe.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
162	f81v	B1-S018	E162	olkeedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
163	f81v	B1-S019	E163	tedy	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
164	f81v	B1-S020	E164	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
165	f81v	B1-S020	E165	shckhedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
166	f81v	B1-S021	E166	chal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	FIGURE_OWNED_BATH	Im gemeinsamen zweireihigen Becken Badwasser mit Kräuterzusatz auf Badwärme bringen. Die Badenden für die Badezeit an der bezeichneten Körperstelle waschen oder im Teilbad halten; danach durch den Seihgang zum Ablauf führen.
167	f82r	B2-S001	E167	dchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	FIGURE_OWNED_BATH	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.
168	f82r	B2-S002	E168	qolchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: weiterüberführen; Schluss.	FIGURE_OWNED_BATH	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.
169	f82r	B2-S003	E169	qokain	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	FIGURE_OWNED_BATH	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.
170	f82r	B2-S003	E170	dy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C12	Nimm diesen Posten wieder auf: dieser Posten.	FIGURE_OWNED_BATH	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.
