mark_id	stage	page	unit	source_id	surface	identity	component_recipe	concrete_default_de	owner_or_handle_de	calibration_provenance
R033	APPLY_B2	f82r	B2-S006	E186	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	oberes Beckenpaar mit Zylinder	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R034	APPLY_B2	f82r	B2-S006	E187	sheckhy	PROC110	SH+E+CKH+Y	HALTEN · EIN KURZER ARBEITSGANG · DURCHLASS · POSTEN	oberes Beckenpaar mit Zylinder	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R035	APPLY_B2	f82r	B2-S006	E188	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	oberes Beckenpaar mit Zylinder	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R036	APPLY_B2	f82r	B2-S007	E189	dshedy	PROC111	SH+E+DY	HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R037	APPLY_B2	f82r	B2-S008	E190	sotaiin	PROC112	OT+AIIN	DANACH · EIN KLEINER SCHOEPFBECHER	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R038	APPLY_B2	f82r	B2-S008	E191	qokar	PROC113	OK+AR	ANSETZEN · QUELLE	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R039	APPLY_B2	f82r	B2-S008	E192	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R040	APPLY_B2	f82r	B2-S009	E193	solshedy	PROC114	OL+SH+E+DY	WEITER · HALTEN · EIN KURZER ARBEITSGANG · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R041	APPLY_B2	f82r	B2-S010	E194	qokeey	PROC092	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R042	APPLY_B2	f82r	B2-S010	E195	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R043	APPLY_B2	f82r	B2-S010	E196	ls	PROC115	OL	WEITER	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R044	APPLY_B2	f82r	B2-S010	E197	cheey	PROC031	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R045	APPLY_B2	f82r	B2-S011	E198	okain	PROC080	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	mittlere rechte unklare Station	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R046	APPLY_B2	f82r	B2-S011	E199	char	PROC003	AR	QUELLE	mittlere rechte unklare Station	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R047	APPLY_B2	f82r	B2-S011	E200	okain	PROC080	OK+AIN	ANSETZEN · EIN ABGEGRENZTER TEIL	mittlere rechte unklare Station	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R048	APPLY_B2	f82r	B2-S011	E201	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	mittlere rechte unklare Station	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R049	APPLY_B2	f82r	B2-S012	E202	lchy	PROC116	L+CH+Y	LEITEN · ENTNEHMEN · POSTEN	mittlere rechte unklare Station	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R050	APPLY_B2	f82r	B2-S012	E203	cheey	PROC031	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R051	APPLY_B2	f82r	B2-S012	E204	qcthey	PROC117	CTH+E+Y	BEREITEN · EIN KURZER ARBEITSGANG · POSTEN	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R052	APPLY_B2	f82r	B2-S012	E205	qokeey	PROC092	OK+EE+Y	ANSETZEN · DREI KURZE ARBEITSGAENGE · POSTEN	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R053	APPLY_B2	f82r	B2-S012	E206	lcheey	PROC118	L+EE+Y	LEITEN · DREI KURZE ARBEITSGAENGE · POSTEN	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R054	APPLY_B2	f82r	B2-S012	E207	daiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R055	APPLY_B2	f82r	B2-S012	E208	chey	PROC019	Y	POSTEN	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R056	APPLY_B2	f82r	B2-S012	E209	qokeeedy	PROC119	OK+EEE+DY	ANSETZEN · BIS DER GANZE POSTEN ERFASST IST · SCHLUSS	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R057	APPLY_B2	f82r	B2-S013	E210	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R058	APPLY_B2	f82r	B2-S014	E211	lar	PROC121	L+AR	LEITEN · QUELLE	unteres grünes Mehrfigurenbecken	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R059	APPLY_B2	f82r	B2-S015	E212	tshey	PROC122	SH+E+Y	HALTEN · EIN KURZER ARBEITSGANG · POSTEN	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R060	APPLY_B2	f82r	B2-S015	E213	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R061	APPLY_B2	f82r	B2-S016	E214	cheal	PROC055	AL	ZIELSTELLE	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R062	APPLY_B2	f82r	B2-S016	E215	lchedar	PROC123	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R063	APPLY_B2	f82r	B2-S016	E216	ches	PROC124	CH+E+S	ENTNEHMEN · EIN KURZER ARBEITSGANG · PROBE	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R064	APPLY_B2	f82r	B2-S016	E217	aiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R065	APPLY_B2	f82r	B2-S016	E218	oteey	PROC109	OT+EE+Y	DANACH · DREI KURZE ARBEITSGAENGE · POSTEN	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R066	APPLY_B2	f82r	B2-S016	E219	qokaiin	PROC038	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R067	APPLY_B2	f82r	B2-S016	E220	okey	PROC085	OK+E+Y	ANSETZEN · EIN KURZER ARBEITSGANG · POSTEN	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R068	APPLY_B2	f82r	B2-S016	E221	pchedy	PROC125	P+CHD+DY	EINBRINGEN · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R069	APPLY_B2	f82r	B2-S017	E222	rsheal	PROC126	R+SH+E+AL	KUEHLEN · HALTEN · EIN KURZER ARBEITSGANG · ZIELSTELLE	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R070	APPLY_B2	f82r	B2-S017	E223	daldy	PROC127	AL+DY	ZIELSTELLE · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R071	APPLY_B2	f82r	B2-S018	E224	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R072	APPLY_B2	f82r	B2-S019	E225	rshedy	PROC128	R+SHED+DY	KUEHLEN · STEHENLASSEN · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R073	APPLY_B2	f82r	B2-S020	E226	qoteedy	PROC129	OT+EE+DY	DANACH · DREI KURZE ARBEITSGAENGE · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R074	APPLY_B2	f82r	B2-S021	E227	qokeedy	PROC100	OK+EE+DY	ANSETZEN · DREI KURZE ARBEITSGAENGE · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R075	APPLY_B2	f82r	B2-S022	E228	lochedy	PROC130	L+O+CHD+DY	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens	VISIBLE_CARD_PLUS_WORKSHOP_CONVENTION
R076	CONDITION_C4@f69v.12	f69v	f69v.12	A3:G118	otody	A3:G118	OT+O+DY	DEN FOLGENDEN LOKALEN BEDINGUNGSEINTRAG WAEHLEN UND SCHLIESSEN	C4@f69v.12; linker sichtbarer f69-Bedingungsplatz	VISIBLE_RELATIVE_COMPONENTS_PLUS_INTERNAL_HANDLE
