model	edition	paragraph	at	word	gloss
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G004	cpho	⟦cpho⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G005	oltshey	⟦oltshey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G006	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G007	qopchy	⟦qopchy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G001	okeey	⟦okeey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G002	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G003	sheekol	⟦sheekol⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G004	shom	⟦shom⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G005	shol	feucht
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G006	cthy	Kraut
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G007	dcham	⟦dcham⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G008	do	⟦do⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G001	ydaiin	⟦ydaiin⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G002	cphom	⟦cphom⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G003	chol	getrocknet
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G004	dockhy	⟦dockhy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G005	cthol	⟦cthol⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G006	dam	⟦dam⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G007	oty	⟦oty⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G001	qokol	⟦qokol⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G002	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G003	qockhor	⟦qockhor⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G004	okchor	⟦okchor⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G005	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G006	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G007	d	⟦d⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G001	ysheey	⟦ysheey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G002	ckhol	⟦ckhol⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G003	chckhey	⟦chckhey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G004	daiin	Masse C·Uₚ
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G005	ctheody	⟦ctheody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G006	ydy	⟦ydy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G001	ochoiky	⟦ochoiky⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G002	dshey	⟦dshey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G003	chol	getrocknet
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G004	ykcheody	⟦ykcheody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G005	chol	getrocknet
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G006	dam	⟦dam⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G001	todaiin	⟦todaiin⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G002	shodaiin	Dosis Q des feuchten Materials
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G003	qotea	⟦qotea⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G004	dchy	⟦dchy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G005	qotod	⟦qotod⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.7|G006	odaiin	zusätzliche Dosis Q
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G001	sheey	benetze
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G002	kshody	⟦kshody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G003	tsheody	⟦tsheody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G004	sheody	⟦sheody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G005	sheetchy	⟦sheetchy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.8|G006	opod	⟦opod⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G001	oc	⟦oc⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G002	theody	⟦theody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G003	shody	benetztes Material
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G004	qodal	abgemessene Materialportion
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G005	cthody	⟦cthody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G006	sheor	⟦sheor⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.9|G007	shodaiin	Dosis Q des feuchten Materials
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.10|G001	ychocthy	vermische
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.10|G002	qodal	abgemessene Materialportion
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.10|G003	shodaiin	Dosis Q des feuchten Materials
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.11|G001	otsho	⟦otsho⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.11|G002	or	Anteil
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.11|G003	chear	⟦chear⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.11|G004	sheos	⟦sheos⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.11|G005	chkodal	⟦chkodal⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.12|G001	ycheey	⟦ycheey⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.12|G002	kchy	⟦kchy⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.12|G003	oky	warm
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.12|G004	kody	⟦kody⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.12|G005	odam	⟦odam⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.13|G001	ycthodaiin	⟦ycthodaiin⟧
A	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.13|G002	otoldy	⟦otoldy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G001	kodshol	⟦kodshol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G002	otolsheeos	⟦otolsheeos⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G003	octhodaly	⟦octhodaly⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G004	opalepam	⟦opalepam⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G005	oepchksheey	⟦oepchksheey⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G006	qotodain	⟦qotodain⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G007	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.1|G008	oar	⟦oar⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G001	ycham	⟦ycham⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G002	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G003	chol	getrocknet
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G004	chotom	⟦chotom⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G005	cthodar	⟦cthodar⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G006	sheo	⟦sheo⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G007	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G008	oteodal	⟦oteodal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G009	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G010	ofchoshy	⟦ofchoshy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.2|G011	cthoshol	⟦cthoshol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G001	dsho	⟦dsho⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G002	dal	⟦dal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G003	dalody	⟦dalody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G004	ytchchy	⟦ytchchy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G005	dam	⟦dam⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G006	chody	⟦chody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G007	dal	⟦dal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G008	ol	auch
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G009	schodchy	⟦schodchy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.3|G010	qotchd	⟦qotchd⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G001	sol	⟦sol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G002	shotol	⟦shotol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G003	qokchodal	⟦qokchodal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G004	shody	benetztes Material
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G005	chotol	⟦chotol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G006	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G007	otol	⟦otol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.4|G008	ytchdg	⟦ytchdg⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G001	ol	auch
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G002	chody	⟦chody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G003	cfhol	⟦cfhol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G004	dol	⟦dol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G005	qokol	⟦qokol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G006	otodar	⟦otodar⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.5|G007	chodain	⟦chodain⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G001	tar	⟦tar⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G002	otor	⟦otor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G003	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G004	cho	⟦cho⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G005	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G006	chol	getrocknet
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.6|G007	sheoees	⟦sheoees⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.7|G001	shor	Früchte
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.7|G002	shol	feucht
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.7|G003	ody	⟦ody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.7|G004	cheodaiin	⟦cheodaiin⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.7|G005	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.8|G001	lor	⟦lor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.8|G002	sheeody	⟦sheeody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.8|G003	chodaiin	⟦chodaiin⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.8|G004	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.8|G005	odar	⟦odar⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.9|G001	shodam	⟦shodam⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.9|G002	okcheody	⟦okcheody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.9|G003	cthoctho'l	⟦cthoctho'l⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.10|G001	ychos	⟦ychos⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.10|G002	chey	⟦chey⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.10|G003	keol	⟦keol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.10|G004	cheol	⟦cheol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.10|G005	ckhody	⟦ckhody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G001	okeol	⟦okeol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G002	oteol	⟦oteol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G003	s	und
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G004	odam	⟦odam⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G005	sheo	⟦sheo⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G006	al	⟦al⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.11|G007	sal	⟦sal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.12|G001	qokor	⟦qokor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.12|G002	shey	feucht
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.12|G003	okcheor	⟦okcheor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.12|G004	sheodom	⟦sheodom⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.13|G001	shodaiin	Dosis Q des feuchten Materials
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.13|G002	qotchy	zugeben
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.13|G003	kchol	⟦kchol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.13|G004	r	⟦r⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.14|G001	ychey	⟦ychey⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.14|G002	ckhos	⟦ckhos⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.14|G003	okcheod	⟦okcheod⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.14|G004	chr	⟦chr⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.15|G001	ochol	⟦ochol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.15|G002	shodal	⟦shodal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.15|G003	dol	⟦dol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.15|G004	cheodam	⟦cheodam⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.16|G001	choshy	⟦choshy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.16|G002	qokor	⟦qokor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.16|G003	chckhs	⟦chckhs⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.17|G001	tcheo	⟦tcheo⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.17|G002	l	⟦l⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.17|G003	cholchecthody	⟦cholchecthody⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.18|G001	olkees	⟦olkees⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.18|G002	shodaiin	Dosis Q des feuchten Materials
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.18|G003	shody	benetztes Material
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.19|G001	tchor	⟦tchor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.19|G002	shol	feucht
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.19|G003	r	⟦r⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.19|G004	sheoky	⟦sheoky⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.20|G001	ychockhy	⟦ychockhy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.20|G002	cthol	⟦cthol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.20|G003	osos	⟦osos⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.21|G001	dol	⟦dol⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.21|G002	shol	feucht
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.21|G003	daiin	Masse C·Uₚ
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.21|G004	shcthy	⟦shcthy⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.22|G001	kchor	⟦kchor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.22|G002	cthy	Kraut
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.22|G003	chakal	⟦chakal⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.22|G004	daiin	Masse C·Uₚ
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.23|G001	oain	⟦oain⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.23|G002	okor	⟦okor⟧
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.23|G003	shody	benetztes Material
A	ZL3b	f93r|f93r.1-f93r.32	ZL3b|f93r.23|G004	teols	⟦teols⟧
