event_id	page	record	statement_id	card_no	surface	component_parse	section	corrected_owner_object_class	invariant_atomic_value_de	owner_filled_reading_de	portable_function_class	portable_reading_complete
E027	f10r	H2	H2-S002	PROC013	chol	OL	HERBAL	PLANT_MATERIAL	fortsetzen	denselben Pflanzenansatz fortführen	PORTABLE_ORDER	YES
E029	f10r	H2	H2-S002	PROC013	chol	OL	HERBAL	PLANT_MATERIAL	fortsetzen	denselben Pflanzenansatz fortführen	PORTABLE_ORDER	YES
E106	f81v	B1	B1-S002	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E110	f81v	B1	B1-S002	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E114	f81v	B1	B1-S002	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E121	f81v	B1	B1-S003	PROC013	qol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E124	f81v	B1	B1-S004	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E133	f81v	B1	B1-S008	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E135	f81v	B1	B1-S008	PROC013	ol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E148	f81v	B1	B1-S014	PROC013	qol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E154	f81v	B1	B1-S016	PROC013	qol	OL	BIOLOGICAL	BASIN_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E295	f83r	B3	B3-S029	PROC013	sol	OL	BIOLOGICAL	FIGURE_APPLICATION	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E324	f83r	B4	B4-S003	PROC013	tol	OL	BIOLOGICAL	FIGURE_APPLICATION	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E343	f83r	B4	B4-S011	PROC013	sol	OL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E366	f83r	B5	B5-S003	PROC013	cheol	OL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E370	f83r	B5	B5-S003	PROC013	sol	OL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E376	f83r	B6	B6-S001	PROC013	ol	OL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E378	f83r	B6	B6-S001	PROC013	ol	OL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	fortsetzen	dieselbe Zelle oder Stationsflüssigkeit fortführen	PORTABLE_ORDER	YES
E020	f10r	H2	H2-S001	PROC019	dy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E021	f10r	H2	H2-S001	PROC019	chy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E023	f10r	H2	H2-S001	PROC019	shy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E035	f10r	H2	H2-S003	PROC019	chy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E037	f10r	H2	H2-S003	PROC019	dy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E048	f11r	H3	H3-S003	PROC019	chy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E050	f11r	H3	H3-S003	PROC019	dy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E055	f11r	H3	H3-S004	PROC019	dy	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E072	f55v	H4	H4-S004	PROC019	y	Y	HERBAL	PLANT_MATERIAL	dieser Posten	dieser Pflanzenteil oder Ansatz	PORTABLE_REFERENT	YES
E132	f81v	B1	B1-S008	PROC019	chey	Y	BIOLOGICAL	BASIN_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E170	f82r	B2	B2-S003	PROC019	dy	Y	BIOLOGICAL	BASIN_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E208	f82r	B2	B2-S012	PROC019	chey	Y	BIOLOGICAL	UNCLEAR_WORK_PORTION	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E232	f83r	B3	B3-S003	PROC019	chey	Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E234	f83r	B3	B3-S003	PROC019	chey	Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E273	f83r	B3	B3-S021	PROC019	sy	Y	BIOLOGICAL	SEPARATE_PORTION	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E277	f83r	B3	B3-S021	PROC019	chey	Y	BIOLOGICAL	SEPARATE_PORTION	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E349	f83r	B4	B4-S014	PROC019	chey	Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E380	f83r	B6	B6-S001	PROC019	chey	Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	dieser Posten	diese Flüssigkeit, Portion oder Anwendung	PORTABLE_REFERENT	YES
E062	f55v	H4	H4-S002	PROC042	chedy	CHD+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten umsetzen	Pflanzenstoff oder Ansatz umarbeiten	PORTABLE_ACTION_FRAME	YES
E123	f81v	B1	B1-S004	PROC042	chedy	CHD+Y	BIOLOGICAL	BASIN_LIQUID	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E145	f81v	B1	B1-S014	PROC042	chedy	CHD+Y	BIOLOGICAL	BASIN_LIQUID	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	BIOLOGICAL	VESSEL_PREPARATION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	BIOLOGICAL	VESSEL_PREPARATION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	BIOLOGICAL	SEPARATE_PORTION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	den aktuellen Posten umsetzen	Flüssigkeit umschöpfen oder lokal umsetzen	PORTABLE_ACTION_FRAME	YES
E008	f10r	H1	H1-S001	PROC008	oky	OK+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten in Einsatz bringen	Pflanzenstoff in den Ansatz geben	PORTABLE_ACTION_FRAME	YES
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten in Einsatz bringen	Pflanzenstoff in den Ansatz geben	PORTABLE_ACTION_FRAME	YES
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten in Einsatz bringen	Pflanzenstoff in den Ansatz geben	PORTABLE_ACTION_FRAME	YES
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	BIOLOGICAL	BASIN_LIQUID	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	BIOLOGICAL	BASIN_LIQUID	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	BIOLOGICAL	HAND_DEVICE_LIQUID	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	BIOLOGICAL	VESSEL_PREPARATION	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	BIOLOGICAL	VESSEL_PREPARATION	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten in Einsatz bringen	lokales Medium in Einsatz bringen	PORTABLE_ACTION_FRAME	YES
E082	f56r	H5	H5-S001	PROC055	dal	AL	HERBAL	PLANT_MATERIAL	bezeichnete Stelle	bezeichnete Pflanzen-/Anwendungsstelle	PORTABLE_TARGET	YES
E109	f81v	B1	B1-S002	PROC055	al	AL	BIOLOGICAL	BASIN_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E156	f81v	B1	B1-S017	PROC055	sal	AL	BIOLOGICAL	BASIN_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E166	f81v	B1	B1-S021	PROC055	chal	AL	BIOLOGICAL	BASIN_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E214	f82r	B2	B2-S016	PROC055	cheal	AL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E268	f83r	B3	B3-S020	PROC055	dal	AL	BIOLOGICAL	SEPARATE_PORTION	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E272	f83r	B3	B3-S021	PROC055	dal	AL	BIOLOGICAL	SEPARATE_PORTION	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E278	f83r	B3	B3-S021	PROC055	tal	AL	BIOLOGICAL	SEPARATE_PORTION	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E359	f83r	B4	B4-S016	PROC055	dal	AL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E365	f83r	B5	B5-S003	PROC055	dal	AL	BIOLOGICAL	TECHNICAL_STATION_LIQUID	bezeichnete Stelle	bezeichnete Becken- oder Stationsstelle	PORTABLE_TARGET	YES
E056	f55v	H4	H4-S001	PROC038	qokaiin	OK+AIIN	HERBAL	PLANT_MATERIAL	nach vorgeschriebenem Maß in Einsatz bringen	Pflanzenansatz bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E102	f81v	B1	B1-S002	PROC038	okaiin	OK+AIIN	BIOLOGICAL	BASIN_LIQUID	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	BASIN_LIQUID	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	BASIN_LIQUID	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	TECHNICAL_STATION_LIQUID	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	TECHNICAL_STATION_LIQUID	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	VESSEL_PREPARATION	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	VESSEL_PREPARATION	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	BIOLOGICAL	SEPARATE_PORTION	nach vorgeschriebenem Maß in Einsatz bringen	Becken, Gefäß oder Anwendung bis zum Sollmaß beschicken	PORTABLE_MEASURED_ACTION	YES
E014	f10r	H1	H1-S002	PROC014	cthy	CTH+Y	HERBAL	PLANT_MATERIAL	bereit · dieser Posten	dieser Pflanzenansatz ist bereit	PORTABLE_STATE	YES
E016	f10r	H2	H2-S001	PROC014	cthy	CTH+Y	HERBAL	PLANT_MATERIAL	bereit · dieser Posten	dieser Pflanzenansatz ist bereit	PORTABLE_STATE	YES
E054	f11r	H3	H3-S004	PROC014	cthy	CTH+Y	HERBAL	PLANT_MATERIAL	bereit · dieser Posten	dieser Pflanzenansatz ist bereit	PORTABLE_STATE	YES
E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BIOLOGICAL	SEPARATE_PORTION	bereit · dieser Posten	diese Flüssigkeit oder Anwendung ist bereit	PORTABLE_STATE	YES
E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BIOLOGICAL	SEPARATE_PORTION	bereit · dieser Posten	diese Flüssigkeit oder Anwendung ist bereit	PORTABLE_STATE	YES
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	BIOLOGICAL	SEPARATE_PORTION	bereit · dieser Posten	diese Flüssigkeit oder Anwendung ist bereit	PORTABLE_STATE	YES
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	BIOLOGICAL	FIGURE_APPLICATION	bereit · dieser Posten	diese Flüssigkeit oder Anwendung ist bereit	PORTABLE_STATE	YES
E017	f10r	H2	H2-S001	PROC016	chor	OR	HERBAL	PLANT_MATERIAL	Ansatz	Pflanzenansatz oder Zubereitung	PORTABLE_PREPARATION	YES
E025	f10r	H2	H2-S002	PROC016	chor	OR	HERBAL	PLANT_MATERIAL	Ansatz	Pflanzenansatz oder Zubereitung	PORTABLE_PREPARATION	YES
E033	f10r	H2	H2-S003	PROC016	shor	OR	HERBAL	PLANT_MATERIAL	Ansatz	Pflanzenansatz oder Zubereitung	PORTABLE_PREPARATION	YES
E034	f10r	H2	H2-S003	PROC016	chor	OR	HERBAL	PLANT_MATERIAL	Ansatz	Pflanzenansatz oder Zubereitung	PORTABLE_PREPARATION	YES
E071	f55v	H4	H4-S004	PROC016	or	OR	HERBAL	PLANT_MATERIAL	Ansatz	Pflanzenansatz oder Zubereitung	PORTABLE_PREPARATION	YES
E254	f83r	B3	B3-S012	PROC016	sor	OR	BIOLOGICAL	VESSEL_PREPARATION	Ansatz	lokaler Arbeitsansatz	PORTABLE_PREPARATION	YES
E348	f83r	B4	B4-S014	PROC016	or	OR	BIOLOGICAL	TECHNICAL_STATION_LIQUID	Ansatz	lokaler Arbeitsansatz	PORTABLE_PREPARATION	YES
E069	f55v	H4	H4-S004	PROC048	okal	OK+AL	HERBAL	PLANT_MATERIAL	den laufenden Posten an bezeichnete Stelle ansetzen	Pflanzenstoff an der Stelle anlegen	PORTABLE_TARGET_ACTION	YES
E104	f81v	B1	B1-S002	PROC048	okal	OK+AL	BIOLOGICAL	BASIN_LIQUID	den laufenden Posten an bezeichnete Stelle ansetzen	Flüssigkeit oder Anwendung an der Station ansetzen	PORTABLE_TARGET_ACTION	YES
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	BIOLOGICAL	BASIN_LIQUID	den laufenden Posten an bezeichnete Stelle ansetzen	Flüssigkeit oder Anwendung an der Station ansetzen	PORTABLE_TARGET_ACTION	YES
E172	f82r	B2	B2-S004	PROC048	qokal	OK+AL	BIOLOGICAL	BASIN_LIQUID	den laufenden Posten an bezeichnete Stelle ansetzen	Flüssigkeit oder Anwendung an der Station ansetzen	PORTABLE_TARGET_ACTION	YES
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	BIOLOGICAL	BASIN_LIQUID	den laufenden Posten an bezeichnete Stelle ansetzen	Flüssigkeit oder Anwendung an der Station ansetzen	PORTABLE_TARGET_ACTION	YES
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	BIOLOGICAL	VESSEL_PREPARATION	den laufenden Posten an bezeichnete Stelle ansetzen	Flüssigkeit oder Anwendung an der Station ansetzen	PORTABLE_TARGET_ACTION	YES
E003	f10r	H1	H1-S001	PROC003	char	AR	HERBAL	PLANT_MATERIAL	von dort	aus dem vorigen Pflanzenbezug	PORTABLE_SOURCE	YES
E031	f10r	H2	H2-S002	PROC003	dar	AR	HERBAL	PLANT_MATERIAL	von dort	aus dem vorigen Pflanzenbezug	PORTABLE_SOURCE	YES
E105	f81v	B1	B1-S002	PROC003	sar	AR	BIOLOGICAL	BASIN_LIQUID	von dort	aus der vorigen Station oder Quelle	PORTABLE_SOURCE	YES
E199	f82r	B2	B2-S011	PROC003	char	AR	BIOLOGICAL	UNCLEAR_WORK_PORTION	von dort	aus der vorigen Station oder Quelle	PORTABLE_SOURCE	YES
E238	f83r	B3	B3-S004	PROC003	dar	AR	BIOLOGICAL	TECHNICAL_STATION_LIQUID	von dort	aus der vorigen Station oder Quelle	PORTABLE_SOURCE	YES
E044	f11r	H3	H3-S001	PROC031	shey	SH+EE+Y	HERBAL	PLANT_MATERIAL	diesen Posten länger halten	Pflanzenstoff länger ziehen lassen	PORTABLE_HOLD	YES
E197	f82r	B2	B2-S010	PROC031	cheey	SH+EE+Y	BIOLOGICAL	HAND_DEVICE_LIQUID	diesen Posten länger halten	Flüssigkeit oder Anwendung länger einwirken lassen	PORTABLE_HOLD	YES
E203	f82r	B2	B2-S012	PROC031	cheey	SH+EE+Y	BIOLOGICAL	UNCLEAR_WORK_PORTION	diesen Posten länger halten	Flüssigkeit oder Anwendung länger einwirken lassen	PORTABLE_HOLD	YES
E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	BIOLOGICAL	TECHNICAL_STATION_LIQUID	diesen Posten länger halten	Flüssigkeit oder Anwendung länger einwirken lassen	PORTABLE_HOLD	YES
E004	f10r	H1	H1-S001	PROC004	chty	T+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten eintragen	Pflanzenstoff eintragen	PORTABLE_ENTRY	YES
E311	f83r	B3	B3-S034	PROC004	chety	T+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten eintragen	Flüssigkeit oder Portion eintragen	PORTABLE_ENTRY	YES
E028	f10r	H2	H2-S002	PROC022	cholor	OL+OR	HERBAL	PLANT_MATERIAL	fortsetzen · Ansatz	denselben Pflanzenansatz fortsetzen	PORTABLE_PREPARATION_ORDER	YES
E113	f81v	B1	B1-S002	PROC022	olor	OL+OR	BIOLOGICAL	BASIN_LIQUID	fortsetzen · Ansatz	denselben Arbeitsansatz fortsetzen	PORTABLE_PREPARATION_ORDER	YES
E066	f55v	H4	H4-S003	PROC046	cheeky	CHK+EE+Y	HERBAL	PLANT_MATERIAL	den aktuellen Posten länger wärmen	Pflanzenansatz länger wärmen	PORTABLE_THERMAL	YES
E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	BIOLOGICAL	FIGURE_APPLICATION	den aktuellen Posten länger wärmen	Flüssigkeit oder Anwendung länger wärmen	PORTABLE_THERMAL	YES
E067	f55v	H4	H4-S003	PROC047	oldy	OL+DY	HERBAL	PLANT_MATERIAL	fortsetzen; Schritt schließen	Pflanzenarbeit fortsetzen und schließen	PORTABLE_CLOSE	YES
