record	locus	at	word	gloss	status	row_status
f32v	f32v.8	f32v.8:3	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:4	ctho	Pflanzenpulver	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:5	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:6	qotaiin	abgeteilte Portion	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:7	otchy	entnimm	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:8	d	OPEN	OPEN	recorded
f32v	f32v.8	f32v.8:9	shan	Feinanteil	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:1	qotchy	siebe	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:2	cfhy	Filter	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:3	skey	halte zurück	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:4	chocthy	Pflanzenmark	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:5	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:6	cthaiin	Pflanzenportion	HYPOTHESIS	recorded
f32v	f32v.9	f32v.9:7	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:1	sho	Flüssigkeit	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:2	keol	Öl	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:3	chor	Blüten	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:4	chol	trocken	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:5	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:6	cpho	zerstoße	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:7	l	OPEN	OPEN	recorded
f32v	f32v.10	f32v.10:8	cthol	trockenes Pflanzengut	HYPOTHESIS	recorded
f32v	f32v.10	f32v.10:9	da	OPEN	OPEN	recorded
f32v	f32v.10	f32v.10:10	ar	Anteil	HYPOTHESIS	recorded
f32v	f32v.11	f32v.11:1	ol	mit	HYPOTHESIS	recorded
f32v	f32v.11	f32v.11:2	sho	Flüssigkeit	HYPOTHESIS	recorded
f32v	f32v.11	f32v.11:3	chy	verarbeite	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:1	kooiin	Wurzelgut	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:2	shor	Samen	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:3	chetchy	zerkleinere	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:4	ol	mit	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:5	ls	OPEN	OPEN	recorded
f29v	f29v.1	f29v.1:6	shytchy	benetze	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:7	cthy	Pflanzengut	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:8	shy	feucht	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:9	cho	Inneres	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:10	shy	feucht	HYPOTHESIS	recorded
f29v	f29v.1	f29v.1:11	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:1	qotcheaiin	abgetrenntes Feinpulver	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:2	s	je	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:3	chol	trocken	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:4	chol	trocken	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:5	cthy	Pflanzengut	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:6	chey	prüfe	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:7	cthold	Pflanzenrückstand	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:8	ytchor	zerkleinerte Blüten	HYPOTHESIS	recorded
f29v	f29v.2	f29v.2:9	dary	Teilmenge	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:1	chol	trocken	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:2	chol	trocken	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:3	kor	Mörser	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:4	shey	fülle ein	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:5	odaiin	Zusatzmenge	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:6	qotchy	siebe	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:7	taiin	Auffanggefäß	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:8	s	je	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:9	she	lasse stehen	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:10	otey	bis	HYPOTHESIS	recorded
f29v	f29v.3	f29v.3:11	sy	abgesetzt	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:1	ysho	Flüssigkeitszugabe	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:2	otshy	kühl	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:3	okaiin	Ansatz	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:4	cthy	Pflanzengut	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:5	oltchy	abgekühlt	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:6	s	je	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:7	shot	erwärme	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:8	sho	Flüssigkeit	HYPOTHESIS	recorded
f29v	f29v.4	f29v.4:9	okaiin	Ansatz	HYPOTHESIS	recorded
