identity	house_surface	component_recipe	short_value_de	marks	orders	order_count	sections	apprentice_action	semantic_revision	old_short_value_de	second_lesson	third_lesson	fourth_lesson
A3:G046	iokeeor	NONE	BEDINGUNGSTEIL 6 VON C5@f69v.2 KOPIEREN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 6 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G047	cheey	WHOLE[cheey|shey]	BEDINGUNGSTEIL 7 VON C5@f69v.2 KOPIEREN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 7 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G048	choly	OL+Y	WEITER · DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	WEITER · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G049	ykeeal	Y+K+EE+AL	DIESER_EINTRAG · LAENGER · AN · BEDINGUNGSTEIL 9 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · LAENGER · AN · BEDINGUNGSTEIL 9 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G050	cheo	CHEO	BEDINGUNGSTEIL 10 VON C5@f69v.2 KOPIEREN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 10 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G051	oaram	O+AR+AM_ADDR	VON · BEDINGUNGSTEIL 11 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	VON · BEDINGUNGSTEIL 11 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G052	ockhy	O+CKH+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 12 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 12 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G053	sheey	SH+EE+Y	LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 13 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 13 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G054	aiin	AIIN	SOLLMASS	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	SOLLMASS	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G055	y	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G056	daiial	NONE	BEDINGUNGSTEIL 16 VON C5@f69v.2 KOPIEREN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 16 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G057	cheody	CHEO+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G058	cheal	AL	AN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	AN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G059	yetey	Y+E+T+E+Y	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · KURZ · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G060	chear	CH+E+AR	KURZ · VON · BEDINGUNGSTEIL 20 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	KURZ · VON · BEDINGUNGSTEIL 20 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G061	y	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G062	dy	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G063	ykey	Y+K+E+Y	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 23 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 23 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G064	ch	CH	BEDINGUNGSTEIL 24 VON C5@f69v.2 KOPIEREN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 24 VON C5@f69v.2 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G065	y	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G066	dy	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G067	chol	OL	WEITER	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G068	ykar	Y+K+AR	DIESER_EINTRAG · VON · BEDINGUNGSTEIL 28 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · VON · BEDINGUNGSTEIL 28 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G069	ol	OL	WEITER	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G070	y	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G071	ykeeody	Y+K+EE+O+Y	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 31 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · LAENGER · DIESER_EINTRAG · BEDINGUNGSTEIL 31 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G072	chey	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G073	dal	AL	AN	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	AN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G074	ody	O+DY	LOKAL_SCHLIESSEN · BEDINGUNGSTEIL 34 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	LOKAL_SCHLIESSEN · BEDINGUNGSTEIL 34 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G075	airchy	AIR+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 35 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 35 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G076	choky	OK+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 36 VON C5@f69v.2	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 36 VON C5@f69v.2	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G077	ychey	Y+Y	DIESER_EINTRAG · DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G078	chey	Y	DIESER_EINTRAG	1	WH01	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G079	doair	D_ADDR+O+AIR	BEDINGUNGSTEIL 1 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 1 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G080	otaldal	OT+AL+AL	FOLGEND · AN · AN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · AN · AN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G081	dair	D_ADDR+AIR	BEDINGUNGSTEIL 3 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 3 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G082	chdy	CHD+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 4 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 4 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G083	otoar	OT+O+AR	FOLGEND · VON · BEDINGUNGSTEIL 5 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · VON · BEDINGUNGSTEIL 5 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G084	ar	AR	VON	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	VON	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G085	chy	Y	DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G086	qoteor	OT+E+OR	FOLGEND · KURZ · BEDINGUNGSTEIL 8 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · KURZ · BEDINGUNGSTEIL 8 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G087	cho	HO	BEDINGUNGSTEIL 9 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 9 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G088	qotair	OT+AIR	FOLGEND · BEDINGUNGSTEIL 10 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · BEDINGUNGSTEIL 10 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G089	chda	CHD+A_ADDR	BEDINGUNGSTEIL 11 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 11 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G090	oteeal	OT+EE+AL	FOLGEND · LAENGER · AN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · LAENGER · AN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G091	cheor	CHEO+R	BEDINGUNGSTEIL 13 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 13 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G092	ar	AR	VON	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	VON	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G093	air	AIR	BEDINGUNGSTEIL 15 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 15 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G094	oteody	OT+E+O+Y	FOLGEND · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 16 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · KURZ · DIESER_EINTRAG · BEDINGUNGSTEIL 16 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G095	ytyd	Y+T+Y+D_LABEL	DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · DIESER_EINTRAG · BEDINGUNGSTEIL 17 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G096	a	A_ADDR	BEDINGUNGSTEIL 18 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 18 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G097	dchy	D_ADDR+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 19 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G098	otoly	OT+OL+Y	FOLGEND · WEITER · DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · WEITER · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G099	okeodal	OK+E+O+AL	KURZ · AN · BEDINGUNGSTEIL 21 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	KURZ · AN · BEDINGUNGSTEIL 21 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G100	oteoarar	OT+E+O+AR+AR	FOLGEND · KURZ · VON · VON · BEDINGUNGSTEIL 22 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · KURZ · VON · VON · BEDINGUNGSTEIL 22 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G101	cheteeser	CH+E+T+EE+S_ADDR+E+R	KURZ · LAENGER · KURZ · BEDINGUNGSTEIL 23 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	KURZ · LAENGER · KURZ · BEDINGUNGSTEIL 23 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G102	dair	D_ADDR+AIR	BEDINGUNGSTEIL 24 VON C6@f69v.3 KOPIEREN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	BEDINGUNGSTEIL 24 VON C6@f69v.3 KOPIEREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G103	chey	Y	DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G104	okody	OK+O+Y	DIESER_EINTRAG · BEDINGUNGSTEIL 26 VON C6@f69v.3	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	DIESER_EINTRAG · BEDINGUNGSTEIL 26 VON C6@f69v.3	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G105	dal	AL	AN	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	AN	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G106	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · LAENGER · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G107	oteey	OT+EE+Y	FOLGEND · LAENGER · DIESER_EINTRAG	1	WH04	1	WHEN	COPY_LOCAL_MODEL	NO	FOLGEND · LAENGER · DIESER_EINTRAG	NO_CHANGE	NO_CHANGE	NO_CHANGE
A3:G118	otody	OT+O+DY	DEN FOLGENDEN LOKALEN BEDINGUNGSEINTRAG WAEHLEN UND SCHLIESSEN	1	WH02	1	WHEN	COPY_LOCAL_MODEL	NO	DEN FOLGENDEN LOKALEN BEDINGUNGSEINTRAG WAEHLEN UND SCHLIESSEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC001	dchey	CH+E+Y	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC002	cthoor	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	BEREITEN · ARBEITSGANG · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC003	char	AR	QUELLE	5	WH01,WH02,WH03	3	HOW,WHAT	READ_SHARED_CORE	NO	QUELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC004	chety	T+Y	BEARBEITEN · POSTEN	3	WH01,WH03	2	HOW,WHAT	READ_SHARED_CORE	NO	BEARBEITEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC005	os	OS	DAZU	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	DAZU	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC006	chair	CH+AIR	ENTNEHMEN · WASSER	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	ENTNEHMEN · WASSER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC007	otytchol	OT+Y+T+CH+OL	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC008	qoky	OK+Y	ANSETZEN · POSTEN	11	WH01,WH02,WH03,WH04,WH06	5	HOW,WHAT	READ_SHARED_CORE	NO	ANSETZEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC009	daiin	AIIN	EIN KLEINER SCHOEPFBECHER	18	WH01,WH02,WH03,WH04,WH05,WH06	6	HOW,WHAT	READ_SHARED_CORE	NO	EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC010	etyd	E+T+Y	DEN POSTEN KURZ WEITERBEARBEITEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	DEN POSTEN KURZ WEITERBEARBEITEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC011	qokchy	OK+Y	ANSETZEN · POSTEN	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	ANSETZEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC012	qotchol	OT+CH+OL	DANACH · ENTNEHMEN · WEITER	2	WH01,WH03	2	WHAT	READ_SHARED_CORE	NO	DANACH · ENTNEHMEN · WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC013	ol	OL	WEITER	18	WH01,WH03,WH04,WH05,WH06	5	HOW,WHAT	READ_SHARED_CORE	NO	WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC014	checthy	CTH+Y	BEREITEN · POSTEN	7	WH01,WH02,WH03	3	HOW,WHAT	READ_SHARED_CORE	NO	BEREITEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC016	or	OR	ANSATZ	3	WH03,WH04	2	HOW,WHAT	READ_SHARED_CORE	NO	ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC019	chey	Y	POSTEN	13	WH01,WH02,WH03,WH04,WH06	5	HOW,WHAT	READ_SHARED_CORE	NO	POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	1	WH06	1	WHAT	COPY_LOCAL_MODEL	NO	DANACH · ENTNEHMEN · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC022	olor	OL+OR	WEITER · ANSATZ	1	WH01	1	HOW	COPY_LOCAL_MODEL	NO	WEITER · ANSATZ	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC026	tshol	T+SH+OL	BEARBEITEN · HALTEN · WEITER	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	BEARBEITEN · HALTEN · WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	HALTEN · ARBEITSGANG · ZIELSTELLE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC028	cfhy	CFH+Y	AUSPRESSEN · POSTEN	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	AUSPRESSEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC030	cphy	P+Y	EINBRINGEN · POSTEN	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	EINBRINGEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC031	cheey	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	5	WH02,WH04,WH05	3	HOW,WHAT	READ_SHARED_CORE	NO	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC032	tchody	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	2	WH02,WH05	2	WHAT	READ_SHARED_CORE	NO	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC033	shoyty	SH+O+Y+T+Y	DURCHARBEITEN	1	WH02	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC034	schol	RESUME_CARD	DAVON	2	WH02,WH06	2	WHAT	READ_SHARED_CORE	NO	DAVON	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC035	kchy	K+Y	ZUGEBEN	1	WH02	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ZUGEBEN · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC036	qotchy	OT+Y	FOLGEPOSTEN	1	WH02	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	DANACH · POSTEN	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC037	okchol	OK+OL	WEITERANSETZEN	1	WH02	1	WHAT	READ_TAUGHT_WHOLE_WORD	YES	ANSETZEN · WEITER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC038	qokaiin	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	9	WH01,WH02,WH03,WH04	4	HOW,WHAT	READ_SHARED_CORE	NO	ANSETZEN · EIN KLEINER SCHOEPFBECHER	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC039	ykain	Y+K+AIN	POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL	1	WH04	1	WHAT	COPY_LOCAL_MODEL	NO	POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC040	ykan	Y+K+AN	POSTEN · ZUGEBEN · NACHGABE	1	WH04	1	WHAT	COPY_LOCAL_MODEL	NO	POSTEN · ZUGEBEN · NACHGABE	NO_CHANGE	NO_CHANGE	NO_CHANGE
PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	1	WH04	1	WHAT	COPY_LOCAL_MODEL	NO	ARBEITSGANG · SCHLUSS	NO_CHANGE	NO_CHANGE	NO_CHANGE
