event_id	page	record	statement_id	exact_card_id	surface	component_recipe	grade_tokens	effective_grade	grade_reading_de	visible_max_e_run	expected_e_run	surface_matches_grade_length	working_reading_de
E137	f81v	B1	B1-S009	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E138	f81v	B1	B1-S010	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · DIES
E143	f81v	B1	B1-S012	PROC086	lshedy	LSH+E+DY	E	E	KURZ	1	1	YES	WASCHEN · KURZ · SCHLUSS
E144	f81v	B1	B1-S013	PROC086	lshedy	LSH+E+DY	E	E	KURZ	1	1	YES	WASCHEN · KURZ · SCHLUSS
E150	f81v	B1	B1-S015	PROC090	ytey	T+E+Y	E	E	KURZ	1	1	YES	ANWENDEN · KURZ · DIES
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E157	f81v	B1	B1-S017	PROC093	teol	E+OL	E	E	KURZ	1	1	YES	KURZ · WEITER
E160	f81v	B1	B1-S018	PROC096	dsheol	SH+E+OL	E	E	KURZ	1	1	YES	HALTEN · KURZ · WEITER
E162	f81v	B1	B1-S018	PROC098	olkeedy	SOLK+EE+DY	EE	EE	LANG	2	2	YES	SAMMELSTELLE · LANG · SCHLUSS
E164	f81v	B1	B1-S020	PROC083	cheky	CHK+E+Y	E	E	KURZ	1	1	YES	WAERMEN · KURZ · DIES
E165	f81v	B1	B1-S020	PROC099	shckhedy	SH+CKH+E+DY	E	E	KURZ	1	1	YES	HALTEN · DURCHLASS · KURZ · SCHLUSS
E171	f82r	B2	B2-S003	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E176	f82r	B2	B2-S004	PROC103	lcheckhedy	L+CKH+E+DY	E	E	KURZ	1	1	YES	LEITEN · DURCHLASS · KURZ · SCHLUSS
E182	f82r	B2	B2-S005	PROC106	octheol	O+CTH+E+OL	E	E	KURZ	1	1	YES	ARBEITSGANG · BEREITEN · KURZ · WEITER
E183	f82r	B2	B2-S005	PROC107	chkeey	CHK+EE+Y	EE	EE	LANG	2	2	YES	WAERMEN · LANG · DIES
E185	f82r	B2	B2-S006	PROC109	oteey	OT+EE+Y	EE	EE	LANG	2	2	YES	DANACH · LANG · DIES
E187	f82r	B2	B2-S006	PROC110	sheckhy	SH+E+CKH+Y	E	E	KURZ	1	1	YES	HALTEN · KURZ · DURCHLASS · DIES
E189	f82r	B2	B2-S007	PROC111	dshedy	SH+E+DY	E	E	KURZ	1	1	YES	HALTEN · KURZ · SCHLUSS
E193	f82r	B2	B2-S009	PROC114	solshedy	OL+SH+E+DY	E	E	KURZ	1	1	YES	WEITER · HALTEN · KURZ · SCHLUSS
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E197	f82r	B2	B2-S010	PROC031	cheey	SH+EE+Y	EE	EE	LANG	2	2	YES	HALTEN · LANG · DIES
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E203	f82r	B2	B2-S012	PROC031	cheey	SH+EE+Y	EE	EE	LANG	2	2	YES	HALTEN · LANG · DIES
E204	f82r	B2	B2-S012	PROC117	qcthey	CTH+E+Y	E	E	KURZ	1	1	YES	BEREITEN · KURZ · DIES
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E206	f82r	B2	B2-S012	PROC118	lcheey	L+EE+Y	EE	EE	LANG	2	2	YES	LEITEN · LANG · DIES
E209	f82r	B2	B2-S012	PROC119	qokeeedy	OK+EEE+DY	EEE	EEE	VOLL	3	3	YES	ANSETZEN · VOLL · SCHLUSS
E212	f82r	B2	B2-S015	PROC122	tshey	SH+E+Y	E	E	KURZ	1	1	YES	HALTEN · KURZ · DIES
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E216	f82r	B2	B2-S016	PROC124	ches	CH+E+S	E	E	KURZ	1	1	YES	ENTNEHMEN · KURZ · TEIL
E218	f82r	B2	B2-S016	PROC109	oteey	OT+EE+Y	EE	EE	LANG	2	2	YES	DANACH · LANG · DIES
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · DIES
E222	f82r	B2	B2-S017	PROC126	rsheal	R+SH+E+AL	E	E	KURZ	1	1	YES	KUEHLEN · HALTEN · KURZ · ZIELSTELLE
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	EE	EE	LANG	2	2	YES	DANACH · LANG · SCHLUSS
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E229	f83r	B3	B3-S001	PROC098	olkeedy	SOLK+EE+DY	EE	EE	LANG	2	2	YES	SAMMELSTELLE · LANG · SCHLUSS
E231	f83r	B3	B3-S002	PROC132	chkeedy	CHK+EE+DY	EE	EE	LANG	2	2	YES	WAERMEN · LANG · SCHLUSS
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	E	E	KURZ	1	1	YES	DANACH · KURZ · SCHLUSS
E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	E	E	KURZ	1	1	YES	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES
E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	E	E	KURZ	1	1	YES	BEREITEN · KURZ · DIES
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E261	f83r	B3	B3-S014	PROC139	sheedy	SH+EE+DY	EE	EE	LANG	2	2	YES	HALTEN · LANG · SCHLUSS
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · HALTEN · KURZ · SCHLUSS
E276	f83r	B3	B3-S021	PROC143	shecthy	SH+E+CTH+Y	E	E	KURZ	1	1	YES	HALTEN · KURZ · BEREITEN · DIES
E285	f83r	B3	B3-S026	PROC146	cheedar	EE+AR	EE	EE	LANG	2	2	YES	LANG · QUELLE
E291	f83r	B3	B3-S026	PROC098	solkeedy	SOLK+EE+DY	EE	EE	LANG	2	2	YES	SAMMELSTELLE · LANG · SCHLUSS
E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	EE	EE	LANG	2	2	YES	DANACH · LANG · SCHLUSS
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E296	f83r	B3	B3-S029	PROC149	cheeety	EEE+T+Y	EEE	EEE	VOLL	3	3	YES	VOLL · ANWENDEN · DIES
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E305	f83r	B3	B3-S032	PROC152	qotedaiin	OT+E+AIIN	E	E	KURZ	1	1	YES	DANACH · KURZ · SOLLMASS
E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	E	E	KURZ	1	1	YES	DANACH · KURZ · SCHLUSS
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · DIES
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · SCHLUSS
E330	f83r	B4	B4-S006	PROC099	shckhedy	SH+CKH+E+DY	E	E	KURZ	1	1	YES	HALTEN · DURCHLASS · KURZ · SCHLUSS
E331	f83r	B4	B4-S007	PROC099	shckhedy	SH+CKH+E+DY	E	E	KURZ	1	1	YES	HALTEN · DURCHLASS · KURZ · SCHLUSS
E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	EE	EE	LANG	2	2	YES	WAERMEN · LANG · DIES
E334	f83r	B4	B4-S008	PROC157	sheey	SH+EE+Y	EE	EE	LANG	2	2	YES	HALTEN · LANG · DIES
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	E	E	KURZ	1	1	YES	ANSETZEN · KURZ · SCHLUSS
E339	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	E	E	KURZ	1	1	YES	WAERMEN · KURZ · DIES
E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	EE	EE	LANG	2	2	YES	ANSETZEN · LANG · WEITER
E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	E	E	KURZ	1	1	YES	LEITEN · ZUGEBEN · KURZ · SCHLUSS
E350	f83r	B4	B4-S014	PROC161	qockhey	O+CKH+E+Y	E	E	KURZ	1	1	YES	ARBEITSGANG · DURCHLASS · KURZ · DIES
E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	EE	EE	LANG	1	2	NO	HALTEN · LANG · DIES
E356	f83r	B4	B4-S015	PROC164	solkey	SOLK+E+Y	E	E	KURZ	1	1	YES	SAMMELSTELLE · KURZ · DIES
E373	f83r	B6	B6-S001	PROC170	solkeey	SOLK+EE+Y	EE	EE	LANG	2	2	YES	SAMMELSTELLE · LANG · DIES
E374	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	E,E	E	KURZ	1	1	YES	KURZ · ZUGEBEN · KURZ · DIES
