event_id	page	record	statement_id	exact_card_id	surface	component_recipe	visible_max_e_run	non_grade_mechanism	working_reading_de	grade_reading_added
E221	f82r	B2	B2-S016	PROC125	pchedy	P+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	FUELLEN · UMSETZEN · SCHLUSS	NONE
E225	f82r	B2	B2-S019	PROC128	rshedy	R+SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	KUEHLEN · ABSETZEN · SCHLUSS	NONE
E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	NONE
E232	f83r	B3	B3-S003	PROC019	chey	Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DIES	NONE
E234	f83r	B3	B3-S003	PROC019	chey	Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DIES	NONE
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E239	f83r	B3	B3-S005	PROC076	schedy	CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · SCHLUSS	NONE
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	WEITER · UMSETZEN · SCHLUSS	NONE
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E248	f83r	B3	B3-S010	PROC134	pchedal	P+CHD+AL	1	E_EMBEDDED_IN_CHED_CORE	FUELLEN · UMSETZEN · ZIELSTELLE	NONE
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E255	f83r	B3	B3-S012	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	ANSETZEN · UMSETZEN · SCHLUSS	NONE
E266	f83r	B3	B3-S018	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E275	f83r	B3	B3-S021	PROC142	shedal	SHED+AL	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · ZIELSTELLE	NONE
E277	f83r	B3	B3-S021	PROC019	chey	Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DIES	NONE
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	DANACH · UMSETZEN · SCHLUSS	NONE
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E283	f83r	B3	B3-S024	PROC076	tchedy	CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · SCHLUSS	NONE
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	BEREITEN · DIES	NONE
E290	f83r	B3	B3-S026	PROC148	chealror	AL+R+OR	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	ZIELSTELLE · KUEHLEN · ANSATZ	NONE
E300	f83r	B3	B3-S030	PROC150	schedair	CHD+AIR	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · WASSER	NONE
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	DANACH · UMSETZEN · SCHLUSS	NONE
E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · PORTION	NONE
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	BEREITEN · DIES	NONE
E311	f83r	B3	B3-S034	PROC004	chety	T+Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	ANWENDEN · DIES	NONE
E314	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E316	f83r	B4	B4-S002	PROC154	qolchey	OL+Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	WEITER · DIES	NONE
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E321	f83r	B4	B4-S003	PROC065	otchey	OT+Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DANACH · DIES	NONE
E325	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E336	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E347	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E349	f83r	B4	B4-S014	PROC019	chey	Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DIES	NONE
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	1	E_EMBEDDED_IN_CHED_CORE	LEITEN · UMSETZEN · SCHLUSS	NONE
E361	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · SCHLUSS	NONE
E364	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	1	E_EMBEDDED_IN_SHED_CORE	ABSETZEN · ZIELSTELLE	NONE
E366	f83r	B5	B5-S003	PROC013	cheol	OL	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	WEITER	NONE
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	1	E_EMBEDDED_IN_CHED_CORE	UMSETZEN · DIES	NONE
E380	f83r	B6	B6-S001	PROC019	chey	Y	1	E_IN_WRAPPER_OR_OTHER_WHOLE_CORE	DIES	NONE
