instrument_id	module_id	page	locus	local_image_owner	local_content_class	surface_sequence	group_count	compact_default_sequence_de	operator_class	module_role_de	selection_rule	imperative_reading_de	fluent_workshop_reading_de	orientation_status
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	ydchos ain ar amy	4	Himmelsobjekt oder Eingangsbedingung | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | aktueller Aspektwert	ASPECT	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Himmelsobjekt oder Eingangsbedingung | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | aktueller Aspektwert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung | gezaehlter Teil oder Unterabschnitt | Ausgangssektor, Ursprung oder Bezugswert | aktueller Aspektwert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	chocfhy saral	2	Himmelsobjekt oder Eingangsbedingung | Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld	CONDITION	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Himmelsobjekt oder Eingangsbedingung | Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung | Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	sain am ar	3	gezaehlter Teil oder Unterabschnitt | Aspektwert | Ausgangssektor, Ursprung oder Bezugswert	ASPECT	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: gezaehlter Teil oder Unterabschnitt | Aspektwert | Ausgangssektor, Ursprung oder Bezugswert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt | Aspektwert | Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	okal	1	am Zielplatz setzen	TRANSFER	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: am Zielplatz setzen.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	oparchy salsain	2	Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt	TRANSFER	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	sodar ofar ar	3	Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert	TRANSFER	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert | Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	ydam	1	festgelegter Aspektwert	ASPECT	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: festgelegter Aspektwert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	yteoor yto ykor	3	Bedingungs-, Tabellen- oder Wahlansatz | aktueller Platz | Bedingungs-, Tabellen- oder Wahlansatz	CONDITION	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Bedingungs-, Tabellen- oder Wahlansatz | aktueller Platz | Bedingungs-, Tabellen- oder Wahlansatz.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz | aktueller Platz | Bedingungs-, Tabellen- oder Wahlansatz.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	okeo r aiin am	4	Diagrammposten setzen oder aktivieren | Bezugswert | Sollwert oder Grad des bezeichneten Himmelsplatzes | Aspektwert	ASPECT	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Diagrammposten setzen oder aktivieren | Bezugswert | Sollwert oder Grad des bezeichneten Himmelsplatzes | Aspektwert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren | Bezugswert | Sollwert oder Grad des bezeichneten Himmelsplatzes | Aspektwert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	okain am	2	einen gezaehlten Teilwert zugeben | Aspektwert	ASPECT	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: einen gezaehlten Teilwert zugeben | Aspektwert.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben | Aspektwert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	ytody saiin	2	Platz fest eingetragen | Sollwert oder Grad des bezeichneten Himmelsplatzes	VALUE	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Platz fest eingetragen | Sollwert oder Grad des bezeichneten Himmelsplatzes.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen | Sollwert oder Grad des bezeichneten Himmelsplatzes.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	ochol olol	2	im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	PROCESS	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen | im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	opcholdy	1	im selben Ring, Band oder Satz fortsetzen	PROCESS	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: im selben Ring, Band oder Satz fortsetzen.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
