event_id	case_id	phase	statement_id	page	record	surface	card_no	semantic_component_parse	command_id	standard_command_de	silent_owner_de	case_expansion_de	meaning_invariant_across_occurrences
E052	C3	PREPARE_PRODUCT	H3-S004	f11r	H3	qotchy	PROC036	OT+Y	CMD121	DANACH · DIES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	YES
E053	C3	PREPARE_PRODUCT	H3-S004	f11r	H3	okchol	PROC037	OK+OL	CMD093	ANSETZEN · FORTSETZEN	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	YES
E054	C3	PREPARE_PRODUCT	H3-S004	f11r	H3	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	YES
E055	C3	PREPARE_PRODUCT	H3-S004	f11r	H3	dy	PROC019	Y	CMD158	DIES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	YES
E056	C4	PREPARE_PRODUCT	H4-S001	f55v	H4	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E057	C4	PREPARE_PRODUCT	H4-S001	f55v	H4	chaiin	PROC009	AIIN	CMD001	MASS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	YES
E058	C4	PREPARE_PRODUCT	H4-S001	f55v	H4	ykain	PROC039	Y+K+AIN	CMD161	DIES · ZUFUEHREN · PORTION	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	YES
E059	C4	PREPARE_PRODUCT	H4-S001	f55v	H4	ykan	PROC040	Y+K+AIN	CMD161	DIES · ZUFUEHREN · PORTION	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	YES
E060	C4	PREPARE_PRODUCT	H4-S001	f55v	H4	ody	PROC041	O+DY	CMD074	GANG; SCHLUSS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	YES
E061	C4	PREPARE_PRODUCT	H4-S002	f55v	H4	daiin	PROC009	AIIN	CMD001	MASS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	YES
E062	C4	PREPARE_PRODUCT	H4-S002	f55v	H4	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	YES
E063	C4	PREPARE_PRODUCT	H4-S002	f55v	H4	talam	PROC043	TALAM	CMD157	VERWAHREN	abgebildete breitblättrige rispige Pflanze	den laufenden Posten verwahren	YES
E064	C4	PREPARE_PRODUCT	H4-S003	f55v	H4	ykaiin	PROC044	Y+K+AIIN	CMD160	DIES · ZUFUEHREN · MASS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben	YES
E065	C4	PREPARE_PRODUCT	H4-S003	f55v	H4	cheoar	PROC045	CH+E+O+AR	CMD013	ABZIEHEN · KURZ · GANG · QUELLE	abgebildete breitblättrige rispige Pflanze	den laufenden Posten von dort im Arbeitsgang kurz entnehmen	YES
E066	C4	PREPARE_PRODUCT	H4-S003	f55v	H4	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	YES
E067	C4	PREPARE_PRODUCT	H4-S003	f55v	H4	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	YES
E068	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	aiin	PROC009	AIIN	CMD001	MASS	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	YES
E069	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	YES
E070	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	oltchy	PROC049	OL+T+Y	CMD104	FORTSETZEN · EINTRAGEN · DIES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	YES
E071	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	or	PROC016	OR	CMD106	ANSATZ	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	YES
E072	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	y	PROC019	Y	CMD158	DIES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	YES
E073	C4	PREPARE_PRODUCT	H4-S004	f55v	H4	orain	PROC050	OR+AIN	CMD107	ANSATZ · PORTION	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	YES
E074	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	chochor	PROC051	HO+CH+OR	CMD039	GABE · ABZIEHEN · ANSATZ	abgebildete mehrköpfige stachelige Pflanze	den Ansatz abziehen	YES
E075	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	cho	PROC052	HO	CMD037	GABE	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	YES
E076	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	chodaly	PROC053	HO+AL+Y	CMD038	GABE · ZIEL · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	YES
E077	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	daiin	PROC009	AIIN	CMD001	MASS	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	YES
E078	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	sho	PROC052	HO	CMD037	GABE	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	YES
E079	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	kchol	PROC054	K+OL	CMD049	ZUFUEHREN · FORTSETZEN	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	YES
E080	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	otchor	PROC020	OT+CH+OR	CMD113	DANACH · ABZIEHEN · ANSATZ	abgebildete mehrköpfige stachelige Pflanze	danach den Ansatz abziehen	YES
E081	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	YES
E082	C5	PREPARE_PRODUCT	H5-S001	f56r	H5	dal	PROC055	AL	CMD004	ZIEL	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	YES
E083	C5	PREPARE_PRODUCT	H5-S002	f56r	H5	schol	PROC034	OL	CMD097	FORTSETZEN	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	YES
E084	C5	PREPARE_PRODUCT	H5-S002	f56r	H5	choy	PROC056	HO+Y	CMD040	GABE · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	YES
E085	C5	PREPARE_PRODUCT	H5-S002	f56r	H5	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	YES
E086	C5	PREPARE_PRODUCT	H5-S002	f56r	H5	cheeckhody	PROC057	CH+EE+CKH+O+DY	CMD016	ABZIEHEN · LANG · DURCHLASS · GANG; SCHLUSS	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten durch den Durchlass im Arbeitsgang länger ablaufen lassen und den Schritt schließen	YES
E087	C5	PREPARE_PRODUCT	H5-S003	f56r	H5	sh	PROC058	SH	CMD131	HALTEN	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten halten	YES
E088	C5	PREPARE_PRODUCT	H5-S003	f56r	H5	cho	PROC052	HO	CMD037	GABE	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	YES
E089	C5	PREPARE_PRODUCT	H5-S003	f56r	H5	kchey	PROC059	K+E+Y	CMD046	ZUFUEHREN · KURZ · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	YES
E090	C5	PREPARE_PRODUCT	H5-S003	f56r	H5	qokokchy	PROC060	OK+OK+Y	CMD092	ANSETZEN · ANSETZEN · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten erneut einsetzen	YES
E091	C5	PREPARE_PRODUCT	H5-S004	f56r	H5	okchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	YES
E092	C5	PREPARE_PRODUCT	H5-S004	f56r	H5	chokcheo	PROC061	OK+CH+E+O	CMD083	ANSETZEN · ABZIEHEN · KURZ · GANG	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	YES
E093	C5	PREPARE_PRODUCT	H5-S004	f56r	H5	kchal	PROC062	K+AL	CMD043	ZUFUEHREN · ZIEL	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten an der bezeichneten Stelle zuführen	YES
E094	C5	PREPARE_PRODUCT	H5-S005	f56r	H5	sho	PROC052	HO	CMD037	GABE	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	YES
E095	C5	PREPARE_PRODUCT	H5-S005	f56r	H5	chokchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	YES
E096	C5	PREPARE_PRODUCT	H5-S005	f56r	H5	kchoar	PROC063	K+HO+AR	CMD047	ZUFUEHREN · GABE · QUELLE	abgebildete mehrköpfige stachelige Pflanze	die Gabe von dort zugeben	YES
E097	C5	PREPARE_PRODUCT	H5-S005	f56r	H5	sotodan	PROC064	OT+O+AIN	CMD119	DANACH · GANG · PORTION	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	YES
E098	C5	PREPARE_PRODUCT	H5-S006	f56r	H5	otchey	PROC065	OT+Y	CMD121	DANACH · DIES	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	YES
E099	C5	PREPARE_PRODUCT	H5-S006	f56r	H5	keol	PROC066	K+E+OL	CMD045	ZUFUEHREN · KURZ · FORTSETZEN	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	YES
E100	C5	PREPARE_PRODUCT	H5-S006	f56r	H5	daiin	PROC009	AIIN	CMD001	MASS	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	YES
E101	C1	OPERATE_OR_APPLY	B1-S001	f81v	B1	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	YES
E102	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	okaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß einsetzen	YES
E103	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	kair	PROC068	K+AIR	CMD042	ZUFUEHREN · LAUF	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Lauf einspeisen	YES
E104	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	YES
E105	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	sar	PROC003	AR	CMD008	QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	YES
E106	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	YES
E107	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	kain	PROC069	K+AIN	CMD041	ZUFUEHREN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	YES
E108	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	olkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUFUEHREN · PORTION	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter dosiert zugeben	YES
E109	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	al	PROC055	AL	CMD004	ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	YES
E110	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	YES
E111	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	rol	PROC071	R+OL	CMD128	KUEHLEN · FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	YES
E112	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	dl	PROC072	L	CMD051	FUEHREN	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	YES
E113	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	olor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	YES
E114	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	ol	PROC013	OL	CMD097	FORTSETZEN	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	YES
E115	C1	OPERATE_OR_APPLY	B1-S002	f81v	B1	sheckhal	PROC073	SH+E+CKH+AL	CMD133	HALTEN · KURZ · DURCHLASS · ZIEL	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	YES
