command_id	semantic_component_parse	slot_signature	standard_command_de	command_class	card_ids	surfaces	card_types	events	action_components	grade_scope_assignments	owner_fill_rule_de	meaning_invariant
CMD021	CHD+DY	ACTION>CLOSE	UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC076|PROC094	dchedy|schedy|tchedy|dchdy	2	5	CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD022	CHD+Y	ACTION>OBJECT_MATERIAL	UMSETZEN · DIES	ACTION_COMMAND	PROC042|PROC133	chdy|chedy|chedchy	2	12	CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD023	CHK+E+Y	ACTION>GRADE>OBJECT_MATERIAL	WAERMEN · KURZ · DIES	ACTION_COMMAND	PROC083	cheky	1	3	CHK	E->CHK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD024	CHK+EE+DY	ACTION>GRADE>CLOSE	WAERMEN · LANG; SCHLUSS	ACTION_COMMAND	PROC132	chkeedy	1	1	CHK	EE->CHK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD025	CHK+EE+Y	ACTION>GRADE>OBJECT_MATERIAL	WAERMEN · LANG · DIES	ACTION_COMMAND	PROC046|PROC107	cheeky|chkeey	2	3	CHK	EE->CHK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD026	CKH+Y	SOURCE_PATH_TARGET>OBJECT_MATERIAL	DURCHLASS · DIES	ARGUMENT_OR_OBJECT_FORMULA	PROC075	chckhy|shckhy	1	4	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD027	CTH+AIIN	STATE>QUANTITY_STAGE	BEREIT · MASS	STATE_OR_GRADE_FORMULA	PROC017	cthaiin	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD028	CTH+E+Y	STATE>GRADE>OBJECT_MATERIAL	BEREIT · KURZ · DIES	STATE_OR_GRADE_FORMULA	PROC117	qcthey|shcthey	1	2	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD029	CTH+O+OR	STATE>OBJECT_MATERIAL>OBJECT_MATERIAL	BEREIT · GANG · ANSATZ	STATE_OR_GRADE_FORMULA	PROC002	cthoor	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD030	CTH+Y	STATE>OBJECT_MATERIAL	BEREIT · DIES	STATE_OR_GRADE_FORMULA	PROC014	checthy|cthy|shcthy	1	7	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD031	DA+IIN	QUANTITY_STAGE>QUANTITY_STAGE	ZWEIT · STUFE	ARGUMENT_OR_OBJECT_FORMULA	PROC169	daiiin	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD032	E+K+E+Y	GRADE>ACTION>GRADE>OBJECT_MATERIAL	KURZ · ZUFUEHREN · KURZ · DIES	ACTION_COMMAND	PROC171	qekey	1	1	K	E->K|E->K	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD033	E+OL	GRADE>SEQUENCE	KURZ · FORTSETZEN	STATE_OR_GRADE_FORMULA	PROC093	teol	1	1	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD034	E+T+Y	GRADE>ACTION>OBJECT_MATERIAL	KURZ · EINTRAGEN · DIES	ACTION_COMMAND	PROC010	etyd	1	1	T	E->T	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD035	EE+AR	GRADE>SOURCE_PATH_TARGET	LANG · QUELLE	STATE_OR_GRADE_FORMULA	PROC146	cheedar	1	1	NONE	EE->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD036	EEE+T+Y	GRADE>ACTION>OBJECT_MATERIAL	VOLL · EINTRAGEN · DIES	ACTION_COMMAND	PROC149	cheeety	1	1	T	EEE->T	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD037	HO	OBJECT_MATERIAL	GABE	ARGUMENT_OR_OBJECT_FORMULA	PROC052	cho|sho	1	4	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD038	HO+AL+Y	OBJECT_MATERIAL>SOURCE_PATH_TARGET>OBJECT_MATERIAL	GABE · ZIEL · DIES	ARGUMENT_OR_OBJECT_FORMULA	PROC053	chodaly	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD039	HO+CH+OR	OBJECT_MATERIAL>ACTION>OBJECT_MATERIAL	GABE · ABZIEHEN · ANSATZ	ACTION_COMMAND	PROC051	chochor	1	1	CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD040	HO+Y	OBJECT_MATERIAL>OBJECT_MATERIAL	GABE · DIES	ARGUMENT_OR_OBJECT_FORMULA	PROC056	choy	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD041	K+AIN	ACTION>QUANTITY_STAGE	ZUFUEHREN · PORTION	ACTION_COMMAND	PROC069	chkain|kain	1	3	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD042	K+AIR	ACTION>SOURCE_PATH_TARGET	ZUFUEHREN · LAUF	ACTION_COMMAND	PROC068	kair	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD043	K+AL	ACTION>SOURCE_PATH_TARGET	ZUFUEHREN · ZIEL	ACTION_COMMAND	PROC062	kchal	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD044	K+AR	ACTION>SOURCE_PATH_TARGET	ZUFUEHREN · QUELLE	ACTION_COMMAND	PROC165	skar	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD045	K+E+OL	ACTION>GRADE>SEQUENCE	ZUFUEHREN · KURZ · FORTSETZEN	ACTION_COMMAND	PROC066	keol	1	1	K	E->K	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD046	K+E+Y	ACTION>GRADE>OBJECT_MATERIAL	ZUFUEHREN · KURZ · DIES	ACTION_COMMAND	PROC059	kchey	1	1	K	E->K	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD047	K+HO+AR	ACTION>OBJECT_MATERIAL>SOURCE_PATH_TARGET	ZUFUEHREN · GABE · QUELLE	ACTION_COMMAND	PROC063	kchoar	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD048	K+IIN	ACTION>QUANTITY_STAGE	ZUFUEHREN · STUFE	ACTION_COMMAND	PROC024	kaiiin	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD049	K+OL	ACTION>SEQUENCE	ZUFUEHREN · FORTSETZEN	ACTION_COMMAND	PROC054	kchol	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD050	K+Y	ACTION>OBJECT_MATERIAL	ZUFUEHREN · DIES	ACTION_COMMAND	PROC035	kchy	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD051	L	ACTION	FUEHREN	ACTION_COMMAND	PROC072	dl	1	2	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD052	L+AIIN	ACTION>QUANTITY_STAGE	FUEHREN · MASS	ACTION_COMMAND	PROC147	chldaiin	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD053	L+AL+OR	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	FUEHREN · ZIEL · ANSATZ	ACTION_COMMAND	PROC173	ldalor	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD054	L+AR	ACTION>SOURCE_PATH_TARGET	FUEHREN · QUELLE	ACTION_COMMAND	PROC121	lar	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD055	L+CH+Y	ACTION>ACTION>OBJECT_MATERIAL	FUEHREN · ABZIEHEN · DIES	ACTION_COMMAND	PROC116	lchy	1	1	L|CH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD056	L+CHD	ACTION>ACTION	FUEHREN · UMSETZEN	ACTION_COMMAND	PROC102	lched	1	1	L|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD057	L+CHD+AL	ACTION>ACTION>SOURCE_PATH_TARGET	FUEHREN · UMSETZEN · ZIEL	ACTION_COMMAND	PROC088	lchedal	1	1	L|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD058	L+CHD+AR	ACTION>ACTION>SOURCE_PATH_TARGET	FUEHREN · UMSETZEN · QUELLE	ACTION_COMMAND	PROC123	lchedar	1	1	L|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD059	L+CHD+DY	ACTION>ACTION>CLOSE	FUEHREN · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC120	lchedy	1	8	L|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD060	L+CKH+E+DY	ACTION>SOURCE_PATH_TARGET>GRADE>CLOSE	FUEHREN · DURCHLASS · KURZ; SCHLUSS	ACTION_COMMAND	PROC103	lcheckhedy	1	1	L	E->L	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD061	L+CKH+Y	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	FUEHREN · DURCHLASS · DIES	ACTION_COMMAND	PROC101	lcheckhy	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD062	L+DY	ACTION>CLOSE	FUEHREN; SCHLUSS	ACTION_COMMAND	PROC108	ldy	1	2	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD063	L+EE+Y	ACTION>GRADE>OBJECT_MATERIAL	FUEHREN · LANG · DIES	ACTION_COMMAND	PROC118	lcheey	1	1	L	EE->L	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD064	L+K+E+DY	ACTION>ACTION>GRADE>CLOSE	FUEHREN · ZUFUEHREN · KURZ; SCHLUSS	ACTION_COMMAND	PROC159	lkedy	1	1	L|K	E->K	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD065	L+O	ACTION>OBJECT_MATERIAL	FUEHREN · GANG	ACTION_COMMAND	PROC140	lo	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD066	L+O+CHD+DY	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	FUEHREN · GANG · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC130	lochedy	1	1	L|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD067	L+OL	ACTION>SEQUENCE	FUEHREN · FORTSETZEN	ACTION_COMMAND	PROC167	lol	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD068	L+Y	ACTION>OBJECT_MATERIAL	FUEHREN · DIES	ACTION_COMMAND	PROC095	ly	1	1	L	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD069	LSH+E+DY	ACTION>GRADE>CLOSE	WASCHEN · KURZ; SCHLUSS	ACTION_COMMAND	PROC086	lshedy	1	2	LSH	E->LSH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD070	LSH+O	ACTION>OBJECT_MATERIAL	WASCHEN · GANG	ACTION_COMMAND	PROC084	lsho	1	1	LSH	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD071	O+CKH+E+Y	OBJECT_MATERIAL>SOURCE_PATH_TARGET>GRADE>OBJECT_MATERIAL	GANG · DURCHLASS · KURZ · DIES	STATE_OR_GRADE_FORMULA	PROC161	qockhey	1	1	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD072	O+CTH+E+OL	OBJECT_MATERIAL>STATE>GRADE>SEQUENCE	GANG · BEREIT · KURZ · FORTSETZEN	STATE_OR_GRADE_FORMULA	PROC106	octheol	1	1	NONE	E->NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD073	O+CTH+OL+Y	OBJECT_MATERIAL>STATE>SEQUENCE>OBJECT_MATERIAL	GANG · BEREIT · FORTSETZEN · DIES	STATE_OR_GRADE_FORMULA	PROC018	qoctholy	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD074	O+DY	OBJECT_MATERIAL>CLOSE	GANG; SCHLUSS	CLOSE_FORMULA	PROC041	ody	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD075	O+IIN	OBJECT_MATERIAL>QUANTITY_STAGE	GANG · STUFE	ARGUMENT_OR_OBJECT_FORMULA	PROC097	oiiin|soiiin	1	2	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD076	O+Y+K+OR	OBJECT_MATERIAL>OBJECT_MATERIAL>ACTION>OBJECT_MATERIAL	GANG · DIES · ZUFUEHREN · ANSATZ	ACTION_COMMAND	PROC023	oykchor	1	1	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD077	OK+AIIN	ACTION>QUANTITY_STAGE	ANSETZEN · MASS	ACTION_COMMAND	PROC038	okaiin|qokaiin	1	9	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD078	OK+AIN	ACTION>QUANTITY_STAGE	ANSETZEN · PORTION	ACTION_COMMAND	PROC080	okain|qokain	1	7	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD079	OK+AIR	ACTION>SOURCE_PATH_TARGET	ANSETZEN · LAUF	ACTION_COMMAND	PROC138	okair	1	1	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD080	OK+AL	ACTION>SOURCE_PATH_TARGET	ANSETZEN · ZIEL	ACTION_COMMAND	PROC048	okal|qokal	1	6	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD081	OK+AL+Y	ACTION>SOURCE_PATH_TARGET>OBJECT_MATERIAL	ANSETZEN · ZIEL · DIES	ACTION_COMMAND	PROC104	qokaly	1	1	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD082	OK+AR	ACTION>SOURCE_PATH_TARGET	ANSETZEN · QUELLE	ACTION_COMMAND	PROC113	qokar	1	1	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD083	OK+CH+E+O	ACTION>ACTION>GRADE>OBJECT_MATERIAL	ANSETZEN · ABZIEHEN · KURZ · GANG	ACTION_COMMAND	PROC061	chokcheo	1	1	OK|CH	E->CH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD084	OK+CHD+DY	ACTION>ACTION>CLOSE	ANSETZEN · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC082|PROC091	qokchdy|okchedy|qokchedy	2	5	OK|CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD085	OK+E+DY	ACTION>GRADE>CLOSE	ANSETZEN · KURZ; SCHLUSS	ACTION_COMMAND	PROC067	qokedy	1	8	OK	E->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD086	OK+E+Y	ACTION>GRADE>OBJECT_MATERIAL	ANSETZEN · KURZ · DIES	ACTION_COMMAND	PROC085	okey|qokey	1	2	OK	E->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD087	OK+EE+AL	ACTION>GRADE>SOURCE_PATH_TARGET	ANSETZEN · LANG · ZIEL	ACTION_COMMAND	PROC074	qokeedal	1	1	OK	EE->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD088	OK+EE+DY	ACTION>GRADE>CLOSE	ANSETZEN · LANG; SCHLUSS	ACTION_COMMAND	PROC100	qokeedy	1	10	OK	EE->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD089	OK+EE+OL	ACTION>GRADE>SEQUENCE	ANSETZEN · LANG · FORTSETZEN	ACTION_COMMAND	PROC158	okeeol	1	1	OK	EE->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD090	OK+EE+Y	ACTION>GRADE>OBJECT_MATERIAL	ANSETZEN · LANG · DIES	ACTION_COMMAND	PROC092	okeey|qokeey	1	7	OK	EE->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD091	OK+EEE+DY	ACTION>GRADE>CLOSE	ANSETZEN · VOLL; SCHLUSS	ACTION_COMMAND	PROC119	qokeeedy	1	1	OK	EEE->OK	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD092	OK+OK+Y	ACTION>ACTION>OBJECT_MATERIAL	ANSETZEN · ANSETZEN · DIES	ACTION_COMMAND	PROC060	qokokchy	1	1	OK|OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD093	OK+OL	ACTION>SEQUENCE	ANSETZEN · FORTSETZEN	ACTION_COMMAND	PROC037|PROC160	okchol|qokol	2	2	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD094	OK+SH+E+DY	ACTION>ACTION>GRADE>CLOSE	ANSETZEN · HALTEN · KURZ; SCHLUSS	ACTION_COMMAND	PROC141	qokshedy	1	1	OK|SH	E->SH	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD095	OK+Y	ACTION>OBJECT_MATERIAL	ANSETZEN · DIES	ACTION_COMMAND	PROC008|PROC011	choky|oky|qoky|chokchy|okchy|qokchy	2	13	OK	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD096	OK+Y+LD+DY	ACTION>OBJECT_MATERIAL>ACTION>CLOSE	ANSETZEN · DIES · BEFESTIGEN; SCHLUSS	ACTION_COMMAND	PROC155	qokylddy	1	1	OK|LD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD097	OL	SEQUENCE	FORTSETZEN	SEQUENCE_FORMULA	PROC013|PROC034|PROC115	cheol|chol|ol|qol|sol|tol|dchol|schol|ls	3	22	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD098	OL+AL+Y	SEQUENCE>SOURCE_PATH_TARGET>OBJECT_MATERIAL	FORTSETZEN · ZIEL · DIES	SEQUENCE_FORMULA	PROC153	olsaly	1	1	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD099	OL+CHD+DY	SEQUENCE>ACTION>CLOSE	FORTSETZEN · UMSETZEN; SCHLUSS	ACTION_COMMAND	PROC079	olchedy|qolchedy	1	3	CHD	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD100	OL+DY	SEQUENCE>CLOSE	FORTSETZEN; SCHLUSS	CLOSE_FORMULA	PROC047	oldy	1	2	NONE	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
CMD101	OL+K+AIN	SEQUENCE>ACTION>QUANTITY_STAGE	FORTSETZEN · ZUFUEHREN · PORTION	ACTION_COMMAND	PROC070	olkain|qolkain	1	2	K	NONE	DIES, Ziel, Quelle oder ausgelassener Gegenstand kommen aus aktivem Bild/Fall.	YES
