source_position_id	event_id	record_unit_id	statement_id	family_id	controlled_phrase	value_selection_route	pair_id	identity_selection_route	context_cue	reconstructed_joint_tuple_id	expected_joint_tuple_id	reconstructed_surface	expected_surface	board_address	exact_value	exact_identity	exact_surface
S012	E012	H1	H1-S002	B04	BEZUG[Folgefortsetzung]	CONTRAST_COMPOSITION	P03	PAIR_PLACARD_PLUS_OWNER	Wurzel und übrige Teile der abgebildeten Pflanze	e8a6105b5c3a6220b440	e8a6105b5c3a6220b440	qotchol	qotchol	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S013	E013	H1	H1-S002	B04	BEZUG[Fortsetzung]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	dcda95c81a5460feb191	dcda95c81a5460feb191	ol	ol	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S014	E014	H1	H1-S002	A01	SCHLUSS[Bereit]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	e0b630cb1b5df5e7105b	e0b630cb1b5df5e7105b	cthy	cthy	M4_MEASURED_PORTION__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S015	E015	H2	H2-S001	B03	BEZUG[Auszugsansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7249edc4df3419c26999	7249edc4df3419c26999	ycheor	ycheor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S016	E016	H2	H2-S001	A01	SCHLUSS[Bereit]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	e0b630cb1b5df5e7105b	e0b630cb1b5df5e7105b	cthy	cthy	M4_MEASURED_PORTION__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S017	E017	H2	H2-S001	B03	BEZUG[Ansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7a4bb8136330ee4e6e56	7a4bb8136330ee4e6e56	or	or	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S018	E018	H2	H2-S001	M01	MASS[Bereitsollmaß]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	f3c23f42baf625639e1e	f3c23f42baf625639e1e	cthaiin	cthaiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S019	E019	H2	H2-S001	B04	BEZUG[Folgefortsetzungsposten]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	af816c04e65874a0f2fa	af816c04e65874a0f2fa	qoctholy	qoctholy	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S020	E020	H2	H2-S001	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S021	E021	H2	H2-S001	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S022	E022	H2	H2-S001	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	aiin	aiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S023	E023	H2	H2-S001	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S024	E024	H2	H2-S002	B03	BEZUG[Folgeansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	10488b911aae52b3b334	10488b911aae52b3b334	otchor	otchor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S025	E025	H2	H2-S002	B03	BEZUG[Ansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7a4bb8136330ee4e6e56	7a4bb8136330ee4e6e56	or	or	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S026	E026	H2	H2-S002	B04	BEZUG[Folgefortsetzung]	CONTRAST_COMPOSITION	P03	PAIR_PLACARD_PLUS_OWNER	zweiter Arbeitsartikel unter demselben Pflanzenbild	497cbd9c7401810ff56b	497cbd9c7401810ff56b	otol	otol	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S027	E027	H2	H2-S002	B04	BEZUG[Fortsetzung]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	dcda95c81a5460feb191	dcda95c81a5460feb191	ol	ol	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S028	E028	H2	H2-S002	B03	BEZUG[Fortsetzungsansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	dec401773c1f0347793d	dec401773c1f0347793d	olor	olor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S029	E029	H2	H2-S002	B04	BEZUG[Fortsetzung]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	dcda95c81a5460feb191	dcda95c81a5460feb191	ol	ol	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S030	E030	H2	H2-S002	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	aiin	aiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S031	E031	H2	H2-S002	B02	BEZUG[Quelle]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	4d4559019a961b834aa1	4d4559019a961b834aa1	dar	dar	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S032	E032	H2	H2-S003	B03	BEZUG[Gefäßansatz]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	27d97af8c96eb056c2e6	27d97af8c96eb056c2e6	oykchor	oykchor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S033	E033	H2	H2-S003	B03	BEZUG[Ansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7a4bb8136330ee4e6e56	7a4bb8136330ee4e6e56	or	or	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S034	E034	H2	H2-S003	B03	BEZUG[Ansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7a4bb8136330ee4e6e56	7a4bb8136330ee4e6e56	or	or	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S035	E035	H2	H2-S003	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S036	E036	H2	H2-S003	A02	SCHLUSS[Bindestufe]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	409de02322e7b2ca0c62	409de02322e7b2ca0c62	kaiiin	kaiiin	M2_PREPARATION__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S037	E037	H2	H2-S003	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S038	E038	H2	H2-S003	M01	MASS[Zutatsollmaß]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	834825c61d048a6b5628	834825c61d048a6b5628	chodaiin	chodaiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S039	E039	H3	H3-S001	B01	BEZUG[Blütenkraut]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	953ad19b79517fc8a211	953ad19b79517fc8a211	tshol	tshol	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S040	E040	H3	H3-S001	Z01	ZIEL[Zieleingabe]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	428a5e3662aa57b4b256	428a5e3662aa57b4b256	schoal	schoal	M1_RAW_PART__S5_ZIEL_ANWENDUNG	YES	YES	YES
S041	E041	H3	H3-S001	T08	TRANSFER[Auswringen]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	bdad9f9ea8b80f141496	bdad9f9ea8b80f141496	cfhy	cfhy	M1_RAW_PART__S3_PROZESS_TRANSFER	YES	YES	YES
S042	E042	H3	H3-S001	T05	TRANSFER[Standzeit]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	a8af08e69edab8e54f15	a8af08e69edab8e54f15	shfydaiin	shfydaiin	M1_RAW_PART__S3_PROZESS_TRANSFER	YES	YES	YES
S043	E043	H3	H3-S001	T07	TRANSFER[Nachseihen]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	deb377381ceaf55ea310	deb377381ceaf55ea310	cphy	cphy	M1_RAW_PART__S3_PROZESS_TRANSFER	YES	YES	YES
S044	E044	H3	H3-S001	T07	TRANSFER[Klarauszug]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b5df9126607030b95175	b5df9126607030b95175	shey	shey	M3_CLEAR_EXTRACT__S3_PROZESS_TRANSFER	YES	YES	YES
S045	E045	H3	H3-S001	T06	TRANSFER[Rücknahmeschluss]	DIRECT_COMPOSITION	P10	PAIR_PLACARD_PLUS_OWNER	Blütenkraut der abgebildeten Pflanze	2e2027b1951d79911e24	2e2027b1951d79911e24	tchody	tchody	M3_CLEAR_EXTRACT__S3_PROZESS_TRANSFER	YES	YES	YES
S046	E046	H3	H3-S002	B01	BEZUG[Zutatfolgeteil]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	577c03a928d674d420d7	577c03a928d674d420d7	shoyty	shoyty	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S047	E047	H3	H3-S003	B04	BEZUG[Vorfortsetzung]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	d665560c8ff80799a82c	d665560c8ff80799a82c	dchol	dchol	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S048	E048	H3	H3-S003	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S049	E049	H3	H3-S003	A02	SCHLUSS[Bindeposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b2812c8283c3a62438bd	b2812c8283c3a62438bd	kchy	kchy	M1_RAW_PART__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S050	E050	H3	H3-S003	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S051	E051	H3	H3-S003	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	aiin	aiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S052	E052	H3	H3-S004	B04	BEZUG[Folgeposten]	CONTRAST_COMPOSITION	P04	PAIR_PLACARD_PLUS_OWNER	Blütenkraut der abgebildeten Pflanze	a48efd6c4491a046ba78	a48efd6c4491a046ba78	qotchy	qotchy	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S053	E053	H3	H3-S004	Z02	ZIEL[Fortsetzungseinsatz]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	322281bd391aa621f568	322281bd391aa621f568	okchol	okchol	M4_MEASURED_PORTION__S5_ZIEL_ANWENDUNG	YES	YES	YES
S054	E054	H3	H3-S004	A01	SCHLUSS[Bereit]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	e0b630cb1b5df5e7105b	e0b630cb1b5df5e7105b	cthy	cthy	M4_MEASURED_PORTION__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S055	E055	H3	H3-S004	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	y	y	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S056	E056	H4	H4-S001	M01	MASS[Sollstellung]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b5fcea1eaed06b2f2291	b5fcea1eaed06b2f2291	okaiin	okaiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S057	E057	H4	H4-S001	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	saiin	saiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S058	E058	H4	H4-S001	M02	MASS[Postenportion]	WHOLE_CARD_MNEMONIC	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	403c1592f918c8f23b88	403c1592f918c8f23b88	ykain	ykain	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S059	E059	H4	H4-S001	M02	MASS[Postenzweitportion]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	d929a14ec45749b2e805	d929a14ec45749b2e805	ykan	ykan	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S060	E060	H4	H4-S001	T06	TRANSFER[Rücknahmeschluss]	DIRECT_COMPOSITION	P10	PAIR_PLACARD_PLUS_OWNER	Blattmaterial der abgebildeten Pflanze	97cc9ac109148723c472	97cc9ac109148723c472	ody	ody	M4_MEASURED_PORTION__S3_PROZESS_TRANSFER	YES	YES	YES
S061	E061	H4	H4-S002	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	saiin	saiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S062	E062	H4	H4-S002	T01	TRANSFER[Umsetzen]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	chdy	chdy	M4_MEASURED_PORTION__S3_PROZESS_TRANSFER	YES	YES	YES
S063	E063	H4	H4-S002	A03	SCHLUSS[Verwahren]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	e026af581c99322fbd46	e026af581c99322fbd46	talam	talam	M4_MEASURED_PORTION__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S064	E064	H4	H4-S003	M01	MASS[Postensollmaß]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	f7dc90b2c31fd341f0a4	f7dc90b2c31fd341f0a4	ykaiin	ykaiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S065	E065	H4	H4-S003	T01	TRANSFER[Auszugnahme]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	807591efc3d3f7ddbfab	807591efc3d3f7ddbfab	cheoar	cheoar	M3_CLEAR_EXTRACT__S3_PROZESS_TRANSFER	YES	YES	YES
S066	E066	H4	H4-S003	D04	ZUSTAND[Langwärme]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2c1a5fd92b9e3c762242	2c1a5fd92b9e3c762242	cheeky	cheeky	M3_CLEAR_EXTRACT__S4_DAUER_ZUSTAND	YES	YES	YES
S067	E067	H4	H4-S003	B04	BEZUG[Fortschluss]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	1b1ffdd869fb1429ad03	1b1ffdd869fb1429ad03	oldy	oldy	M3_CLEAR_EXTRACT__S1_BEZUG_FOLGE	YES	YES	YES
S068	E068	H4	H4-S004	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	saiin	saiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S069	E069	H4	H4-S004	Z01	ZIEL[Zieleinsatz]	CONTRAST_COMPOSITION	P13	PAIR_PLACARD_PLUS_OWNER	Blattmaterial der abgebildeten Pflanze	308e8ea2d5d190c498e8	308e8ea2d5d190c498e8	okal	okal	M3_CLEAR_EXTRACT__S5_ZIEL_ANWENDUNG	YES	YES	YES
S070	E070	H4	H4-S004	B03	BEZUG[Fortsetzungszubereitung]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	204b04837409088c48f9	204b04837409088c48f9	oltchy	oltchy	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S071	E071	H4	H4-S004	B03	BEZUG[Ansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	7a4bb8136330ee4e6e56	7a4bb8136330ee4e6e56	sor	sor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S072	E072	H4	H4-S004	B05	BEZUG[Diesposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b921a237be883a820352	b921a237be883a820352	sy	sy	M4_MEASURED_PORTION__S1_BEZUG_FOLGE	YES	YES	YES
S073	E073	H4	H4-S004	M02	MASS[Ansatzportion]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	6afeb5c9ab9f6cbdea0d	6afeb5c9ab9f6cbdea0d	orain	orain	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S074	E074	H5	H5-S001	B03	BEZUG[Zutatenansatz]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b9d7b6d68209a9019e7a	b9d7b6d68209a9019e7a	chochor	chochor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S075	E075	H5	H5-S001	B01	BEZUG[Zutat]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2cc054357a929df85f64	2cc054357a929df85f64	cho	cho	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S076	E076	H5	H5-S001	Z01	ZIEL[Zutatstelle]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	0ec6a45e2950e8e7061d	0ec6a45e2950e8e7061d	chodaly	chodaly	M1_RAW_PART__S5_ZIEL_ANWENDUNG	YES	YES	YES
S077	E077	H5	H5-S001	M01	MASS[Sollmaß]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2f1c5e56e8f0ff459065	2f1c5e56e8f0ff459065	chaiin	chaiin	M4_MEASURED_PORTION__S2_MATERIAL_MASS	YES	YES	YES
S078	E078	H5	H5-S001	B01	BEZUG[Zutat]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2cc054357a929df85f64	2cc054357a929df85f64	cho	cho	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S079	E079	H5	H5-S001	B07	BEZUG[Bindefortsetzung]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	893c570f3fa3fce99711	893c570f3fa3fce99711	kchol	kchol	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S080	E080	H5	H5-S001	B03	BEZUG[Folgeansatz]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	10488b911aae52b3b334	10488b911aae52b3b334	qotchor	qotchor	M2_PREPARATION__S1_BEZUG_FOLGE	YES	YES	YES
S081	E081	H5	H5-S001	Z02	ZIEL[Einsetzen]	WHOLE_CARD_MNEMONIC	P02	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR	Stängel-/Pflanzenteil der abgebildeten Pflanze >> Stelle	276a7c2d74d1143446f4	276a7c2d74d1143446f4	choky	choky	M4_MEASURED_PORTION__S5_ZIEL_ANWENDUNG	YES	YES	YES
S082	E082	H5	H5-S001	Z01	ZIEL[Stelle]	WHOLE_CARD_MNEMONIC	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	dd0ecaf5e27d81befffc	dd0ecaf5e27d81befffc	cheal	cheal	M4_MEASURED_PORTION__S5_ZIEL_ANWENDUNG	YES	YES	YES
S083	E083	H5	H5-S002	B04	BEZUG[Vorfortsetzung]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	d665560c8ff80799a82c	d665560c8ff80799a82c	schol	schol	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S084	E084	H5	H5-S002	B01	BEZUG[Zutatposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	c10aec6d4dd877ec8bd8	c10aec6d4dd877ec8bd8	choy	choy	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S085	E085	H5	H5-S002	Z02	ZIEL[Einsetzen]	WHOLE_CARD_MNEMONIC	P02	PAIR_PLACARD_PLUS_OWNER_AND_RIGHT_NEIGHBOR	Stängel-/Pflanzenteil der abgebildeten Pflanze >> Auftragsschluss	276a7c2d74d1143446f4	276a7c2d74d1143446f4	choky	choky	M4_MEASURED_PORTION__S5_ZIEL_ANWENDUNG	YES	YES	YES
S086	E086	H5	H5-S002	A04	SCHLUSS[Auftragsschluss]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	95987d6f198d6d247511	95987d6f198d6d247511	cheeckhody	cheeckhody	M1_RAW_PART__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S087	E087	H5	H5-S003	B01	BEZUG[Pflanzenteil]	CONTRAST_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	ad3581d3144f69a5912d	ad3581d3144f69a5912d	sh	sh	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S088	E088	H5	H5-S003	B01	BEZUG[Zutat]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	2cc054357a929df85f64	2cc054357a929df85f64	cho	cho	M1_RAW_PART__S1_BEZUG_FOLGE	YES	YES	YES
S089	E089	H5	H5-S003	A02	SCHLUSS[Kurzbindeposten]	DIRECT_COMPOSITION	NONE	UNIQUE_VALUE_SLOT_CARD	NONE	b74e9e65637b7c8538dd	b74e9e65637b7c8538dd	kchey	kchey	M1_RAW_PART__S6_BEREIT_ABSCHLUSS	YES	YES	YES
S090	E090	H5	H5-S003	Z02	ZIEL[Wiedereinsatz]	CONTRAST_COMPOSITION	P12	PAIR_PLACARD_PLUS_OWNER	Stängel-/Pflanzenteil der abgebildeten Pflanze	1322bc176443fc2a8a86	1322bc176443fc2a8a86	qokokchy	qokokchy	M1_RAW_PART__S5_ZIEL_ANWENDUNG	YES	YES	YES
