held_page	private_target_recipe	target_reading_de	source_neighbor_count	source_recipes	replacement_operations	source_pages	replay_status	sample_event_id	sample_incoming_action	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	factor_conditional_reading_de	factor_replay_decision	occurrence_prediction
f10r	O+S+AIN	AUSFÜHRUNG · WÄHLEN · ANTEIL	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0296	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-AIN	NONE	NONE	AUSFÜHRUNG · WÄHLEN · ANTEIL	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	O+Y+K+CH+OR	AUSFÜHRUNG · POSTEN · GEBEN · NEHMEN · EINHEIT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0285	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|FOCUS:CH<-OR|PAIR:K>CH	NONE	NONE	AUSFÜHRUNG · POSTEN · GEBEN · NEHMEN · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	OT+CH+O+SH+OR	DANACH · NEHMEN · AUSFÜHRUNG · HALTEN · EINHEIT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0298	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-OR	NONE	NONE	DANACH · NEHMEN · AUSFÜHRUNG · HALTEN · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	OT+Y+T+CH+OL	DANACH · POSTEN · EINSTELLEN · NEHMEN · FORTSETZEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0229	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|PAIR:T>CH	NONE	NONE	DANACH · POSTEN · EINSTELLEN · NEHMEN · FORTSETZEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	P+CH+O+CH+T+Y	EINSETZEN · NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0215	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|PAIR:P>CH|PAIR:CH>T	NONE	NONE	EINSETZEN · NEHMEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	P+CH+O+D_ADDR+OL	EINSETZEN · NEHMEN · AUSFÜHRUNG · HIER · FORTSETZEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0219	CH	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:P>CH	NONE	NONE	EINSETZEN · NEHMEN · AUSFÜHRUNG · HIER · FORTSETZEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	Y+CH+E+O+R	POSTEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0258	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|FOCUS:CH<-E	NONE	NONE	POSTEN · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	Y+P+CH	POSTEN · EINSETZEN · NEHMEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0221	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y|PAIR:P>CH	NONE	NONE	POSTEN · EINSETZEN · NEHMEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f10r	Y+T+O+IIN	POSTEN · EINSTELLEN · AUSFÜHRUNG · STUFE	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0297	S	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y	NONE	NONE	POSTEN · EINSTELLEN · AUSFÜHRUNG · STUFE	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	CARRIER_Q+O+D_ADDR+OR	BEGINNMARKER · AUSFÜHRUNG · HIER · EINHEIT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0316	T	FACTOR_GREEN_CROSS_PAGE	PREVIOUS_CARD_STACK	FOCUS:T<-OR	NONE	NONE	BEGINNMARKER · AUSFÜHRUNG · HIER · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	CH+O+D_ADDR+L	NEHMEN · AUSFÜHRUNG · HIER · VERBINDUNG	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0348	T	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L	NONE	NONE	NEHMEN · AUSFÜHRUNG · HIER · VERBINDUNG	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	D_ADDR+K+Y	HIER · GEBEN · POSTEN	2	D_ADDR+K+AIN | D_ADDR+P+Y	AIN>Y@3 | P>K@2	f13r|f81v	RECOVERED_NARROW	G407-E0342	SH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y	NONE	NONE	HIER · GEBEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	D_ADDR+O+D_ADDR	HIER · AUSFÜHRUNG · HIER	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0333	CH	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	HIER · AUSFÜHRUNG · HIER	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	O+D_ADDR+L	AUSFÜHRUNG · HIER · VERBINDUNG	1	O+D_ADDR+AR	AR>L@3	f17r|f1r|f72r|f75r	ONE_NEIGHBOR_NOT_PREDICTED	G407-E0350	CH	FACTOR_GREEN_CROSS_PAGE	L_AIR_RIGHT_FALLBACK	FOCUS:CH<-L	NONE	NONE	AUSFÜHRUNG · HIER · VERBINDUNG	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	S+O+CH+T+O+D_ADDR+Y	WÄHLEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0315	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	WÄHLEN · AUSFÜHRUNG · NEHMEN · EINSTELLEN · AUSFÜHRUNG · HIER · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	SH+O+AL	HALTEN · AUSFÜHRUNG · ZIELORT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0308	SH	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:SH<-AL	NONE	NONE	HALTEN · AUSFÜHRUNG · ZIELORT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	SH+O+Y+T+Y	HALTEN · AUSFÜHRUNG · POSTEN · EINSTELLEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0314	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|FOCUS:T<-Y	NONE	NONE	HALTEN · AUSFÜHRUNG · POSTEN · EINSTELLEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	SH+Y+AIIN	HALTEN · POSTEN · WERT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0310	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-Y|FOCUS:SH<-AIIN	NONE	NONE	HALTEN · POSTEN · WERT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	T+SH+OL	EINSTELLEN · HALTEN · FORTSETZEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0307	NONE	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:T>SH	NONE	NONE	EINSTELLEN · HALTEN · FORTSETZEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	Y+K+CH+OR	POSTEN · GEBEN · NEHMEN · EINHEIT	1	Y+K+CH+Y	Y>OR@4	f18r	ONE_NEIGHBOR_NOT_PREDICTED	G407-E0356	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|FOCUS:CH<-OR|PAIR:K>CH	NONE	NONE	POSTEN · GEBEN · NEHMEN · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	Y+K+Y+CH+Y	POSTEN · GEBEN · POSTEN · NEHMEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0328	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-Y|FOCUS:K<-Y|FOCUS:CH<-Y	NONE	NONE	POSTEN · GEBEN · POSTEN · NEHMEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f11r	Y+T+OK+Y	POSTEN · EINSTELLEN · SETZEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0321	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-Y|FOCUS:OK<-Y|PAIR:T>OK	NONE	NONE	POSTEN · EINSTELLEN · SETZEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	CH+LOCAL_CHAR_F+OL+DY	NEHMEN · HIER · FORTSETZEN · SCHLUSS	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0407	CH	FACTOR_GREEN_CROSS_PAGE	NONE	CLOSE:CH	NONE	NONE	NEHMEN · HIER · FORTSETZEN · SCHLUSS	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	D_ADDR+CH+LOCAL_CHAR_G	HIER · NEHMEN · VARIANTE	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0374	P	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	HIER · NEHMEN · VARIANTE	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	D_ADDR+O+AIIN	HIER · AUSFÜHRUNG · WERT	1	D_ADDR+O+Y	Y>AIIN@3	f88v	ONE_NEIGHBOR_NOT_PREDICTED	G407-E0425	CH	FACTOR_GREEN_CROSS_PAGE	PREVIOUS_CARD_STACK	FOCUS:CH<-AIIN	NONE	NONE	HIER · AUSFÜHRUNG · WERT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	D_ADDR+P+Y	HIER · EINSETZEN · POSTEN	1	D_ADDR+K+Y	K>P@2	f11r	ONE_NEIGHBOR_NOT_PREDICTED	G407-E0404	K	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y	NONE	NONE	HIER · EINSETZEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	D_ADDR+Y+P+Y	HIER · POSTEN · EINSETZEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0373	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:P<-Y|FOCUS:P<-Y	NONE	NONE	HIER · POSTEN · EINSETZEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	O+D_ADDR+Y	AUSFÜHRUNG · HIER · POSTEN	3	O+D_ADDR+AIIN | O+D_ADDR+AIN | O+D_ADDR+OR	AIIN>Y@3 | AIN>Y@3 | OR>Y@3	f10r|f1r|f24v|f67r2|f81r|f88v|f95v	RECOVERED_STRONG	G407-E0397	K	FACTOR_GREEN_CROSS_PAGE	PREVIOUS_CARD_STACK	FOCUS:K<-Y	NONE	NONE	AUSFÜHRUNG · HIER · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	O+EEE+S	AUSFÜHRUNG · GRAD III · WÄHLEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0390	SH	FACTOR_AMBER_LOCAL_APPENDIX	NEAREST_HEAD_LEFT_TIE	NONE	FOCUS:S<-EEE	NONE	AUSFÜHRUNG · GRAD III · WÄHLEN	READ_AMBER	NO__VISIBLE_RECIPE_REQUIRED
f13r	O+P+CH+OR	AUSFÜHRUNG · EINSETZEN · NEHMEN · EINHEIT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0372	SH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-OR|PAIR:P>CH	NONE	NONE	AUSFÜHRUNG · EINSETZEN · NEHMEN · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	OK+OR+OR+Y	SETZEN · EINHEIT · EINHEIT · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0442	K	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:OK<-OR|FOCUS:OK<-OR|FOCUS:OK<-Y	NONE	NONE	SETZEN · EINHEIT · EINHEIT · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	S+OT+Y	WÄHLEN · DANACH · POSTEN	2	CH+OT+Y | S+OT+AIIN	AIIN>Y@3 | CH>S@1	f11r|f18r|f1r|f56r|f72r|f82r	RECOVERED_NARROW	G407-E0440	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:S<-Y	NONE	NONE	WÄHLEN · DANACH · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	SH+OR+O+D_ADDR+O	HALTEN · EINHEIT · AUSFÜHRUNG · HIER · AUSFÜHRUNG	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0400	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-OR	NONE	NONE	HALTEN · EINHEIT · AUSFÜHRUNG · HIER · AUSFÜHRUNG	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	T+OR+SH+OR	EINSTELLEN · EINHEIT · HALTEN · EINHEIT	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0366	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|FOCUS:SH<-OR	NONE	NONE	EINSTELLEN · EINHEIT · HALTEN · EINHEIT	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f13r	T+OR+Y	EINSTELLEN · EINHEIT · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0428	OK	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:T<-OR|FOCUS:T<-Y	NONE	NONE	EINSTELLEN · EINHEIT · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+E+T+E+LOCAL_CHAR_G	NEHMEN · GRAD I · EINSTELLEN · GRAD I · VARIANTE	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0491	R	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E|FOCUS:T<-E	NONE	NONE	NEHMEN · GRAD I · EINSTELLEN · GRAD I · VARIANTE	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+K+O+DY	NEHMEN · GEBEN · AUSFÜHRUNG · SCHLUSS	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0457	OK	FACTOR_GREEN_CROSS_PAGE	NONE	PAIR:CH>K|CLOSE:K	NONE	NONE	NEHMEN · GEBEN · AUSFÜHRUNG · SCHLUSS	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+O+P	NEHMEN · AUSFÜHRUNG · EINSETZEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0449	P	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NEHMEN · AUSFÜHRUNG · EINSETZEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+OL+D_ADDR+SH+Y	NEHMEN · FORTSETZEN · HIER · HALTEN · POSTEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0494	OK	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-Y	NONE	NONE	NEHMEN · FORTSETZEN · HIER · HALTEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+OT+O+M_LOCAL	NEHMEN · DANACH · AUSFÜHRUNG · HIER	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0520	CH	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	NEHMEN · DANACH · AUSFÜHRUNG · HIER	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+P+AL+DY	NEHMEN · EINSETZEN · ZIELORT · SCHLUSS	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0483	P	FACTOR_GREEN_CROSS_PAGE	AL_AR_ORDERED_FALLBACK	FOCUS:P<-AL|PAIR:CH>P|CLOSE:P	NONE	NONE	NEHMEN · EINSETZEN · ZIELORT · SCHLUSS	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	CH+Y+P+CH+AM_ADDR	NEHMEN · POSTEN · EINSETZEN · NEHMEN · HIER	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0506	S	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y|PAIR:P>CH	NONE	NONE	NEHMEN · POSTEN · EINSETZEN · NEHMEN · HIER	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	DA+S	ZWEITE STUFE · WÄHLEN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0505	K	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	ZWEITE STUFE · WÄHLEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	D_ADDR+CH+E+O+R	HIER · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0509	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-E	NONE	NONE	HIER · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	D_ADDR+CH+Y	HIER · NEHMEN · POSTEN	2	D_ADDR+CH+AIIN | D_ADDR+CH+OR	AIIN>Y@3 | OR>Y@3	f13r|f1r|f24v|f68r1	RECOVERED_NARROW	G407-E0498	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-Y	NONE	NONE	HIER · NEHMEN · POSTEN	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	D_ADDR+O+DY	HIER · AUSFÜHRUNG · SCHLUSS	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0451	CH	FACTOR_GREEN_CROSS_PAGE	NONE	CLOSE:CH	NONE	NONE	HIER · AUSFÜHRUNG · SCHLUSS	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	D_ADDR+Y+CH+E+AR	HIER · POSTEN · NEHMEN · GRAD I · AUSGANG	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0499	CH	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:CH<-Y|FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	HIER · POSTEN · NEHMEN · GRAD I · AUSGANG	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	HO+LOCAL_CHAR_G	KLASSE · VARIANTE	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0446	R	FACTOR_GREEN_CROSS_PAGE	NONE	NONE	NONE	NONE	KLASSE · VARIANTE	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
f17r	K+SH+E+O	GEBEN · HALTEN · GRAD I · AUSFÜHRUNG	0	NONE	NONE	NONE	NOT_RECOVERED_BY_ONE_CORE_REPLACEMENT	G407-E0492	T	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-E|PAIR:K>SH	NONE	NONE	GEBEN · HALTEN · GRAD I · AUSFÜHRUNG	READ_GREEN	NO__VISIBLE_RECIPE_REQUIRED
