statement_id	page	record	card_ordinal_in_statement	surface	component_recipe	output_layer	formula_family
H2-S001	f10r	H2	9	shy	Y	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H2-S002	f10r	H2	1	qotchor	OT+CH+OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	2	chor	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	3	otol	OT+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	4	chol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	5	cholor	OL+OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	6	chol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	7	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S002	f10r	H2	8	dar	AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	1	oykchor	O+Y+K+OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	2	shor	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	3	chor	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	4	chy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	5	kaiiin	K+IIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	6	dy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H2-S003	f10r	H2	7	chodaiin	CH+O+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S001	f11r	H3	1	tshol	T+SH+OL	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	2	schoal	SH+O+AL	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	3	cfhy	CFH+Y	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	4	shfydaiin	SH+Y+AIIN	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	5	cphy	P+Y	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	6	shey	SH+EE+Y	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S001	f11r	H3	7	tchody	T+CH+O+DY	LARGE_BOUND_EXEMPLAR	HERBAL_WET_PROCESS_CADENCE
H3-S002	f11r	H3	1	shoyty	SH+O+Y+T+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S003	f11r	H3	1	dchol	RESUME_CARD	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S003	f11r	H3	2	chy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S003	f11r	H3	3	kchy	K+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S003	f11r	H3	4	dy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S003	f11r	H3	5	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S004	f11r	H3	1	qotchy	OT+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S004	f11r	H3	2	okchol	OK+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S004	f11r	H3	3	cthy	CTH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H3-S004	f11r	H3	4	dy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S001	f55v	H4	1	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S001	f55v	H4	2	chaiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S001	f55v	H4	3	ykain	Y+K+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S001	f55v	H4	4	ykan	Y+K+AN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S001	f55v	H4	5	ody	O+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S002	f55v	H4	1	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S002	f55v	H4	2	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S002	f55v	H4	3	talam	TALAM	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S003	f55v	H4	1	ykaiin	Y+K+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S003	f55v	H4	2	cheoar	CH+E+O+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S003	f55v	H4	3	cheeky	CHK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S003	f55v	H4	4	oldy	OL+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	1	aiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	2	okal	OK+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	3	oltchy	OL+T+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	4	or	OR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	5	y	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H4-S004	f55v	H4	6	orain	OR+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S001	f56r	H5	1	chochor	HO+CH+OR	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	2	cho	HO	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	3	chodaly	HO+AL+Y	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	4	daiin	AIIN	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	5	sho	HO	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	6	kchol	K+OL	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	7	otchor	OT+CH+OR	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	8	choky	OK+Y	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S001	f56r	H5	9	dal	AL	LARGE_BOUND_EXEMPLAR	HERBAL_OWNER_MATERIAL_ECHO
H5-S002	f56r	H5	1	schol	RESUME_CARD	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S002	f56r	H5	2	choy	HO+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S002	f56r	H5	3	choky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S002	f56r	H5	4	cheeckhody	CH+EE+CKH+O+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S003	f56r	H5	1	sh	SH	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S003	f56r	H5	2	cho	HO	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S003	f56r	H5	3	kchey	K+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S003	f56r	H5	4	qokokchy	OK+OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S004	f56r	H5	1	okchy	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S004	f56r	H5	2	chokcheo	OK+CH+E+O	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S004	f56r	H5	3	kchal	K+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S005	f56r	H5	1	sho	HO	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S005	f56r	H5	2	chokchy	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S005	f56r	H5	3	kchoar	K+HO+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S005	f56r	H5	4	sotodan	OT+O+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S006	f56r	H5	1	otchey	OT+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S006	f56r	H5	2	keol	K+E+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
H5-S006	f56r	H5	3	daiin	AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S001	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S002	f81v	B1	1	okaiin	OK+AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	2	kair	K+AIR	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	3	okal	OK+AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	4	sar	AR	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	5	ol	OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	6	kain	K+AIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	7	olkain	OL+K+AIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	8	al	AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	9	ol	OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	10	rol	R+OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	11	dl	L	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	12	olor	OL+OR	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	13	ol	OL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	14	sheckhal	SH+E+CKH+AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	15	daiin	AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	16	qokeedal	OK+EE+AL	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	17	daiin	AIIN	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	18	chckhy	CKH+Y	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S002	f81v	B1	19	schedy	CHD+DY	LARGE_BOUND_EXEMPLAR	BIO_ADDRESS_CONTINUATION_ECHO
B1-S003	f81v	B1	1	qol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S003	f81v	B1	2	sshkchdy	SH+K+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S004	f81v	B1	1	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S004	f81v	B1	2	ol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S004	f81v	B1	3	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S005	f81v	B1	1	qolchedy	OL+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S006	f81v	B1	1	qokain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S006	f81v	B1	2	shckhy	CKH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S006	f81v	B1	3	dl	L	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S006	f81v	B1	4	ral	R+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S007	f81v	B1	1	qokchdy	OK+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S008	f81v	B1	1	chey	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S008	f81v	B1	2	ol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S008	f81v	B1	3	cheky	CHK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S008	f81v	B1	4	ol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S008	f81v	B1	5	shedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S009	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S010	f81v	B1	1	qokedy	OK+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S011	f81v	B1	1	chckhy	CKH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S011	f81v	B1	2	qoky	OK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S012	f81v	B1	1	lsho	LSH+O	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S012	f81v	B1	2	qokey	OK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S012	f81v	B1	3	lshedy	LSH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S013	f81v	B1	1	lshedy	LSH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S014	f81v	B1	1	chedy	CHD+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S014	f81v	B1	2	qolky	SOLK+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S014	f81v	B1	3	lchedal	L+CHD+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S014	f81v	B1	4	qol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S014	f81v	B1	5	otar	OT+AR	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S015	f81v	B1	1	ytey	T+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S015	f81v	B1	2	okchedy	OK+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S016	f81v	B1	1	qokal	OK+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S016	f81v	B1	2	okeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S016	f81v	B1	3	qol	OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S016	f81v	B1	4	cheedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S017	f81v	B1	1	sal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S017	f81v	B1	2	teol	E+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S017	f81v	B1	3	dchdy	CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S018	f81v	B1	1	ly	L+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S018	f81v	B1	2	dsheol	SH+E+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S018	f81v	B1	3	oiiin	O+IIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S018	f81v	B1	4	olkeedy	SOLK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S019	f81v	B1	1	tedy	SHED+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S020	f81v	B1	1	cheky	CHK+E+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S020	f81v	B1	2	shckhedy	SH+CKH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B1-S021	f81v	B1	1	chal	AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S001	f82r	B2	1	dchedy	CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S002	f82r	B2	1	qolchedy	OL+CHD+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S003	f82r	B2	1	qokain	OK+AIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S003	f82r	B2	2	dy	Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S003	f82r	B2	3	qokeedy	OK+EE+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S004	f82r	B2	1	qokal	OK+AL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S004	f82r	B2	2	lcheckhy	L+CKH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S004	f82r	B2	3	lched	L+CHD	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S004	f82r	B2	4	qokeey	OK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S004	f82r	B2	5	lcheckhedy	L+CKH+E+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	1	qokaly	OK+AL+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	2	solkaiin	SOLK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	3	chckhy	CKH+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	4	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	5	qokaiin	OK+AIIN	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	6	octheol	O+CTH+E+OL	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	7	chkeey	CHK+EE+Y	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
B2-S005	f82r	B2	8	ldy	L+DY	PRODUCTIVE_OR_SMALL_PHRASE	PRODUCTIVE_OR_SMALL_PHRASE_LAYER
