translation_id	source_kind	source_id	page	locus	surface_display	normalized_surface	quality_prefix	outer_e_level	o_slot	remainder	working_translation_de	observation_status	residual_policy_de
G633-T0014	FUSED	G633-O0014	f104r	f104r.40	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0015	FUSED	G633-O0015	f104v	f104v.15	chocthy	chocthy	CH	0	1	y	CTH-Drogenzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0016	FUSED	G633-O0016	f104v	f104v.25	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0017	FUSED	G633-O0017	f106v	f106v.4	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0018	FUSED	G633-O0018	f106v	f106v.34	shcthy	shcthy	SH	0	0	y	CTH-Drogenmaterial: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0019	FUSED	G633-O0019	f106v	f106v.43	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0020	FUSED	G633-O0020	f107v	f107v.4	shocthy	shocthy	SH	0	1	y	CTH-Drogenzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0021	FUSED	G633-O0021	f107v	f107v.15	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0022	FUSED	G633-O0022	f107v	f107v.35	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0023	FUSED	G633-O0023	f108v	f108v.10	chectham	chectham	CH	1	0	am	trockenes CTH-Drogenmaterial; Rest am offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0024	FUSED	G633-O0024	f108v	f108v.23	checthal	checthal	CH	1	0	al	trockenes CTH-Drogenmaterial; Rest al offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0025	FUSED	G633-O0025	f108v	f108v.48	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0026	FUSED	G633-O0026	f10r	f10r.3	chocthy	chocthy	CH	0	1	y	Blatt-/Krautzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0027	FUSED	G633-O0027	f10r	f10r.4	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0028	FUSED	G633-O0028	f10v	f10v.2	chcthor	chcthor	CH	0	0	or	Blatt-/Krautgut: trocken; Rest or offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0029	FUSED	G633-O0029	f10v	f10v.6	shcthy	shcthy	SH	0	0	y	Blatt-/Krautgut: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0030	FUSED	G633-O0030	f111r	f111r.2	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0031	FUSED	G633-O0031	f111r	f111r.7	checthey	checthey	CH	1	0	ey	trockenes CTH-Drogenmaterial, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0032	FUSED	G633-O0032	f111r	f111r.18	shecthey	shecthey	SH	1	0	ey	feuchtes CTH-Drogenmaterial, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0033	FUSED	G633-O0033	f111r	f111r.19	checthdy	checthdy	CH	1	0	dy	trockenes CTH-Drogenmaterial; Rest dy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0034	FUSED	G633-O0034	f111r	f111r.20	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0035	FUSED	G633-O0035	f111r	f111r.26	shecthy	shecthy	SH	1	0	y	feuchtes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0036	FUSED	G633-O0036	f111r	f111r.31	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0037	FUSED	G633-O0037	f111r	f111r.38	chcthedy	chcthedy	CH	0	0	edy	CTH-Drogenmaterial: trocken; Rest edy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0038	FUSED	G633-O0038	f111r	f111r.48	shecthy	shecthy	SH	1	0	y	feuchtes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0039	FUSED	G633-O0039	f111r	f111r.53	chcthydain	chcthydain	CH	0	0	ydain	CTH-Drogenmaterial: trocken; Rest ydain offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0040	FUSED	G633-O0040	f111v	f111v.2	shecthy	shecthy	SH	1	0	y	feuchtes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0041	FUSED	G633-O0041	f111v	f111v.3	chcthar	chcthar	CH	0	0	ar	CTH-Drogenmaterial: trocken; Rest ar offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0042	FUSED	G633-O0042	f111v	f111v.8	chcthey	chcthey	CH	0	0	ey	CTH-Drogenmaterial: trocken, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0043	FUSED	G633-O0043	f111v	f111v.10	shcthy	shcthy	SH	0	0	y	CTH-Drogenmaterial: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0044	FUSED	G633-O0044	f111v	f111v.19	shcthey	shcthey	SH	0	0	ey	CTH-Drogenmaterial: feucht, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0045	FUSED	G633-O0045	f111v	f111v.20	shcthy	shcthy	SH	0	0	y	CTH-Drogenmaterial: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0046	FUSED	G633-O0046	f111v	f111v.24	chctham	chctham	CH	0	0	am	CTH-Drogenmaterial: trocken; Rest am offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0047	FUSED	G633-O0047	f111v	f111v.35	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0048	FUSED	G633-O0048	f111v	f111v.39	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0049	FUSED	G633-O0049	f111v	f111v.41	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0050	FUSED	G633-O0050	f111v	f111v.46	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0051	FUSED	G633-O0051	f112r	f112r.13	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0052	FUSED	G633-O0052	f112r	f112r.21	chcthey	chcthey	CH	0	0	ey	CTH-Drogenmaterial: trocken, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0053	FUSED	G633-O0053	f112r	f112r.25	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0054	FUSED	G633-O0054	f112v	f112v.20	chocthedy	chocthedy	CH	0	1	edy	CTH-Drogenzubereitung: trocken; Rest edy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0055	FUSED	G633-O0055	f112v	f112v.39	chcthd	chcthd	CH	0	0	d	CTH-Drogenmaterial: trocken; Rest d offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0056	FUSED	G633-O0056	f112v	f112v.45	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0057	FUSED	G633-O0057	f113r	f113r.23	chocthy	chocthy	CH	0	1	y	CTH-Drogenzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0058	FUSED	G633-O0058	f113r	f113r.32	chcthal	chcthal	CH	0	0	al	CTH-Drogenmaterial: trocken; Rest al offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0059	FUSED	G633-O0059	f113v	f113v.19	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0060	FUSED	G633-O0060	f113v	f113v.39	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0061	FUSED	G633-O0061	f114r	f114r.14	chcthdy	chcthdy	CH	0	0	dy	CTH-Drogenmaterial: trocken; Rest dy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0062	FUSED	G633-O0062	f114r	f114r.45	chocthy	chocthy	CH	0	1	y	CTH-Drogenzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0063	FUSED	G633-O0063	f114v	f114v.4	cheocthedy	cheocthedy	CH	1	1	edy	trockene CTH-Drogenzubereitung; Rest edy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0064	FUSED	G633-O0064	f114v	f114v.10	chcthdy	chcthdy	CH	0	0	dy	CTH-Drogenmaterial: trocken; Rest dy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0065	FUSED	G633-O0065	f114v	f114v.13	chcthain	chcthain	CH	0	0	ain	CTH-Drogenmaterial: trocken; Rest ain offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0066	FUSED	G633-O0066	f114v	f114v.26	chcthey	chcthey	CH	0	0	ey	CTH-Drogenmaterial: trocken, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0067	FUSED	G633-O0067	f114v	f114v.34	chocthey	chocthey	CH	0	1	ey	CTH-Drogenzubereitung: trocken, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0068	FUSED	G633-O0068	f115r	f115r.15	chcthed	chcthed	CH	0	0	ed	CTH-Drogenmaterial: trocken; Rest ed offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0069	FUSED	G633-O0069	f115r	f115r.16	cheocthy	cheocthy	CH	1	1	y	trockene CTH-Drogenzubereitung	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0070	FUSED	G633-O0070	f115r	f115r.17	cheocthy	cheocthy	CH	1	1	y	trockene CTH-Drogenzubereitung	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0071	FUSED	G633-O0071	f115r	f115r.23	checthy	checthy	CH	1	0	y	trockenes CTH-Drogenmaterial	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0072	FUSED	G633-O0072	f115v	f115v.25	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0073	FUSED	G633-O0073	f115v	f115v.33	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0074	FUSED	G633-O0074	f115v	f115v.35	checthey	checthey	CH	1	0	ey	trockenes CTH-Drogenmaterial, Form I	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0075	FUSED	G633-O0075	f116r	f116r.16	shcthy	shcthy	SH	0	0	y	CTH-Drogenmaterial: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0076	FUSED	G633-O0076	f116r	f116r.19	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0077	FUSED	G633-O0077	f116r	f116r.22	shcthy	shcthy	SH	0	0	y	CTH-Drogenmaterial: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0078	FUSED	G633-O0078	f116r	f116r.24	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0079	FUSED	G633-O0079	f116r	f116r.30	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0080	FUSED	G633-O0080	f116r	f116r.50	chcthy	chcthy	CH	0	0	y	CTH-Drogenmaterial: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0081	FUSED	G633-O0081	f11v	f11v.2	shcthy	shcthy	SH	0	0	y	Blatt-/Krautgut: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0082	FUSED	G633-O0082	f14v	f14v.3	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0083	FUSED	G633-O0083	f15r	f15r.8	shocthy	shocthy	SH	0	1	y	Blatt-/Krautzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0084	FUSED	G633-O0084	f16r	f16r.5	shocthy	shocthy	SH	0	1	y	Blatt-/Krautzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0085	FUSED	G633-O0085	f16r	f16r.12	shcthy	shcthy	SH	0	0	y	Blatt-/Krautgut: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0086	FUSED	G633-O0086	f16v	f16v.4	chcthody	chcthody	CH	0	0	ody	Blatt-/Krautgut: trocken; Rest ody offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0087	FUSED	G633-O0087	f16v	f16v.8	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0088	FUSED	G633-O0088	f17v	f17v.21	shecthy	shecthy	SH	1	0	y	feuchtes Blatt-/Krautgut	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0089	FUSED	G633-O0089	f18r	f18r.6	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0090	FUSED	G633-O0090	f18r	f18r.9	chcthal	chcthal	CH	0	0	al	Blatt-/Krautgut: trocken; Rest al offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0091	FUSED	G633-O0091	f19v	f19v.4	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0092	FUSED	G633-O0092	f19v	f19v.6	chocthy	chocthy	CH	0	1	y	Blatt-/Krautzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0093	FUSED	G633-O0093	f20v	f20v.2	checthy	checthy	CH	1	0	y	trockenes Blatt-/Krautgut	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0094	FUSED	G633-O0094	f20v	f20v.3	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0095	FUSED	G633-O0095	f20v	f20v.7	shocthy	shocthy	SH	0	1	y	Blatt-/Krautzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0096	FUSED	G633-O0096	f20v	f20v.10	chocthy	chocthy	CH	0	1	y	Blatt-/Krautzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0097	FUSED	G633-O0097	f21r	f21r.11	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0098	FUSED	G633-O0098	f22r	f22r.8	chocthy	chocthy	CH	0	1	y	Blatt-/Krautzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0099	FUSED	G633-O0099	f22v	f22v.15	chocthy	chocthy	CH	0	1	y	Blatt-/Krautzubereitung: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0100	FUSED	G633-O0100	f24r	f24r.13	chcth	chcth	CH	0	0	BARE	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0101	FUSED	G633-O0101	f24v	f24v.3	chcth	chcth	CH	0	0	BARE	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0102	FUSED	G633-O0102	f24v	f24v.8	chcthy	chcthy	CH	0	0	y	Blatt-/Krautgut: trocken	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0103	FUSED	G633-O0103	f25r	f25r.4	shocthy	shocthy	SH	0	1	y	Blatt-/Krautzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0104	FUSED	G633-O0104	f26r	f26r.2	checthedy	checthedy	CH	1	0	edy	trockenes Blatt-/Krautgut; Rest edy offen	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0105	FUSED	G633-O0105	f26r	f26r.3	shcthy	shcthy	SH	0	0	y	Blatt-/Krautgut: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
G633-T0106	FUSED	G633-O0106	f28r	f28r.7	shocthy	shocthy	SH	0	1	y	Blatt-/Krautzubereitung: feucht	OBSERVED_FUSED	Nur der sichtbare CTH-Ausdruck wird gelesen; Nachbarn werden nicht mit Füllprosa ergänzt
