occurrence_id	page	locus	token_index	surface	quality_prefix	outer_e_level	o_slot	remainder	structural_parse	triple_exact_token_stable	triple_boundary_normalized	left_surface	right_surface	position	section	language	hand	material_default_de	outer_e_default_de	inner_form_default_de	working_translation_de	surface_line
G633-O0015	f104v	f104v.15	2	chocthy	CH	0	1	y	ch+∅+o+cth+y	1	1	tolkshey	qokeochy	MIDDLE	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenzubereitung: trocken	tolkshey chocthy qokeochy qokchy qotcheo qotcheo dlchd chedy tchdy qotchdy ram
G633-O0016	f104v	f104v.25	6	chcthy	CH	0	0	y	ch+∅+∅+cth+y	0	0	ar	daiin	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G633-O0017	f106v	f106v.4	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	aiin	okain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	ycheoto lsheo aiin chcthy okain chdal chdam charam
G633-O0018	f106v	f106v.34	5	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	ky	otos	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: feucht	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam
G633-O0019	f106v	f106v.43	12	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	dkaiin	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	chedy okeey qokeedy okeey sheey qokaiin al al kalos chedy dkaiin chcthy
G633-O0020	f107v	f107v.4	5	shocthy	SH	0	1	y	sh+∅+o+cth+y	1	1	qokain	otaiin	MIDDLE	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenzubereitung: feucht	dain cheky okechy qokain shocthy otaiin alkaiin
G633-O0021	f107v	f107v.15	8	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	otain	tarairy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	solain qokal okeey lkaiin okain chkal otain chcthy tarairy
G633-O0022	f107v	f107v.35	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	lkey	lkar	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G633-O0023	f108v	f108v.10	11	chectham	CH	1	0	am	ch+e+∅+cth+am	1	1	kay	<END>	LAST	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	RESTFORM_am	trockenes CTH-Drogenmaterial; Rest am offen	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham
G633-O0024	f108v	f108v.23	6	checthal	CH	1	0	al	ch+e+∅+cth+al	1	1	daiin	cheeky	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	RESTFORM_al	trockenes CTH-Drogenmaterial; Rest al offen	qokeeor okeey qoeey chodaal daiin checthal cheeky otar aiin chckhy lteedy
G633-O0025	f108v	f108v.48	3	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	al	qol	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy
G633-O0026	f10r	f10r.3	5	chocthy	CH	0	1	y	ch+∅+o+cth+y	1	1	daiin	qotchy	MIDDLE	H	A	1	Blatt-/Krautzubereitung	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautzubereitung: trocken	qotor o tchy daiin chocthy qotchy chol or yty dy dy
G633-O0027	f10r	f10r.4	3	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	chaiin	ctho	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautgut: trocken	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
G633-O0028	f10v	f10v.2	4	chcthor	CH	0	0	or	ch+∅+∅+cth+or	1	1	ckhy	choiin	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	RESTFORM_or	Blatt-/Krautgut: trocken; Rest or offen	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin
G633-O0029	f10v	f10v.6	3	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	chor	qoty	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautgut: feucht	shoiin chor shcthy qoty qotoiin qokol chor aiin
G633-O0030	f111r	f111r.2	10	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	shedy	lcheol	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam
G633-O0031	f111r	f111r.7	3	checthey	CH	1	0	ey	ch+e+∅+cth+ey	1	1	qokeey	oteedy	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	FORM_I	trockenes CTH-Drogenmaterial, Form I	sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om
G633-O0032	f111r	f111r.18	2	shecthey	SH	1	0	ey	sh+e+∅+cth+ey	1	1	daiin	oteody	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	FORM_I	feuchtes CTH-Drogenmaterial, Form I	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched
G633-O0033	f111r	f111r.19	9	checthdy	CH	1	0	dy	ch+e+∅+cth+dy	1	1	qokeeodar	qoted	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	RESTFORM_dy	trockenes CTH-Drogenmaterial; Rest dy offen	saiin okeeol qokeedy lchey lcheoekam oaiin cheky qokeeodar checthdy qoted l loty
G633-O0034	f111r	f111r.20	4	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	lchedy	chedey	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai
G633-O0035	f111r	f111r.26	2	shecthy	SH	1	0	y	sh+e+∅+cth+y	1	1	soaiin	oteodaiin	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	feuchtes CTH-Drogenmaterial	soaiin shecthy oteodaiin chedy otedar air ykeey shedain l chedy qokeedy qoteedaiin
G633-O0036	f111r	f111r.31	8	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	chkal	<END>	LAST	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy
G633-O0037	f111r	f111r.38	6	chcthedy	CH	0	0	edy	ch+∅+∅+cth+edy	1	1	kechedy	chedain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_edy	CTH-Drogenmaterial: trocken; Rest edy offen	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain
G633-O0038	f111r	f111r.48	4	shecthy	SH	1	0	y	sh+e+∅+cth+y	1	1	tedain	qokeedy	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	feuchtes CTH-Drogenmaterial	poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim
G633-O0039	f111r	f111r.53	9	chcthydain	CH	0	0	ydain	ch+∅+∅+cth+ydain	0	1	qokaiin	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_ydain	CTH-Drogenmaterial: trocken; Rest ydain offen	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G633-O0040	f111v	f111v.2	5	shecthy	SH	1	0	y	sh+e+∅+cth+y	1	1	qokair	qokeol	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	feuchtes CTH-Drogenmaterial	sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy
G633-O0041	f111v	f111v.3	9	chcthar	CH	0	0	ar	ch+∅+∅+cth+ar	1	1	dain	otar	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_ar	CTH-Drogenmaterial: trocken; Rest ar offen	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim
G633-O0042	f111v	f111v.8	5	chcthey	CH	0	0	ey	ch+∅+∅+cth+ey	1	1	kechy	okain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	FORM_I	CTH-Drogenmaterial: trocken, Form I	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am
G633-O0043	f111v	f111v.10	12	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	qoteol	ldy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: feucht	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G633-O0044	f111v	f111v.19	8	shcthey	SH	0	0	ey	sh+∅+∅+cth+ey	1	1	char	qoky	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	FORM_I	CTH-Drogenmaterial: feucht, Form I	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G633-O0045	f111v	f111v.20	8	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	qotain	qokshedy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: feucht	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G633-O0046	f111v	f111v.24	11	chctham	CH	0	0	am	ch+∅+∅+cth+am	1	1	qokar	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_am	CTH-Drogenmaterial: trocken; Rest am offen	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham
G633-O0047	f111v	f111v.35	3	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	okaiin	lkain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G633-O0048	f111v	f111v.39	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	chedy	qokain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G633-O0049	f111v	f111v.41	10	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	qokeey	qotal	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal
G633-O0050	f111v	f111v.46	9	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	lkeain	qotainaly	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly
G633-O0051	f112r	f112r.13	8	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	otaiin	oteey	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G633-O0052	f112r	f112r.21	4	chcthey	CH	0	0	ey	ch+∅+∅+cth+ey	1	1	raiin	okeedy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	FORM_I	CTH-Drogenmaterial: trocken, Form I	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G633-O0053	f112r	f112r.25	10	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	cheety	okey	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey
G633-O0054	f112v	f112v.20	7	chocthedy	CH	0	1	edy	ch+∅+o+cth+edy	0	0	qotaiin	saisal	MIDDLE	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	RESTFORM_edy	CTH-Drogenzubereitung: trocken; Rest edy offen	pchoraiin ar alchedy olkeedy qokedy qotaiin chocthedy saisal
G633-O0055	f112v	f112v.39	9	chcthd	CH	0	0	d	ch+∅+∅+cth+d	1	1	qotain	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_d	CTH-Drogenmaterial: trocken; Rest d offen	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G633-O0056	f112v	f112v.45	6	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	oteol	alaiin	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam
G633-O0057	f113r	f113r.23	8	chocthy	CH	0	1	y	ch+∅+o+cth+y	1	1	qokal	lkchor	MIDDLE	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenzubereitung: trocken	ykeoeshy qokaiin chal kiin chckhey lkchey qokal chocthy lkchor lkchedy lkaiin
G633-O0058	f113r	f113r.32	3	chcthal	CH	0	0	al	ch+∅+∅+cth+al	1	1	shkaiin	okshedy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_al	CTH-Drogenmaterial: trocken; Rest al offen	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G633-O0059	f113v	f113v.19	7	checthy	CH	1	0	y	ch+e+∅+cth+y	1	1	okar	okal	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	daiin qokeeody qokar okaiin qokaiin okar checthy okal ched lchal qckham
G633-O0060	f113v	f113v.39	9	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	qokain	qotam	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G633-O0061	f114r	f114r.14	3	chcthdy	CH	0	0	dy	ch+∅+∅+cth+dy	1	1	oiin	qodair	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_dy	CTH-Drogenmaterial: trocken; Rest dy offen	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary
G633-O0062	f114r	f114r.45	7	chocthy	CH	0	1	y	ch+∅+o+cth+y	1	1	chedy	<END>	LAST	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenzubereitung: trocken	dain ched chodaiin otain chdar chedy chocthy
G633-O0063	f114v	f114v.4	2	cheocthedy	CH	1	1	edy	ch+e+o+cth+edy	1	1	qokedy	qoted	MIDDLE	S	B	3	CTH-Drogenzubereitung	attributiv_gebunden	RESTFORM_edy	trockene CTH-Drogenzubereitung; Rest edy offen	qokedy cheocthedy qoted qotedol chedar qotedy okeedy daiin chedaiin oky
G633-O0064	f114v	f114v.10	7	chcthdy	CH	0	0	dy	ch+∅+∅+cth+dy	1	1	dain	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_dy	CTH-Drogenmaterial: trocken; Rest dy offen	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy
G633-O0065	f114v	f114v.13	5	chcthain	CH	0	0	ain	ch+∅+∅+cth+ain	1	1	oiiin	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_ain	CTH-Drogenmaterial: trocken; Rest ain offen	sheedy qoteeo s oiiin chcthain
G633-O0066	f114v	f114v.26	11	chcthey	CH	0	0	ey	ch+∅+∅+cth+ey	1	1	qoeedy	<END>	LAST	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	FORM_I	CTH-Drogenmaterial: trocken, Form I	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey
G633-O0067	f114v	f114v.34	5	chocthey	CH	0	1	ey	ch+∅+o+cth+ey	1	1	aiin	qotedal	MIDDLE	S	B	3	CTH-Drogenzubereitung	UNgebunden_prädikativ	FORM_I	CTH-Drogenzubereitung: trocken, Form I	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air
G633-O0068	f115r	f115r.15	4	chcthed	CH	0	0	ed	ch+∅+∅+cth+ed	1	1	lkeodain	qokar	MIDDLE	S	B	@	CTH-Drogenmaterial	UNgebunden_prädikativ	RESTFORM_ed	CTH-Drogenmaterial: trocken; Rest ed offen	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G633-O0069	f115r	f115r.16	7	cheocthy	CH	1	1	y	ch+e+o+cth+y	1	1	chodar	chdy	MIDDLE	S	B	@	CTH-Drogenzubereitung	attributiv_gebunden	GRUNDFORM	trockene CTH-Drogenzubereitung	dshedy qotshedy dar oltedy qotar chodar cheocthy chdy qotor otchdy qotolchd
G633-O0070	f115r	f115r.17	6	cheocthy	CH	1	1	y	ch+e+o+cth+y	1	1	daiin	dolkeedy	MIDDLE	S	B	@	CTH-Drogenzubereitung	attributiv_gebunden	GRUNDFORM	trockene CTH-Drogenzubereitung	qol cheey qotchy daiin daiin cheocthy dolkeedy qotaiin chol oteeedchey okeedain
G633-O0071	f115r	f115r.23	7	checthy	CH	1	0	y	ch+e+∅+cth+y	0	0	s	qokeeey	MIDDLE	S	B	@	CTH-Drogenmaterial	attributiv_gebunden	GRUNDFORM	trockenes CTH-Drogenmaterial	dchey keey qokeod chody qokcho s checthy qokeeey keeey lol chedy qokchedy ldy
G633-O0072	f115v	f115v.25	7	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	cheodain	tchedy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedas
G633-O0073	f115v	f115v.33	3	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	qotchy	chdal	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	ychedal qotchy chcthy chdal lchedy
G633-O0074	f115v	f115v.35	11	checthey	CH	1	0	ey	ch+e+∅+cth+ey	1	1	rain	lcham	MIDDLE	S	B	3	CTH-Drogenmaterial	attributiv_gebunden	FORM_I	trockenes CTH-Drogenmaterial, Form I	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham
G633-O0075	f116r	f116r.16	7	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	lchedy	qotey	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: feucht	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam
G633-O0076	f116r	f116r.19	8	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	arody	rain	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain
G633-O0077	f116r	f116r.22	8	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	okalain	oteey	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: feucht	dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg
G633-O0078	f116r	f116r.24	3	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	okain	oty	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G633-O0079	f116r	f116r.30	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	qokain	okar	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	saraiin shey qokain chcthy okar air ollaiin okaly
G633-O0080	f116r	f116r.50	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	al	chckhy	MIDDLE	S	B	3	CTH-Drogenmaterial	UNgebunden_prädikativ	GRUNDFORM	CTH-Drogenmaterial: trocken	sodal ch al chcthy chckhy qol ain ary
G633-O0081	f11v	f11v.2	4	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	chckhy	daiin	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautgut: feucht	shol dy chckhy shcthy daiin dam ykchy dain dchy
G633-O0082	f14v	f14v.3	4	chcthy	CH	0	0	y	ch+∅+∅+cth+y	1	1	daiin	yk	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautgut: trocken	ychy dy daiin chcthy yk ykaiin dytchy y ky dy
G633-O0083	f15r	f15r.8	1	shocthy	SH	0	1	y	sh+∅+o+cth+y	1	1	<START>	tol	FIRST	H	A	1	Blatt-/Krautzubereitung	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautzubereitung: feucht	shocthy tol kaiin s dain ctholy
G633-O0084	f16r	f16r.5	6	shocthy	SH	0	1	y	sh+∅+o+cth+y	1	1	kch	opchy	MIDDLE	H	A	1	Blatt-/Krautzubereitung	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautzubereitung: feucht	tchor chor chs y kch shocthy opchy ty ky
G633-O0085	f16r	f16r.12	4	shcthy	SH	0	0	y	sh+∅+∅+cth+y	1	1	kchy	shtshy	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	GRUNDFORM	Blatt-/Krautgut: feucht	dy cho kchy shcthy shtshy sho tchokyd
G633-O0086	f16v	f16v.4	2	chcthody	CH	0	0	ody	ch+∅+∅+cth+ody	1	1	dchol	cphod	MIDDLE	H	A	1	Blatt-/Krautgut	UNgebunden_prädikativ	RESTFORM_ody	Blatt-/Krautgut: trocken; Rest ody offen	dchol chcthody cphod chotol dal
