bridge_id	support_role	source_layer	surface	component_recipe	event_count	pages	registers	support_status
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	1	f88v	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	dkain	D_ADDR+K+AIN	1	f81v	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	dolkain	D_ADDR+OL+K+AIN	1	f95v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	dykain	D_ADDR+Y+K+AIN	1	f81v	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	kain	K+AIN	6	f75r|f76r|f81v|f83r|f95v	BIOLOGICAL|HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	korain	K+OR+AIN	1	f88v	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ldain	L+AIN	1	f89r	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	lkain	L+K+AIN	2	f76r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ltain	L+T+AIN	1	f75r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	oain	O+AIN	1	f88r	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	odain	O+D_ADDR+AIN	1	f67r2	CELESTIAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	oedain	O+E+D_ADDR+AIN	1	f55v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	oekain	O+E+K+AIN	1	f67r2	CELESTIAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	okain	OK+AIN	19	f18r|f1r|f76r|f81r|f81v|f82r|f83r|f95v	BIOLOGICAL|HERBAL|SOURCE_SECTION_T	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	olain	OL+AIN	3	f76r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	oldain	OL+AIN	2	f1r|f89r	PHARMA|SOURCE_SECTION_T	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	olkain	OL+K+AIN	3	f81v|f95v	BIOLOGICAL|HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	olsain	OL+S+AIN	1	f95v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	oqokain	O+OK+AIN	1	f75r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	orain	OR+AIN	1	f55v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	osain	O+S+AIN	1	f10r	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	otain	OT+AIN	10	f75r|f76r|f81r|f81v|f82r|f95v	BIOLOGICAL|HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	otalain	OT+AL+AIN	1	f95v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	otarain	OT+AIN	1	f76r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qodain	CARRIER_Q+O+AIN	1	f95v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qokain	OK+AIN	44	f55v|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qolain	OL+AIN	2	f76r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qolkain	OL+K+AIN	2	f77r|f83r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qorain	OR+AIN	1	f76r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	qotain	OT+AIN	6	f76r|f77r|f81r|f81v	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	rain	R+AIN	3	f76r|f81r|f82r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	rtain	R+T+AIN	1	f83r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	sain	S+AIN	23	f17r|f24v|f67r2|f75r|f76r|f77r|f81r|f82r|f83r|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	salsain	S+AL+S+AIN	1	f67r2	CELESTIAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	shedain	SH+E+AIN	1	f95v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	shodain	SH+O+D_ADDR+AIN	1	f1r	SOURCE_SECTION_T	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	shokain	SH+OK+AIN	1	f75r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	tain	T+AIN	1	f77r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	tdain	T+AIN	1	f89r	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	teeolain	T+EE+OL+AIN	1	f77r	BIOLOGICAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ydain	Y+AIN	2	f1r|f75r	BIOLOGICAL|SOURCE_SECTION_T	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ykain	Y+K+AIN	3	f55v	HERBAL	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ykeodain	Y+K+E+O+D_ADDR+AIN	1	f88v	PHARMA	MATCH
G464-B02	AIN_SUFFIX_EXTENSION	GDT407_RUNNING	ytain	Y+T+AIN	3	f1r|f75r|f76r	BIOLOGICAL|SOURCE_SECTION_T	MATCH
G464-B02	HELD_ADDRESS_ANCHOR	GDT463_ADDRESS	korainy	K+OR+AIN+Y	1	f89r	PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	archeey	AR+CH+EE+Y	1	f88v	PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	ateey	A_ADDR+T+EE+Y	1	f71v	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	cheeteey	CH+EE+T+EE+Y	1	f68r1	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	cheey	SH+EE+Y	25	f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	chkeey	CH+K+EE+Y	1	f82r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	chlchpsheey	CH+L+CH+P+SH+EE+Y	1	f77r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	choeey	HO+EE+Y	1	f88v	PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	chokeey	OK+EE+Y	2	f56r	HERBAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	choteey	CH+OT+EE+Y	2	f68r1|f72r	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	chteey	CH+T+EE+Y	1	f68r1	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	deey	D_ADDR+EE+Y	2	f83r|f89r	BIOLOGICAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	doteey	D_ADDR+OT+EE+Y	1	f72r	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	fcheey	LOCAL_CHAR_F+CH+EE+Y	1	f95v	HERBAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	kcheey	K+CH+EE+Y	1	f56r	HERBAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	keey	K+EE+Y	9	f1r|f56r|f71v|f72r|f76r|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	lcheey	L+EE+Y	2	f76r|f82r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	lkeey	L+K+EE+Y	1	f82r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	lsheey	L+SH+EE+Y	2	f77r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	okeey	OK+EE+Y	16	f1r|f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f89r	BIOLOGICAL|CELESTIAL|PHARMA|SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	olkeey	OL+K+EE+Y	5	f75r|f76r|f81r|f83r|f88r	BIOLOGICAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	oteey	OT+EE+Y	16	f1r|f71v|f72r|f76r|f81r|f82r	BIOLOGICAL|CELESTIAL|SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	oteeykeey	OT+E+O+K+EE+Y	1	f72r	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	oteokeey	OT+E+O+K+EE+Y	1	f71v	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	pydeey	P+Y+D_ADDR+EE+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qeey	CARRIER_Q+EE+Y	1	f77r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qekeey	CARRIER_Q+E+K+EE+Y	1	f82r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qeykeey	CARRIER_Q+E+Y+K+EE+Y	1	f67r2	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qocheey	CARRIER_Q+O+CH+EE+Y	2	f68r1|f89r	CELESTIAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qoeey	O+EE+Y	2	f88v|f89r	PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qokcheey	OK+CH+EE+Y	1	f56r	HERBAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qokeey	OK+EE+Y	48	f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	BIOLOGICAL|HERBAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	qoteey	OT+EE+Y	5	f75r|f77r|f82r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	seey	S+EE+Y	1	f89r	PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	sheey	SH+EE+Y	18	f72r|f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	shokcheey	SH+OK+CH+EE+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	shoteey	SH+OT+EE+Y	1	f72r	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	soeey	S+O+EE+Y	1	f67r2	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	sokcheey	S+OK+CH+EE+Y	1	f77r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	solkeey	OL+K+EE+Y	3	f77r|f81v|f83r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	sorcheey	OR+Y	1	f89r	PHARMA	EXACT_WHOLE_CARD_EXCEPTION
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	teey	T+EE+Y	1	f71v	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	ycheey	Y+SH+EE+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	ykeey	Y+K+EE+Y	5	f72r|f75r|f81v|f82r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	yoeteey	Y+T+EE+Y	1	f72r	CELESTIAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	ysheey	Y+SH+EE+Y	1	f77r	BIOLOGICAL	MATCH
G464-B03	EXACT_EEY_BOUNDARY	GDT407_RUNNING	yteey	Y+T+EE+Y	1	f55v	HERBAL	MATCH
G464-B04	EXACT_CARD_BASE	GDT407_RUNNING	y	Y	39	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f72r|f76r|f77r|f81r|f81v|f88v|f89r|f95v	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA|SOURCE_SECTION_T	MATCH
G464-B04	EXACT_CARD_BASE	GDT407_RUNNING	d	D_ADDR	11	f11r|f13r|f17r|f1r|f56r|f72r|f77r|f82r	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	MATCH
G464-B04	EXACT_CARD_BASE	GDT407_RUNNING	dy	Y	44	f10r|f11r|f13r|f18r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ckhyds	CH+K+Y+D_ADDR+S	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	cthyd	CH+T+Y+D_ADDR	1	f10r	HERBAL	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	1	f81v	BIOLOGICAL	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	opydg	O+P+Y+D_ADDR+LOCAL_CHAR_G	1	f17r	HERBAL	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	oydar	O+Y+D_ADDR+AR	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	pydeey	P+Y+D_ADDR+EE+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydaiin	Y+D_ADDR+AIIN	5	f18r|f24v|f67r2|f89r	CELESTIAL|HERBAL|PHARMA	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydair	Y+D_ADDR+AIR	2	f17r|f89r	HERBAL|PHARMA	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydar	Y+D_ADDR+AR	1	f17r	HERBAL	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydchos	Y+D_ADDR+CH+O+S	1	f67r2	CELESTIAL	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydoin	Y+D_ADDR+O+IIN	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	LEFT_ARM_Y_D_ADDR	GDT407_RUNNING	ydoly	Y+D_ADDR+OL+Y	1	f67r2	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	aldy	AL+D_ADDR+Y	2	f55v|f67r2	CELESTIAL|HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	altedy	AL+T+E+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chckhdy	CH+CH+K+D_ADDR+Y	2	f55v|f83r	BIOLOGICAL|HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chcthdy	CH+CH+T+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	cheedy	CH+EE+D_ADDR+Y	12	f72r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	cheeody	CH+EE+O+D_ADDR+Y	1	f89r	PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chekody	CH+K+O+D_ADDR+Y	1	f67r2	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chetedy	CH+E+T+E+D_ADDR+Y	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chkedy	CH+K+E+D_ADDR+Y	2	f82r|f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	chody	CH+O+D_ADDR+Y	8	f11r|f56r|f88r|f88v|f89r|f95v	HERBAL|PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dcheedy	D_ADDR+CH+EE+D_ADDR+Y	1	f76r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dchy	D_ADDR+Y	2	f10r|f13r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	deeedy	D_ADDR+EEE+D_ADDR+Y	1	f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dychear	D_ADDR+Y+CH+E+AR	1	f17r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dykain	D_ADDR+Y+K+AIN	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dylches	D_ADDR+Y+L+CH+E+S	1	f77r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	dypchy	D_ADDR+Y+P+Y	1	f13r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	kdchy	K+D_ADDR+Y	1	f1r	SOURCE_SECTION_T	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	keeedy	K+EEE+D_ADDR+Y	2	f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	lcheedy	L+CH+EE+D_ADDR+Y	1	f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	lkeedy	L+K+EE+D_ADDR+Y	3	f76r|f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	lsheedy	L+SH+EE+D_ADDR+Y	4	f76r|f77r|f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	lteedy	L+T+EE+D_ADDR+Y	1	f82r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	octhody	O+CH+T+O+D_ADDR+Y	1	f10r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	ofshdy	O+LOCAL_CHAR_F+SH+D_ADDR+Y	1	f81r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	okeeody	OK+EE+O+D_ADDR+Y	2	f67r2|f72r	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	okeody	OK+E+O+D_ADDR+Y	3	f55v|f72r	CELESTIAL|HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	olcthdy	OL+CH+T+D_ADDR+Y	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	olkshdy	OL+K+SH+D_ADDR+Y	1	f81r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	olsheody	O+L+SH+E+O+D_ADDR+Y	1	f88r	PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	opshdy	O+P+SH+D_ADDR+Y	1	f76r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	otshdy	OT+SH+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	pdalshdy	P+DA+L+SH+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	poldy	P+OL+D_ADDR+Y	1	f88r	PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qcthdys	CH+T+D_ADDR+Y+S	1	f81r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qodchy	O+D_ADDR+Y	1	f13r	HERBAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	2	f77r|f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qofshy	CARRIER_Q+O+P+SH+D_ADDR+Y	1	f76r	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qokeeody	OK+EE+O+D_ADDR+Y	1	f67r2	CELESTIAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qokeody	OK+E+O+D_ADDR+Y	8	f88r|f88v|f89r	PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qokeoefy	OK+E+O+D_ADDR+Y	1	f89r	PHARMA	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qolkeedy	OL+K+EE+D_ADDR+Y	1	f81v	BIOLOGICAL	MATCH
G464-B04	RIGHT_ARM_D_ADDR_Y	GDT407_RUNNING	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	1	f83r	BIOLOGICAL	MATCH
