event_id	record	statement_id	locus	visible_owner_id	visible_owner_de	surface	card_no	component_parse	invariant_card_reading_de	minimum_source_clause_de	primitive	terminal	global_cycle_edge
E242	B3	B3-S006	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	olchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E243	B3	B3-S007	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	METER_CHECK	NO	NONE
E244	B3	B3-S007	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	MOVE_PASS	NO	NONE
E245	B3	B3-S007	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E246	B3	B3-S008	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E247	B3	B3-S009	f83r.6	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	ACTIVATE_CHARGE	NO	NONE
E248	B3	B3-S010	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	pchedal	PROC134	P+CHD+AL	hinein · umsetzen · Zielstelle	hinein umsetzen Zielstelle	TARGET_HANDOFF	NO	NONE
E249	B3	B3-S010	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	danach kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E250	B3	B3-S011	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	shecthedchy	PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dies	halten kurz bereit umsetzen dies	HOLD_STATE	NO	NONE
E251	B3	B3-S011	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	ACTIVATE_CHARGE	NO	NONE
E252	B3	B3-S011	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	MOVE_PASS	NO	NONE
E253	B3	B3-S011	f83r.8	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	chary	PROC137	AR+Y	von dort · dies	von dort dies	SOURCE_DRAW	NO	NONE
E254	B3	B3-S012	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	sor	PROC016	OR	Ansatz	Ansatz	ACTIVATE_CHARGE	NO	NONE
E255	B3	B3-S012	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E256	B3	B3-S013	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	METER_CHECK	NO	NONE
E257	B3	B3-S013	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	chkain	PROC069	K+AIN	zuführen · Portion	zuführen Portion	ACTIVATE_CHARGE	NO	NONE
E258	B3	B3-S013	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	shcthey	PROC117	CTH+E+Y	bereit · kurz · dies	bereit kurz dies	ACTIVATE_CHARGE	NO	NONE
E259	B3	B3-S013	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E260	B3	B3-S014	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	okair	PROC138	OK+AIR	ansetzen · Lauf	ansetzen Lauf	MOVE_PASS	NO	NONE
E261	B3	B3-S014	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	sheedy	PROC139	SH+EE+DY	halten · länger · Schluss	halten länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E262	B3	B3-S015	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E263	B3	B3-S016	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	lo	PROC140	L+O	führen · Arbeitsgang	führen Arbeitsgang	MOVE_PASS	NO	NONE
E264	B3	B3-S016	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	ACTIVATE_CHARGE>CLOSE	YES	NONE
E265	B3	B3-S017	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E266	B3	B3-S018	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E267	B3	B3-S019	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokshedy	PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	ansetzen halten kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E268	B3	B3-S020	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	dal	PROC055	AL	Zielstelle	Zielstelle	TARGET_HANDOFF	NO	NONE
E269	B3	B3-S020	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E270	B3	B3-S021	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	METER_CHECK	NO	NONE
E271	B3	B3-S021	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	shcthy	PROC014	CTH+Y	bereit · dies	bereit dies	HOLD_STATE	NO	NONE
E272	B3	B3-S021	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	dal	PROC055	AL	Zielstelle	Zielstelle	TARGET_HANDOFF	NO	NONE
E273	B3	B3-S021	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	sy	PROC019	Y	dies	dies	CONTINUE_USE	NO	NONE
E274	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	saiin	PROC009	AIIN	Maß	Maß	METER_CHECK	NO	NONE
E275	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	shedal	PROC142	SHED+AL	absetzen · Zielstelle	absetzen Zielstelle	HOLD_STATE	NO	NONE
E276	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	shecthy	PROC143	SH+E+CTH+Y	halten · kurz · bereit · dies	halten kurz bereit dies	HOLD_STATE	NO	NONE
E277	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	chey	PROC019	Y	dies	dies	CONTINUE_USE	NO	NONE
E278	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	tal	PROC055	AL	Zielstelle	Zielstelle	TARGET_HANDOFF	NO	NONE
E279	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	shcthy	PROC014	CTH+Y	bereit · dies	bereit dies	HOLD_STATE	NO	NONE
E280	B3	B3-S021	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	dalchdy	PROC144	AL+CHD+DY	Zielstelle · umsetzen · Schluss	Zielstelle umsetzen; schließen	TARGET_HANDOFF>CLOSE	YES	NONE
E281	B3	B3-S022	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qotchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	danach umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E282	B3	B3-S023	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E283	B3	B3-S024	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	tchedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E284	B3	B3-S025	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	ACTIVATE_CHARGE>CLOSE	YES	NONE
E285	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	cheedar	PROC146	EE+AR	länger · von dort	länger von dort	HOLD_STATE	NO	NONE
E286	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	chldaiin	PROC147	L+AIIN	führen · Maß	führen Maß	METER_CHECK	NO	NONE
E287	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	MOVE_PASS	NO	NONE
E288	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	ACTIVATE_CHARGE	NO	NONE
E289	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	checthy	PROC014	CTH+Y	bereit · dies	bereit dies	HOLD_STATE	NO	NONE
E290	B3	B3-S026	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	chealror	PROC148	AL+R+OR	Zielstelle · abkühlen · Ansatz	Zielstelle abkühlen Ansatz	ACTIVATE_CHARGE	NO	NONE
E291	B3	B3-S026	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	solkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	auffangen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E292	B3	B3-S027	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	danach länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E293	B3	B3-S028	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	HOLD_STATE	NO	NONE
E294	B3	B3-S028	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E295	B3	B3-S029	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	sol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E296	B3	B3-S029	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	cheeety	PROC149	EEE+T+Y	vollständig · eintragen · dies	vollständig eintragen dies	HOLD_STATE	NO	NONE
E297	B3	B3-S029	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E298	B3	B3-S030	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	ACTIVATE_CHARGE	NO	NONE
E299	B3	B3-S030	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	saiin	PROC009	AIIN	Maß	Maß	METER_CHECK	NO	NONE
E300	B3	B3-S030	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	schedair	PROC150	CHD+AIR	umsetzen · Lauf	umsetzen Lauf	MOVE_PASS	NO	NONE
E301	B3	B3-S030	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	otchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	danach umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E302	B3	B3-S031	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E303	B3	B3-S032	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	chedain	PROC151	CHD+AIN	umsetzen · Portion	umsetzen Portion	ACTIVATE_CHARGE	NO	NONE
E304	B3	B3-S032	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	ACTIVATE_CHARGE	NO	NONE
E305	B3	B3-S032	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	qotedaiin	PROC152	OT+E+AIIN	danach · kurz · Maß	danach kurz Maß	METER_CHECK	NO	NONE
E306	B3	B3-S032	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	otaiin	PROC112	OT+AIIN	danach · Maß	danach Maß	METER_CHECK	NO	NONE
E307	B3	B3-S032	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	danach kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E308	B3	B3-S033	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	ldy	PROC108	L+DY	führen · Schluss	führen; schließen	MOVE_PASS>CLOSE	YES	NONE
E309	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	soiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	Arbeitsgang Sollstufe	METER_CHECK	NO	NONE
E310	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	checthy	PROC014	CTH+Y	bereit · dies	bereit dies	HOLD_STATE	NO	NONE
E311	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	chety	PROC004	T+Y	eintragen · dies	eintragen dies	ACTIVATE_CHARGE	NO	NONE
E312	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	otaiin	PROC112	OT+AIIN	danach · Maß	danach Maß	METER_CHECK	NO	NONE
E313	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	olsaly	PROC153	OL+AL+Y	fortsetzen · Zielstelle · dies	fortsetzen Zielstelle dies	TARGET_HANDOFF	NO	NONE
E314	B3	B3-S034	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E315	B4	B4-S001	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E316	B4	B4-S002	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qolchey	PROC154	OL+Y	fortsetzen · dies	fortsetzen dies	CONTINUE_USE	NO	NONE
E317	B4	B4-S002	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	HOLD_STATE	NO	NONE
E318	B4	B4-S002	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E319	B4	B4-S003	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	MOVE_PASS	NO	NONE
E320	B4	B4-S003	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	otal	PROC131	OT+AL	danach · Zielstelle	danach Zielstelle	TARGET_HANDOFF	NO	NONE
E321	B4	B4-S003	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	otchey	PROC065	OT+Y	danach · dies	danach dies	ACTIVATE_CHARGE	NO	NONE
E322	B4	B4-S003	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	HOLD_STATE	NO	NONE
E323	B4	B4-S003	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	ACTIVATE_CHARGE	NO	NONE
E324	B4	B4-S003	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	tol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E325	B4	B4-S003	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E326	B4	B4-S004	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokylddy	PROC155	OK+Y+LDDY	ansetzen · dies · befestigen; Schluss	ansetzen dies befestigen; Schluss	ACTIVATE_CHARGE>CLOSE	YES	NONE
E327	B4	B4-S005	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	dain	PROC156	AIN	Portion	Portion	ACTIVATE_CHARGE	NO	NONE
E328	B4	B4-S005	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	ACTIVATE_CHARGE	NO	NONE
E329	B4	B4-S005	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	HOLD_STATE>CLOSE	YES	NONE
E330	B4	B4-S006	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	shckhedy	PROC099	SH+CKHE+DY	halten · Durchlass · kurz · Schluss	halten Durchlass kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E331	B4	B4-S007	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	shckhedy	PROC099	SH+CKHE+DY	halten · Durchlass · kurz · Schluss	halten Durchlass kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E332	B4	B4-S008	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	saiin	PROC009	AIIN	Maß	Maß	METER_CHECK	NO	NONE
E333	B4	B4-S008	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dies	wärmen länger dies	ACTIVATE_CHARGE	NO	NONE
E334	B4	B4-S008	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	sheey	PROC157	SH+EE+Y	halten · länger · dies	halten länger dies	ACTIVATE_CHARGE	NO	NONE
E335	B4	B4-S008	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E336	B4	B4-S009	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	dasselbe sichtbare Figurenpaar im B4-Record	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
