group_type	group_label	event_count	fold
PHYSICAL_FOLIO	f35r	7	1
PHYSICAL_FOLIO	f35v	8	3
PHYSICAL_FOLIO	f36r	9	2
PHYSICAL_FOLIO	f36v	6	3
PHYSICAL_FOLIO	f37r	6	4
PHYSICAL_FOLIO	f37v	8	4
PHYSICAL_FOLIO	f38r	1	1
PHYSICAL_FOLIO	f38v	5	3
PHYSICAL_FOLIO	f39r	18	1
PHYSICAL_FOLIO	f39v	13	0
PHYSICAL_FOLIO	f3r	35	2
PHYSICAL_FOLIO	f3v	18	2
PHYSICAL_FOLIO	f40r	12	3
PHYSICAL_FOLIO	f40v	12	1
PHYSICAL_FOLIO	f41r	5	4
PHYSICAL_FOLIO	f41v	8	1
PHYSICAL_FOLIO	f42r	31	1
PHYSICAL_FOLIO	f42v	16	0
PHYSICAL_FOLIO	f43r	12	2
PHYSICAL_FOLIO	f43v	8	2
PHYSICAL_FOLIO	f44r	8	3
PHYSICAL_FOLIO	f44v	23	3
PHYSICAL_FOLIO	f45r	13	2
PHYSICAL_FOLIO	f45v	18	0
PHYSICAL_FOLIO	f46r	19	3
PHYSICAL_FOLIO	f46v	13	3
PHYSICAL_FOLIO	f47r	16	1
PHYSICAL_FOLIO	f47v	12	3
PHYSICAL_FOLIO	f48r	11	0
PHYSICAL_FOLIO	f48v	13	1
PHYSICAL_FOLIO	f49r	9	3
PHYSICAL_FOLIO	f49v	17	3
PHYSICAL_FOLIO	f4r	13	4
PHYSICAL_FOLIO	f4v	6	0
PHYSICAL_FOLIO	f50r	8	4
PHYSICAL_FOLIO	f50v	6	1
PHYSICAL_FOLIO	f51r	18	4
PHYSICAL_FOLIO	f51v	11	1
PHYSICAL_FOLIO	f52r	14	0
PHYSICAL_FOLIO	f52v	11	2
PHYSICAL_FOLIO	f53r	4	0
PHYSICAL_FOLIO	f53v	13	0
PHYSICAL_FOLIO	f54v	28	1
PHYSICAL_FOLIO	f55r	17	4
PHYSICAL_FOLIO	f55v	10	2
PHYSICAL_FOLIO	f56r	12	4
PHYSICAL_FOLIO	f56v	20	0
PHYSICAL_FOLIO	f58r	77	3
PHYSICAL_FOLIO	f58v	78	2
PHYSICAL_FOLIO	f5v	7	2
PHYSICAL_FOLIO	f66r	36	4
PHYSICAL_FOLIO	f66v	18	1
PHYSICAL_FOLIO	f6r	15	3
PHYSICAL_FOLIO	f6v	18	2
PHYSICAL_FOLIO	f75r	40	1
PHYSICAL_FOLIO	f75v	56	0
PHYSICAL_FOLIO	f76r	58	4
PHYSICAL_FOLIO	f76v	27	2
PHYSICAL_FOLIO	f77r	35	3
PHYSICAL_FOLIO	f77v	66	2
PHYSICAL_FOLIO	f78r	39	3
PHYSICAL_FOLIO	f78v	52	4
PHYSICAL_FOLIO	f79r	64	3
PHYSICAL_FOLIO	f79v	39	4
PHYSICAL_FOLIO	f7r	7	3
PHYSICAL_FOLIO	f7v	7	4
PHYSICAL_FOLIO	f80r	68	1
PHYSICAL_FOLIO	f80v	69	2
PHYSICAL_FOLIO	f81r	38	3
PHYSICAL_FOLIO	f81v	43	4
PHYSICAL_FOLIO	f82r	29	0
PHYSICAL_FOLIO	f82v	54	3
PHYSICAL_FOLIO	f83r	45	0
PHYSICAL_FOLIO	f83v	55	2
PHYSICAL_FOLIO	f85r	50	3
PHYSICAL_FOLIO	f86v	151	0
PHYSICAL_FOLIO	f87r	12	0
PHYSICAL_FOLIO	f87v	10	3
PHYSICAL_FOLIO	f88r	45	0
PHYSICAL_FOLIO	f88v	12	1
PHYSICAL_FOLIO	f89r	31	2
PHYSICAL_FOLIO	f89v	34	4
PHYSICAL_FOLIO	f8r	20	4
PHYSICAL_FOLIO	f8v	24	1
PHYSICAL_FOLIO	f90r	10	4
PHYSICAL_FOLIO	f93r	36	1
PHYSICAL_FOLIO	f93v	12	2
PHYSICAL_FOLIO	f94r	9	4
PHYSICAL_FOLIO	f94v	8	0
PHYSICAL_FOLIO	f95r	26	4
PHYSICAL_FOLIO	f95v	12	3
PHYSICAL_FOLIO	f96r	11	3
PHYSICAL_FOLIO	f96v	2	1
PHYSICAL_FOLIO	f99r	30	3
PHYSICAL_FOLIO	f99v	38	0
PHYSICAL_FOLIO	f9r	7	0
PHYSICAL_FOLIO	f9v	9	0
STEM	a	271	2
STEM	ai	10	0
STEM	aii	2	0
STEM	aira	3	3
STEM	ala	13	3
STEM	alka	5	0
STEM	alo	11	4
STEM	ara	23	3
STEM	arara	2	1
STEM	aro	9	0
STEM	ch	29	2
STEM	cha	57	1
STEM	chckha	5	1
STEM	chckho	5	3
STEM	chctha	4	4
STEM	chda	29	4
STEM	chea	31	3
STEM	chectha	2	2
STEM	cheda	28	0
STEM	cheka	12	2
STEM	cheo	151	2
STEM	cheoda	6	4
STEM	cheoka	3	4
STEM	chka	11	2
STEM	chla	3	0
STEM	cho	353	1
STEM	choda	6	3
STEM	choka	6	2
STEM	cholda	2	0
STEM	chota	7	3
STEM	choto	9	4
STEM	ckha	6	4
STEM	cpho	12	1
STEM	ctha	8	0
STEM	ctho	56	3
STEM	cthoda	3	1
STEM	d	19	1
STEM	da	259	3
STEM	dai	10	2
STEM	daii	4	3
STEM	daira	6	0
STEM	dala	7	0
STEM	dalo	8	4
STEM	dara	9	2
STEM	daro	5	0
STEM	dcho	23	2
STEM	do	81	3
STEM	fcho	3	2
STEM	ka	32	1
STEM	kcha	3	3
STEM	kcho	25	0
STEM	kee	2	1
STEM	keo	19	2
STEM	ko	33	0
STEM	la	11	3
STEM	lcha	7	1
STEM	lchea	5	1
STEM	lcheda	3	4
STEM	lka	10	3
STEM	lkea	2	2
STEM	lo	39	2
STEM	lolo	2	3
STEM	lta	4	4
STEM	o	483	0
STEM	oa	3	0
STEM	octha	2	4
STEM	oda	19	4
STEM	odaii	2	0
STEM	ofara	2	1
STEM	oka	150	1
STEM	okai	2	2
STEM	okala	5	2
STEM	okara	5	4
STEM	okchda	2	3
STEM	okcho	12	0
STEM	okea	11	1
STEM	okeda	7	4
STEM	okeeda	5	3
STEM	okeeo	8	2
STEM	okeo	47	4
STEM	oko	55	2
STEM	ola	10	1
STEM	olcha	2	4
STEM	olcheo	6	1
STEM	olda	6	3
STEM	olka	23	4
STEM	olo	17	1
STEM	olta	3	1
STEM	opa	9	3
STEM	opai	2	0
STEM	opala	2	1
STEM	opo	4	0
STEM	ora	18	0
STEM	oro	13	0
STEM	ota	163	3
STEM	otai	2	2
STEM	otala	4	1
STEM	otalda	2	3
STEM	otara	5	0
STEM	otcha	7	3
STEM	otcho	28	1
STEM	oteda	7	2
STEM	oteea	3	2
STEM	oteo	27	3
STEM	otolo	2	4
STEM	pa	3	3
STEM	pchda	3	4
STEM	pcho	6	2
STEM	qeta	2	0
STEM	qockho	7	0
STEM	qoda	9	1
STEM	qodo	2	1
STEM	qoeta	2	2
STEM	qoka	205	4
STEM	qokai	2	3
STEM	qokalo	2	4
STEM	qokeda	4	2
STEM	qokeea	3	0
STEM	qokeo	41	1
STEM	qoko	90	2
STEM	qopa	3	1
STEM	qota	68	4
STEM	qoto	44	0
STEM	ra	27	2
STEM	ralo	2	0
STEM	rara	4	3
STEM	ro	21	0
STEM	sa	44	3
STEM	sai	4	4
STEM	sairo	2	1
STEM	salda	2	2
STEM	sara	4	0
STEM	sha	21	3
STEM	shara	3	2
STEM	shda	5	1
STEM	shea	15	2
STEM	sheda	13	4
STEM	sheka	4	1
STEM	sheo	92	4
STEM	sheodo	2	3
STEM	sho	167	4
STEM	shoda	2	4
STEM	so	59	0
STEM	ta	26	4
STEM	tai	2	0
STEM	tara	3	3
STEM	tcha	3	4
STEM	teda	4	2
STEM	to	35	4
STEM	ycho	11	4
STEM	yda	5	2
STEM	yka	13	3
STEM	ykcho	7	1
STEM	yta	24	1
STEM	ytcho	6	4
