event_ordinal	occurrence_id	source_selector	physical_folio	locus	token_index	token_count	distance_from_end	distance_cell	position_class	position4	masked_target	stem	terminal	left_context	right_context	left_context_sensitivity	right_context_sensitivity	paired_neighbour	direct_388	population	page_fold	stem_fold	semantic_export_credit
48	GDT800-O0048	f102r1	f102r	f102r1.13	6	7	1	1	INTERNAL	PENULTIMATE	qokeo{l|m}	qokeo	l	okshey	sheofoly	okshey	sheofoly	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
49	GDT800-O0049	f102r1	f102r	f102r1.14	7	11	4	4	INTERNAL	EARLIER	oko{l|m}	oko	l	qoteol	chos	qoteol	chos	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
50	GDT800-O0050	f102r1	f102r	f102r1.15	2	9	7	5	INTERNAL	EARLIER	cho{l|m}	cho	l	or	daiin	or	daiin	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
51	GDT800-O0051	f102r1	f102r	f102r1.16	6	10	4	4	INTERNAL	EARLIER	okeo{l|m}	okeo	l	dy	doeoear	dy	doeoear	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
52	GDT800-O0052	f102r1	f102r	f102r1.16	9	10	1	1	INTERNAL	PENULTIMATE	ara{l|m}	ara	l	s	dor	s	dor	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
53	GDT800-O0053	f102r1	f102r	f102r1.5	2	10	8	5	INTERNAL	EARLIER	sheo{l|m}	sheo	l	ytol	she	ytol	she	0	0	CACHE_REST_3749	2	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
54	GDT800-O0054	f102r1	f102r	f102r1.5	7	10	3	3	INTERNAL	EARLIER	cho{l|m}	cho	l	oraroekeol	ekey	oraroekeol	ekey	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
55	GDT800-O0055	f102r1	f102r	f102r1.5	9	10	1	1	INTERNAL	PENULTIMATE	qoko{l|m}	qoko	l	ekey	dain	ekey	dain	0	0	CACHE_REST_3749	2	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
56	GDT800-O0056	f102r1	f102r	f102r1.8	6	8	2	2	INTERNAL	EARLIER	oteo{l|m}	oteo	l	daiin	qoteol	daiin	qoteol	0	0	CACHE_REST_3749	2	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
57	GDT800-O0057	f102r1	f102r	f102r1.9	3	7	4	4	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	orsheoldy	oteeody	orsheoldy	oteeody	0	0	CACHE_REST_3749	2	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
58	GDT800-O0058	f102v1	f102v	f102v1.10	2	10	8	5	INTERNAL	EARLIER	o{l|m}	o	l	kochor	ydaiin	kochor	ydaiin	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
59	GDT800-O0059	f102v1	f102v	f102v1.11	1	10	9	5	FIRST	EARLIER	so{l|m}	so	l	NONE	chol	NONE	NONE	1	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
60	GDT800-O0060	f102v1	f102v	f102v1.11	2	10	8	5	INTERNAL	EARLIER	cho{l|m}	cho	l	sol	qooiin	NONE	qooiin	1	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
61	GDT800-O0061	f102v1	f102v	f102v1.11	4	10	6	5	INTERNAL	EARLIER	qoko{l|m}	qoko	l	qooiin	cheol	qooiin	NONE	1	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
62	GDT800-O0062	f102v1	f102v	f102v1.11	5	10	5	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokol	chey	NONE	chey	1	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
63	GDT800-O0063	f102v1	f102v	f102v1.12	2	10	8	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	y	cheol	y	NONE	1	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
64	GDT800-O0064	f102v1	f102v	f102v1.12	3	10	7	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	cheol	doiir	NONE	doiir	1	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
65	GDT800-O0065	f102v1	f102v	f102v1.13	2	10	8	5	INTERNAL	EARLIER	o{l|m}	o	l	toiin	daiin	toiin	daiin	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
66	GDT800-O0066	f102v1	f102v	f102v1.13	5	10	5	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qkol	daiin	qkol	daiin	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
67	GDT800-O0067	f102v1	f102v	f102v1.14	4	5	1	1	INTERNAL	PENULTIMATE	oteo{l|m}	oteo	l	ckhey	aeky	ckhey	aeky	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
68	GDT800-O0068	f102v1	f102v	f102v1.19	4	8	4	4	INTERNAL	EARLIER	sheo{l|m}	sheo	l	or	okeeol	or	NONE	1	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
69	GDT800-O0069	f102v1	f102v	f102v1.19	5	8	3	3	INTERNAL	EARLIER	okeeo{l|m}	okeeo	l	sheol	qoteol	NONE	qoteol	1	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
70	GDT800-O0070	f102v1	f102v	f102v1.20	9	9	0	0	FINAL	FINAL	da{l|m}	da	m	okeey	NONE	okeey	NONE	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
71	GDT800-O0071	f102v1	f102v	f102v1.21	8	8	0	0	FINAL	FINAL	ra{l|m}	ra	m	cheody	NONE	cheody	NONE	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
72	GDT800-O0072	f102v1	f102v	f102v1.22	4	8	4	4	INTERNAL	EARLIER	cheo{l|m}	cheo	l	qokeos	qool	qokeos	qool	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
73	GDT800-O0073	f102v1	f102v	f102v1.24	4	4	0	0	FINAL	FINAL	cheo{l|m}	cheo	l	qoor	NONE	qoor	NONE	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
74	GDT800-O0074	f102v1	f102v	f102v1.7	3	8	5	5	INTERNAL	EARLIER	pcho{l|m}	pcho	l	ockhey	doiin	ockhey	doiin	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
75	GDT800-O0075	f102v1	f102v	f102v1.8	2	10	8	5	INTERNAL	EARLIER	o{l|m}	o	l	dairn	chey	dairn	chey	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
76	GDT800-O0076	f102v1	f102v	f102v1.9	3	10	7	5	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	ckheey	sheky	ckheey	sheky	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
77	GDT800-O0077	f102v2	f102v	f102v2.18	3	6	3	3	INTERNAL	EARLIER	okeo{l|m}	okeo	l	chyokeor	okeol	chyokeor	NONE	1	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
78	GDT800-O0078	f102v2	f102v	f102v2.18	4	6	2	2	INTERNAL	EARLIER	okeo{l|m}	okeo	l	okeol	shy	NONE	shy	1	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
79	GDT800-O0079	f102v2	f102v	f102v2.20	8	12	4	4	INTERNAL	EARLIER	do{l|m}	do	l	qokeey	ol	qokeey	NONE	1	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
80	GDT800-O0080	f102v2	f102v	f102v2.20	9	12	3	3	INTERNAL	EARLIER	o{l|m}	o	l	dol	sheeoy	NONE	sheeoy	1	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
81	GDT800-O0081	f102v2	f102v	f102v2.21	6	14	8	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	okeeor	os	okeeor	os	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
82	GDT800-O0082	f102v2	f102v	f102v2.22	4	15	11	5	INTERNAL	EARLIER	cheo{l|m}	cheo	l	aiin	s	aiin	s	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
83	GDT800-O0083	f102v2	f102v	f102v2.22	7	15	8	5	INTERNAL	EARLIER	cho{l|m}	cho	l	oiir	sheey	oiir	sheey	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
84	GDT800-O0084	f102v2	f102v	f102v2.22	10	15	5	5	INTERNAL	EARLIER	o{l|m}	o	l	qockhy	keo	qockhy	keo	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
85	GDT800-O0085	f102v2	f102v	f102v2.32	4	12	8	5	INTERNAL	EARLIER	okeo{l|m}	okeo	l	shoar	shoy	shoar	shoy	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
86	GDT800-O0086	f102v2	f102v	f102v2.32	10	12	2	2	INTERNAL	EARLIER	o{l|m}	o	l	cheeor	daiin	cheeor	daiin	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
87	GDT800-O0087	f102v2	f102v	f102v2.33	7	12	5	5	INTERNAL	EARLIER	a{l|m}	a	l	s	chos	s	chos	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
88	GDT800-O0088	f102v2	f102v	f102v2.34	5	8	3	3	INTERNAL	EARLIER	okcho{l|m}	okcho	l	qokeos	ctheor	qokeos	ctheor	0	0	CACHE_REST_3749	4	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
89	GDT800-O0089	f102v2	f102v	f102v2.34	8	8	0	0	FINAL	FINAL	sa{l|m}	sa	l	okey	NONE	okey	NONE	0	0	CACHE_REST_3749	4	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
90	GDT800-O0090	f102v2	f102v	f102v2.35	2	10	8	5	INTERNAL	EARLIER	sheo{l|m}	sheo	l	ychor	por	ychor	por	0	0	CACHE_REST_3749	4	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
91	GDT800-O0091	f102v2	f102v	f102v2.35	9	10	1	1	INTERNAL	PENULTIMATE	qokeo{l|m}	qokeo	l	teody	daiin	teody	daiin	0	0	CACHE_REST_3749	4	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
92	GDT800-O0092	f102v2	f102v	f102v2.7	1	1	0	0	SINGLE	SINGLE	oko{l|m}	oko	l	NONE	NONE	NONE	NONE	0	0	CACHE_REST_3749	4	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
93	GDT800-O0093	f103r	f103r	f103r.1	7	12	5	5	INTERNAL	EARLIER	qota{l|m}	qota	l	qoteey	shedy	qoteey	shedy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
94	GDT800-O0094	f103r	f103r	f103r.1	11	12	1	1	INTERNAL	PENULTIMATE	oka{l|m}	oka	l	dain	daldy	dain	daldy	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
95	GDT800-O0095	f103r	f103r	f103r.10	2	14	12	5	INTERNAL	EARLIER	o{l|m}	o	l	daiin	oain	daiin	oain	0	0	CACHE_REST_3749	0	0	ZERO__FORMAL_MASKED_CONTEXT_ONLY
96	GDT800-O0096	f103r	f103r	f103r.10	4	14	10	5	INTERNAL	EARLIER	okeo{l|m}	okeo	l	oain	chol	oain	NONE	1	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
97	GDT800-O0097	f103r	f103r	f103r.10	5	14	9	5	INTERNAL	EARLIER	cho{l|m}	cho	l	okeol	okam	NONE	NONE	1	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
98	GDT800-O0098	f103r	f103r	f103r.10	6	14	8	5	INTERNAL	EARLIER	oka{l|m}	oka	m	chol	chety	NONE	chety	1	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
99	GDT800-O0099	f103r	f103r	f103r.11	10	12	2	2	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	otoy	key	otoy	key	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
100	GDT800-O0100	f103r	f103r	f103r.12	5	9	4	4	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	oteey	keedy	oteey	keedy	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
101	GDT800-O0101	f103r	f103r	f103r.13	11	12	1	1	INTERNAL	PENULTIMATE	da{l|m}	da	l	tshdy	kasol	tshdy	kasol	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
102	GDT800-O0102	f103r	f103r	f103r.14	7	13	6	5	INTERNAL	EARLIER	lo{l|m}	lo	l	shey	s	shey	s	0	0	CACHE_REST_3749	0	2	ZERO__FORMAL_MASKED_CONTEXT_ONLY
103	GDT800-O0103	f103r	f103r	f103r.15	3	5	2	2	INTERNAL	EARLIER	sho{l|m}	sho	l	qokeey	qotey	qokeey	qotey	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
104	GDT800-O0104	f103r	f103r	f103r.17	7	10	3	3	INTERNAL	EARLIER	qoka{l|m}	qoka	l	chckhy	oty	chckhy	oty	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
105	GDT800-O0105	f103r	f103r	f103r.18	2	9	7	5	INTERNAL	EARLIER	qokeo{l|m}	qokeo	l	polchedy	okain	polchedy	okain	0	0	CACHE_REST_3749	0	1	ZERO__FORMAL_MASKED_CONTEXT_ONLY
106	GDT800-O0106	f103r	f103r	f103r.19	8	12	4	4	INTERNAL	EARLIER	oteo{l|m}	oteo	l	qokain	lkar	qokain	lkar	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
107	GDT800-O0107	f103r	f103r	f103r.19	10	12	2	2	INTERNAL	EARLIER	okara{l|m}	okara	l	lkar	lkldy	lkar	lkldy	0	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
108	GDT800-O0108	f103r	f103r	f103r.2	10	15	5	5	INTERNAL	EARLIER	sa{l|m}	sa	l	otchy	lkeey	otchy	lkeey	0	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
109	GDT800-O0109	f103r	f103r	f103r.21	4	12	8	5	INTERNAL	EARLIER	ota{l|m}	ota	l	dalkar	qokal	dalkar	NONE	1	0	CACHE_REST_3749	0	3	ZERO__FORMAL_MASKED_CONTEXT_ONLY
110	GDT800-O0110	f103r	f103r	f103r.21	5	12	7	5	INTERNAL	EARLIER	qoka{l|m}	qoka	l	otal	chepy	NONE	chepy	1	0	CACHE_REST_3749	0	4	ZERO__FORMAL_MASKED_CONTEXT_ONLY
