occurrence_id	event_id_sha256	page	locus	group_index	group_count	record_ordinal	field_ordinal	within_field_position	pre_reveal_role	confidence	ownership_rationale
O18	1afb64ee55b67f1885a0	f83r	f83r.11	2	10	1	1	LAST	FIGURE_OR_BODY	LOW	Second upper prose block begins beside the middle-left immersed figure, but no singular assignment device exists.
O19	0fbf5a5c0095565d81ce	f83r	f83r.11	6	10	1	2	LAST	FIGURE_OR_BODY	LOW	Same physical line and regional figure adjacency as O18; no separate visible owner for the second field.
O20	3311a71d9dcf030cf8e5	f83r	f83r.11	9	10	1	4	ONLY	FIGURE_OR_BODY	LOW	Same physical line and regional figure adjacency as O18; a fourth text field is not a fourth visible body station.
O21	937aed385a4f6506fb1d	f83r	f83r.14	2	10	1	2	ONLY	FIGURE_OR_BODY	LOW	Upper-middle prose lies right of the immersed middle-left figure; attribution is regional, not singular.
O22	a72eddaae3c0ec85cf00	f83r	f83r.14	3	10	1	3	ONLY	FIGURE_OR_BODY	LOW	Same line as O21; no visual divider distinguishes the adjacent one-card cell.
O23	3d39ab5fee2cb1d043f4	f83r	f83r.14	6	10	1	5	LAST	FIGURE_OR_BODY	LOW	Same line and figure-adjacent prose block; the fifth field cannot be attached to a distinct body part.
O24	408cc368ee213a8d23b3	f83r	f83r.15	9	9	1	3	ONLY	FIGURE_OR_BODY	LOW	Prose remains adjacent to the middle-left figure and her basin-like surround, with no explicit connector.
O25	6c13ae561d020d1b865f	f83r	f83r.20	4	9	1	3	LAST	CONDUIT_PATH_OR_FLOW	LOW	Lower part of the upper prose block approaches the descending flow from the lower-left figure.
O26	cd7c5cec5a51d9bcfc9a	f83r	f83r.20	7	9	1	4	LAST	CONDUIT_PATH_OR_FLOW	LOW	Same line and regional descending-flow association as O25; no field-specific pointer.
O27	1c04364141155b1507aa	f83r	f83r.22	3	9	1	2	ONLY	CONDUIT_PATH_OR_FLOW	MEDIUM	Bottom of the upper prose block is immediately beside the lower-left dripping/outflow figure.
O28	9f60222cec7c37b967b5	f83r	f83r.24	6	6	1	1	LAST	CONDUIT_PATH_OR_FLOW	MEDIUM	Last line of the upper block borders the transition into the arch and lower conduit system.
O29	d44dcac75d22d5bd99cc	f83r	f83r.25	1	6	2	1	ONLY	GENERAL_CONFIGURATION_OR_PAGE_OWNER	LOW	New lower record begins above the illustrated arch; no single figure, pipe or endpoint owns the line.
O30	deff86678d9f5332c697	f83r	f83r.25	4	6	2	2	LAST	GENERAL_CONFIGURATION_OR_PAGE_OWNER	LOW	Same opening line as O29; text-field segmentation supplies no additional visible owner.
O31	ebfa5ce7b1951c19434e	f83r	f83r.26	5	6	2	1	LAST	CONDUIT_PATH_OR_FLOW	LOW	Lower record sits immediately above the broad arch/channel linking two figures, but ownership remains regional.
O32	e1f96c25d3348f4d6970	f83r	f83r.27	3	5	2	1	LAST	CONDUIT_PATH_OR_FLOW	MEDIUM	Text just above the blue-lined arch is more naturally associated with the shared path than either endpoint figure.
O33	6aa5831fc42dfe5d57bd	f83r	f83r.28	4	6	2	1	LAST	CONDUIT_PATH_OR_FLOW	MEDIUM	Same lower-record zone over the blue-lined arch/channel.
O34	699de2c3a62a9a0d7086	f83r	f83r.28	5	6	2	2	ONLY	CONDUIT_PATH_OR_FLOW	MEDIUM	Same physical line and arch/path owner as O33; the one-card field has no separate drawn owner.
O35	015f52e20018c7e3f159	f83r	f83r.37	3	5	2	2	ONLY	GENERAL_CONFIGURATION_OR_PAGE_OWNER	LOW	Right-hand lower prose is enclosed by the winding apparatus but lacks a singular attachment to its path or central junction.
O36	a8304b44b072f3467def	f83r	f83r.37	5	5	2	3	LAST	GENERAL_CONFIGURATION_OR_PAGE_OWNER	LOW	Same line and apparatus-wide ownership as O35; field position does not establish a distinct station.
O37	04c06f52e2819d0b6a13	f83r	f83r.41	2	4	2	1	LAST	JUNCTION_OR_INTERMEDIATE_STATION	LOW	Lower-right prose lies beside the sinuous conduit and its central flower-like junction, but the attachment is only regional.
O38	49340459feeb311ff0a1	f83r	f83r.44	2	2	2	1	LAST	TERMINAL_OUTLET_OR_ENDPOINT	MEDIUM	The lowermost right-hand line is closest to the final spray/outlet area beneath the winding apparatus.
