amber_id	surface	primary_locked_recipe	one_edit_candidate_recipes	primary_seen_among_one_edit_candidates	future_exact_recurrence_action	promotion_gate	failure_gate	status
G405-M035	roloty	R+OL+OT+Y	CH+L+OT+Y::3	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M036	shekoiin	SH+E+K+O+IIN	OK+E+O+IIN::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M037	shekshey	SH+E+K+SH+E+Y	SH+CH+K+S+E+Y::2 | SH+CH+T+S+E+Y::2 | OL+SH+K+E+Y::1 | S+A_ADDR+L+K+SH+E+Y::1 | SH+E+OK+E+SH+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M038	shekydy	SH+E+K+Y+DY	SH+EE+Y+DY::14 | SH+E+O+Y+D_ADDR+Y::3	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M039	shodary	SH+O+D_ADDR+AR+Y	SH+OL+D_ADDR+R+Y::2 | HO+Y+R::1 | SH+O+E+T+R+Y::1 | SH+O+Y+T+R+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M040	shotshey	SH+OT+SH+E+Y	SH+OT+EE+SH+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M041	shoyfar	SH+O+Y+LOCAL_CHAR_F+AR	SH+O+Y+T+Y+R::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M042	syaiir	S+Y+IIN+R	D_ADDR+O+A_ADDR+IIN+R::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M043	tchey	T+CH+E+Y	T+Y::5 | T+CHD+Y::4	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M044	tshodeesy	T+SH+O+D_ADDR+EE+S+Y	CARRIER_Q+O+P+CHD+S+Y::5 | OL+CHD+DY+S::5 | OK+CHD+Y+S::3 | OK+SH+E+DY+S::3 | OL+K+EE+D_ADDR+S+Y::3 | S+OL+CHD+Y+S::3 | SH+CH+K+E+S+DY::3 | AL+SH+E+DY+S::2 | CARRIER_Q+O+CH+T+OL+S+Y::2 | CH+E+O+CH+K+S+Y::2 | L+CH+K+Y+S::2 | OK+E+O+D_ADDR+AL+S+Y::2 | OK+EEE+DY+S::2 | OL+SH+E+DY+S::2 | OT+CHD+DY+S::2 | SH+E+CH+K+E+S+Y::2 | AL+CHD+DY+S::1 | CARRIER_Q+E+P+CHD+S+Y::1 | CARRIER_Q+O+LOCAL_CHAR_F+CHD+S+Y::1 | CARRIER_Q+O+SH+EE+D_ADDR+S+Y::1 | CH+CH+P+E+S+DY::1 | CH+CH+T+E+S+DY::1 | CH+E+CH+K+E+S+Y::1 | CH+E+O+CH+P+S+Y::1 | CH+EE+T+EE+S+Y::1 | CH+K+EE+DY+S::1 | CH+O+CH+T+E+S+Y::1 | CH+OL+D_ADDR+SH+S+Y::1 | CH+OT+CH+E+S+Y::1 | D_ADDR+AIIN+Y+S::1 | D_ADDR+AIN+AL+DY+S::1 | D_ADDR+AIR+CH+E+S+Y::1 | D_ADDR+AR+D_ADDR+AR+S+DY::1 | D_ADDR+OR+SH+E+O+S+Y::1 | D_ADDR+SH+E+CH+K+S+Y::1 | K+O+SH+OL+S+DY::1 | L+CH+P+CHD+S+Y::1 | L+OL+CHD+DY+S::1 | L+SH+E+D_ADDR+AR+S+Y::1 | O+CH+K+E+S+Y::1 | O+L+SH+E+O+D_ADDR+S+Y::1 | O+P+CH+OR+S+DY::1 | OK+A_ADDR+IIN+K+AL+S+Y::1 | OK+A_ADDR+LOCAL_CHAR_I+P+CH+S+Y::1 | OK+CH+E+Y+S::1 | OK+CH+EE+Y+S::1 | OK+CHD+S+DY+S::1 | OK+E+CHD+DY+S::1 | OK+E+O+CH+S+Y::1 | OK+E+O+D_ADDR+S+Y::1 | OK+EE+O+D_ADDR+S+Y::1 | OK+OK+CH+Y+S::1 | OK+Y+L+D_ADDR+S+DY::1 | OL+CH+E+O+S+DY::1 | OL+CH+EE+DY+S::1 | OL+K+EE+CH+S+Y::1 | OL+SH+EE+DY+S::1 | OL+T+EE+DY+S::1 | OR+Y+S::1 | OT+E+O+K+EE+S+Y::1 | OT+EE+O+DY+S::1 | OT+EEE+DY+S::1 | OT+O+CHD+DY+S::1 | OT+OL+P+CH+S+Y::1 | P+CH+O+CH+T+S+Y::1 | P+DA+L+SH+D_ADDR+S+Y::1 | P+D_ADDR+R+AIR+S+DY::1 | P+O+S+A_ADDR+L+SH+S+Y::1 | R+O+SH+CH+K+S+Y::1 | S+AL+CHD+Y+S::1 | S+A_ADDR+L+SH+E+S+Y::1 | S+O+CH+T+O+D_ADDR+S+Y::1 | S+OK+CH+EE+S+Y::1 | S+SH+E+CH+K+S+Y::1 | SH+E+CH+K+D_ADDR+S+Y::1 | SH+E+K+E+D_ADDR+S+Y::1 | SH+E+OL+T+E+S+Y::1 | SH+E+Y+CH+T+S+Y::1 | SH+EE+K+CH+S+Y::1 | SH+EE+OL+S::1 | SH+K+CHD+DY+S::1 | T+EE+OL+AIN+Y::1 | Y+CH+K+Y+S::1 | Y+CH+O+CH+P+S+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M045	ychedy	Y+CHD+Y	Y+CH+E+D_ADDR+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M046	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	CH+OL+D_ADDR+LOCAL_CHAR_I+SH+Y::1 | P+O+S+A_ADDR+LOCAL_CHAR_I+L+SH+Y::1 | Y+CH+K+S+Y::1 | Y+CH+O+CH+S+P+Y::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M047	ydoin	Y+D_ADDR+O+IIN	Y+O+IIN::1	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M048	ytasal	Y+T+A_ADDR+S+AL	Y+T+AIN+L::2	NO	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
G405-M049	ytchdy	Y+T+CHD+Y	Y+T+Y::2 | Y+OT+CHD+DY::1 | Y+T+CHD+Y::1	YES	READ_PRIMARY_AND_AUDIT_VISIBLE_PACKAGE_CONTEXT	SAME_VISIBLE_BOUNDARY_IN_AT_LEAST_ONE_NEW_OCCURRENCE	REQUIRES_NEW_ATOM_OR_CHANGES_A_LOCKED_CORE_VALUE	AMBER_BOUNDARY_LOCKED
