lock_id	surface	locked_recipe	gdt404_surface_status	gdt404_event_count	gdt404_physical_page_count	gdt404_physical_pages	gdt404_first_event_id	amber_boundary	locked_candidate_recipes	next_batch_exact_surface_rule	allowed_change	forbidden_change
G405-W0014	ataiin	A_ADDR+T+AIIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0004	NO	OT+O+IIN::9 | A_ADDR+T+AIIN::4 | T+AL+AIIN::3 | T+AR+AIIN::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0015	cfhaiin	CH+LOCAL_CHAR_F+AIIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0045	NO	CH+F+AIIN::2	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0016	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0053	NO	CH+O+T+AIIN::2 | CH+O+K+AIIN::1 | Y+SH+K+O+AIIN::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0017	cfhol	CH+LOCAL_CHAR_F+OL	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0067	NO	CH+F+OL::10	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0018	cha	CH+A_ADDR	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0167	NO	CH+AL::7 | AR::3	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0019	chal	CH+AL	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0117	NO	CH+AL	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0020	chals	CH+AL+S	NEW_VISIBLE_COMPOSITION	1	1	f95v	G404-E0560	NO	CH+AL+S::9 | CH+A_ADDR+L+S::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0021	char	AR	EXACT_SURFACE_ONE_RECIPE	2	2	f1r|f95v	G404-E0111	NO	AR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0022	chckhy	CH+K+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f95v	G404-E0536	NO	CH+K+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0023	chcphey	CH+CH+P+E+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0361	NO	CH+CH+P+E+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0024	chcphy	CH+CH+P+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f24v	G404-E0219	NO	CH+CH+P+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0025	chcth	CH+CH+T	NEW_VISIBLE_COMPOSITION	1	1	f24v	G404-E0240	NO	CH+CH+T::8	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0026	chcthy	CH+CH+T+Y	EXACT_SURFACE_ONE_RECIPE	5	3	f24v|f81r|f95v	G404-E0260	NO	CH+CH+T+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0027	chcthykedy	CH+CH+T+Y+K+E+DY	NEW_VISIBLE_COMPOSITION	1	1	f95v	G404-E0598	NO	CH+E+CH+P+K+E+DY::1 | CH+O+P+K+CHD+Y::1 | CH+OR+SH+K+E+DY::1 | CH+P+SH+K+EE+DY::1 | OL+K+EE+K+DY::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0028	chdam	CHD+AM_ADDR	EXACT_SURFACE_ONE_RECIPE	1	1	f95v	G404-E0625	NO	CHD+AM_ADDR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0029	chdy	CHD+Y	EXACT_SURFACE_ONE_RECIPE	3	2	f1r|f95v	G404-E0102	NO	CHD+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0030	chdykain	CHD+Y+K+AIN	NEW_VISIBLE_COMPOSITION	1	1	f95v	G404-E0568	NO	CH+Y+K+AIN::2	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0031	chdyty	CHD+Y+T+Y	NEW_MICROFORM_OLD_FACTORS	1	1	f95v	G404-E0524	YES	CH+OT+Y+Y::3 | T+Y+Y::1	REPLAY_PRIMARY_RECIPE__KEEP_AMBER_BOUNDARY_VISIBLE	BOUNDARY_PROMOTION_BY_VISIBLE_RECURRENCE_ONLY	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0032	chear	CH+E+AR	EXACT_SURFACE_ONE_RECIPE	2	2	f1r|f24v	G404-E0042	NO	CH+E+AR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0033	checthy	CH+T+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0402	NO	CH+T+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0034	chedaiin	CHD+AIIN	EXACT_SURFACE_ONE_RECIPE	1	1	f95v	G404-E0661	NO	CHD+AIIN	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0035	chedain	CHD+AIN	EXACT_SURFACE_ONE_RECIPE	1	1	f95v	G404-E0660	NO	CHD+AIN	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0036	chedar	CHD+AR	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0439	NO	CHD+AR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0037	chedy	CHD+Y	EXACT_SURFACE_ONE_RECIPE	10	2	f81r|f95v	G404-E0314	NO	CHD+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0038	cheedy	CH+EE+D_ADDR+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0392	NO	CH+EE+D_ADDR+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0039	cheeodam	CH+EE+O+D_ADDR+AM_ADDR	NEW_MICROFORM_OLD_FACTORS	1	1	f24v	G404-E0291	YES	CH+EE+O+D_ADDR+Y+M_LOCAL::1	REPLAY_PRIMARY_RECIPE__KEEP_AMBER_BOUNDARY_VISIBLE	BOUNDARY_PROMOTION_BY_VISIBLE_RECURRENCE_ONLY	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0040	chees	SH+EE+S_ADDR	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0318	NO	SH+EE+S_ADDR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0041	cheey	SH+EE+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0365	NO	SH+EE+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0042	chefar	CH+E+LOCAL_CHAR_F+AR	NEW_VISIBLE_COMPOSITION	1	1	f95v	G404-E0621	NO	CH+F+AR::2 | CHD+F+AR::2 | CH+E+F+AR::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0043	chekain	CH+K+AIN	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0130	NO	CH+K+AIN	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0044	cheol	CH+E+O+L	EXACT_SURFACE_ONE_RECIPE	3	2	f24v|f81r	G404-E0284	NO	CH+E+O+L	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0045	ches	CH+E+S	EXACT_SURFACE_ONE_RECIPE	1	1	f81r	G404-E0507	NO	CH+E+S	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0046	chetyry	CH+E+T+Y+R+Y	NEW_MICROFORM_OLD_FACTORS	1	1	f81r	G404-E0383	YES	CH+E+T+E+R+Y::2	REPLAY_PRIMARY_RECIPE__KEEP_AMBER_BOUNDARY_VISIBLE	BOUNDARY_PROMOTION_BY_VISIBLE_RECURRENCE_ONLY	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0047	chey	Y	EXACT_SURFACE_ONE_RECIPE	8	3	f1r|f81r|f95v	G404-E0148	NO	Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0048	cho	HO	EXACT_SURFACE_ONE_RECIPE	2	2	f1r|f24v	G404-E0180	NO	HO	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0049	chocfhey	CH+O+CH+LOCAL_CHAR_F+E+Y	NEW_VISIBLE_COMPOSITION	1	1	f24v	G404-E0216	NO	CH+O+CH+F+E+Y::1 | CH+O+CH+LOCAL_CHAR_F+E+Y::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0050	chocthy	CH+O+CH+T+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0059	NO	CH+O+CH+T+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0051	chodaiin	CH+O+D_ADDR+AIIN	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0125	NO	CH+O+D_ADDR+AIIN	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0052	chodain	CH+O+D_ADDR+AIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0101	NO	CH+O+D_ADDR+AIN::5	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0053	chody	CH+O+D_ADDR+Y	EXACT_SURFACE_ONE_RECIPE	2	1	f95v	G404-E0527	NO	CH+O+D_ADDR+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0054	chok	OK	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0211	NO	OK	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0055	chol	OL	EXACT_SURFACE_ONE_RECIPE	11	3	f1r|f24v|f81r	G404-E0099	NO	OL	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0056	chor	CH+OR	EXACT_SURFACE_ONE_RECIPE	4	2	f1r|f24v	G404-E0063	NO	CH+OR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0057	chotey	CH+OT+E+Y	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0213	NO	CH+OT+E+Y::2 | CH+O+T+E+Y::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0058	choty	CH+OT+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0212	NO	CH+OT+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0059	choy	HO+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f24v	G404-E0270	NO	HO+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0060	chtaiin	CH+T+AIIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0016	NO	T+AIIN::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0061	chtal	CH+T+AL	NEW_VISIBLE_COMPOSITION	1	1	f95v	G404-E0641	NO	T+AL::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0062	chtor	CH+T+OR	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0208	NO	CH+T+OR::21 | CH+T+O+R::17	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0063	chy	Y	EXACT_SURFACE_ONE_RECIPE	3	2	f1r|f95v	G404-E0061	NO	Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0064	ckhar	CH+K+AR	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0012	NO	CH+K+AR::4 | K+AR::3	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0065	ckhey	CH+K+E+Y	EXACT_SURFACE_ONE_RECIPE	2	1	f1r	G404-E0089	NO	CH+K+E+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0066	ckhor	CH+K+OR	NEW_VISIBLE_COMPOSITION	1	1	f24v	G404-E0227	NO	K+CH+OR::19 | CH+K+OR::6 | CH+K+O+R::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0067	ckhyds	CH+K+Y+D_ADDR+S	NEW_MICROFORM_OLD_FACTORS	1	1	f1r	G404-E0144	YES	CH+K+OL+S::3 | CH+K+E+Y+S::2 | CH+K+AL+S::1	REPLAY_PRIMARY_RECIPE__KEEP_AMBER_BOUNDARY_VISIBLE	BOUNDARY_PROMOTION_BY_VISIBLE_RECURRENCE_ONLY	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0068	cphar	CH+P+AR	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0044	NO	CH+P+AR::5 | P+AR::3	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0069	cphealy	CH+P+E+AL+Y	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0140	NO	P+AL+Y::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0070	cphesaiin	CH+P+E+S+AIIN	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0073	NO	CHD+S+AIIN::7 | CH+O+S+D_ADDR+AIIN::4 | CH+K+S+AIIN::2 | AL+S+AIIN::1 | L+S+AIIN::1 | OK+S+AIIN::1 | OT+S+AIIN::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0071	cphey	CH+P+E+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0075	NO	CH+P+E+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0072	cpho	CH+P+O	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0160	NO	CH+P+O::3	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0073	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	NEW_MICROFORM_OLD_FACTORS	1	1	f1r	G404-E0092	YES	CH+P+EEE+D_ADDR+OL+S::1	REPLAY_PRIMARY_RECIPE__KEEP_AMBER_BOUNDARY_VISIBLE	BOUNDARY_PROMOTION_BY_VISIBLE_RECURRENCE_ONLY	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0074	cphodal	CH+P+O+D_ADDR+AL	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0078	NO	T+E+SH+O+D_ADDR+AL::2 | CHD+O+AL::1 | K+SH+E+O+AL::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0075	cphoy	CH+P+O+Y	NEW_VISIBLE_COMPOSITION	1	1	f1r	G404-E0049	NO	CH+P+O+Y::2 | CH+P+Y+OL::2 | CH+P+Y+OR::1 | P+HO+Y::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0076	cphy	CH+P+Y	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0091	NO	CH+P+Y	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0077	cthaiin	CH+T+AIIN	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0043	NO	CH+T+AIIN	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0078	cthal	CH+T+AL	EXACT_SURFACE_ONE_RECIPE	1	1	f1r	G404-E0173	NO	CH+T+AL	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0079	cthar	CH+T+AR	EXACT_SURFACE_ONE_RECIPE	3	1	f1r	G404-E0019	NO	CH+T+AR	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
G405-W0080	ctheod	CH+T+E+O+D_ADDR	NEW_VISIBLE_COMPOSITION	1	1	f24v	G404-E0269	NO	CH+T+E+O::1	REPLAY_LOCKED_RECIPE_WITHOUT_EDIT	NONE	NEW_ATOM|CORE_RETUNE|INVISIBLE_COMPONENT|POSTHOC_RESEGMENTATION
