instruction_id	page	record	clause_count	source_position_ids	visible_event_ids	unified_action_instruction_de	end_type	crosses_owner_boundary
I011	f81v	B1	10	SRC_E102|SRC_E103|SRC_E104|SRC_E105|SRC_E106|SRC_E107|SRC_E108|SRC_E109|SRC_E110|SRC_E111|SRC_E112|SRC_E113|SRC_E114|SRC_E115|SRC_E116|SRC_E117|SRC_E118|SRC_E119|SRC_E120	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	den laufenden Posten nach vorgeschriebenem Maß einsetzen; dann den laufenden Posten im Lauf einspeisen; dann den laufenden Posten an der bezeichneten Stelle anlegen; dann eine Portion weiter von dort dosiert zugeben; dann eine Portion weiter dosiert zugeben; dann den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen; dann den laufenden Posten führen; dann den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten; dann den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen; dann den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen.	COMMITTED_CLOSE	NO
I012	f81v	B1	1	SRC_E121|SRC_E122	E121|E122	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I013	f81v	B1	2	SRC_E123|SRC_E124|SRC_E125	E123|E124|E125	den laufenden Posten umsetzen; dann den laufenden Posten weiter absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I014	f81v	B1	1	SRC_E126	E126	den laufenden Posten weiter überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I015	f81v	B1	4	SRC_E127|SRC_E128|SRC_E129|SRC_E130|SRC_E131	E127|E128|E129|E130|E131	eine Portion einsetzen; dann den laufenden Posten durch den Durchlass durchleiten; dann den laufenden Posten an der bezeichneten Stelle abkühlen lassen; dann den laufenden Posten einsetzen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I016	f81v	B1	2	SRC_E132|SRC_E133|SRC_E134|SRC_E135|SRC_E136	E132|E133|E134|E135|E136	den laufenden Posten weiter kurz warm halten; dann den laufenden Posten weiter absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I017	f81v	B1	1	SRC_E137	E137	den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I018	f81v	B1	1	SRC_E138	E138	den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I019	f81v	B1	4	SRC_E139|SRC_E140|SRC_E141|SRC_E142|SRC_E143	E139|E140|E141|E142|E143	den laufenden Posten durch den Durchlass einleiten; dann den laufenden Posten im Arbeitsgang waschen; dann den laufenden Posten kurz wirken lassen; dann den laufenden Posten kurz durchwaschen und den Schritt schließen.	COMMITTED_CLOSE	NO
I020	f81v	B1	1	SRC_E144	E144	den laufenden Posten kurz durchwaschen und den Schritt schließen.	COMMITTED_CLOSE	NO
I021	f81v	B1	5	SRC_E145|SRC_E146|SRC_E147|SRC_E148|SRC_E149|SRC_E150|SRC_E151	E145|E146|E147|E148|E149|E150|E151	den laufenden Posten umsetzen; dann den laufenden Posten auffangen; dann den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen; dann danach den laufenden Posten weiter von dort kurz übertragen; dann den laufenden Posten einsetzen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I022	f81v	B1	3	SRC_E152|SRC_E153|SRC_E154|SRC_E155	E152|E153|E154|E155	den laufenden Posten an der bezeichneten Stelle anlegen; dann den laufenden Posten länger wirken lassen; dann den laufenden Posten weiter absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I023	f81v	B1	1	SRC_E156|SRC_E157|SRC_E158	E156|E157|E158	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen.	COMMITTED_CLOSE	NO
I024	f81v	B1	3	SRC_E159|SRC_E160|SRC_E161|SRC_E162	E159|E160|E161|E162	den laufenden Posten führen; dann den laufenden Posten weiter kurz halten; dann den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I025	f81v	B1	1	SRC_E163	E163	den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I026	f81v	B1	2	SRC_E164|SRC_E165	E164|E165	den laufenden Posten kurz warm halten; dann den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen.	COMMITTED_CLOSE	NO
I027	f81v	B1	1	SRC_E166	E166	an der bezeichneten Stelle weiterarbeiten.	RECORD_FINAL_OPEN	NO
I028	f82r	B2	1	SRC_E167	E167	den laufenden Posten überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I029	f82r	B2	1	SRC_E168	E168	den laufenden Posten weiter überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I030	f82r	B2	2	SRC_E169|SRC_E170|SRC_E171	E169|E170|E171	eine Portion einsetzen; dann den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I031	f82r	B2	5	SRC_E172|SRC_E173|SRC_E174|SRC_E175|SRC_E176	E172|E173|E174|E175|E176	den laufenden Posten an der bezeichneten Stelle anlegen; dann den laufenden Posten durch den Durchlass durchleiten; dann den laufenden Posten führen und umsetzen; dann den laufenden Posten länger wirken lassen; dann den laufenden Posten durch den Durchlass kurz durchleiten und den Schritt schließen.	COMMITTED_CLOSE	NO
I032	f82r	B2	5	SRC_E177|SRC_E178|SRC_E179|SRC_E180_E181|SRC_E182|SRC_E183|SRC_E184	E177|E178|E179|E180|E181|E182|E183|E184	den laufenden Posten an der bezeichneten Stelle anlegen; dann den laufenden Posten nach vorgeschriebenem Maß bis zum Maß auffangen; dann den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten; dann den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit warm halten; dann den laufenden Posten abführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I033	f82r	B2	4	SRC_E185|SRC_E186|SRC_E187|SRC_E188|SRC_E189	E185|E186|E187|E188|E189	danach den laufenden Posten an der bezeichneten Stelle länger anlegen; dann den laufenden Posten durch den Durchlass kurz zurückhalten; dann den laufenden Posten einsetzen; dann den laufenden Posten kurz ruhen lassen und den Schritt schließen.	COMMITTED_CLOSE	YES
I034	f82r	B2	2	SRC_E190|SRC_E191|SRC_E192	E190|E191|E192	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen; dann den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I035	f82r	B2	1	SRC_E193	E193	den laufenden Posten weiter kurz ruhen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I036	f82r	B2	6	SRC_E194|SRC_E195|SRC_E196|SRC_E197|SRC_E198|SRC_E199|SRC_E200|SRC_E201	E194|E195|E196|E197|E198|E199|E200|E201	den laufenden Posten länger wirken lassen; dann den laufenden Posten einsetzen; dann den laufenden Posten weiter länger halten; dann eine Portion einsetzen; dann eine Portion von dort einsetzen; dann den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	YES
I037	f82r	B2	5	SRC_E202|SRC_E203|SRC_E204|SRC_E205|SRC_E206|SRC_E207|SRC_E208|SRC_E209	E202|E203|E204|E205|E206|E207|E208|E209	den laufenden Posten führen und abnehmen; dann den laufenden Posten länger halten; dann den laufenden Posten zunächst kurz, dann länger bis bereit wirken lassen; dann den laufenden Posten länger führen; dann den laufenden Posten nach vorgeschriebenem Maß vollständig einsetzen und den Schritt schließen.	COMMITTED_CLOSE	YES
I038	f82r	B2	1	SRC_E210	E210	den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I039	f82r	B2	3	SRC_E211|SRC_E212|SRC_E213	E211|E212|E213	den laufenden Posten von dort ableiten; dann den laufenden Posten kurz halten; dann den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	YES
I040	f82r	B2	5	SRC_E214|SRC_E215|SRC_E216|SRC_E217|SRC_E218|SRC_E219|SRC_E220|SRC_E221	E214|E215|E216|E217|E218|E219|E220|E221	den laufenden Posten von dort an der bezeichneten Stelle ableiten und umfüllen; dann den laufenden Posten kurz abnehmen und abteilen; dann danach den laufenden Posten nach vorgeschriebenem Maß länger einsetzen; dann den laufenden Posten kurz wirken lassen; dann den laufenden Posten einfüllen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I041	f82r	B2	1	SRC_E222|SRC_E223	E222|E223	den laufenden Posten an der bezeichneten Stelle kurz abkühlen lassen und ruhen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I042	f82r	B2	1	SRC_E224	E224	den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I043	f82r	B2	1	SRC_E225	E225	den laufenden Posten auskühlen lassen und absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I044	f82r	B2	1	SRC_E226	E226	danach länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I045	f82r	B2	1	SRC_E227	E227	den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I046	f82r	B2	1	SRC_E228	E228	den laufenden Posten im Arbeitsgang abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I047	f83r	B3	1	SRC_E229	E229	den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I048	f83r	B3	1	SRC_E230|SRC_E231	E230|E231	danach den laufenden Posten an der bezeichneten Stelle länger anwärmen und den Schritt schließen.	COMMITTED_CLOSE	NO
I049	f83r	B3	1	SRC_E232|SRC_E233|SRC_E234|SRC_E235	E232|E233|E234|E235	den laufenden Posten nach vorgeschriebenem Maß abführen und abmessen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO
I050	f83r	B3	2	SRC_E236|SRC_E237|SRC_E238|SRC_E239	E236|E237|E238|E239	den laufenden Posten nach vorgeschriebenem Maß einsetzen; dann danach den laufenden Posten von dort an der bezeichneten Stelle umfüllen und den Schritt schließen.	COMMITTED_CLOSE	YES
I051	f83r	B3	3	SRC_E240|SRC_E241|SRC_E242	E240|E241|E242	den laufenden Posten umsetzen; dann den laufenden Posten an der bezeichneten Stelle anlegen; dann den laufenden Posten weiter überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I052	f83r	B3	3	SRC_E243|SRC_E244|SRC_E245	E243|E244|E245	den laufenden Posten nach vorgeschriebenem Maß einsetzen; dann den laufenden Posten umsetzen; dann den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I053	f83r	B3	1	SRC_E246	E246	den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I054	f83r	B3	2	SRC_E247|SRC_E248|SRC_E249	E247|E248|E249	den laufenden Posten einsetzen; dann danach den laufenden Posten an der bezeichneten Stelle kurz einfüllen und umfüllen und den Schritt schließen.	COMMITTED_CLOSE	YES
I055	f83r	B3	4	SRC_E250|SRC_E251|SRC_E252|SRC_E253|SRC_E254|SRC_E255	E250|E251|E252|E253|E254|E255	den laufenden Posten kurz bis bereit halten und umsetzen; dann den laufenden Posten einsetzen; dann den laufenden Posten umsetzen; dann den laufenden Posten von dort absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I056	f83r	B3	3	SRC_E256|SRC_E257|SRC_E258|SRC_E259	E256|E257|E258|E259	den laufenden Posten nach vorgeschriebenem Maß einsetzen; dann eine Portion dosiert zugeben; dann den laufenden Posten kurz bis bereit einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I057	f83r	B3	2	SRC_E260|SRC_E261	E260|E261	den laufenden Posten im Lauf einleiten; dann den laufenden Posten länger ruhen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I058	f83r	B3	1	SRC_E262	E262	den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I059	f83r	B3	2	SRC_E263|SRC_E264	E263|E264	den laufenden Posten im Arbeitsgang führen; dann den laufenden Posten einsetzen und überführen und den Schritt schließen.	COMMITTED_CLOSE	YES
I060	f83r	B3	1	SRC_E265	E265	den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I061	f83r	B3	1	SRC_E266	E266	den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I062	f83r	B3	1	SRC_E267	E267	den laufenden Posten kurz einwirken lassen und ruhen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I063	f83r	B3	1	SRC_E268|SRC_E269	E268|E269	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen und den Schritt schließen.	COMMITTED_CLOSE	NO
I064	f83r	B3	4	SRC_E270|SRC_E271|SRC_E272|SRC_E273|SRC_E274|SRC_E275|SRC_E276|SRC_E277|SRC_E278|SRC_E279|SRC_E280	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	den laufenden Posten nach vorgeschriebenem Maß einsetzen; dann den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle bis bereit ablagern; dann den laufenden Posten kurz bis bereit halten; dann den laufenden Posten an der bezeichneten Stelle bis bereit umfüllen und den Schritt schließen.	COMMITTED_CLOSE	NO
I065	f83r	B3	1	SRC_E281	E281	danach den laufenden Posten überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I066	f83r	B3	1	SRC_E282	E282	den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I067	f83r	B3	1	SRC_E283	E283	den laufenden Posten überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I068	f83r	B3	1	SRC_E284	E284	den laufenden Posten einsetzen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I069	f83r	B3	5	SRC_E285|SRC_E286|SRC_E287|SRC_E288|SRC_E289|SRC_E290|SRC_E291	E285|E286|E287|E288|E289|E290|E291	den laufenden Posten von dort nach vorgeschriebenem Maß länger ableiten; dann den laufenden Posten umsetzen; dann eine Portion einsetzen; dann den laufenden Posten an der bezeichneten Stelle bis bereit abkühlen lassen; dann den laufenden Posten länger auffangen und stehen lassen und den Schritt schließen.	COMMITTED_CLOSE	YES
I070	f83r	B3	1	SRC_E292	E292	danach länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I071	f83r	B3	2	SRC_E293|SRC_E294	E293|E294	den laufenden Posten länger wirken lassen; dann den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I072	f83r	B3	2	SRC_E295|SRC_E296|SRC_E297	E295|E296|E297	den laufenden Posten weiter vollständig eintragen; dann den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I073	f83r	B3	3	SRC_E298|SRC_E299|SRC_E300|SRC_E301	E298|E299|E300|E301	den laufenden Posten einsetzen; dann den laufenden Posten nach vorgeschriebenem Maß im Lauf durchleiten; dann danach den laufenden Posten überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I074	f83r	B3	1	SRC_E302	E302	den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I075	f83r	B3	2	SRC_E303|SRC_E304|SRC_E305|SRC_E306|SRC_E307	E303|E304|E305|E306|E307	eine Portion abmessen und umsetzen; dann danach den laufenden Posten nach vorgeschriebenem Maß kurz abmessen und umsetzen und den Schritt schließen.	COMMITTED_CLOSE	NO
I076	f83r	B3	1	SRC_E308	E308	den laufenden Posten abführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I077	f83r	B3	2	SRC_E309|SRC_E310|SRC_E311|SRC_E312|SRC_E313|SRC_E314	E309|E310|E311|E312|E313|E314	den laufenden Posten im Arbeitsgang bis bereit bis zur Sollstufe eintragen; dann danach den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle ablagern und den Schritt schließen.	COMMITTED_CLOSE	NO
I078	f83r	B4	1	SRC_E315	E315	den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I079	f83r	B4	2	SRC_E316|SRC_E317|SRC_E318	E316|E317|E318	den laufenden Posten weiter länger wirken lassen; dann den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I080	f83r	B4	4	SRC_E319|SRC_E320|SRC_E321|SRC_E322|SRC_E323|SRC_E324|SRC_E325	E319|E320|E321|E322|E323|E324|E325	den laufenden Posten umsetzen; dann danach den laufenden Posten an der bezeichneten Stelle länger anlegen; dann den laufenden Posten einsetzen; dann den laufenden Posten weiter absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I081	f83r	B4	1	SRC_E326	E326	den laufenden Posten einsetzen und festbinden und den Schritt schließen.	COMMITTED_CLOSE	NO
I082	f83r	B4	2	SRC_E327|SRC_E328|SRC_E329	E327|E328|E329	den laufenden Posten als Portion abmessen und umsetzen; dann den laufenden Posten länger einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I083	f83r	B4	1	SRC_E330	E330	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen.	COMMITTED_CLOSE	NO
I084	f83r	B4	1	SRC_E331	E331	den laufenden Posten durch den Durchlass kurz zurückhalten und den Schritt schließen.	COMMITTED_CLOSE	NO
I085	f83r	B4	3	SRC_E332|SRC_E333|SRC_E334|SRC_E335	E332|E333|E334|E335	den laufenden Posten nach vorgeschriebenem Maß länger warm halten; dann den laufenden Posten länger halten; dann den laufenden Posten kurz einwirken lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I086	f83r	B4	1	SRC_E336	E336	den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I087	f83r	B4	1	SRC_E337	E337	weiterarbeiten und den Schritt schließen.	COMMITTED_CLOSE	NO
I088	f83r	B4	5	SRC_E338|SRC_E339|SRC_E340|SRC_E341|SRC_E342|SRC_E343|SRC_E344	E338|E339|E340|E341|E342|E343|E344	den laufenden Posten nach vorgeschriebenem Maß kurz warm halten; dann den laufenden Posten weiter länger wirken lassen; dann eine Portion einsetzen; dann den laufenden Posten umsetzen; dann den laufenden Posten weiter kurz abführen und zugeben und den Schritt schließen.	COMMITTED_CLOSE	NO
I089	f83r	B4	1	SRC_E345	E345	den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I090	f83r	B4	2	SRC_E346|SRC_E347	E346|E347	den laufenden Posten weiter einsetzen; dann den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I091	f83r	B4	1	SRC_E348|SRC_E349|SRC_E350|SRC_E351	E348|E349|E350|E351	den Ansatz mit dem laufenden Bestand kurz durch den Durchlass führen und den Schritt schließen.	COMMITTED_CLOSE	NO
I092	f83r	B4	6	SRC_E352|SRC_E353|SRC_E354|SRC_E355|SRC_E356|SRC_E357	E352|E353|E354|E355|E356|E357	eine Portion einsetzen; dann den laufenden Posten länger halten; dann eine Portion dosiert zugeben; dann den laufenden Posten an der bezeichneten Stelle durch den Durchlass ablaufen lassen; dann den laufenden Posten kurz auffangen; dann den laufenden Posten abführen und überführen und den Schritt schließen.	COMMITTED_CLOSE	YES
I093	f83r	B4	3	SRC_E358|SRC_E359|SRC_E360|SRC_E361	E358|E359|E360|E361	eine Portion weiter dosiert zugeben; dann den laufenden Posten von dort an der bezeichneten Stelle zuführen; dann den laufenden Posten absetzen lassen und den Schritt schließen.	COMMITTED_CLOSE	NO
I094	f83r	B5	1	SRC_E362	E362	danach den laufenden Posten überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I095	f83r	B5	1	SRC_E363	E363	den laufenden Posten einsetzen und überführen und den Schritt schließen.	COMMITTED_CLOSE	NO
I096	f83r	B5	4	SRC_E364|SRC_E365|SRC_E366|SRC_E367|SRC_E368|SRC_E369|SRC_E370|SRC_E371|SRC_E372	E364|E365|E366|E367|E368|E369|E370|E371|E372	den laufenden Posten an der bezeichneten Stelle ablagern; dann den laufenden Posten weiter an der bezeichneten Stelle hinleiten; dann den laufenden Posten an der bezeichneten Stelle umfüllen; dann den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen.	RECORD_FINAL_OPEN	NO
I097	f83r	B6	4	SRC_E373|SRC_E374|SRC_E375|SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	E373|E374|E375|E376|E377|E378|E379|E380|E381	den laufenden Posten länger auffangen; dann den laufenden Posten kurz zugeben; dann den laufenden Posten an der bezeichneten Stelle abkühlen lassen; dann den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten.	RECORD_FINAL_OPEN	NO
