view_id	page	locus	reader	realization_mode	surface_expression	segmentation	normalized_surface	normalized_reading_de	part_anchor	part_immediately_before	smallest_clause_expression	smallest_clause_reading_de	left_residual	right_residual	surface_line
G629-V11	f27r	f27r.6	IT2a	SEPARATE_REDUPLICATED_CH_AIII	chol chaiin	ch+ol | ch+a+III	cholchaiin	trockenes Gut: trocken, Grad III	chor	1	chor chol chaiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	chy tchols	shy kchaldy	chy tchols chor chol chaiin shy kchaldy
G629-V12	f27r	f27r.6	RF1b	FUSED_REDUPLICATED_CH_AIII	cholchaiin	ch+ol+ch+a+III	cholchaiin	trockenes Gut: trocken, Grad III	chor	1	chor cholchaiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	chy tchols	shy kchal y	chy tchols chor cholchaiin shy kchal y
G629-V13	f32v	f32v.10	ZL3b	SEPARATE_D_AIII	chol daiin	ch+ol | d+a+III	choldaiin	trocken, Grad III	chor	1	chor chol daiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	sho keol	cpho l cthol da ar	sho keol chor chol daiin cpho l cthol da ar
G629-V14	f32v	f32v.10	IT2a	SEPARATE_D_AIII	chol daiin	ch+ol | d+a+III	choldaiin	trocken, Grad III	chor	1	chor chol daiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	sho keol	cphol cthol da ar	sho keol chor chol daiin cphol cthol da ar
G629-V15	f32v	f32v.10	RF1b	SEPARATE_D_AIII	chol daiin	ch+ol | d+a+III	choldaiin	trocken, Grad III	chor	1	chor chol daiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	sho keol	cphol cthol da ar	sho keol chor chol daiin cphol cthol da ar
G629-V16	f49r	f49r.6	ZL3b	FUSED_D_AIII	choldaiin	ch+ol+d+a+III	choldaiin	trocken, Grad III	NONE	0	choldaiin	trocken, Grad III	ol or shes sheoty	NONE	ol or shes sheoty choldaiin
G629-V17	f49r	f49r.6	IT2a	SEPARATE_D_AIII	chol daiin	ch+ol | d+a+III	choldaiin	trocken, Grad III	NONE	0	chol daiin	trocken, Grad III	olor shshes sheoty	NONE	olor shshes sheoty chol daiin
G629-V18	f49r	f49r.6	RF1b	FUSED_D_AIII	choldaiin	ch+ol+d+a+III	choldaiin	trocken, Grad III	NONE	0	choldaiin	trocken, Grad III	ol or shsees sheoty	NONE	ol or shsees sheoty choldaiin
G629-V19	f58r	f58r.18	ZL3b	DIRECT_AIII	cholaiin	ch+ol+a+III	cholaiin	trocken, Grad III	NONE	0	cholaiin	trocken, Grad III	darar shol cholraly	odaiin chaly dalar aiin okal otal	darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal
G629-V20	f58r	f58r.18	IT2a	DIRECT_AIII	cholaiin	ch+ol+a+III	cholaiin	trocken, Grad III	NONE	0	cholaiin	trocken, Grad III	darar shol cholraly	odaiin chaly dalar aiin okal otal	darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal
G629-V21	f58r	f58r.18	RF1b	DIRECT_AIII	cholaiin	ch+ol+a+III	cholaiin	trocken, Grad III	NONE	0	cholaiin	trocken, Grad III	darar shol cholraly	o aiin chaly dalar aiin okal otal	darar shol cholraly cholaiin o aiin chaly dalar aiin okal otal
G629-V22	f100r	f100r.22	ZL3b	FUSED_D_AIII	choldaiin	ch+ol+d+a+III	choldaiin	trocken, Grad III	NONE	0	choldaiin	trocken, Grad III	folshody	fchod ycheol cphol qotees shey aseso alcfhy	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy
G629-V23	f100r	f100r.22	IT2a	SEPARATE_D_AIII	chol daiin	ch+ol | d+a+III	choldaiin	trocken, Grad III	NONE	0	chol daiin	trocken, Grad III	folshody	fchodycheol cphol qotees shey oreso alcfhy	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy
G629-V24	f100r	f100r.22	RF1b	FUSED_D_AIII	choldaiin	ch+ol+d+a+III	choldaiin	trocken, Grad III	NONE	0	choldaiin	trocken, Grad III	folsho dy	fchodycheol cphol qotees shey seso alcfhy	folsho dy choldaiin fchodycheol cphol qotees shey seso alcfhy
