context_id	page	locus	realization_mode	surface_expression	working_roman	left_part	left_part_distance	right_part	right_part_distance	immediate_part_before	context_role	smallest_supported_span	working_reading_de	expression_triple_stable	surface_line
G629-C-V024	f24r	f24r.18	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	ycheol chol daiin chol s
G629-C-V025	f25v	f25v.3	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	orcho kchor chol daiin shcfho r daiin dshey daiity
G629-C-V026	f28v	f28v.5	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin
G629-C-V027	f2v	f2v.5	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	kchor shy daiiin chm s shey dor chol daiin
G629-C-V028	f32v	f32v.10	SEPARATE_D_VALUE	chol daiin	III	chor	1	NONE	0	1	PART_QUALITY_DEGREE_CLAUSE	chor chol daiin	chor-Pflanzenteil: trocken, Grad III	1	sho keol chor chol daiin cpho l cthol da ar
G629-C-V029	f35v	f35v.19	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	schokey y keol chol daiin
G629-C-V030	f36v	f36v.2	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	qotor chol daiin otaiin qotor ytar ochor chety ckhor dom
G629-C-V031	f37r	f37r.4	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	pchotchy daiin cfholdar chol daiin yd
G629-C-V032	f37v	f37v.23	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	yto chol daiin
G629-C-V033	f3r	f3r.3	SEPARATE_D_VALUE	chol daiin	III	NONE	0	cthy	2	0	QUALITY_DEGREE_WITH_NEAR_PART	chol daiin	trocken, Grad III; naher Partslot bindet noch offen	1	ochor qocheor chol daiin cthy
G629-C-V034	f47r	f47r.4	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	qokcheo cthey chokain chol daiin kchdal
G629-C-V035	f47r	f47r.9	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	qoko kor chaiin okal chol daiin okcho kchorsy
G629-C-V036	f49v	f49v.26	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	qokeol chokeeody otol kcho s chol daiin
G629-C-V037	f51v	f51v.6	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	0	okor ctheody qocphy qokal qotaiin otykol chol daiin
G629-C-V038	f56v	f56v.15	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	otchol chol chol daiin chotaiin
G629-C-V039	f56v	f56v.16	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	1	s o kchol chol chol daiin
G629-C-V040	f85r2	f85r2.4	SEPARATE_D_VALUE	chol daiin	III	dair	3	NONE	0	0	QUALITY_DEGREE_WITH_NEAR_PART	chol daiin	trocken, Grad III; naher Partslot bindet noch offen	1	dair sheo oraiin chol daiin
G629-C-V041	f96r	f96r.8	SEPARATE_D_VALUE	chol daiin	III	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiin	trocken, Grad III; äußerer Träger offen	0	ykeor secheeol sheol qokeeey chol daiin
G629-C-V042	f17r	f17r.11	SEPARATE_D_VALUE	chol daiiin	IV	cthar	2	NONE	0	0	QUALITY_DEGREE_WITH_NEAR_PART	chol daiiin	trocken, Grad IV; naher Partslot bindet noch offen	1	otchol cthar okaiin chol daiiin
G629-C-V043	f27r	f27r.11	SEPARATE_D_VALUE	chol daiiin	IV	NONE	0	NONE	0	0	QUALITY_DEGREE_PHRASE_ONLY	chol daiiin	trocken, Grad IV; äußerer Träger offen	1	chol daiiin chees chos ey dan
