exact_card_id	registered_surfaces	component_recipe	fifth_grammar_reading_de	events	card_tier	core33_components	core33_touch	fully_core33	remainder_components
PROC048	okal|qokal	OK+AL	ANSETZEN · ZIELSTELLE	6	FULLY_CORE33_RECIPE	OK+AL	YES	YES	NONE
PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	1	FULLY_CORE33_RECIPE	OL+T+Y	YES	YES	NONE
PROC050	orain	OR+AIN	ANSATZ · PORTION	1	FULLY_CORE33_RECIPE	OR+AIN	YES	YES	NONE
PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	1	FULLY_CORE33_RECIPE	HO+CH+OR	YES	YES	NONE
PROC052	cho|sho	HO	ZUTAT	4	FULLY_CORE33_RECIPE	HO	YES	YES	NONE
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	1	FULLY_CORE33_RECIPE	HO+AL+Y	YES	YES	NONE
PROC054	kchol	K+OL	ZUGEBEN · WEITER	1	FULLY_CORE33_RECIPE	K+OL	YES	YES	NONE
PROC055	al|chal|cheal|dal|sal|tal	AL	ZIELSTELLE	10	FULLY_CORE33_RECIPE	AL	YES	YES	NONE
PROC056	choy	HO+Y	ZUTAT · DIES	1	FULLY_CORE33_RECIPE	HO+Y	YES	YES	NONE
PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · VORGANG · SCHLUSS	1	FULLY_CORE33_RECIPE	CH+EE+CKH+O+DY	YES	YES	NONE
PROC058	sh	SH	HALTEN	1	FULLY_CORE33_RECIPE	SH	YES	YES	NONE
PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	1	FULLY_CORE33_RECIPE	K+E+Y	YES	YES	NONE
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	1	FULLY_CORE33_RECIPE	OK+OK+Y	YES	YES	NONE
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · VORGANG	1	FULLY_CORE33_RECIPE	OK+CH+E+O	YES	YES	NONE
PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	K+AL	YES	YES	NONE
PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	1	FULLY_CORE33_RECIPE	K+HO+AR	YES	YES	NONE
PROC064	sotodan	OT+O+AIN	DANACH · VORGANG · PORTION	1	FULLY_CORE33_RECIPE	OT+O+AIN	YES	YES	NONE
PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	K+E+OL	YES	YES	NONE
PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	8	FULLY_CORE33_RECIPE	OK+E+DY	YES	YES	NONE
PROC068	kair	K+AIR	ZUGEBEN · WASSER	1	FULLY_CORE33_RECIPE	K+AIR	YES	YES	NONE
PROC069	chkain|kain	K+AIN	ZUGEBEN · PORTION	3	FULLY_CORE33_RECIPE	K+AIN	YES	YES	NONE
PROC070	olkain|qolkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	2	FULLY_CORE33_RECIPE	OL+K+AIN	YES	YES	NONE
PROC071	rol	R+OL	KUEHLEN · WEITER	1	FULLY_CORE33_RECIPE	R+OL	YES	YES	NONE
PROC072	dl	L	LEITEN	2	FULLY_CORE33_RECIPE	L	YES	YES	NONE
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	1	FULLY_CORE33_RECIPE	SH+E+CKH+AL	YES	YES	NONE
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	1	FULLY_CORE33_RECIPE	OK+EE+AL	YES	YES	NONE
PROC075	chckhy|shckhy	CKH+Y	DURCHLASS · DIES	4	FULLY_CORE33_RECIPE	CKH+Y	YES	YES	NONE
PROC076	dchedy|schedy|tchedy	CHD+DY	UMSETZEN · SCHLUSS	4	FULLY_CORE33_RECIPE	CHD+DY	YES	YES	NONE
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	CHD+DY	YES	YES	NONE
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	SH+K+CHD+DY	YES	YES	NONE
PROC078	cheedy|shedy|tedy	SHED+DY	STEHENLASSEN · SCHLUSS	12	FULLY_CORE33_RECIPE	SHED+DY	YES	YES	NONE
PROC079	olchedy|qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	3	FULLY_CORE33_RECIPE	OL+CHD+DY	YES	YES	NONE
PROC080	okain|qokain	OK+AIN	ANSETZEN · PORTION	7	FULLY_CORE33_RECIPE	OK+AIN	YES	YES	NONE
PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	R+AL	YES	YES	NONE
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	FULLY_CORE33_RECIPE	OK+CHD+DY	YES	YES	NONE
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	2	FULLY_CORE33_RECIPE	OK+CHD+DY	YES	YES	NONE
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	3	FULLY_CORE33_RECIPE	CHK+E+Y	YES	YES	NONE
PROC084	lsho	LSH+O	SPUELEN · VORGANG	1	FULLY_CORE33_RECIPE	LSH+O	YES	YES	NONE
PROC085	okey|qokey	OK+E+Y	ANSETZEN · KURZ · DIES	2	FULLY_CORE33_RECIPE	OK+E+Y	YES	YES	NONE
PROC086	lshedy	LSH+E+DY	SPUELEN · KURZ · SCHLUSS	2	FULLY_CORE33_RECIPE	LSH+E+DY	YES	YES	NONE
PROC087	qolky	SOLK+Y	SAMMELSTELLE · DIES	1	FULLY_CORE33_RECIPE	SOLK+Y	YES	YES	NONE
PROC088	lchedal	L+CHD+AL	LEITEN · UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	L+CHD+AL	YES	YES	NONE
PROC089	otar	OT+AR	DANACH · QUELLE	1	FULLY_CORE33_RECIPE	OT+AR	YES	YES	NONE
PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	1	FULLY_CORE33_RECIPE	T+E+Y	YES	YES	NONE
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	7	FULLY_CORE33_RECIPE	OK+EE+Y	YES	YES	NONE
PROC093	teol	E+OL	KURZ · WEITER	1	FULLY_CORE33_RECIPE	E+OL	YES	YES	NONE
PROC095	ly	L+Y	LEITEN · DIES	1	FULLY_CORE33_RECIPE	L+Y	YES	YES	NONE
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	SH+E+OL	YES	YES	NONE
PROC097	oiiin|soiiin	O+IIN	VORGANG · STUFE	2	FULLY_CORE33_RECIPE	O+IIN	YES	YES	NONE
PROC098	olkeedy|solkeedy	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	3	FULLY_CORE33_RECIPE	SOLK+EE+DY	YES	YES	NONE
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	3	FULLY_CORE33_RECIPE	SH+CKH+E+DY	YES	YES	NONE
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	10	FULLY_CORE33_RECIPE	OK+EE+DY	YES	YES	NONE
PROC101	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · DIES	1	FULLY_CORE33_RECIPE	L+CKH+Y	YES	YES	NONE
PROC102	lched	L+CHD	LEITEN · UMSETZEN	1	FULLY_CORE33_RECIPE	L+CHD	YES	YES	NONE
PROC103	lcheckhedy	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	L+CKH+E+DY	YES	YES	NONE
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	1	FULLY_CORE33_RECIPE	OK+AL+Y	YES	YES	NONE
PROC105	solkaiin	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	1	FULLY_CORE33_RECIPE	SOLK+AIIN	YES	YES	NONE
PROC106	octheol	O+CTH+E+OL	VORGANG · BEREITEN · KURZ · WEITER	1	FULLY_CORE33_RECIPE	O+CTH+E+OL	YES	YES	NONE
PROC108	ldy	L+DY	LEITEN · SCHLUSS	2	FULLY_CORE33_RECIPE	L+DY	YES	YES	NONE
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	2	FULLY_CORE33_RECIPE	OT+EE+Y	YES	YES	NONE
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	1	FULLY_CORE33_RECIPE	SH+E+CKH+Y	YES	YES	NONE
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	SH+E+DY	YES	YES	NONE
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · SOLLMASS	3	FULLY_CORE33_RECIPE	OT+AIIN	YES	YES	NONE
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	1	FULLY_CORE33_RECIPE	OK+AR	YES	YES	NONE
PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	OL+SH+E+DY	YES	YES	NONE
PROC116	lchy	L+CH+Y	LEITEN · ENTNEHMEN · DIES	1	FULLY_CORE33_RECIPE	L+CH+Y	YES	YES	NONE
PROC117	qcthey|shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	2	FULLY_CORE33_RECIPE	CTH+E+Y	YES	YES	NONE
PROC118	lcheey	L+EE+Y	LEITEN · LANG · DIES	1	FULLY_CORE33_RECIPE	L+EE+Y	YES	YES	NONE
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	1	FULLY_CORE33_RECIPE	OK+EEE+DY	YES	YES	NONE
PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	8	FULLY_CORE33_RECIPE	L+CHD+DY	YES	YES	NONE
PROC121	lar	L+AR	LEITEN · QUELLE	1	FULLY_CORE33_RECIPE	L+AR	YES	YES	NONE
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	1	FULLY_CORE33_RECIPE	SH+E+Y	YES	YES	NONE
PROC123	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	1	FULLY_CORE33_RECIPE	L+CHD+AR	YES	YES	NONE
PROC124	ches	CH+E+S	ENTNEHMEN · KURZ · PROBE	1	FULLY_CORE33_RECIPE	CH+E+S	YES	YES	NONE
PROC125	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	P+CHD+DY	YES	YES	NONE
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	1	FULLY_CORE33_RECIPE	R+SH+E+AL	YES	YES	NONE
PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	1	FULLY_CORE33_RECIPE	AL+DY	YES	YES	NONE
PROC128	rshedy	R+SHED+DY	KUEHLEN · STEHENLASSEN · SCHLUSS	1	FULLY_CORE33_RECIPE	R+SHED+DY	YES	YES	NONE
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	2	FULLY_CORE33_RECIPE	OT+EE+DY	YES	YES	NONE
PROC130	lochedy	L+O+CHD+DY	LEITEN · VORGANG · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	L+O+CHD+DY	YES	YES	NONE
PROC131	otal|qotal	OT+AL	DANACH · ZIELSTELLE	3	FULLY_CORE33_RECIPE	OT+AL	YES	YES	NONE
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	1	FULLY_CORE33_RECIPE	CHK+EE+DY	YES	YES	NONE
PROC134	pchedal	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	P+CHD+AL	YES	YES	NONE
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	2	FULLY_CORE33_RECIPE	OT+E+DY	YES	YES	NONE
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	1	FULLY_CORE33_RECIPE	SH+E+CTH+CHD+Y	YES	YES	NONE
PROC137	chary	AR+Y	QUELLE · DIES	1	FULLY_CORE33_RECIPE	AR+Y	YES	YES	NONE
PROC138	okair	OK+AIR	ANSETZEN · WASSER	1	FULLY_CORE33_RECIPE	OK+AIR	YES	YES	NONE
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	1	FULLY_CORE33_RECIPE	SH+EE+DY	YES	YES	NONE
PROC140	lo	L+O	LEITEN · VORGANG	1	FULLY_CORE33_RECIPE	L+O	YES	YES	NONE
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	OK+SH+E+DY	YES	YES	NONE
PROC142	shedal	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	FULLY_CORE33_RECIPE	SHED+AL	YES	YES	NONE
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	1	FULLY_CORE33_RECIPE	SH+E+CTH+Y	YES	YES	NONE
PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	AL+CHD+DY	YES	YES	NONE
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	2	FULLY_CORE33_RECIPE	OT+CHD+DY	YES	YES	NONE
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	1	FULLY_CORE33_RECIPE	OT+CHD+DY	YES	YES	NONE
PROC146	cheedar	EE+AR	LANG · QUELLE	1	FULLY_CORE33_RECIPE	EE+AR	YES	YES	NONE
PROC147	chldaiin	L+AIIN	LEITEN · SOLLMASS	1	FULLY_CORE33_RECIPE	L+AIIN	YES	YES	NONE
PROC148	chealror	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	1	FULLY_CORE33_RECIPE	AL+R+OR	YES	YES	NONE
PROC149	cheeety	EEE+T+Y	VOLL · ANWENDEN · DIES	1	FULLY_CORE33_RECIPE	EEE+T+Y	YES	YES	NONE
PROC150	schedair	CHD+AIR	UMSETZEN · WASSER	1	FULLY_CORE33_RECIPE	CHD+AIR	YES	YES	NONE
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	1	FULLY_CORE33_RECIPE	CHD+AIN	YES	YES	NONE
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · SOLLMASS	1	FULLY_CORE33_RECIPE	OT+E+AIIN	YES	YES	NONE
PROC153	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	1	FULLY_CORE33_RECIPE	OL+AL+Y	YES	YES	NONE
PROC154	qolchey	OL+Y	WEITER · DIES	1	FULLY_CORE33_RECIPE	OL+Y	YES	YES	NONE
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	1	BOUND_RECIPE	OK+Y+DY	YES	NO	LD
PROC156	dain	AIN	PORTION	2	FULLY_CORE33_RECIPE	AIN	YES	YES	NONE
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · WEITER	1	FULLY_CORE33_RECIPE	OK+EE+OL	YES	YES	NONE
PROC159	lkedy	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	1	FULLY_CORE33_RECIPE	L+K+E+DY	YES	YES	NONE
PROC161	qockhey	O+CKH+E+Y	VORGANG · DURCHLASS · KURZ · DIES	1	FULLY_CORE33_RECIPE	O+CKH+E+Y	YES	YES	NONE
PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	1	FULLY_CORE33_RECIPE	AIR+Y+DY	YES	YES	NONE
PROC163	chckhal	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	1	FULLY_CORE33_RECIPE	CH+CKH+AL	YES	YES	NONE
PROC164	solkey	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	1	FULLY_CORE33_RECIPE	SOLK+E+Y	YES	YES	NONE
PROC165	skar	K+AR	ZUGEBEN · QUELLE	1	FULLY_CORE33_RECIPE	K+AR	YES	YES	NONE
PROC167	lol	L+OL	LEITEN · WEITER	1	FULLY_CORE33_RECIPE	L+OL	YES	YES	NONE
PROC168	chdal	CHD+AL	UMSETZEN · ZIELSTELLE	1	FULLY_CORE33_RECIPE	CHD+AL	YES	YES	NONE
PROC169	daiiin	DA+IIN	ZWEI · STUFE	1	BOUND_RECIPE	IIN	YES	NO	DA
PROC170	solkeey	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	1	FULLY_CORE33_RECIPE	SOLK+EE+Y	YES	YES	NONE
PROC171	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	1	FULLY_CORE33_RECIPE	E+K+E+Y	YES	YES	NONE
PROC172	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	1	FULLY_CORE33_RECIPE	R+AL+Y	YES	YES	NONE
PROC173	ldalor	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	1	FULLY_CORE33_RECIPE	L+AL+OR	YES	YES	NONE
