population	table	bound	physical_position	distinct_complete_readings	possible_names	number_of_names
IT2A_ONLY	C	upper	10	5	Tristitia | Rubeus | Laetitia | Puella | Fortuna minor	5
IT2A_ONLY	C	upper	11	5	Rubeus | Acquisitio | Laetitia | Fortuna minor	4
IT2A_ONLY	C	upper	12	5	Albus | Fortuna major | Amissio | Puer	4
IT2A_ONLY	C	upper	13	5	Tristitia | Albus | Caput draconis | Via	4
IT2A_ONLY	C	upper	14	5	Conjunctio | Caput draconis | Laetitia | Carcer | Puer	5
IT2A_ONLY	C	upper	15	5	Rubeus | Caput draconis | Carcer | Puella | Cauda draconis	5
IT2A_ONLY	ANY_TABLE	lower	1	11	Rubeus | Acquisitio | Conjunctio | Caput draconis | Carcer | Amissio	6
IT2A_ONLY	ANY_TABLE	lower	2	11	Conjunctio | Laetitia | Carcer | Amissio | Puella | Via	6
IT2A_ONLY	ANY_TABLE	lower	3	11	Albus | Fortuna major | Acquisitio | Conjunctio | Caput draconis | Amissio | Puella | Via	8
IT2A_ONLY	ANY_TABLE	lower	4	11	Tristitia | Fortuna major | Acquisitio | Conjunctio | Caput draconis | Puella | Puer	7
IT2A_ONLY	ANY_TABLE	lower	5	11	Rubeus | Acquisitio | Caput draconis | Laetitia | Fortuna minor | Cauda draconis	6
IT2A_ONLY	ANY_TABLE	lower	6	11	Tristitia | Albus | Fortuna major | Caput draconis | Laetitia | Carcer | Amissio | Puella	8
IT2A_ONLY	ANY_TABLE	lower	7	11	Albus | Conjunctio | Caput draconis | Laetitia | Carcer | Fortuna minor | Puer | Cauda draconis	8
IT2A_ONLY	ANY_TABLE	lower	8	11	Albus | Fortuna major | Conjunctio | Caput draconis | Puella | Puer | Cauda draconis	7
IT2A_ONLY	ANY_TABLE	lower	9	11	Tristitia | Albus | Carcer | Puella | Fortuna minor | Puer | Cauda draconis	7
IT2A_ONLY	ANY_TABLE	lower	10	11	Tristitia | Albus | Rubeus | Conjunctio | Laetitia | Amissio | Puella | Fortuna minor | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	lower	11	11	Rubeus | Acquisitio | Laetitia | Puella | Fortuna minor | Cauda draconis	6
IT2A_ONLY	ANY_TABLE	lower	12	11	Tristitia | Albus | Fortuna major | Acquisitio | Carcer | Amissio | Puer	7
IT2A_ONLY	ANY_TABLE	lower	13	11	Tristitia | Albus | Fortuna major | Conjunctio | Caput draconis | Amissio | Puer | Via	8
IT2A_ONLY	ANY_TABLE	lower	14	11	Rubeus | Acquisitio | Conjunctio | Caput draconis | Laetitia | Carcer | Amissio | Puer | Via	9
IT2A_ONLY	ANY_TABLE	lower	15	11	Rubeus | Acquisitio | Conjunctio | Caput draconis | Carcer | Amissio | Puella | Fortuna minor | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	upper	1	16	Rubeus | Acquisitio | Conjunctio | Caput draconis | Carcer | Amissio | Puella	7
IT2A_ONLY	ANY_TABLE	upper	2	16	Acquisitio | Conjunctio | Laetitia | Carcer | Amissio | Puella | Cauda draconis | Via	8
IT2A_ONLY	ANY_TABLE	upper	3	16	Tristitia | Albus | Fortuna major | Acquisitio | Conjunctio | Caput draconis | Amissio | Puella | Via	9
IT2A_ONLY	ANY_TABLE	upper	4	16	Tristitia | Albus | Fortuna major | Acquisitio | Conjunctio | Caput draconis | Carcer | Puella | Puer	9
IT2A_ONLY	ANY_TABLE	upper	5	16	Rubeus | Acquisitio | Conjunctio | Caput draconis | Laetitia | Fortuna minor | Puer | Cauda draconis	8
IT2A_ONLY	ANY_TABLE	upper	6	16	Tristitia | Albus | Fortuna major | Rubeus | Caput draconis | Laetitia | Carcer | Amissio | Puella	9
IT2A_ONLY	ANY_TABLE	upper	7	16	Albus | Acquisitio | Conjunctio | Caput draconis | Laetitia | Carcer | Fortuna minor | Puer | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	upper	8	16	Tristitia | Albus | Fortuna major | Conjunctio | Caput draconis | Amissio | Puella | Puer | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	upper	9	16	Tristitia | Albus | Fortuna major | Acquisitio | Carcer | Puella | Fortuna minor | Puer | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	upper	10	16	Tristitia | Albus | Fortuna major | Rubeus | Conjunctio | Laetitia | Amissio | Puella | Fortuna minor | Puer | Cauda draconis	11
IT2A_ONLY	ANY_TABLE	upper	11	16	Rubeus | Acquisitio | Conjunctio | Laetitia | Puella | Fortuna minor | Cauda draconis	7
IT2A_ONLY	ANY_TABLE	upper	12	16	Tristitia | Albus | Fortuna major | Acquisitio | Caput draconis | Carcer | Amissio | Puer | Cauda draconis	9
IT2A_ONLY	ANY_TABLE	upper	13	16	Tristitia | Albus | Fortuna major | Conjunctio | Caput draconis | Carcer | Amissio | Puer | Cauda draconis | Via	10
IT2A_ONLY	ANY_TABLE	upper	14	16	Rubeus | Acquisitio | Conjunctio | Caput draconis | Laetitia | Carcer | Amissio | Puella | Puer | Cauda draconis | Via	11
IT2A_ONLY	ANY_TABLE	upper	15	16	Rubeus | Acquisitio | Conjunctio | Caput draconis | Carcer | Amissio | Puella | Fortuna minor | Cauda draconis	9
CROSS_EDITION	A	lower	1	0		0
CROSS_EDITION	A	lower	2	0		0
CROSS_EDITION	A	lower	3	0		0
CROSS_EDITION	A	lower	4	0		0
CROSS_EDITION	A	lower	5	0		0
CROSS_EDITION	A	lower	6	0		0
CROSS_EDITION	A	lower	7	0		0
CROSS_EDITION	A	lower	8	0		0
CROSS_EDITION	A	lower	9	0		0
CROSS_EDITION	A	lower	10	0		0
CROSS_EDITION	A	lower	11	0		0
CROSS_EDITION	A	lower	12	0		0
CROSS_EDITION	A	lower	13	0		0
CROSS_EDITION	A	lower	14	0		0
CROSS_EDITION	A	lower	15	0		0
CROSS_EDITION	A	upper	1	3	Carcer | Amissio	2
CROSS_EDITION	A	upper	2	3	Acquisitio | Via	2
CROSS_EDITION	A	upper	3	3	Acquisitio | Conjunctio | Via	3
CROSS_EDITION	A	upper	4	3	Albus | Caput draconis | Carcer	3
CROSS_EDITION	A	upper	5	3	Laetitia | Fortuna minor | Puer	3
CROSS_EDITION	A	upper	6	3	Albus | Fortuna major | Carcer	3
CROSS_EDITION	A	upper	7	3	Acquisitio | Fortuna minor | Puer	3
CROSS_EDITION	A	upper	8	3	Tristitia | Caput draconis | Amissio	3
CROSS_EDITION	A	upper	9	3	Fortuna major | Puer | Cauda draconis	3
CROSS_EDITION	A	upper	10	3	Rubeus | Laetitia | Puella	3
CROSS_EDITION	A	upper	11	3	Rubeus | Conjunctio | Fortuna minor	3
CROSS_EDITION	A	upper	12	3	Tristitia | Albus | Caput draconis	3
CROSS_EDITION	A	upper	13	3	Tristitia | Fortuna major | Cauda draconis	3
CROSS_EDITION	A	upper	14	3	Laetitia | Puella | Cauda draconis	3
CROSS_EDITION	A	upper	15	3	Rubeus | Conjunctio | Puella	3
CROSS_EDITION	B	lower	1	2	Rubeus	1
CROSS_EDITION	B	lower	2	2	Laetitia	1
CROSS_EDITION	B	lower	3	2	Caput draconis | Puella	2
CROSS_EDITION	B	lower	4	2	Puer	1
CROSS_EDITION	B	lower	5	2	Acquisitio | Caput draconis	2
CROSS_EDITION	B	lower	6	2	Carcer | Puella	2
CROSS_EDITION	B	lower	7	2	Albus	1
CROSS_EDITION	B	lower	8	2	Fortuna major	1
CROSS_EDITION	B	lower	9	2	Fortuna minor	1
CROSS_EDITION	B	lower	10	2	Conjunctio | Amissio	2
CROSS_EDITION	B	lower	11	2	Cauda draconis	1
CROSS_EDITION	B	lower	12	2	Tristitia	1
CROSS_EDITION	B	lower	13	2	Conjunctio | Amissio	2
CROSS_EDITION	B	lower	14	2	Via	1
CROSS_EDITION	B	lower	15	2	Acquisitio | Carcer	2
CROSS_EDITION	B	upper	1	2	Rubeus	1
CROSS_EDITION	B	upper	2	2	Laetitia	1
CROSS_EDITION	B	upper	3	2	Caput draconis | Puella	2
CROSS_EDITION	B	upper	4	2	Puer	1
CROSS_EDITION	B	upper	5	2	Acquisitio | Caput draconis	2
CROSS_EDITION	B	upper	6	2	Carcer | Puella	2
CROSS_EDITION	B	upper	7	2	Albus	1
CROSS_EDITION	B	upper	8	2	Fortuna major	1
CROSS_EDITION	B	upper	9	2	Fortuna minor	1
CROSS_EDITION	B	upper	10	2	Conjunctio | Amissio	2
CROSS_EDITION	B	upper	11	2	Cauda draconis	1
CROSS_EDITION	B	upper	12	2	Tristitia	1
CROSS_EDITION	B	upper	13	2	Conjunctio | Amissio	2
CROSS_EDITION	B	upper	14	2	Via	1
CROSS_EDITION	B	upper	15	2	Acquisitio | Carcer	2
CROSS_EDITION	C	lower	1	2	Acquisitio | Carcer	2
CROSS_EDITION	C	lower	2	2	Amissio | Via	2
CROSS_EDITION	C	lower	3	2	Conjunctio | Via	2
CROSS_EDITION	C	lower	4	2	Tristitia | Conjunctio	2
CROSS_EDITION	C	lower	5	2	Fortuna minor | Cauda draconis	2
CROSS_EDITION	C	lower	6	2	Tristitia | Amissio	2
CROSS_EDITION	C	lower	7	2	Fortuna minor | Cauda draconis	2
CROSS_EDITION	C	lower	8	2	Fortuna major | Puer	2
CROSS_EDITION	C	lower	9	2	Albus | Puella	2
CROSS_EDITION	C	lower	10	2	Laetitia | Puella	2
CROSS_EDITION	C	lower	11	2	Rubeus | Acquisitio	2
CROSS_EDITION	C	lower	12	2	Fortuna major | Puer	2
CROSS_EDITION	C	lower	13	2	Albus | Caput draconis	2
CROSS_EDITION	C	lower	14	2	Laetitia | Carcer	2
CROSS_EDITION	C	lower	15	2	Rubeus | Caput draconis	2
CROSS_EDITION	C	upper	1	2	Acquisitio | Carcer	2
CROSS_EDITION	C	upper	2	2	Amissio | Via	2
CROSS_EDITION	C	upper	3	2	Conjunctio | Via	2
CROSS_EDITION	C	upper	4	2	Tristitia | Conjunctio	2
CROSS_EDITION	C	upper	5	2	Fortuna minor | Cauda draconis	2
CROSS_EDITION	C	upper	6	2	Tristitia | Amissio	2
CROSS_EDITION	C	upper	7	2	Fortuna minor | Cauda draconis	2
CROSS_EDITION	C	upper	8	2	Fortuna major | Puer	2
CROSS_EDITION	C	upper	9	2	Albus | Puella	2
CROSS_EDITION	C	upper	10	2	Laetitia | Puella	2
CROSS_EDITION	C	upper	11	2	Rubeus | Acquisitio	2
CROSS_EDITION	C	upper	12	2	Fortuna major | Puer	2
CROSS_EDITION	C	upper	13	2	Albus | Caput draconis	2
CROSS_EDITION	C	upper	14	2	Laetitia | Carcer	2
CROSS_EDITION	C	upper	15	2	Rubeus | Caput draconis	2
CROSS_EDITION	ANY_TABLE	lower	1	4	Rubeus | Acquisitio | Carcer	3
CROSS_EDITION	ANY_TABLE	lower	2	4	Laetitia | Amissio | Via	3
CROSS_EDITION	ANY_TABLE	lower	3	4	Conjunctio | Caput draconis | Puella | Via	4
CROSS_EDITION	ANY_TABLE	lower	4	4	Tristitia | Conjunctio | Puer	3
CROSS_EDITION	ANY_TABLE	lower	5	4	Acquisitio | Caput draconis | Fortuna minor | Cauda draconis	4
CROSS_EDITION	ANY_TABLE	lower	6	4	Tristitia | Carcer | Amissio | Puella	4
CROSS_EDITION	ANY_TABLE	lower	7	4	Albus | Fortuna minor | Cauda draconis	3
CROSS_EDITION	ANY_TABLE	lower	8	4	Fortuna major | Puer	2
CROSS_EDITION	ANY_TABLE	lower	9	4	Albus | Puella | Fortuna minor	3
CROSS_EDITION	ANY_TABLE	lower	10	4	Conjunctio | Laetitia | Amissio | Puella	4
CROSS_EDITION	ANY_TABLE	lower	11	4	Rubeus | Acquisitio | Cauda draconis	3
CROSS_EDITION	ANY_TABLE	lower	12	4	Tristitia | Fortuna major | Puer	3
CROSS_EDITION	ANY_TABLE	lower	13	4	Albus | Conjunctio | Caput draconis | Amissio	4
CROSS_EDITION	ANY_TABLE	lower	14	4	Laetitia | Carcer | Via	3
CROSS_EDITION	ANY_TABLE	lower	15	4	Rubeus | Acquisitio | Caput draconis | Carcer	4
CROSS_EDITION	ANY_TABLE	upper	1	7	Rubeus | Acquisitio | Carcer | Amissio	4
CROSS_EDITION	ANY_TABLE	upper	2	7	Acquisitio | Laetitia | Amissio | Via	4
CROSS_EDITION	ANY_TABLE	upper	3	7	Acquisitio | Conjunctio | Caput draconis | Puella | Via	5
CROSS_EDITION	ANY_TABLE	upper	4	7	Tristitia | Albus | Conjunctio | Caput draconis | Carcer | Puer	6
CROSS_EDITION	ANY_TABLE	upper	5	7	Acquisitio | Caput draconis | Laetitia | Fortuna minor | Puer | Cauda draconis	6
CROSS_EDITION	ANY_TABLE	upper	6	7	Tristitia | Albus | Fortuna major | Carcer | Amissio | Puella	6
CROSS_EDITION	ANY_TABLE	upper	7	7	Albus | Acquisitio | Fortuna minor | Puer | Cauda draconis	5
CROSS_EDITION	ANY_TABLE	upper	8	7	Tristitia | Fortuna major | Caput draconis | Amissio | Puer	5
CROSS_EDITION	ANY_TABLE	upper	9	7	Albus | Fortuna major | Puella | Fortuna minor | Puer | Cauda draconis	6
CROSS_EDITION	ANY_TABLE	upper	10	7	Rubeus | Conjunctio | Laetitia | Amissio | Puella	5
CROSS_EDITION	ANY_TABLE	upper	11	7	Rubeus | Acquisitio | Conjunctio | Fortuna minor | Cauda draconis	5
CROSS_EDITION	ANY_TABLE	upper	12	7	Tristitia | Albus | Fortuna major | Caput draconis | Puer	5
CROSS_EDITION	ANY_TABLE	upper	13	7	Tristitia | Albus | Fortuna major | Conjunctio | Caput draconis | Amissio | Cauda draconis	7
CROSS_EDITION	ANY_TABLE	upper	14	7	Laetitia | Carcer | Puella | Cauda draconis | Via	5
CROSS_EDITION	ANY_TABLE	upper	15	7	Rubeus | Acquisitio | Conjunctio | Caput draconis | Carcer | Puella	6
