construction_span_id	rule_id	family	page	physical_folio	locus	left_token_ordinal	right_token_ordinal	line_token_count	span_line_position	paragraph_first_span	paragraph_last_span	section	language	hand	left_surface	right_surface	exact_span_eva	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	value_label	immediate_left_context	immediate_right_context	written_line_eva	exact_pair_global_count	left_exact_right_contexts	pair_conditional_rate	right_surface_global_pair_baseline	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	rationale	claim_scope	reader_exact_left	reader_exact_right	exact_span_render_once	confirmed_plaintext	component_export_credit
G759-S0011	P05	PART_STATE	f22v	f22	f22v.7	2	3	4	MIDDLE	0	0	H	A	1	chor	qokchol	chor qokchol	chorqokchol	0	NONE	ychor	chory	ychor chor qokchol chory	1	141	0.007092	0.000540	13.126084	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Pflanzenteil im Heiß-Trocken-Zustand	C1_SINGLETON_EACH_DIRECTION	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0012	P06	PART_STATE	f28v	f28	f28v.2	5	6	10	MIDDLE	0	0	H	A	1	qokchol	chor	qokchol chor	qokcholchor	0	NONE	dy	tchy	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	1	13	0.076923	0.008345	9.218041	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Heiß-Trocken-Zustand vor Pflanzenteil	C1_SINGLETON_EACH_DIRECTION	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0013	P01	PART_STATE	f28v	f28	f28v.3	1	2	4	FIRST	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	LINE_EDGE	chy	chor chol chy choiin	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0014	P02	PART_STATE	f2v	f2	f2v.6	2	3	11	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	dor	chol	dor chol chor chol keol chy chty daiin o tchor chan	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0015	P01	PART_STATE	f2v	f2	f2v.6	3	4	11	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	chol	keol	dor chol chor chol keol chy chty daiin o tchor chan	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0016	P01	PART_STATE	f32v	f32	f32v.10	3	4	10	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	keol	daiin	sho keol chor chol daiin cpho l cthol da ar	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0017	P01	PART_STATE	f3r	f3	f3r.8	2	3	5	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	ysheor	oky	ysheor chor chol oky dago	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0018	P02	PART_STATE	f42v	f42	f42v.1	6	7	8	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	shols	dain	cho sheey qocho taiin shols chol chor dain	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0019	P03	PART_STATE	f45v	f45	f45v.9	2	3	7	MIDDLE	0	0	H	A	1	cthy	chol	cthy chol	cthychol	0	NONE	ychor	qokom	ychor cthy chol qokom sy sa ykchom	2	49	0.040816	0.014348	2.844676	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	Zwei direkte Paare verbinden den unabhängigen Blattgutkandidaten mit dem breit getragenen Trockenheitswert.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0020	P02	PART_STATE	f47r	f47	f47r.7	6	7	8	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	chol	ey	schesy kchor cthaiin chol chol chol chor ey	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0021	P02	PART_STATE	f49v	f49	f49v.50	1	2	6	FIRST	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	LINE_EDGE	ches	chol chor ches chkalchy chokeeoky chokoran	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0022	P04	PART_STATE	f56r	f56	f56r.15	3	4	4	MIDDLE	0	0	H	A	1	chol	cthy	chol cthy	cholcthy	0	NONE	tchol	LINE_EDGE	tcho tchol chol cthy	4	251	0.015936	0.004623	3.447405	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	Vier Gegenrichtungs-Paare reproduzieren dieselbe Blattgut-Trockenheitsbindung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0023	P02	PART_STATE	f9v	f9	f9v.2	5	6	11	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	cthor	cphol	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0024	O01	PREPARATION_VALUE	f104v	f104	f104v.19	11	12	13	MIDDLE	0	0	S	B	3	ols	aiin	ols aiin	olsaiin	2	III	fchor	chekal	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	2	5	0.400000	0.016029	24.954307	drei Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe III	drei Portionen Öl	C0_SPARSE_VALUE_BEARING	Zwei direkte Paare machen eine werttragende Zubereitung wahrscheinlicher als einen bloßen Abseihimperativ.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0025	O01	PREPARATION_VALUE	f83r	f83	f83r.10	4	5	13	MIDDLE	0	0	B	B	2	ols	aiin	ols aiin	olsaiin	2	III	cheeb	skal	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	2	5	0.400000	0.016029	24.954307	drei Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe III	drei Portionen Öl	C0_SPARSE_VALUE_BEARING	Zwei direkte Paare machen eine werttragende Zubereitung wahrscheinlicher als einen bloßen Abseihimperativ.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0026	O02	PREPARATION_VALUE	f99v	f99	f99v.21	8	9	10	MIDDLE	0	0	P	A	1	ols	aiiin	ols aiiin	olsaiiin	0	IV	shey	qoetal	doror okeeody opar okor eosaiin otoraiin shey ols aiiin qoetal	1	5	0.200000	0.002161	92.538889	vier Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe IV	vier Portionen Öl	C0_SINGLETON_VALUE_BEARING	Ein direktes Paar erweitert die werttragende Zubereitungshypothese auf Stufe IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0027	Q03	QUANTITY_VALUE	f103r	f103	f103r.14	8	9	13	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	lol	chey	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0028	Q08	QUANTITY_VALUE	f103v	f103	f103v.23	5	6	13	MIDDLE	0	0	S	B	3	or	aiiin	or aiiin	oraiiin	1	IV	cheey	oteey	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0029	Q10	QUANTITY_VALUE	f104r	f104	f104r.20	9	10	12	MIDDLE	0	0	S	B	3	ar	ain	ar ain	arain	0	II	cheeekan	ar	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	5	176	0.028409	0.003182	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0030	Q11	QUANTITY_VALUE	f104r	f104	f104r.39	2	3	11	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	pcholor	alkchdy	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0031	Q03	QUANTITY_VALUE	f104r	f104	f104r.45	4	5	11	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	l	otain	daiin olcheeo l s aiin otain ar chedy qokaiin otaiin otaiin	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0032	Q03	QUANTITY_VALUE	f104v	f104	f104v.14	4	5	7	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	lcheolshedy	cheky	ytedy qokeeo lcheolshedy s aiin cheky daindl	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0033	Q07	QUANTITY_VALUE	f104v	f104	f104v.38	7	8	13	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	chey	cheo	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0034	Q12	QUANTITY_VALUE	f105r	f105	f105r.24	6	7	13	MIDDLE	0	0	S	B	3	ar	aiiin	ar aiiin	araiiin	0	IV	paiin	chpaiikey	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0035	Q08	QUANTITY_VALUE	f105r	f105	f105r.7	3	4	10	MIDDLE	0	0	S	B	3	or	aiiin	or aiiin	oraiiin	1	IV	ykeeos	shey	ysheeody ykeeos or aiiin shey qodaiiin qokeed qokeey saiin aiirody	7	181	0.038674	0.002161	17.894260	vier Portionen	vier Anteile	Wertstufe IV	C1_RECURRENT_PAIR	Sieben getrennte Vorkommen erweitern die Portionsreihe auf Wert IV.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0036	Q07	QUANTITY_VALUE	f105v	f105	f105v.26	6	7	12	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	otal	chedor	lkl sheeodees otaiin otar otal or aiin chedor alkaiin chs alkaiin ry	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0037	Q03	QUANTITY_VALUE	f105v	f105	f105v.30	10	11	12	MIDDLE	0	0	S	B	3	s	aiin	s aiin	saiin	89	III	aiin	sy	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	23	99	0.232323	0.016029	14.493663	drei Drachmen	drei gleiche Teile	drei Unzen	C1_BOUNDARY_REPLICATED	23 exakte getrennte Paare und mehrfach gleiche fusionierte/getrennte Leserzeilen machen dies zur stärksten s-Wert-Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0038	Q11	QUANTITY_VALUE	f106r	f106	f106r.40	2	3	11	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	shaiin	sheey	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0039	Q11	QUANTITY_VALUE	f108r	f108	f108r.11	2	3	11	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	teodeey	okeey	teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0040	Q11	QUANTITY_VALUE	f108v	f108	f108v.12	9	10	12	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	shok	okeey	tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0041	Q10	QUANTITY_VALUE	f108v	f108	f108v.27	5	6	13	MIDDLE	0	0	S	B	3	ar	ain	ar ain	arain	0	II	okar	olcheees	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	5	176	0.028409	0.003182	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0042	Q07	QUANTITY_VALUE	f10r	f10	f10r.4	6	7	10	MIDDLE	0	0	H	A	1	or	aiin	or aiin	oraiin	21	III	ckhy	chtchor	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0043	Q11	QUANTITY_VALUE	f111r	f111	f111r.35	3	4	6	MIDDLE	0	0	S	B	3	ar	aiin	ar aiin	araiin	4	III	chedl	aiy	y chedl ar aiin aiy dam	16	176	0.090909	0.016029	5.671433	drei Anteile	drei Portionen	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	16 getrennte Paare und eine vollständig normalisierte araiin-Grenzbrücke tragen die Konstruktion.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0044	Q07	QUANTITY_VALUE	f111r	f111	f111r.46	11	12	13	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	olchal	cheom	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0045	Q10	QUANTITY_VALUE	f111v	f111	f111v.36	6	7	10	MIDDLE	0	0	S	B	3	ar	ain	ar ain	arain	0	II	ar	olr	shain okaiin chey qokar ar ar ain olr ar olor	5	176	0.028409	0.003182	8.928495	zwei Anteile	zwei Portionen	Wertstufe II	C1_RECURRENT_PAIR	Fünf getrennte Vorkommen tragen die Anteil-plus-Wert-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0046	Q07	QUANTITY_VALUE	f112r	f112	f112r.1	6	7	8	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	oteedal	chcphy	folchey qokeey ykair arally oteedal or aiin chcphy	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0047	Q07	QUANTITY_VALUE	f112r	f112	f112r.20	2	3	11	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	qoaiin	cheol	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0048	Q07	QUANTITY_VALUE	f112v	f112	f112v.18	2	3	10	MIDDLE	0	0	S	B	3	or	aiin	or aiin	oraiin	21	III	saiin	chey	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	36	181	0.198895	0.016029	12.408219	drei Portionen	drei Anteile	Wertstufe III	C2_RECURRENT_BOUNDARY_SUPPORTED	36 getrennte Paare, eine vollständig normalisierte oraiin-Grenzbrücke und der vorhandene fusionierte Ganzwortdefault konvergieren.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0049	Q12	QUANTITY_VALUE	f112v	f112	f112v.3	5	6	11	MIDDLE	0	0	S	B	3	ar	aiiin	ar aiiin	araiiin	0	IV	or	okeey	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	6	176	0.034091	0.002161	15.773674	vier Anteile	vier Portionen	Wertstufe IV	C1_RECURRENT_PAIR	Sechs getrennte Vorkommen tragen die Anteil-plus-Wert-IV-Lesung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
