boundary_candidate_id	page	locus	head_surface	value_surface	fused_surface	value_label	zl3b_mode	it2a_mode	rf1b_mode	all_three_present	line_normalized_identical_after_target_merges	bridge_class	zl3b_line	it2a_line	rf1b_line	zl3b_normalized	it2a_normalized	rf1b_normalized	same_manuscript_alternate_readings	semantic_identity_inferred	component_export_credit
G759-B019	f26v	f26v.8	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	teeedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	tchedy okeeos cheeos ysaiin okcheey keody s aiin cheeos qokes ory	tchedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	teeedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	tchedy okeeos cheeos ysaiin okcheey keody saiin cheeos qokes ory	1	0	0
G759-B020	f31r	f31r.3	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qokeey chey daiin qokeey sair chekey s aiin da	qokeey chey daiin qokeey rair chekey saiin da	qokeey chey daiin qokeey rair chekey s aiin dey	qokeey chey daiin qokeey sair chekey saiin da	qokeey chey daiin qokeey rair chekey saiin da	qokeey chey daiin qokeey rair chekey saiin dey	1	0	0
G759-B021	f31r	f31r.7	s	aiin	saiin	III	FUSED	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykee ar s aiin checkhey sheol qokedy ykeedy chedy ldy	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykee ar saiin checkhey sheol qokedy ykeedy chedy ldy	1	0	0
G759-B022	f34r	f34r.11	s	aiin	saiin	III	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qokeey sh kaldaiin cheky cthdaly otchedy chty s aiin	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	qokeey sh kal aiin cheky cthdaly otchedy chty saiin	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	qokeey sh kaldaiin cheky cthdaly otchedy chty saiin	qokeey sh kal aiin cheky cthdaly otchedy chty saiin	1	0	0
G759-B023	f39r	f39r.12	s	aiin	saiin	III	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	tolchdaiin chckhy s aiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls iin oky ches aiin al	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls iin oky ches aiin al	1	0	0
G759-B024	f39r	f39r.13	s	aiin	saiin	III	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy s aiin	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy saiin	ytor ch ar shey qokaiin chor kar sheolke y ote y te y saiin	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy saiin	ytor chdar shey qokaiin chor kar sheolkedy otedy tedy saiin	ytor ch ar shey qokaiin chor kar sheolke y ote y te y saiin	1	0	0
G759-B025	f40r	f40r.8	or	ain	orain	II	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	ksheo keeey dar aig kcheo cfhdy or ain chefal daiin dg	ksheo keeey dar aim kcheo cfhdy orain chefal daiin dm	ksheo keeey ar aim kcheo cfh y or ain chefal aiin dm	ksheo keeey dar aig kcheo cfhdy orain chefal daiin dg	ksheo keeey dar aim kcheo cfhdy orain chefal daiin dm	ksheo keeey ar aim kcheo cfh y orain chefal aiin dm	1	0	0
G759-B026	f40v	f40v.14	s	aiin	saiin	III	FUSED	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	saiin o lchey kchedy okar qokchdy dy qokees am chdy	saiin o lchey kchedy okar qokchdy dy qokees am chdy	s aiin o lchey kche y kar qokch y y qokees am ch y	saiin o lchey kchedy okar qokchdy dy qokees am chdy	saiin o lchey kchedy okar qokchdy dy qokees am chdy	saiin o lchey kche y kar qokch y y qokees am ch y	1	0	0
G759-B027	f41v	f41v.3	s	aiin	saiin	III	SEPARATE	SEPARATE	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy teoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	dshedy tchey saiin shekey okedy okaly daiin okedy ykeeody choy teoy dam	1	0	0
G759-B028	f55r	f55r.3	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	ykaiir chol chky okar chky chdy qokar okaiin chckhy s aiin	ykaiir chol chky okar chky chdy qokar okaiin chckhy saiin	ykaiir chol chky okar chky ch y qokar okaiin chckhy s aiin	ykaiir chol chky okar chky chdy qokar okaiin chckhy saiin	ykaiir chol chky okar chky chdy qokar okaiin chckhy saiin	ykaiir chol chky okar chky ch y qokar okaiin chckhy saiin	1	0	0
G759-B029	f56v	f56v.5	s	aiin	saiin	III	SEPARATE	FUSED	FUSED	1	1	EXACT_NORMALIZED_BOUNDARY_EQUIVALENCE	qoteees sho kcheey s aiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin	qoteees sho kcheey saiin	1	0	0
G759-B030	f58v	f58v.2	s	aiin	saiin	III	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair or sheaiin tair y qotalody saiin okeody qotair ar alor orky	dair ar aiin tair y qotalojy saiin okeody qotair ar alor orky	dair oraiin tair y qotalody saiin okeody qotair ar alor orky	dair or sheaiin tair y qotalody saiin okeody qotair ar alor orky	dair araiin tair y qotalojy saiin okeody qotair ar alor orky	1	0	0
G759-B031	f66v	f66v.11	s	aiin	saiin	III	FUSED	SEPARATE	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar	yteeod aiin shekeod s aiin ykofar otaiin otar chedy kara	yteeo aiin shekeod s aiin ykofar otaiin otar chedy kass	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar	yteeod aiin shekeod saiin ykofar otaiin otar chedy kara	yteeo aiin shekeod saiin ykofar otaiin otar chedy kass	1	0	0
G759-B032	f6v	f6v.15	s	ain	sain	II	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	chockhy s or chy s ain ar	chockhy s os chy sain or	chockhy s or chy s ain ar	chockhy s or chy sain ar	chockhy s os chy sain or	chockhy s or chy sain ar	1	0	0
G759-B033	f76r	f76r.47	or	aiin	oraiin	III	SEPARATE	FUSED	SEPARATE	1	1	EXACT_NORMALIZED_BOUNDARY_EQUIVALENCE	dain chckhy or aiin sheey qockhey olchdar sheey otedy olain oky	dain chckhy oraiin sheey qockhey olchdar sheey otedy olain oky	dain chckhy or aiin sheey qockhey olchdar sheey otedy olain oky	dain chckhy oraiin sheey qockhey olchdar sheey otedy olain oky	dain chckhy oraiin sheey qockhey olchdar sheey otedy olain oky	dain chckhy oraiin sheey qockhey olchdar sheey otedy olain oky	1	0	0
G759-B034	f76v	f76v.34	s	aiin	saiin	III	FUSED	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	sakaiin okeedy chedy qotain cphey opcheey oty s aiin tary	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	sakaiin okeedy chedy qotain cphey opcheey oty saiin otary	sakaiin okeedy chedy qotain cphey opcheey oty saiin tary	1	0	0
G759-B035	f76v	f76v.38	s	aiiin	saiiin	IV	FUSED	ABSENT	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	saiin chedy shedy qokeedy lolsaiiin qokain chey r al r aiin dl	saiin chedy edy qokeedy lol s aiiin qokain chey al r aiin dl	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	saiin chedy shedy qokeedy lolsaiiin qokain chey r al r aiin dl	saiin chedy edy qokeedy lol saiiin qokain chey al r aiin dl	1	0	0
G759-B036	f77r	f77r.30	s	aiin	saiin	III	ABSENT	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qokaiin chckhey sa iin qolkain cheeky lol	qokaiin chckhey saiin qolkain cheeky lol	qokaiin chckhey s aiin qolkain cheeky lol	qokaiin chckhey sa iin qolkain cheeky lol	qokaiin chckhey saiin qolkain cheeky lol	qokaiin chckhey saiin qolkain cheeky lol	1	0	0
G759-B037	f81r	f81r.14	or	ain	orain	II	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qokechedy qolsheedy or ain arol oeeedy	qokechedy qol sheedy orain arol oeeedy	qokeche y qol ee y or ain arol oeee	qokechedy qolsheedy orain arol oeeedy	qokechedy qol sheedy orain arol oeeedy	qokeche y qol ee y orain arol oeee	1	0	0
G759-B038	f81r	f81r.5	or	ain	orain	II	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qol cheol okeey ol ol olaiin ol or ain	qol cheol okeey ol ol ol aiin ol orain	qol cheol okeey ol ol ol aiin ol or ain	qol cheol okeey ol ol olaiin ol orain	qol cheol okeey ol ol ol aiin ol orain	qol cheol okeey ol ol ol aiin ol orain	1	0	0
G759-B039	f82r	f82r.16	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	qokeedy lchedy qokeedy cheey ror ol saiin chey raity dam	qokeedy lchedy qokeedy cheey r r ol s aiin chey ra am	qokeedy lchedy qokeedy cheey r or ol saiin chey ra dam	qokeedy lchedy qokeedy cheey ror ol saiin chey raity dam	qokeedy lchedy qokeedy cheey r r ol saiin chey ra am	1	0	0
G759-B040	f82v	f82v.14	s	ain	sain	II	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	dalchedy lchey rol rol cheey s ain shey	dolchedy lchey rol rol cheey sain shey	dalchedy lchey r ol rol cheey sain ey	dalchedy lchey rol rol cheey sain shey	dolchedy lchey rol rol cheey sain shey	dalchedy lchey r ol rol cheey sain ey	1	0	0
G759-B041	f82v	f82v.17	or	ain	orain	II	SEPARATE	FUSED	FUSED	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain she y qok char okai qokeedy rcheey qotedy chte y rchesaly	orain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain she y qok char okai qokeedy rcheey qotedy chte y rchesaly	1	0	0
G759-B042	f82v	f82v.36	s	aiin	saiin	III	FUSED	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheald	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheold	s aiin shey qokeedy qokar sheecthey qokaiin daltedy rcheold	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheald	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheold	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheold	1	0	0
G759-B043	f83r	f83r.10	s	aiin	saiin	III	SEPARATE	FUSED	ABSENT	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	olkeey rchs cheen ols aiin skal dain cthal saiin chky lal ram	olkeey rchs cheeb ols aiin skal dain cthalsaiin chky lal sam	olkeey rchs cheeb ols aiin skal dain cthal saiin chky lal sam	olkeey rchs cheen ols aiin skal dain cthal saiin chky lal ram	olkeey rchs cheeb ols aiin skal dain cthalsaiin chky lal sam	1	0	0
G759-B044	f83r	f83r.33	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	1	EXACT_NORMALIZED_BOUNDARY_EQUIVALENCE	sy s aiin sheekchy qokey sain	sy saiin sheekchy qokey sain	sy s aiin sheekchy qokey sain	sy saiin sheekchy qokey sain	sy saiin sheekchy qokey sain	sy saiin sheekchy qokey sain	1	0	0
G759-B045	f86v3	f86v3.6	ar	aiin	araiin	III	SEPARATE	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	daiinls aiin chcthy ykaiin ykaiin chdar ar aiin	daiinls aiin chcthy ykaiin ykaiin chdar araiin	daiinls aiin chcthy ykaiin ykaiin ch ar ar aiin	daiinls aiin chcthy ykaiin ykaiin chdar araiin	daiinls aiin chcthy ykaiin ykaiin chdar araiin	daiinls aiin chcthy ykaiin ykaiin ch ar araiin	1	0	0
G759-B046	f86v5	f86v5.1	or	aiin	oraiin	III	ABSENT	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	pshdal choky sheody lfchy fyshey qoty opy ypar o raiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoky opy ypar oraiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoty opy ypar or aiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoty opy ypar o raiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoky opy ypar oraiin ytor aiin opy	pshdal choky sheody lfchy fyshey qoty opy ypar oraiin ytor aiin opy	1	0	0
G759-B047	f87r	f87r.15	s	aiin	saiin	III	FUSED	FUSED	SEPARATE	1	0	LOCAL_BOUNDARY_CANDIDATE_WITH_OTHER_READER_DIFFERENCES	shos cheol cheos ckhey saiin qockheo ldaiin	shos cheol cheos ckhey saiin qockheol daiin	shos cheol cheos ckhey s aiin qo ckheo ldaiin	shos cheol cheos ckhey saiin qockheo ldaiin	shos cheol cheos ckhey saiin qockheol daiin	shos cheol cheos ckhey saiin qo ckheo ldaiin	1	0	0
G759-B048	f88r	f88r.20	s	aiin	saiin	III	SEPARATE	FUSED	SEPARATE	1	1	EXACT_NORMALIZED_BOUNDARY_EQUIVALENCE	dsheol qokeey s chy s aiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy s aiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	dsheol qokeey s chy saiin chor oteor aiin chosals	1	0	0
