rule_id	family	left_surface	right_surface	exact_pair_occurrences	exact_pair_pages	exact_pair_loci	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	reader_boundary_candidates	exact_normalized_boundary_bridges	line_first_spans	line_middle_spans	line_final_spans	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	disposition	rationale	component_export_credit
P04	PART_STATE	chol	cthy	4	4	4	cholcthy	0	0	0	0	4	3	3.447405	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	LICENSE_EXACT_OBSERVED_SPAN	Vier Gegenrichtungs-Paare reproduzieren dieselbe Blattgut-Trockenheitsbindung.	0
P05	PART_STATE	chor	qokchol	1	1	1	chorqokchol	0	0	0	0	1	0	13.126084	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Pflanzenteil im Heiß-Trocken-Zustand	C1_SINGLETON_EACH_DIRECTION	LICENSE_EXACT_OBSERVED_SPAN	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	0
P06	PART_STATE	qokchol	chor	1	1	1	qokcholchor	0	0	0	0	1	0	9.218041	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Heiß-Trocken-Zustand vor Pflanzenteil	C1_SINGLETON_EACH_DIRECTION	LICENSE_EXACT_OBSERVED_SPAN	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	0
P07	PART_STATE	cthy	qokchol	0	0	0	cthyqokchol	0	0	0	0	0	0	0.000000	erhitztes und getrocknetes Blattgut	Blattgut im Heiß-Trocken-Zustand	erhitztes oberirdisches Kraut	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die Bestandteile sind einzeln live, aber eine direkte Verbindung ist nicht beobachtet.	0
P08	PART_STATE	qokchol	cthy	0	0	0	qokcholcthy	0	0	0	0	0	0	0.000000	erhitztes und getrocknetes Blattgut	Blattgut im Heiß-Trocken-Zustand	Heiß-Trocken-Zustand vor Blattgut	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die Bestandteile sind einzeln live, aber eine direkte Verbindung ist nicht beobachtet.	0
P09	PART_STATE	chor	sheol	0	0	0	chorsheol	0	0	0	0	0	0	0.000000	eingeweichter Blüten-/Samenstand	feuchtes Pflanzenteil	Pflanzenteil in Feuchtzubereitung	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die Feuchtehypothese bleibt live, doch es gibt keine direkte Paarbeobachtung.	0
P10	PART_STATE	sheol	chor	0	0	0	sheolchor	0	0	0	0	0	0	0.000000	eingeweichter Blüten-/Samenstand	feuchtes Pflanzenteil	Feuchtzustand vor Pflanzenteil	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die Feuchtehypothese bleibt live, doch es gibt keine direkte Paarbeobachtung.	0
P11	PART_STATE	cthy	sheol	0	0	0	cthysheol	0	0	0	0	0	0	0.000000	eingeweichtes Blattgut	feuchtes Blattgut	Blattgut in Feuchtzubereitung	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die beiden Ganzwortkandidaten sind live, aber eine direkte Verbindung ist nicht beobachtet.	0
P12	PART_STATE	sheol	cthy	0	0	0	sheolcthy	0	0	0	0	0	0	0.000000	eingeweichtes Blattgut	feuchtes Blattgut	Feuchtzustand vor Blattgut	C0_UNOBSERVED_PAIR	NO_DIRECT_PAIR_OBSERVED	Die beiden Ganzwortkandidaten sind live, aber eine direkte Verbindung ist nicht beobachtet.	0
O01	PREPARATION_VALUE	ols	aiin	2	2	2	olsaiin	2	0	0	0	2	0	24.954307	drei Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe III	drei Portionen Öl	C0_SPARSE_VALUE_BEARING	LICENSE_EXACT_OBSERVED_SPAN	Zwei direkte Paare machen eine werttragende Zubereitung wahrscheinlicher als einen bloßen Abseihimperativ.	0
O02	PREPARATION_VALUE	ols	aiiin	1	1	1	olsaiiin	0	0	0	0	1	0	92.538889	vier Portionen abgeseihte Zubereitung	abgeseihte Zubereitung, Stufe IV	vier Portionen Öl	C0_SINGLETON_VALUE_BEARING	LICENSE_EXACT_OBSERVED_SPAN	Ein direktes Paar erweitert die werttragende Zubereitungshypothese auf Stufe IV.	0
