construction_span_id	rule_id	family	page	physical_folio	locus	left_token_ordinal	right_token_ordinal	line_token_count	span_line_position	paragraph_first_span	paragraph_last_span	section	language	hand	left_surface	right_surface	exact_span_eva	fused_counterpart_surface	fused_counterpart_reader_exact_occurrences	value_label	immediate_left_context	immediate_right_context	written_line_eva	exact_pair_global_count	left_exact_right_contexts	pair_conditional_rate	right_surface_global_pair_baseline	descriptive_lift	primary_render_de	alternate_1_de	alternate_2_de	working_confidence	rationale	claim_scope	reader_exact_left	reader_exact_right	exact_span_render_once	confirmed_plaintext	component_export_credit
G759-S0011	P05	PART_STATE	f22v	f22	f22v.7	2	3	4	MIDDLE	0	0	H	A	1	chor	qokchol	chor qokchol	chorqokchol	0	NONE	ychor	chory	ychor chor qokchol chory	1	141	0.007092	0.000540	13.126084	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Pflanzenteil im Heiß-Trocken-Zustand	C1_SINGLETON_EACH_DIRECTION	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0012	P06	PART_STATE	f28v	f28	f28v.2	5	6	10	MIDDLE	0	0	H	A	1	qokchol	chor	qokchol chor	qokcholchor	0	NONE	dy	tchy	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	1	13	0.076923	0.008345	9.218041	erhitzter und getrockneter Blüten-/Samenstand	erhitztes und getrocknetes Pflanzenteil	Heiß-Trocken-Zustand vor Pflanzenteil	C1_SINGLETON_EACH_DIRECTION	Ein Paar je Richtung bindet den Heiß-Trocken-Ganzwortkandidaten an chor.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0013	P01	PART_STATE	f28v	f28	f28v.3	1	2	4	FIRST	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	LINE_EDGE	chy	chor chol chy choiin	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0014	P02	PART_STATE	f2v	f2	f2v.6	2	3	11	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	dor	chol	dor chol chor chol keol chy chty daiin o tchor chan	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0015	P01	PART_STATE	f2v	f2	f2v.6	3	4	11	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	chol	keol	dor chol chor chol keol chy chty daiin o tchor chan	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0016	P01	PART_STATE	f32v	f32	f32v.10	3	4	10	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	keol	daiin	sho keol chor chol daiin cpho l cthol da ar	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0017	P01	PART_STATE	f3r	f3	f3r.8	2	3	5	MIDDLE	0	0	H	A	1	chor	chol	chor chol	chorchol	0	NONE	ysheor	oky	ysheor chor chol oky dago	8	141	0.056738	0.014348	3.954301	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Pflanzenteil: Trockenheitsstufe	C1_RECURRENT_PART_STATE	Acht direkte Paare und zwei replizierte chor chol daiin-Klauseln binden Pflanzenteil und Trockenheit.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0018	P02	PART_STATE	f42v	f42	f42v.1	6	7	8	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	shols	dain	cho sheey qocho taiin shols chol chor dain	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0019	P03	PART_STATE	f45v	f45	f45v.9	2	3	7	MIDDLE	0	0	H	A	1	cthy	chol	cthy chol	cthychol	0	NONE	ychor	qokom	ychor cthy chol qokom sy sa ykchom	2	49	0.040816	0.014348	2.844676	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	Zwei direkte Paare verbinden den unabhängigen Blattgutkandidaten mit dem breit getragenen Trockenheitswert.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0020	P02	PART_STATE	f47r	f47	f47r.7	6	7	8	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	chol	ey	schesy kchor cthaiin chol chol chol chor ey	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0021	P02	PART_STATE	f49v	f49	f49v.50	1	2	6	FIRST	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	LINE_EDGE	ches	chol chor ches chkalchy chokeeoky chokoran	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0022	P04	PART_STATE	f56r	f56	f56r.15	3	4	4	MIDDLE	0	0	H	A	1	chol	cthy	chol cthy	cholcthy	0	NONE	tchol	LINE_EDGE	tcho tchol chol cthy	4	251	0.015936	0.004623	3.447405	getrocknetes Blattgut	Blattgut: trocken	getrocknetes oberirdisches Kraut	C2_CROSS_PASS_PART_STATE	Vier Gegenrichtungs-Paare reproduzieren dieselbe Blattgut-Trockenheitsbindung.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
G759-S0023	P02	PART_STATE	f9v	f9	f9v.2	5	6	11	MIDDLE	0	0	H	A	1	chol	chor	chol chor	cholchor	0	NONE	cthor	cphol	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	7	251	0.027888	0.008345	3.341999	getrockneter Blüten-/Samenstand	getrocknetes Pflanzenteil	Trockenheitsmarker vor Pflanzenteil	C1_RECURRENT_PART_STATE	Sieben direkte Gegenrichtungs-Paare zeigen flexible Oberflächenreihenfolge desselben Teil-Zustands-Rahmens.	EXACT_OBSERVED_SPAN_ONLY	1	1	1	0	0
