group_serial	page	locus	visible_owner	namespace_id	visible_surface	exact_prose_card_id	exact_prose_value_de	is_herbal_bio_bridge_card	astro_local_reading_de	cross_register_rule
15	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	ykchy	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
16	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	kchey	MC122	Kurzbearbeitung	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
17	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	F67_RIGHT_WHEEL_NS	ykchys	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
18	f67r2	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	F67_RIGHT_WHEEL_NS	chkchdar	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
19	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	ykar	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
20	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	F67_RIGHT_WHEEL_NS	ykaly	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
21	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	lkshy	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
22	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	kchy	MC117	Bearbeiten	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
23	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	F67_RIGHT_WHEEL_NS	okar	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
24	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chky	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
25	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chykchs	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
26	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	F67_RIGHT_WHEEL_NS	chy	MC123	dies	YES	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
27	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	ykees	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
28	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	F67_RIGHT_WHEEL_NS	ykchos	NONE	NONE	NO	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
29	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	opodchol	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
30	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	s	NONE	NONE	NO	A1_RIGHT_RING_BAND_01: Nebenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
31	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	ain	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
32	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	F67_RIGHT_WHEEL_NS	aldy	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
33	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	soeey	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
34	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	doiin	NONE	NONE	NO	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
35	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	F67_RIGHT_WHEEL_NS	oldy	MC019	fertig	YES	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
36	f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	F67_LEFT_WHEEL_NS	dolchsody	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
37	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	odaeiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
38	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	okoes	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
39	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	oekain	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
40	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	F67_LEFT_WHEEL_NS	y	MC123	dies	YES	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
41	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	otchey	MC171	das nächste	YES	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
42	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	soraiir	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
43	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	F67_LEFT_WHEEL_NS	dy	MC123	dies	YES	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
44	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	qopchy	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
45	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	daiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
46	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	F67_LEFT_WHEEL_NS	dal	MC154	dorthin	YES	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
47	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ydchos	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
48	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ain	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_19: gezaehlter Teil oder Unterabschnitt.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
49	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	ar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_19: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
50	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	F67_LEFT_WHEEL_NS	amy	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_19: aktueller Aspektwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
51	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	chocfhy	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_20: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
52	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	F67_LEFT_WHEEL_NS	saral	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_20: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
53	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	sain	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_21: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
54	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	am	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_21: Aspektwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
55	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	F67_LEFT_WHEEL_NS	ar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_21: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
56	f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	F67_LEFT_WHEEL_NS	okal	MC040	dorthin einsetzen	YES	Sternplatz A1_LEFT_LOCAL_FIELD_22: am Zielplatz setzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
57	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	oparchy	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_23: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest op/chy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
58	f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	F67_LEFT_WHEEL_NS	salsain	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_23: Zielsektor, Zielstern oder Zielfeld + gezaehlter Teil oder Unterabschnitt; lokaler Namensrest s/s.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
59	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	sodar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest sod.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
60	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ofar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
61	f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	F67_LEFT_WHEEL_NS	ar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
62	f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	F67_LEFT_WHEEL_NS	ydam	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
63	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yteoor	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
64	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	yto	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
65	f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	F67_LEFT_WHEEL_NS	ykor	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
66	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	okeo	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
67	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	r	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
68	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	aiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
69	f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	F67_LEFT_WHEEL_NS	am	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
70	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	okain	MC017	Anteil zugeben	NO	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
71	f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	F67_LEFT_WHEEL_NS	am	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
72	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	ytody	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
73	f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	F67_LEFT_WHEEL_NS	saiin	MC039	Sollwert	YES	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
74	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	ochol	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
75	f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	F67_LEFT_WHEEL_NS	olol	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
76	f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	F67_LEFT_WHEEL_NS	opcholdy	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
77	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	dosar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
78	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	odas	NONE	NONE	NO	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
79	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	air	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
80	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	F67_LEFT_WHEEL_NS	alaiin	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
81	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	dokan	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
82	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	oear	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
83	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	F67_LEFT_WHEEL_NS	odal	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
84	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	ofar	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
85	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	F67_LEFT_WHEEL_NS	oeoldan	NONE	NONE	NO	Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	ASTRO_LOCAL_LABEL_OR_NONBRIDGE_PROSE_MATCH
86	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	F67_LEFT_WHEEL_NS	chol	MC153	weiter	YES	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	PORTABLE_CORE_PLUS_LOCAL_ASTRO_EXPANSION
