original	context_index	variant	case	decision	full_world_solver	independent_meaning_capacity
L02_009	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_012	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_109	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_115	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_212	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_215	2	10	WRAP04	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_009	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_012	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_109	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_115	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_212	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_215	4	0	WRAP05	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_009	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_012	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_109	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_115	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_212	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_215	4	2	WRAP06	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_009	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_012	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_109	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_115	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_212	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_215	4	8	WRAP07	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_009	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_012	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_109	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_115	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_212	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_215	4	10	WRAP08	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	2	0	WRAP09	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	2	2	WRAP10	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	2	8	WRAP11	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	2	10	WRAP12	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	4	0	WRAP13	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	4	2	WRAP14	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	4	8	WRAP15	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_024	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_042	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_094	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_130	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_182	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_200	4	10	WRAP16	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	2	0	WRAP17	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	2	2	WRAP18	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	2	4	WRAP19	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	2	6	WRAP20	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	4	0	WRAP21	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	4	2	WRAP22	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	4	4	WRAP23	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_026	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_036	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_101	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_121	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_186	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_196	4	6	WRAP24	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	0	WRAP25	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	2	WRAP26	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	4	WRAP27	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	6	WRAP28	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	8	WRAP29	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	10	WRAP30	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	12	WRAP31	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	2	14	WRAP32	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	0	WRAP33	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	2	WRAP34	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	4	WRAP35	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	6	WRAP36	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_100	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_124	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_185	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_197	4	8	WRAP37	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_027	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
L02_039	4	10	WRAP38	FIXED_ORIGINAL_CELL_CONTRADICTION	NOT_RUN_REGISTERED_STOP	0
