case	engine	word	value	old_occurrences	new_occurrences	new_word
FULL01	primary	orolkain	WITHOUT_HARM	0	1	True
FULL01	primary	orsheckhy	THEN	0	1	True
FULL01	primary	otaiin	THERE	2	1	False
FULL01	primary	otal	AT_MOST_ONE	0	1	True
FULL01	primary	otchdy	WITHOUT_AGENT	0	1	True
FULL01	primary	otchedy	OTHER_CARGO	1	0	False
FULL01	primary	otedy	RETURN	2	0	False
FULL01	primary	otor	COLOC	2	0	False
FULL01	primary	otshdy	GOAL	1	0	False
FULL01	primary	pchdy	THEN	0	1	True
FULL01	primary	pdalshdy	INIT	1	0	False
FULL01	primary	psheor	INIT	0	1	True
FULL01	primary	qetal	AT_MOST_ONE	1	0	False
FULL01	primary	qokaiin	THEN	0	1	True
FULL01	primary	qokain	THERE	0	1	True
FULL01	primary	qokal	TRAVEL_TOGETHER	1	0	False
FULL01	primary	qokas	FERRY	0	1	True
FULL01	primary	qokchdy	THEN	0	4	True
FULL01	primary	qokchedy	UNATTENDED	1	0	False
FULL01	primary	qokedol	FAR_BANK	1	0	False
FULL01	primary	qokedy	C	5	1	False
FULL01	primary	qokeedy	CONVEY_OUT	1	0	False
FULL01	primary	qokeey	TAKE_OUT	1	0	False
FULL01	primary	qoky	FERRY	1	1	False
FULL01	primary	qop[eee:che]dar	M	0	1	True
FULL01	primary	qotal	THEN	0	1	True
FULL01	primary	qotedaiin	LEAVE	1	0	False
FULL01	primary	qotedy	OUTWARD	1	0	False
FULL01	primary	qoteedy	B	1	0	False
FULL01	primary	qotor	G	0	1	True
FULL01	primary	saiin	W	1	0	False
FULL01	primary	sain	WHEN	1	0	False
FULL01	primary	sar	UNSAFE	2	0	False
FULL01	primary	schedair	LIKEWISE	1	0	False
FULL01	primary	shdy	WITHOUT_HARM	1	0	False
FULL01	primary	she	BESIDES	0	1	True
FULL01	primary	shecthedy	JOINING_RESULT	1	0	False
FULL01	primary	shecthy	REST_CARGO	1	0	False
FULL01	primary	shedaiin	PAIRS	1	0	False
FULL01	primary	shedain	GOAL	0	1	True
FULL01	primary	shedy	M	5	0	False
FULL01	primary	sheedy	THEN	0	1	True
FULL01	primary	sheekar	WHEN	0	1	True
FULL01	primary	shey	EXAMPLE	1	0	False
FULL01	primary	shocphedy	CARGOS	1	0	False
FULL01	primary	shos	THEN	0	1	True
FULL01	primary	soiiin	THUS	1	0	False
FULL01	primary	sol	THEN	2	0	False
FULL01	primary	soldy	HARM	1	0	False
FULL01	primary	solkaiin	ALL	0	1	True
FULL01	primary	solkchy	LEAVE	0	1	True
FULL01	primary	solkeedy	WITH_TRIP	2	0	False
FULL01	primary	sor	THEN	0	1	True
FULL01	primary	taipar	FAR_BANK	0	1	True
FULL01	primary	tchdy	THEN	0	1	True
FULL01	primary	tchedy	FINALLY	1	0	False
FULL01	primary	todalain	G	0	1	True
FULL01	primary	tshol	THEN	0	1	True
FULL01	primary	y	THEN	0	1	True
FULL01	primary	yk	PAIRS	0	1	True
FULL01	primary	ykaiin	FORBIDDEN	0	1	True
FULL01	primary	ykain	FIRST_CARGO	0	1	True
FULL01	primary	ykeey	THEN	0	1	True
FULL01	primary	ytchdy	HARM	0	1	True
FULL01	independent	[a:y]lo[s:r]am	THUS	0	1	True
FULL01	independent	[sh:{c's}]ear	ALONE	0	1	True
FULL01	independent	ald	THEN	0	1	True
FULL01	independent	alol	THERE	0	2	True
FULL01	independent	ar	LEAVE	0	4	True
FULL01	independent	ariin	WHEN	0	1	True
FULL01	independent	chckhdy	WOULD_BE	1	0	False
FULL01	independent	chckhy	THERE	0	2	True
FULL01	independent	checthy	ALL	1	0	False
FULL01	independent	ched	WITHOUT_AGENT	1	0	False
FULL01	independent	chedain	NEXT	1	0	False
FULL01	independent	chedy	G	3	1	False
FULL01	independent	cheeety	RETURN_EXCLUDING	1	0	False
FULL01	independent	cheeor	RETURN_EXCLUDING	0	1	True
FULL01	independent	chefchdy	HARM	0	1	True
FULL01	independent	chety	UNHARMED	1	0	False
FULL01	independent	chkaiin	WOULD_BE	0	1	True
FULL01	independent	chky	M	0	1	True
FULL01	independent	chody	PAIRED_WITH	0	1	True
FULL01	independent	daiiin	THEN	0	1	True
FULL01	independent	daiin	THEN	0	1	True
FULL01	independent	dair	GOAL	0	1	True
FULL01	independent	dal	BESIDES	1	0	False
FULL01	independent	dar	G	0	1	True
FULL01	independent	dariin	M	0	1	True
FULL01	independent	darin	ATTENDED_BY	0	1	True
FULL01	independent	dy	THEN	0	1	True
FULL01	independent	ka[r:s]	FORBIDDEN	0	1	True
FULL01	independent	kaiin	LEAVE	0	2	True
FULL01	independent	kar	THEN	0	4	True
FULL01	independent	kchdy	UNATTENDED	0	1	True
FULL01	independent	kchedy	NEXT	0	2	True
FULL01	independent	keodaiin	THEN	0	1	True
FULL01	independent	laiin	WITHOUT_HARM	0	1	True
FULL01	independent	lchedy	G	1	0	False
FULL01	independent	ldy	ALONE	1	0	False
FULL01	independent	lkedy	PAIRED_WITH	1	0	False
FULL01	independent	o	FAR_BANK	0	1	True
FULL01	independent	ockhey	FORBIDDEN	1	0	False
FULL01	independent	ockhody	C	0	1	True
FULL01	independent	odam	UNSAFE	0	1	True
FULL01	independent	okain	THERE	0	1	True
FULL01	independent	okal	G	0	1	True
FULL01	independent	okam	THERE	0	1	True
FULL01	independent	okar	THEN	0	2	True
FULL01	independent	okchedy	WITHOUT_AGENT	0	1	True
FULL01	independent	okeody	THEN	0	1	True
FULL01	independent	oky	THEN	0	1	True
FULL01	independent	ol	CONVEY_OUT	0	1	True
FULL01	independent	olfchedy	COLOC	0	1	True
FULL01	independent	olk[ee:a]dy	G	0	1	True
FULL01	independent	olkair	CARGOS	0	1	True
FULL01	independent	ols	THEN	0	1	True
FULL01	independent	olsaly	ATTENDED_BY	1	0	False
FULL01	independent	opalke	UNHARMED	0	1	True
FULL01	independent	opchey	HOME	0	1	True
FULL01	independent	opshedy	HOME	1	0	False
FULL01	independent	or	C	0	1	True
FULL01	independent	orolkain	THEN	0	1	True
FULL01	independent	orsheckhy	NEXT	0	1	True
FULL01	independent	otaiin	THERE	2	1	False
FULL01	independent	otal	UNSAFE	0	1	True
FULL01	independent	otchdy	EXAMPLE	0	1	True
FULL01	independent	otchedy	OTHER_CARGO	1	0	False
FULL01	independent	otedy	RETURN	2	0	False
FULL01	independent	otor	COLOC	2	0	False
FULL01	independent	otshdy	GOAL	1	0	False
FULL01	independent	pchdy	G	0	1	True
FULL01	independent	pdalshdy	INIT	1	0	False
FULL01	independent	psheor	INIT	0	1	True
FULL01	independent	qetal	AT_MOST_ONE	1	0	False
FULL01	independent	qokaiin	FERRY	0	1	True
FULL01	independent	qokain	THERE	0	1	True
FULL01	independent	qokal	TRAVEL_TOGETHER	1	0	False
FULL01	independent	qokas	RETURN_EXCLUDING	0	1	True
FULL01	independent	qokchdy	THEN	0	4	True
FULL01	independent	qokchedy	UNATTENDED	1	0	False
FULL01	independent	qokedol	FAR_BANK	1	0	False
FULL01	independent	qokedy	C	5	1	False
FULL01	independent	qokeedy	CONVEY_OUT	1	0	False
FULL01	independent	qokeey	TAKE_OUT	1	0	False
FULL01	independent	qoky	FERRY	1	1	False
FULL01	independent	qop[eee:che]dar	M	0	1	True
FULL01	independent	qotal	THEN	0	1	True
FULL01	independent	qotedaiin	LEAVE	1	0	False
FULL01	independent	qotedy	OUTWARD	1	0	False
FULL01	independent	qoteedy	B	1	0	False
FULL01	independent	qotor	THEN	0	1	True
FULL01	independent	saiin	W	1	0	False
FULL01	independent	sain	WHEN	1	0	False
FULL01	independent	sar	UNSAFE	2	0	False
FULL01	independent	schedair	LIKEWISE	1	0	False
FULL01	independent	shdy	WITHOUT_HARM	1	0	False
FULL01	independent	she	PAIRS	0	1	True
FULL01	independent	shecthedy	JOINING_RESULT	1	0	False
FULL01	independent	shecthy	REST_CARGO	1	0	False
FULL01	independent	shedaiin	PAIRS	1	0	False
FULL01	independent	shedain	RETURN	0	1	True
FULL01	independent	shedy	M	5	0	False
FULL01	independent	sheedy	THEN	0	1	True
FULL01	independent	sheekar	M	0	1	True
FULL01	independent	shey	EXAMPLE	1	0	False
FULL01	independent	shocphedy	CARGOS	1	0	False
FULL01	independent	shos	LEAVE	0	1	True
FULL01	independent	soiiin	THUS	1	0	False
FULL01	independent	sol	THEN	2	0	False
FULL01	independent	soldy	HARM	1	0	False
FULL01	independent	solkaiin	ALL	0	1	True
FULL01	independent	solkchy	LEAVE	0	1	True
FULL01	independent	solkeedy	WITH_TRIP	2	0	False
FULL01	independent	sor	CONVEY_OUT	0	1	True
FULL01	independent	taipar	ALONE	0	1	True
FULL01	independent	tchdy	THEN	0	1	True
FULL01	independent	tchedy	FINALLY	1	0	False
FULL01	independent	todalain	W	0	1	True
FULL01	independent	tshol	THEN	0	1	True
FULL01	independent	y	THERE	0	1	True
FULL01	independent	yk	AT_MOST_ONE	0	1	True
FULL01	independent	ykaiin	BESIDES	0	1	True
FULL01	independent	ykain	RETURN	0	1	True
FULL01	independent	ykeey	C	0	1	True
FULL01	independent	ytchdy	CONVEY_OUT	0	1	True
FULL02	primary	[a:y]lo[s:r]am	THUS	0	1	True
FULL02	primary	[sh:{c's}]ear	UNATTENDED	0	1	True
FULL02	primary	ald	THEN	0	1	True
FULL02	primary	alol	RETURN_EXCLUDING	0	2	True
FULL02	primary	ar	THEN	0	4	True
FULL02	primary	ariin	EXAMPLE	0	1	True
FULL02	primary	chckhdy	WOULD_BE	1	0	False
FULL02	primary	chckhy	THERE	0	2	True
FULL02	primary	checthy	ALL	1	0	False
FULL02	primary	ched	WITHOUT_AGENT	1	0	False
FULL02	primary	chedain	NEXT	1	0	False
FULL02	primary	chedy	G	3	1	False
FULL02	primary	cheeety	RETURN_EXCLUDING	1	0	False
FULL02	primary	cheeor	THEN	0	1	True
FULL02	primary	chefchdy	G	0	1	True
FULL02	primary	chety	UNHARMED	1	0	False
FULL02	primary	chkaiin	FAR_BANK	0	1	True
FULL02	primary	chky	M	0	1	True
FULL02	primary	chody	FERRY	0	1	True
FULL02	primary	daiiin	THERE	0	1	True
FULL02	primary	daiin	THEN	0	1	True
FULL02	primary	dair	THEN	0	1	True
FULL02	primary	dal	BESIDES	1	0	False
FULL02	primary	dar	M	0	1	True
FULL02	primary	dariin	UNSAFE	0	1	True
FULL02	primary	darin	ATTENDED_BY	0	1	True
FULL02	primary	dy	FIRST_CARGO	0	1	True
FULL02	primary	ka[r:s]	M	0	1	True
FULL02	primary	kaiin	LEAVE	0	2	True
FULL02	primary	kar	THEN	0	4	True
FULL02	primary	kchdy	G	0	1	True
FULL02	primary	kchedy	WOULD_BE	0	2	True
FULL02	primary	keodaiin	G	0	1	True
FULL02	primary	laiin	FERRY	0	1	True
FULL02	primary	lchedy	G	1	0	False
FULL02	primary	ldy	ALONE	1	0	False
FULL02	primary	lkedy	PAIRED_WITH	1	0	False
FULL02	primary	o	THEN	0	1	True
FULL02	primary	ockhey	FORBIDDEN	1	0	False
FULL02	primary	ockhody	FERRY	0	1	True
FULL02	primary	odam	WITHOUT_HARM	0	1	True
FULL02	primary	okain	G	0	1	True
FULL02	primary	okal	UNSAFE	0	1	True
FULL02	primary	okam	FERRY	0	1	True
FULL02	primary	okar	THEN	0	2	True
FULL02	primary	okchedy	G	0	1	True
FULL02	primary	okeody	RETURN_EXCLUDING	0	1	True
FULL02	primary	oky	LEAVE	0	1	True
FULL02	primary	ol	C	0	1	True
FULL02	primary	olfchedy	COLOC	0	1	True
FULL02	primary	olk[ee:a]dy	THEN	0	1	True
FULL02	primary	olkair	CARGOS	0	1	True
FULL02	primary	ols	THEN	0	1	True
FULL02	primary	olsaly	ATTENDED_BY	1	0	False
FULL02	primary	opalke	UNHARMED	0	1	True
FULL02	primary	opchey	HOME	0	1	True
FULL02	primary	opshedy	HOME	1	0	False
FULL02	primary	or	C	0	1	True
FULL02	primary	orolkain	UNATTENDED	0	1	True
FULL02	primary	orsheckhy	ALONE	0	1	True
FULL02	primary	otaiin	THERE	2	1	False
FULL02	primary	otal	AT_MOST_ONE	0	1	True
FULL02	primary	otchdy	WITHOUT_AGENT	0	1	True
FULL02	primary	otchedy	OTHER_CARGO	1	0	False
FULL02	primary	otedy	RETURN	2	0	False
FULL02	primary	otor	COLOC	2	0	False
FULL02	primary	otshdy	GOAL	1	0	False
FULL02	primary	pchdy	GOAL	0	1	True
FULL02	primary	pdalshdy	INIT	1	0	False
FULL02	primary	psheor	INIT	0	1	True
FULL02	primary	qetal	AT_MOST_ONE	1	0	False
FULL02	primary	qokaiin	FERRY	0	1	True
FULL02	primary	qokain	THERE	0	1	True
FULL02	primary	qokal	TRAVEL_TOGETHER	1	0	False
FULL02	primary	qokas	RETURN_EXCLUDING	0	1	True
FULL02	primary	qokchdy	THEN	0	4	True
FULL02	primary	qokchedy	UNATTENDED	1	0	False
FULL02	primary	qokedol	FAR_BANK	1	0	False
FULL02	primary	qokedy	C	5	1	False
FULL02	primary	qokeedy	CONVEY_OUT	1	0	False
FULL02	primary	qokeey	TAKE_OUT	1	0	False
FULL02	primary	qoky	FERRY	1	1	False
FULL02	primary	qop[eee:che]dar	M	0	1	True
FULL02	primary	qotal	THEN	0	1	True
FULL02	primary	qotedaiin	LEAVE	1	0	False
FULL02	primary	qotedy	OUTWARD	1	0	False
FULL02	primary	qoteedy	B	1	0	False
FULL02	primary	qotor	THEN	0	1	True
FULL02	primary	saiin	W	1	0	False
FULL02	primary	sain	WHEN	1	0	False
FULL02	primary	sar	UNSAFE	2	0	False
FULL02	primary	schedair	LIKEWISE	1	0	False
FULL02	primary	shdy	WITHOUT_HARM	1	0	False
FULL02	primary	she	BESIDES	0	1	True
FULL02	primary	shecthedy	JOINING_RESULT	1	0	False
FULL02	primary	shecthy	REST_CARGO	1	0	False
FULL02	primary	shedaiin	PAIRS	1	0	False
FULL02	primary	shedain	C	0	1	True
FULL02	primary	shedy	M	5	0	False
FULL02	primary	sheedy	THEN	0	1	True
FULL02	primary	sheekar	WHEN	0	1	True
FULL02	primary	shey	EXAMPLE	1	0	False
FULL02	primary	shocphedy	CARGOS	1	0	False
FULL02	primary	shos	C	0	1	True
FULL02	primary	soiiin	THUS	1	0	False
FULL02	primary	sol	THEN	2	0	False
FULL02	primary	soldy	HARM	1	0	False
FULL02	primary	solkaiin	ALL	0	1	True
FULL02	primary	solkchy	LEAVE	0	1	True
FULL02	primary	solkeedy	WITH_TRIP	2	0	False
FULL02	primary	sor	RETURN	0	1	True
FULL02	primary	taipar	PAIRED_WITH	0	1	True
FULL02	primary	tchdy	HARM	0	1	True
FULL02	primary	tchedy	FINALLY	1	0	False
FULL02	primary	todalain	C	0	1	True
FULL02	primary	tshol	C	0	1	True
FULL02	primary	y	THEN	0	1	True
FULL02	primary	yk	PAIRS	0	1	True
FULL02	primary	ykaiin	FORBIDDEN	0	1	True
FULL02	primary	ykain	PAIRED_WITH	0	1	True
FULL02	primary	ykeey	UNSAFE	0	1	True
FULL02	primary	ytchdy	G	0	1	True
FULL02	independent	[a:y]lo[s:r]am	THUS	0	1	True
FULL02	independent	[sh:{c's}]ear	ALONE	0	1	True
FULL02	independent	ald	THEN	0	1	True
FULL02	independent	alol	THERE	0	2	True
FULL02	independent	ar	LEAVE	0	4	True
FULL02	independent	ariin	WHEN	0	1	True
FULL02	independent	chckhdy	WOULD_BE	1	0	False
FULL02	independent	chckhy	THERE	0	2	True
FULL02	independent	checthy	ALL	1	0	False
FULL02	independent	ched	WITHOUT_AGENT	1	0	False
FULL02	independent	chedain	NEXT	1	0	False
FULL02	independent	chedy	G	3	1	False
FULL02	independent	cheeety	RETURN_EXCLUDING	1	0	False
FULL02	independent	cheeor	RETURN_EXCLUDING	0	1	True
FULL02	independent	chefchdy	HARM	0	1	True
FULL02	independent	chety	UNHARMED	1	0	False
FULL02	independent	chkaiin	WOULD_BE	0	1	True
FULL02	independent	chky	M	0	1	True
FULL02	independent	chody	PAIRED_WITH	0	1	True
FULL02	independent	daiiin	G	0	1	True
FULL02	independent	daiin	THEN	0	1	True
FULL02	independent	dair	GOAL	0	1	True
FULL02	independent	dal	BESIDES	1	0	False
FULL02	independent	dar	G	0	1	True
FULL02	independent	dariin	M	0	1	True
FULL02	independent	darin	ATTENDED_BY	0	1	True
FULL02	independent	dy	THEN	0	1	True
FULL02	independent	ka[r:s]	FORBIDDEN	0	1	True
FULL02	independent	kaiin	LEAVE	0	2	True
FULL02	independent	kar	THEN	0	4	True
FULL02	independent	kchdy	UNATTENDED	0	1	True
FULL02	independent	kchedy	NEXT	0	2	True
FULL02	independent	keodaiin	THEN	0	1	True
FULL02	independent	laiin	WITHOUT_HARM	0	1	True
FULL02	independent	lchedy	G	1	0	False
FULL02	independent	ldy	ALONE	1	0	False
FULL02	independent	lkedy	PAIRED_WITH	1	0	False
FULL02	independent	o	FAR_BANK	0	1	True
FULL02	independent	ockhey	FORBIDDEN	1	0	False
FULL02	independent	ockhody	G	0	1	True
FULL02	independent	odam	UNSAFE	0	1	True
FULL02	independent	okain	THERE	0	1	True
FULL02	independent	okal	C	0	1	True
FULL02	independent	okam	THERE	0	1	True
FULL02	independent	okar	THEN	0	2	True
FULL02	independent	okchedy	WITHOUT_AGENT	0	1	True
FULL02	independent	okeody	THEN	0	1	True
FULL02	independent	oky	FERRY	0	1	True
FULL02	independent	ol	CONVEY_OUT	0	1	True
FULL02	independent	olfchedy	COLOC	0	1	True
FULL02	independent	olk[ee:a]dy	G	0	1	True
FULL02	independent	olkair	CARGOS	0	1	True
FULL02	independent	ols	THEN	0	1	True
FULL02	independent	olsaly	ATTENDED_BY	1	0	False
FULL02	independent	opalke	UNHARMED	0	1	True
FULL02	independent	opchey	HOME	0	1	True
FULL02	independent	opshedy	HOME	1	0	False
FULL02	independent	or	THEN	0	1	True
FULL02	independent	orolkain	RETURN	0	1	True
FULL02	independent	orsheckhy	NEXT	0	1	True
FULL02	independent	otaiin	THERE	2	1	False
FULL02	independent	otal	UNSAFE	0	1	True
FULL02	independent	otchdy	EXAMPLE	0	1	True
FULL02	independent	otchedy	OTHER_CARGO	1	0	False
FULL02	independent	otedy	RETURN	2	0	False
FULL02	independent	otor	COLOC	2	0	False
FULL02	independent	otshdy	GOAL	1	0	False
FULL02	independent	pchdy	G	0	1	True
FULL02	independent	pdalshdy	INIT	1	0	False
FULL02	independent	psheor	INIT	0	1	True
FULL02	independent	qetal	AT_MOST_ONE	1	0	False
FULL02	independent	qokaiin	THEN	0	1	True
FULL02	independent	qokain	THERE	0	1	True
FULL02	independent	qokal	TRAVEL_TOGETHER	1	0	False
FULL02	independent	qokas	FERRY	0	1	True
FULL02	independent	qokchdy	THEN	0	4	True
FULL02	independent	qokchedy	UNATTENDED	1	0	False
FULL02	independent	qokedol	FAR_BANK	1	0	False
FULL02	independent	qokedy	C	5	1	False
FULL02	independent	qokeedy	CONVEY_OUT	1	0	False
FULL02	independent	qokeey	TAKE_OUT	1	0	False
FULL02	independent	qoky	FERRY	1	1	False
FULL02	independent	qop[eee:che]dar	M	0	1	True
FULL02	independent	qotal	THEN	0	1	True
FULL02	independent	qotedaiin	LEAVE	1	0	False
FULL02	independent	qotedy	OUTWARD	1	0	False
FULL02	independent	qoteedy	B	1	0	False
FULL02	independent	qotor	THEN	0	1	True
FULL02	independent	saiin	W	1	0	False
FULL02	independent	sain	WHEN	1	0	False
FULL02	independent	sar	UNSAFE	2	0	False
FULL02	independent	schedair	LIKEWISE	1	0	False
FULL02	independent	shdy	WITHOUT_HARM	1	0	False
FULL02	independent	she	PAIRS	0	1	True
FULL02	independent	shecthedy	JOINING_RESULT	1	0	False
FULL02	independent	shecthy	REST_CARGO	1	0	False
FULL02	independent	shedaiin	PAIRS	1	0	False
FULL02	independent	shedain	WITH_TRIP	0	1	True
FULL02	independent	shedy	M	5	0	False
FULL02	independent	sheedy	THEN	0	1	True
FULL02	independent	sheekar	M	0	1	True
FULL02	independent	shey	EXAMPLE	1	0	False
FULL02	independent	shocphedy	CARGOS	1	0	False
FULL02	independent	shos	LEAVE	0	1	True
FULL02	independent	soiiin	THUS	1	0	False
FULL02	independent	sol	THEN	2	0	False
FULL02	independent	soldy	HARM	1	0	False
FULL02	independent	solkaiin	ALL	0	1	True
FULL02	independent	solkchy	LEAVE	0	1	True
FULL02	independent	solkeedy	WITH_TRIP	2	0	False
FULL02	independent	sor	CONVEY_OUT	0	1	True
FULL02	independent	taipar	G	0	1	True
FULL02	independent	tchdy	THEN	0	1	True
FULL02	independent	tchedy	FINALLY	1	0	False
FULL02	independent	todalain	C	0	1	True
FULL02	independent	tshol	THEN	0	1	True
FULL02	independent	y	THERE	0	1	True
FULL02	independent	yk	AT_MOST_ONE	0	1	True
FULL02	independent	ykaiin	BESIDES	0	1	True
FULL02	independent	ykain	RETURN	0	1	True
FULL02	independent	ykeey	G	0	1	True
FULL02	independent	ytchdy	CONVEY_OUT	0	1	True
FULL03	primary	[a:y]lo[s:r]am	THUS	0	1	True
FULL03	primary	[sh:{c's}]ear	RETURN_EXCLUDING	0	1	True
FULL03	primary	ald	THEN	0	1	True
FULL03	primary	alol	THEN	0	2	True
FULL03	primary	ar	W	0	4	True
FULL03	primary	ariin	ALONE	0	1	True
FULL03	primary	chckhdy	WOULD_BE	1	0	False
FULL03	primary	chckhy	THERE	0	2	True
FULL03	primary	checthy	ALL	1	0	False
FULL03	primary	ched	WITHOUT_AGENT	1	0	False
FULL03	primary	chedain	NEXT	1	0	False
FULL03	primary	chedy	G	3	1	False
FULL03	primary	cheeety	RETURN_EXCLUDING	1	0	False
FULL03	primary	cheeor	M	0	1	True
FULL03	primary	chefchdy	W	0	1	True
FULL03	primary	chety	UNHARMED	1	0	False
FULL03	primary	chkaiin	WITHOUT_HARM	0	1	True
FULL03	primary	chky	M	0	1	True
FULL03	primary	chody	RETURN	0	1	True
FULL03	primary	daiiin	THEN	0	1	True
FULL03	primary	daiin	C	0	1	True
FULL03	primary	dair	C	0	1	True
FULL03	primary	dal	BESIDES	1	0	False
FULL03	primary	dar	THEN	0	1	True
FULL03	primary	dariin	PAIRS	0	1	True
FULL03	primary	darin	ATTENDED_BY	0	1	True
FULL03	primary	dy	THEN	0	1	True
FULL03	primary	ka[r:s]	RETURN	0	1	True
FULL03	primary	kaiin	LEAVE	0	2	True
FULL03	primary	kar	FERRY	0	4	True
FULL03	primary	kchdy	GOAL	0	1	True
FULL03	primary	kchedy	THEN	0	2	True
FULL03	primary	keodaiin	FERRY	0	1	True
FULL03	primary	laiin	UNATTENDED	0	1	True
FULL03	primary	lchedy	W	1	0	False
FULL03	primary	ldy	ALONE	1	0	False
FULL03	primary	lkedy	PAIRED_WITH	1	0	False
FULL03	primary	o	PAIRED_WITH	0	1	True
FULL03	primary	ockhey	FORBIDDEN	1	0	False
FULL03	primary	ockhody	THEN	0	1	True
FULL03	primary	odam	HARM	0	1	True
FULL03	primary	okain	THEN	0	1	True
FULL03	primary	okal	AT_MOST_ONE	0	1	True
FULL03	primary	okam	THEN	0	1	True
FULL03	primary	okar	RETURN_EXCLUDING	0	2	True
FULL03	primary	okchedy	UNSAFE	0	1	True
FULL03	primary	okeody	WITH_TRIP	0	1	True
FULL03	primary	oky	OTHER_CARGO	0	1	True
FULL03	primary	ol	G	0	1	True
FULL03	primary	olfchedy	COLOC	0	1	True
FULL03	primary	olk[ee:a]dy	EXAMPLE	0	1	True
FULL03	primary	olkair	CARGOS	0	1	True
FULL03	primary	ols	FIRST_CARGO	0	1	True
FULL03	primary	olsaly	ATTENDED_BY	1	0	False
FULL03	primary	opalke	UNHARMED	0	1	True
FULL03	primary	opchey	HOME	0	1	True
FULL03	primary	opshedy	HOME	1	0	False
FULL03	primary	or	FERRY	0	1	True
FULL03	primary	orolkain	LIKEWISE	0	1	True
FULL03	primary	orsheckhy	UNSAFE	0	1	True
FULL03	primary	otaiin	THERE	2	1	False
FULL03	primary	otal	THEN	0	1	True
FULL03	primary	otchdy	M	0	1	True
FULL03	primary	otchedy	OTHER_CARGO	1	0	False
FULL03	primary	otedy	RETURN	2	0	False
FULL03	primary	otor	COLOC	2	0	False
FULL03	primary	otshdy	GOAL	1	0	False
FULL03	primary	pchdy	FAR_BANK	0	1	True
FULL03	primary	pdalshdy	INIT	1	0	False
FULL03	primary	psheor	INIT	0	1	True
FULL03	primary	qetal	AT_MOST_ONE	1	0	False
FULL03	primary	qokaiin	THEN	0	1	True
FULL03	primary	qokain	THERE	0	1	True
FULL03	primary	qokal	TRAVEL_TOGETHER	1	0	False
FULL03	primary	qokas	FERRY	0	1	True
FULL03	primary	qokchdy	THEN	0	4	True
FULL03	primary	qokchedy	UNATTENDED	1	0	False
FULL03	primary	qokedol	FAR_BANK	1	0	False
FULL03	primary	qokedy	C	5	1	False
FULL03	primary	qokeedy	CONVEY_OUT	1	0	False
FULL03	primary	qokeey	TAKE_OUT	1	0	False
FULL03	primary	qoky	FERRY	1	1	False
FULL03	primary	qop[eee:che]dar	M	0	1	True
