event_id	page	record	statement_id	card_no	surface	component_recipe	productive_roots	composed_reading_de	contains_close	statement_final
E174	f82r	B2	B2-S004	PROC102	lched	L+CHD	CHD	WEITERLEITEN · UMSETZEN	NO	NO
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E177	f82r	B2	B2-S005	PROC104	qokaly	OK+AL+Y	OK	ANSETZEN · ZIELSTELLE · ARBEITSPOSTEN	NO	NO
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E182	f82r	B2	B2-S005	PROC106	octheol	O+CTH+E+OL	CTH	ARBEITSGANG · BEREIT · KURZ · FORTSETZEN	NO	NO
E183	f82r	B2	B2-S005	PROC107	chkeey	CHK+EE+Y	CHK	WAERMEN · LANG · ARBEITSPOSTEN	NO	NO
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	NO	NO
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	YES
E191	f82r	B2	B2-S008	PROC113	qokar	OK+AR	OK	ANSETZEN · VORRAT	NO	NO
E192	f82r	B2	B2-S008	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	NO
E198	f82r	B2	B2-S011	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	NO	NO
E200	f82r	B2	B2-S011	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	NO	NO
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E204	f82r	B2	B2-S012	PROC117	qcthey	CTH+E+Y	CTH	BEREIT · KURZ · ARBEITSPOSTEN	NO	NO
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E209	f82r	B2	B2-S012	PROC119	qokeeedy	OK+EEE+DY	OK	ANSETZEN · VOLL; SCHLUSS	YES	YES
E210	f82r	B2	B2-S013	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E215	f82r	B2	B2-S016	PROC123	lchedar	L+CHD+AR	CHD	WEITERLEITEN · UMSETZEN · VORRAT	NO	NO
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E220	f82r	B2	B2-S016	PROC085	okey	OK+E+Y	OK	ANSETZEN · KURZ · ARBEITSPOSTEN	NO	NO
E221	f82r	B2	B2-S016	PROC125	pchedy	P+CHD+DY	CHD	EINFUELLEN · UMSETZEN; SCHLUSS	YES	YES
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E225	f82r	B2	B2-S019	PROC128	rshedy	R+SHED+DY	SHED	KUEHLEN · ABSETZEN; SCHLUSS	YES	YES
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	CHD	WEITERLEITEN · ARBEITSGANG · UMSETZEN; SCHLUSS	YES	YES
E231	f83r	B3	B3-S002	PROC132	chkeedy	CHK+EE+DY	CHK	WAERMEN · LANG; SCHLUSS	YES	YES
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E239	f83r	B3	B3-S005	PROC076	schedy	CHD+DY	CHD	UMSETZEN; SCHLUSS	YES	YES
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	OK	ANSETZEN · ZIELSTELLE	NO	NO
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	CHD	FORTSETZEN · UMSETZEN; SCHLUSS	YES	YES
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	YES
E248	f83r	B3	B3-S010	PROC134	pchedal	P+CHD+AL	CHD	EINFUELLEN · UMSETZEN · ZIELSTELLE	NO	NO
E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	CHD|CTH	HALTEN · KURZ · BIS BEREIT; UMSETZEN · ARBEITSPOSTEN	NO	NO
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	NO
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E255	f83r	B3	B3-S012	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E258	f83r	B3	B3-S013	PROC117	shcthey	CTH+E+Y	CTH	BEREIT · KURZ · ARBEITSPOSTEN	NO	NO
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ; SCHLUSS	YES	YES
E260	f83r	B3	B3-S014	PROC138	okair	OK+AIR	OK	ANSETZEN · FLUESSIGKEITSLAUF	NO	NO
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	OK|CHD	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E266	f83r	B3	B3-S018	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	OK	ANSETZEN · HALTEN · KURZ; SCHLUSS	YES	YES
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	OK	ANSETZEN · SOLLMASS	NO	NO
E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	CTH	BEREIT · ARBEITSPOSTEN	NO	NO
E275	f83r	B3	B3-S021	PROC142	shedal	SHED+AL	SHED	ABSETZEN · ZIELSTELLE	NO	NO
E276	f83r	B3	B3-S021	PROC143	shecthy	SH+E+CTH+Y	CTH	HALTEN · KURZ · BEREIT · ARBEITSPOSTEN	NO	NO
E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	CTH	BEREIT · ARBEITSPOSTEN	NO	NO
E280	f83r	B3	B3-S021	PROC144	dalchdy	AL+CHD+DY	CHD	ZIELSTELLE · UMSETZEN; SCHLUSS	YES	YES
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	CHD	DANACH · UMSETZEN; SCHLUSS	YES	YES
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E283	f83r	B3	B3-S024	PROC076	tchedy	CHD+DY	CHD	UMSETZEN; SCHLUSS	YES	YES
E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	OK|CHD	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	NO	NO
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	CTH	BEREIT · ARBEITSPOSTEN	NO	NO
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ; SCHLUSS	YES	YES
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ; SCHLUSS	YES	YES
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	NO
E300	f83r	B3	B3-S030	PROC150	schedair	CHD+AIR	CHD	UMSETZEN · FLUESSIGKEITSLAUF	NO	NO
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	CHD	DANACH · UMSETZEN; SCHLUSS	YES	YES
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	CHD	UMSETZEN · PORTION	NO	NO
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	CTH	BEREIT · ARBEITSPOSTEN	NO	NO
E314	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ; SCHLUSS	YES	YES
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	OK	ANSETZEN · LANG · ARBEITSPOSTEN	NO	NO
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	OK	ANSETZEN · ARBEITSPOSTEN	NO	NO
E325	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	OK	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	YES	YES
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	OK	ANSETZEN · LANG; SCHLUSS	YES	YES
E333	f83r	B4	B4-S008	PROC046	cheeky	CHK+EE+Y	CHK	WAERMEN · LANG · ARBEITSPOSTEN	NO	NO
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	OK	ANSETZEN · KURZ; SCHLUSS	YES	YES
E336	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E339	f83r	B4	B4-S011	PROC083	cheky	CHK+E+Y	CHK	WAERMEN · KURZ · ARBEITSPOSTEN	NO	NO
E340	f83r	B4	B4-S011	PROC158	okeeol	OK+EE+OL	OK	ANSETZEN · LANG · FORTSETZEN	NO	NO
E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	OK	ANSETZEN · PORTION	NO	NO
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	NO
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E346	f83r	B4	B4-S013	PROC160	qokol	OK+OL	OK	ANSETZEN · FORTSETZEN	NO	NO
E347	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	OK	ANSETZEN · PORTION	NO	NO
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	CHD	WEITERLEITEN · UMSETZEN; SCHLUSS	YES	YES
E361	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	SHED	ABSETZEN; SCHLUSS	YES	YES
E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	CHD	DANACH · UMSETZEN; SCHLUSS	YES	YES
E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	OK|CHD	ANSETZEN · UMSETZEN; SCHLUSS	YES	YES
E364	f83r	B5	B5-S003	PROC142	shedal	SHED+AL	SHED	ABSETZEN · ZIELSTELLE	NO	NO
E368	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	CHD	UMSETZEN · ZIELSTELLE	NO	NO
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	CHD	UMSETZEN · ARBEITSPOSTEN	NO	YES
